time,Cleveland,pts.away,score,pts.home,Boston
8:27.0,S. Marion makes 2-pt shot from 2 ft (assist by A. Varejao),2,9-8,,
8:16.0,,,9-10,2,J. Green makes 2-pt shot at rim (assist by J. Sullinger)
7:52.0,A. Varejao misses 2-pt shot from 7 ft,,9-10,,
7:51.0,,,9-10,,Defensive rebound by J. Sullinger
7:39.0,,,9-13,3,J. Sullinger makes 3-pt shot from 22 ft (assist by R. Rondo)
7:20.0,K. Love misses 2-pt shot from 22 ft,,9-13,,
7:18.0,,,9-13,,Defensive rebound by R. Rondo
7:13.0,,,9-13,,R. Rondo misses 2-pt shot from 1 ft (block by K. Irving)
7:12.0,Defensive rebound by K. Love,,9-13,,
7:06.0,A. Varejao misses 2-pt shot from 3 ft,,9-13,,
7:05.0,,,9-13,,Defensive rebound by J. Green
6:56.0,,,9-13,,K. Olynyk misses 3-pt shot from 24 ft
6:55.0,Defensive rebound by K. Love,,9-13,,
6:50.0,A. Varejao makes 2-pt shot from 1 ft (assist by K. Love),2,11-13,,
6:43.0,Shooting block foul by A. Varejao (drawn by J. Green),,11-13,,
6:43.0,,,11-14,1,J. Green makes free throw 1 of 2
6:43.0,,,11-14,,B. Bass enters the game for J. Sullinger
6:43.0,,,11-14,,E. Turner enters the game for R. Rondo
6:43.0,T. Thompson enters the game for A. Varejao,,11-14,,
6:43.0,,,11-15,1,J. Green makes free throw 2 of 2
6:23.0,Turnover by T. Thompson (bad pass; steal by K. Olynyk),,11-15,,
6:12.0,,,11-15,,J. Green misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by L. James,,11-15,,
6:05.0,L. James misses 2-pt shot from 1 ft,,11-15,,
6:04.0,,,11-15,,Defensive rebound by E. Turner
5:58.0,,,11-17,2,B. Bass makes 2-pt shot from 15 ft (assist by E. Turner)
5:50.0,Cleveland full timeout,,11-17,,
5:39.0,K. Irving makes 2-pt shot from 1 ft (assist by L. James),2,13-17,,
5:21.0,,,13-17,,Shooting foul by T. Thompson (drawn by K. Olynyk)
5:21.0,,,13-18,1,K. Olynyk makes free throw 1 of 2
5:21.0,D. Waiters enters the game for K. Irving,,13-18,,
5:21.0,,,13-18,,K. Olynyk misses free throw 2 of 2
5:20.0,Defensive rebound by S. Marion,,13-18,,
5:00.0,L. James makes 2-pt shot from 4 ft,2,15-18,,
4:40.0,,,15-18,,K. Olynyk misses 2-pt shot from 16 ft
4:39.0,Defensive rebound by S. Marion,,15-18,,
4:34.0,,,15-18,,Personal foul by K. Olynyk (drawn by K. Love)
4:34.0,,,15-18,,M. Thornton enters the game for A. Bradley
4:29.0,Shooting foul by B. Bass (drawn by K. Love),,15-18,,
4:29.0,K. Love makes free throw 1 of 2,1,16-18,,
4:29.0,M. Miller enters the game for S. Marion,,16-18,,
4:29.0,K. Love makes free throw 2 of 2,1,17-18,,
4:11.0,,,17-20,2,E. Turner makes 2-pt shot from 15 ft
3:48.0,T. Thompson misses 2-pt shot from 12 ft,,17-20,,
3:47.0,,,17-20,,Defensive rebound by E. Turner
3:41.0,,,17-20,,Turnover by E. Turner (lost ball; steal by D. Waiters)
3:38.0,Shooting foul by M. Thornton (drawn by L. James),,17-20,,
3:38.0,L. James misses free throw 1 of 2,,17-20,,
3:38.0,Offensive rebound by Team,,17-20,,
3:38.0,S. Marion enters the game for K. Love,,17-20,,
3:38.0,L. James makes free throw 2 of 2,1,18-20,,
3:27.0,Personal foul by D. Waiters (drawn by K. Olynyk),,18-20,,
3:17.0,,,18-20,,Turnover by J. Green (traveling)
3:05.0,L. James misses 2-pt shot from 1 ft,,18-20,,
3:04.0,,,18-20,,Defensive rebound by B. Bass
2:54.0,,,18-22,2,B. Bass makes 2-pt shot at rim (assist by E. Turner)
2:48.0,T. Thompson makes 2-pt shot from 2 ft (assist by L. James),2,20-22,,
2:42.0,,,20-24,2,K. Olynyk makes 2-pt shot at rim (assist by E. Turner)
2:23.0,L. James misses 3-pt shot from 23 ft,,20-24,,
2:22.0,,,20-24,,Defensive rebound by M. Thornton
2:17.0,,,20-27,3,M. Thornton makes 3-pt shot from 24 ft
1:56.0,D. Waiters misses 2-pt shot from 2 ft,,20-27,,
1:54.0,,,20-27,,Defensive rebound by E. Turner
1:48.0,,,20-27,,Boston full timeout
1:48.0,,,20-27,,T. Zeller enters the game for K. Olynyk
1:48.0,,,20-27,,R. Rondo enters the game for J. Green
1:48.0,K. Irving enters the game for L. James,,20-27,,
1:36.0,,,20-27,,B. Bass misses 2-pt shot from 7 ft (block by S. Marion)
1:35.0,,,20-27,,Offensive rebound by M. Thornton
1:34.0,,,20-29,2,M. Thornton makes 2-pt shot from 1 ft
1:19.0,Turnover by M. Miller (bad pass; steal by B. Bass),,20-29,,
1:10.0,,,20-29,,E. Turner misses 3-pt shot from 23 ft
1:09.0,Defensive rebound by S. Marion,,20-29,,
1:03.0,D. Waiters makes 2-pt shot from 20 ft (assist by M. Miller),2,22-29,,
0:46.0,,,22-31,2,B. Bass makes 2-pt shot from 13 ft (assist by M. Thornton)
0:43.0,Shooting foul by B. Bass (drawn by D. Waiters),,22-31,,
0:43.0,D. Waiters makes free throw 1 of 2,1,23-31,,
0:43.0,,,23-31,,J. Sullinger enters the game for B. Bass
0:43.0,D. Waiters misses free throw 2 of 2,,23-31,,
0:43.0,,,23-31,,Defensive rebound by R. Rondo
0:29.0,,,23-31,,M. Thornton misses 3-pt shot from 25 ft
0:27.0,Defensive rebound by M. Miller,,23-31,,
0:09.0,T. Thompson makes 2-pt shot at rim (assist by K. Irving),2,25-31,,
0:01.0,,,25-31,,J. Sullinger misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by D. Waiters,,25-31,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:51.0,,,25-31,,Shooting foul by M. Miller (drawn by E. Turner)
11:51.0,,,25-32,1,E. Turner makes free throw 1 of 2
11:51.0,,,25-33,1,E. Turner makes free throw 2 of 2
11:38.0,D. Waiters makes 2-pt shot from 2 ft,2,27-33,,
11:24.0,,,27-35,2,T. Zeller makes 2-pt shot from 2 ft
11:05.0,D. Waiters misses 2-pt shot from 19 ft,,27-35,,
11:03.0,Offensive rebound by Team,,27-35,,
11:03.0,K. Love enters the game for S. Marion,,27-35,,
11:03.0,Jump ball: R. Rondo vs. T. Thompson (K. Irving gains possession),,,,Jump ball: R. Rondo vs. T. Thompson (K. Irving gains possession)
10:56.0,K. Irving misses 2-pt shot from 14 ft,,27-35,,
10:56.0,,,27-35,,Defensive rebound by Team
10:56.0,Loose ball foul by T. Thompson (drawn by E. Turner),,27-35,,
10:56.0,A. Varejao enters the game for T. Thompson,,27-35,,
10:44.0,,,27-35,,E. Turner misses 2-pt shot from 16 ft
10:43.0,Defensive rebound by K. Love,,27-35,,
10:34.0,Shooting foul by T. Zeller (drawn by K. Love),,27-35,,
10:34.0,K. Love misses free throw 1 of 2,,27-35,,
10:34.0,Offensive rebound by Team,,27-35,,
10:34.0,,,27-35,,A. Bradley enters the game for E. Turner
10:34.0,K. Love makes free throw 2 of 2,1,28-35,,
10:27.0,,,28-35,,Turnover by J. Sullinger (bad pass; steal by K. Irving)
10:25.0,K. Irving makes 2-pt shot at rim,2,30-35,,
10:08.0,,,30-35,,R. Rondo misses 2-pt shot from 18 ft
10:07.0,Defensive rebound by M. Miller,,30-35,,
9:57.0,Turnover by D. Waiters (traveling),,30-35,,
9:57.0,L. James enters the game for M. Miller,,30-35,,
9:57.0,J. Harris enters the game for D. Waiters,,30-35,,
9:42.0,,,30-35,,M. Thornton misses 2-pt shot from 20 ft
9:41.0,Defensive rebound by J. Harris,,30-35,,
9:40.0,Turnover by J. Harris (bad pass; steal by R. Rondo),,30-35,,
9:35.0,,,30-37,2,T. Zeller makes 2-pt shot at rim (assist by R. Rondo)
9:19.0,L. James makes 2-pt shot at rim (assist by A. Varejao),2,32-37,,
9:02.0,,,32-39,2,A. Bradley makes 2-pt shot from 19 ft (assist by J. Sullinger)
8:47.0,,,32-39,,Personal foul by R. Rondo (drawn by L. James)
8:47.0,Official timeout,,32-39,,
8:47.0,,,32-39,,J. Green enters the game for M. Thornton
8:37.0,L. James makes 2-pt shot from 8 ft,2,34-39,,
8:24.0,,,34-39,,Turnover by R. Rondo (bad pass; steal by K. Irving)
8:18.0,J. Harris misses 3-pt shot from 22 ft,,34-39,,
8:17.0,,,34-39,,Defensive rebound by A. Bradley
8:06.0,,,34-39,,T. Zeller misses 2-pt shot from 1 ft (block by K. Love)
8:05.0,Defensive rebound by K. Irving,,34-39,,
8:01.0,L. James misses 2-pt shot at rim,,34-39,,
7:59.0,,,34-39,,Defensive rebound by R. Rondo
7:52.0,,,34-39,,Turnover by T. Zeller (offensive foul)
7:52.0,,,34-39,,Offensive foul by T. Zeller
7:38.0,A. Varejao makes 2-pt shot from 15 ft (assist by L. James),2,36-39,,
7:26.0,,,36-39,,A. Bradley misses 2-pt shot from 19 ft
7:24.0,Defensive rebound by K. Love,,36-39,,
7:08.0,L. James makes 2-pt shot from 5 ft,2,38-39,,
6:59.0,,,38-39,,Boston full timeout
6:59.0,,,38-39,,E. Turner enters the game for J. Sullinger
6:59.0,,,38-39,,B. Bass enters the game for R. Rondo
6:59.0,,,38-39,,K. Olynyk enters the game for T. Zeller
6:51.0,,,38-39,,A. Bradley misses 3-pt shot from 24 ft
6:50.0,Defensive rebound by K. Love,,38-39,,
6:39.0,L. James makes 2-pt shot from 17 ft,2,40-39,,
6:16.0,,,40-41,2,B. Bass makes 2-pt shot from 16 ft
6:03.0,Offensive foul by L. James,,40-41,,
6:03.0,Turnover by L. James (offensive foul),,40-41,,
5:52.0,Violation by K. Love (kicked ball),,40-41,,
5:45.0,,,40-43,2,A. Bradley makes 2-pt shot from 18 ft (assist by E. Turner)
5:32.0,,,40-43,,Personal foul by J. Green (drawn by L. James)
5:20.0,A. Varejao makes 2-pt shot from 1 ft (assist by K. Irving),2,42-43,,
5:07.0,,,42-43,,J. Green misses 3-pt shot from 25 ft
5:06.0,,,42-43,,Offensive rebound by Team
5:03.0,,,42-43,,K. Olynyk misses 3-pt shot from 23 ft
5:01.0,Defensive rebound by L. James,,42-43,,
4:58.0,K. Love makes 2-pt shot at rim (assist by L. James),2,44-43,,
4:46.0,D. Waiters enters the game for K. Irving,,44-43,,
4:39.0,,,44-45,2,A. Bradley makes 2-pt shot from 20 ft (assist by B. Bass)
4:22.0,A. Varejao makes 2-pt shot from 13 ft,2,46-45,,
4:06.0,,,46-45,,E. Turner misses 2-pt shot from 15 ft
4:05.0,Defensive rebound by J. Harris,,46-45,,
3:59.0,A. Varejao makes 2-pt shot from 1 ft (assist by L. James),2,48-45,,
3:42.0,,,48-47,2,K. Olynyk makes 2-pt shot at rim
3:23.0,D. Waiters makes 2-pt shot from 14 ft,2,50-47,,
3:00.0,,,50-49,2,A. Bradley makes 2-pt shot from 21 ft
2:45.0,D. Waiters misses 2-pt shot from 5 ft,,50-49,,
2:45.0,Offensive rebound by Team,,50-49,,
2:45.0,Cleveland full timeout,,50-49,,
2:45.0,,,50-49,,R. Rondo enters the game for E. Turner
2:45.0,K. Irving enters the game for J. Harris,,50-49,,
2:35.0,Shooting foul by K. Olynyk (drawn by L. James),,50-49,,
2:35.0,L. James makes free throw 1 of 2,1,51-49,,
2:35.0,L. James misses free throw 2 of 2,,51-49,,
2:35.0,,,51-49,,Defensive rebound by K. Olynyk
2:22.0,,,51-51,2,A. Bradley makes 2-pt shot from 14 ft (assist by R. Rondo)
2:10.0,Turnover by L. James (bad pass; steal by K. Olynyk),,51-51,,
2:05.0,Personal foul by A. Varejao (drawn by R. Rondo),,51-51,,
2:00.0,,,51-51,,Shooting foul by D. Waiters (drawn by J. Green)
2:00.0,,,51-52,1,J. Green makes free throw 1 of 2
2:00.0,,,51-53,1,J. Green makes free throw 2 of 2
1:50.0,L. James makes 3-pt shot from 24 ft (assist by K. Irving),3,54-53,,
1:41.0,,,54-53,,B. Bass misses 2-pt shot from 1 ft (block by A. Varejao)
1:39.0,Defensive rebound by D. Waiters,,54-53,,
1:30.0,L. James misses 3-pt shot from 24 ft,,54-53,,
1:29.0,,,54-53,,Defensive rebound by R. Rondo
1:21.0,,,54-55,2,K. Olynyk makes 2-pt shot from 9 ft (assist by R. Rondo)
0:59.0,K. Love misses 2-pt shot from 7 ft,,54-55,,
0:58.0,,,54-55,,Defensive rebound by B. Bass
0:52.0,,,54-55,,K. Olynyk misses 2-pt shot from 3 ft (block by L. James)
0:51.0,Defensive rebound by D. Waiters,,54-55,,
0:49.0,L. James makes 2-pt shot at rim (assist by D. Waiters),2,56-55,,
0:38.0,,,56-57,2,B. Bass makes 2-pt shot from 16 ft (assist by R. Rondo)
0:19.0,D. Waiters makes 3-pt shot from 22 ft (assist by A. Varejao),3,59-57,,
0:04.0,,,59-57,,R. Rondo misses 2-pt shot from 12 ft
0:03.0,,,59-57,,Offensive rebound by J. Green
0:02.0,,,59-57,,Shooting foul by K. Love (drawn by J. Green)
0:02.0,,,59-58,1,J. Green makes free throw 1 of 2
0:02.0,,,59-58,,T. Zeller enters the game for K. Olynyk
0:02.0,,,59-59,1,J. Green makes free throw 2 of 2
0:02.0,Cleveland full timeout,,59-59,,
0:02.0,,,59-59,,D. Powell enters the game for B. Bass
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,59-59,,J. Sullinger misses 2-pt shot from 19 ft
11:45.0,,,59-59,,Offensive rebound by A. Bradley
11:41.0,,,59-59,,A. Bradley misses 2-pt shot from 18 ft
11:41.0,Defensive rebound by K. Love,,59-59,,
11:20.0,L. James misses 2-pt shot from 20 ft,,59-59,,
11:19.0,,,59-59,,Defensive rebound by A. Bradley
11:13.0,,,59-61,2,J. Green makes 2-pt shot at rim (assist by R. Rondo)
10:49.0,K. Love misses 2-pt shot at rim,,59-61,,
10:48.0,Offensive rebound by K. Love,,59-61,,
10:48.0,K. Love makes 2-pt shot at rim,2,61-61,,
10:27.0,,,61-63,2,K. Olynyk makes 2-pt shot from 12 ft (assist by R. Rondo)
10:02.0,L. James misses 3-pt shot from 25 ft,,61-63,,
10:01.0,,,61-63,,Defensive rebound by R. Rondo
9:53.0,,,61-65,2,J. Sullinger makes 2-pt shot from 5 ft (assist by R. Rondo)
9:32.0,A. Varejao makes 2-pt shot from 16 ft (assist by K. Love),2,63-65,,
9:21.0,,,63-68,3,K. Olynyk makes 3-pt shot from 25 ft (assist by R. Rondo)
9:10.0,K. Irving misses 3-pt shot from 24 ft,,63-68,,
9:09.0,Offensive rebound by A. Varejao,,63-68,,
9:04.0,S. Marion misses 3-pt shot from 23 ft,,63-68,,
9:03.0,,,63-68,,Defensive rebound by K. Olynyk
8:57.0,,,63-68,,Turnover by R. Rondo (lost ball; steal by K. Irving)
8:53.0,Shooting foul by J. Sullinger (drawn by L. James),,63-68,,
8:53.0,L. James makes free throw 1 of 2,1,64-68,,
8:53.0,L. James makes free throw 2 of 2,1,65-68,,
8:39.0,,,65-71,3,K. Olynyk makes 3-pt shot from 24 ft (assist by R. Rondo)
8:14.0,L. James makes 2-pt shot at rim,2,67-71,,
8:05.0,,,67-71,,J. Green misses 3-pt shot from 24 ft
8:04.0,Defensive rebound by S. Marion,,67-71,,
7:52.0,K. Love misses 2-pt shot from 5 ft,,67-71,,
7:51.0,Offensive rebound by A. Varejao,,67-71,,
7:46.0,L. James makes 3-pt shot from 24 ft (assist by S. Marion),3,70-71,,
7:25.0,,,70-73,2,J. Sullinger makes 2-pt shot at rim (assist by A. Bradley)
7:12.0,A. Varejao makes 2-pt shot from 16 ft (assist by L. James),2,72-73,,
6:52.0,,,72-75,2,J. Sullinger makes 2-pt shot from 4 ft (assist by J. Green)
6:52.0,Shooting block foul by A. Varejao (drawn by J. Sullinger),,72-75,,
6:52.0,T. Thompson enters the game for A. Varejao,,72-75,,
6:52.0,,,72-75,,E. Turner enters the game for R. Rondo
6:52.0,,,72-76,1,J. Sullinger makes free throw 1 of 1
6:34.0,K. Irving misses 2-pt shot at rim,,72-76,,
6:29.0,Offensive rebound by T. Thompson,,72-76,,
6:29.0,T. Thompson misses 2-pt shot from 1 ft,,72-76,,
6:29.0,,,72-76,,Defensive rebound by J. Sullinger
6:24.0,,,72-78,2,J. Green makes 2-pt shot at rim (assist by J. Sullinger)
6:09.0,K. Irving makes 2-pt shot from 19 ft,2,74-78,,
5:49.0,,,74-78,,J. Sullinger misses 2-pt shot from 12 ft
5:49.0,Defensive rebound by T. Thompson,,74-78,,
5:40.0,K. Irving makes 2-pt shot at rim,2,76-78,,
5:40.0,,,76-78,,Boston full timeout
5:40.0,,,76-78,,B. Bass enters the game for J. Sullinger
5:29.0,,,76-78,,Shooting foul by K. Love (drawn by K. Olynyk)
5:29.0,,,76-79,1,K. Olynyk makes free throw 1 of 2
5:29.0,,,76-80,1,K. Olynyk makes free throw 2 of 2
5:12.0,,,76-80,,Personal foul by A. Bradley (drawn by K. Irving)
5:12.0,D. Waiters enters the game for K. Irving,,76-80,,
5:02.0,Turnover by S. Marion (traveling),,76-80,,
4:50.0,,,76-82,2,E. Turner makes 2-pt shot from 5 ft (assist by K. Olynyk)
4:36.0,Turnover by L. James (bad pass; steal by J. Green),,76-82,,
4:33.0,,,76-82,,Shooting foul by L. James (drawn by B. Bass)
4:33.0,,,76-83,1,B. Bass makes free throw 1 of 2
4:33.0,,,76-84,1,B. Bass makes free throw 2 of 2
4:21.0,,,76-84,,M. Thornton enters the game for A. Bradley
4:16.0,K. Love misses 3-pt shot from 26 ft,,76-84,,
4:15.0,,,76-84,,Defensive rebound by J. Green
4:11.0,,,76-84,,Shooting foul by L. James (drawn by J. Green)
4:11.0,,,76-84,,J. Green misses free throw 1 of 2
4:11.0,,,76-84,,Offensive rebound by Team
4:11.0,,,76-84,,J. Green misses free throw 2 of 2
4:10.0,Defensive rebound by K. Love,,76-84,,
3:52.0,L. James misses 2-pt shot from 14 ft,,76-84,,
3:51.0,Offensive rebound by K. Love,,76-84,,
3:50.0,Shooting foul by B. Bass (drawn by K. Love),,76-84,,
3:50.0,K. Love makes free throw 1 of 2,1,77-84,,
3:50.0,M. Miller enters the game for S. Marion,,77-84,,
3:50.0,K. Love makes free throw 2 of 2,1,78-84,,
3:38.0,,,78-84,,B. Bass misses 2-pt shot from 12 ft
3:36.0,Defensive rebound by T. Thompson,,78-84,,
3:30.0,L. James makes 2-pt shot at rim,2,80-84,,
3:20.0,,,80-86,2,J. Green makes 2-pt shot from 5 ft (assist by E. Turner)
3:18.0,,,80-86,,Personal foul by E. Turner (drawn by T. Thompson)
3:18.0,,,80-86,,T. Zeller enters the game for K. Olynyk
3:18.0,,,80-86,,R. Rondo enters the game for J. Green
3:18.0,,,80-86,,J. Sullinger enters the game for B. Bass
3:18.0,K. Irving enters the game for L. James,,80-86,,
3:00.0,D. Waiters misses 2-pt shot from 15 ft,,80-86,,
3:00.0,,,80-86,,Defensive rebound by Team
2:52.0,,,80-88,2,T. Zeller makes 2-pt shot at rim (assist by R. Rondo)
2:50.0,Cleveland full timeout,,80-88,,
2:38.0,Turnover by M. Miller (bad pass; steal by R. Rondo),,80-88,,
2:33.0,,,80-90,2,E. Turner makes 2-pt shot from 2 ft (assist by R. Rondo)
2:15.0,K. Irving misses 2-pt shot from 1 ft,,80-90,,
2:14.0,Offensive rebound by K. Love,,80-90,,
2:14.0,Shooting foul by R. Rondo (drawn by K. Love),,80-90,,
2:14.0,K. Love misses free throw 1 of 2,,80-90,,
2:14.0,Offensive rebound by Team,,80-90,,
2:14.0,K. Love misses free throw 2 of 2,,80-90,,
2:13.0,,,80-90,,Defensive rebound by J. Sullinger
1:59.0,,,80-90,,E. Turner misses 3-pt shot from 23 ft
1:58.0,,,80-90,,Offensive rebound by J. Sullinger
1:57.0,,,80-92,2,J. Sullinger makes 2-pt shot at rim
1:37.0,M. Miller misses 3-pt shot from 23 ft,,80-92,,
1:36.0,,,80-92,,Defensive rebound by R. Rondo
1:22.0,Personal foul by M. Miller (drawn by J. Sullinger),,80-92,,
1:22.0,,,80-93,1,J. Sullinger makes free throw 1 of 2
1:22.0,A. Varejao enters the game for K. Love,,80-93,,
1:22.0,,,80-94,1,J. Sullinger makes free throw 2 of 2
1:07.0,K. Irving misses 3-pt shot from 25 ft,,80-94,,
1:06.0,,,80-94,,Defensive rebound by R. Rondo
0:58.0,,,80-96,2,E. Turner makes 2-pt shot from 16 ft (assist by R. Rondo)
0:39.0,Shooting foul by R. Rondo (drawn by K. Irving),,80-96,,
0:39.0,K. Irving makes free throw 1 of 2,1,81-96,,
0:39.0,K. Irving makes free throw 2 of 2,1,82-96,,
0:26.0,,,82-99,3,M. Thornton makes 3-pt shot from 26 ft (assist by R. Rondo)
0:06.0,K. Irving makes 2-pt shot from 1 ft,2,84-99,,
0:00.0,,,84-101,2,R. Rondo makes 2-pt shot from 11 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,T. Thompson misses 2-pt shot from 8 ft,,84-101,,
11:41.0,,,84-101,,Defensive rebound by J. Sullinger
11:35.0,,,84-103,2,T. Zeller makes 2-pt shot from 1 ft (assist by R. Rondo)
11:25.0,K. Irving makes 3-pt shot from 24 ft,3,87-103,,
11:15.0,,,87-105,2,M. Thornton makes 2-pt shot from 1 ft
11:07.0,T. Thompson misses 2-pt shot from 1 ft,,87-105,,
11:06.0,,,87-105,,Defensive rebound by J. Sullinger
10:47.0,,,87-105,,J. Sullinger misses 2-pt shot from 15 ft
10:46.0,Defensive rebound by Team,,87-105,,
10:43.0,Shooting foul by M. Thornton (drawn by A. Varejao),,87-105,,
10:43.0,A. Varejao makes free throw 1 of 2,1,88-105,,
10:43.0,A. Varejao makes free throw 2 of 2,1,89-105,,
10:24.0,,,89-105,,R. Rondo misses 2-pt shot from 20 ft
10:23.0,Defensive rebound by T. Thompson,,89-105,,
10:12.0,K. Irving makes 3-pt shot from 25 ft,3,92-105,,
10:01.0,,,92-105,,Loose ball foul by E. Turner (drawn by K. Irving)
10:01.0,,,92-105,,Turnover by E. Turner (offensive foul)
10:01.0,,,92-105,,A. Bradley enters the game for R. Rondo
9:47.0,K. Irving makes 3-pt shot from 25 ft,3,95-105,,
9:25.0,,,95-107,2,E. Turner makes 2-pt shot from 16 ft (assist by A. Bradley)
9:14.0,Shooting foul by A. Bradley (drawn by K. Irving),,95-107,,
9:14.0,K. Irving makes free throw 1 of 3,1,96-107,,
9:14.0,K. Irving makes free throw 2 of 3,1,97-107,,
9:14.0,,,97-107,,K. Olynyk enters the game for J. Sullinger
9:14.0,K. Irving makes free throw 3 of 3,1,98-107,,
8:52.0,,,98-107,,M. Thornton misses 2-pt shot from 22 ft
8:51.0,Defensive rebound by K. Irving,,98-107,,
8:44.0,,,98-107,,Personal foul by T. Zeller (drawn by A. Varejao)
8:44.0,Official timeout,,98-107,,
8:44.0,,,98-107,,J. Green enters the game for E. Turner
8:40.0,,,98-107,,Personal foul by T. Zeller (drawn by K. Irving)
8:40.0,K. Irving misses free throw 1 of 2,,98-107,,
8:40.0,Offensive rebound by Team,,98-107,,
8:40.0,K. Irving makes free throw 2 of 2,1,99-107,,
8:23.0,,,99-109,2,A. Bradley makes 2-pt shot from 19 ft (assist by T. Zeller)
8:06.0,Jump ball: K. Olynyk vs. T. Thompson (L. James gains possession),,,,Jump ball: K. Olynyk vs. T. Thompson (L. James gains possession)
7:55.0,Shooting foul by M. Thornton (drawn by J. Harris),,99-109,,
7:55.0,J. Harris makes free throw 1 of 3,1,100-109,,
7:55.0,J. Harris makes free throw 2 of 3,1,101-109,,
7:55.0,J. Harris makes free throw 3 of 3,1,102-109,,
7:47.0,Personal foul by J. Harris (drawn by M. Thornton),,102-109,,
7:39.0,,,102-111,2,M. Thornton makes 2-pt shot at rim
7:16.0,K. Irving misses 3-pt shot from 25 ft,,102-111,,
7:14.0,Offensive rebound by K. Irving,,102-111,,
7:12.0,T. Thompson misses 2-pt shot from 9 ft,,102-111,,
7:11.0,,,102-111,,Defensive rebound by Team
7:11.0,Loose ball foul by K. Irving (drawn by J. Green),,102-111,,
7:11.0,K. Love enters the game for T. Thompson,,102-111,,
7:11.0,,,102-111,,B. Bass enters the game for T. Zeller
7:02.0,,,102-114,3,J. Green makes 3-pt shot from 25 ft (assist by B. Bass)
6:46.0,,,102-114,,Violation by J. Green (kicked ball)
6:46.0,S. Marion enters the game for A. Varejao,,102-114,,
6:42.0,L. James misses 3-pt shot from 26 ft,,102-114,,
6:41.0,,,102-114,,Defensive rebound by K. Olynyk
6:28.0,,,102-114,,J. Green misses 2-pt shot from 1 ft
6:27.0,,,102-114,,Offensive rebound by K. Olynyk
6:27.0,,,102-114,,Turnover by K. Olynyk (offensive goaltending)
6:27.0,Cleveland full timeout,,102-114,,
6:13.0,,,102-114,,Personal foul by K. Olynyk (drawn by K. Irving)
6:13.0,K. Irving makes free throw 1 of 2,1,103-114,,
6:13.0,K. Irving makes free throw 2 of 2,1,104-114,,
5:59.0,Personal foul by J. Harris (drawn by M. Thornton),,104-114,,
5:59.0,,,104-114,,R. Rondo enters the game for M. Thornton
