time,Boston,pts.away,score,pts.home,Cleveland
6:26.0,,,13-4,,J. Smith misses 3-pt shot from 29 ft
6:24.0,Defensive rebound by T. Zeller,,13-4,,
6:11.0,M. Smart makes 3-pt shot from 23 ft (assist by E. Turner),3,16-4,,
5:56.0,,,16-6,2,T. Mozgov makes 2-pt shot at rim (assist by K. Love)
5:41.0,Shooting foul by L. James (drawn by T. Zeller),,16-6,,
5:41.0,T. Zeller misses free throw 1 of 2,,16-6,,
5:41.0,Offensive rebound by Team,,16-6,,
5:41.0,,,16-6,,S. Marion enters the game for L. James
5:41.0,T. Zeller makes free throw 2 of 2,1,17-6,,
5:27.0,,,17-9,3,K. Love makes 3-pt shot from 25 ft (assist by M. Dellavedova)
5:09.0,M. Smart makes 2-pt shot from 22 ft (assist by T. Zeller),2,19-9,,
4:50.0,,,19-11,2,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Dellavedova)
4:35.0,B. Bass misses 2-pt shot from 15 ft,,19-11,,
4:34.0,,,19-11,,Defensive rebound by T. Mozgov
4:14.0,,,19-11,,T. Mozgov misses 2-pt shot from 13 ft
4:12.0,Defensive rebound by E. Turner,,19-11,,
4:10.0,Turnover by E. Turner (bad pass),,19-11,,
4:10.0,,,19-11,,M. Miller enters the game for J. Smith
4:10.0,I. Thomas enters the game for E. Turner,,19-11,,
4:01.0,,,19-11,,Offensive foul by T. Mozgov
4:01.0,,,19-11,,Turnover by T. Mozgov (offensive foul)
4:01.0,J. Crowder enters the game for B. Bass,,19-11,,
4:01.0,,,19-11,,T. Thompson enters the game for T. Mozgov
3:52.0,I. Thomas makes 2-pt shot from 20 ft (assist by T. Zeller),2,21-11,,
3:30.0,,,21-13,2,M. Dellavedova makes 2-pt shot from 11 ft
3:12.0,T. Zeller misses 2-pt shot at rim,,21-13,,
3:11.0,,,21-13,,Defensive rebound by T. Thompson
3:01.0,Personal foul by M. Smart (drawn by M. Dellavedova),,21-13,,
3:01.0,J. Jerebko enters the game for M. Smart,,21-13,,
3:01.0,K. Olynyk enters the game for T. Zeller,,21-13,,
3:01.0,,,21-13,,J. Jones enters the game for K. Love
2:49.0,,,21-13,,M. Dellavedova misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by A. Bradley,,21-13,,
2:37.0,I. Thomas misses 3-pt shot from 25 ft,,21-13,,
2:36.0,Offensive rebound by K. Olynyk,,21-13,,
2:36.0,K. Olynyk misses 2-pt shot from 2 ft,,21-13,,
2:35.0,,,21-13,,Defensive rebound by S. Marion
2:28.0,,,21-13,,J. Jones misses 3-pt shot from 25 ft
2:27.0,Defensive rebound by K. Olynyk,,21-13,,
2:15.0,J. Crowder misses 2-pt shot from 3 ft,,21-13,,
2:12.0,,,21-13,,Defensive rebound by T. Thompson
2:05.0,,,21-13,,J. Jones misses 3-pt shot from 24 ft
2:01.0,,,21-13,,Offensive rebound by T. Thompson
1:53.0,,,21-13,,S. Marion misses 2-pt shot at rim
1:52.0,Defensive rebound by I. Thomas,,21-13,,
1:39.0,A. Bradley makes 2-pt shot at rim (assist by I. Thomas),2,23-13,,
1:25.0,,,23-13,,Turnover by M. Dellavedova (bad pass; steal by A. Bradley)
1:16.0,J. Jerebko misses 3-pt shot from 23 ft,,23-13,,
1:14.0,,,23-13,,Defensive rebound by T. Thompson
0:59.0,,,23-13,,Shooting foul by K. Olynyk (drawn by J. Jones)
0:59.0,,,23-15,2,J. Jones makes 2-pt shot from 9 ft (assist by M. Dellavedova)
0:59.0,Boston full timeout,,23-15,,
0:59.0,,,23-16,1,J. Jones makes free throw 1 of 1
0:45.0,K. Olynyk makes 2-pt shot at rim (assist by A. Bradley),2,25-16,,
0:32.0,Personal foul by J. Jerebko (drawn by J. Jones),,25-16,,
0:32.0,,,25-16,,J. Jones misses free throw 1 of 2
0:32.0,,,25-16,,Offensive rebound by Team
0:32.0,,,25-17,1,J. Jones makes free throw 2 of 2
0:23.0,A. Bradley makes 3-pt shot from 25 ft (assist by K. Olynyk),3,28-17,,
0:01.0,,,28-17,,J. Jones misses 3-pt shot from 22 ft
0:00.0,Defensive rebound by J. Jerebko,,28-17,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:40.0,,,28-19,2,L. James makes 2-pt shot from 1 ft
11:25.0,J. Crowder misses 3-pt shot from 24 ft,,28-19,,
11:24.0,,,28-19,,Defensive rebound by T. Thompson
11:13.0,,,28-19,,Turnover by L. James (bad pass; steal by E. Turner)
11:07.0,J. Crowder makes 2-pt shot from 15 ft (assist by E. Turner),2,30-19,,
10:53.0,Personal foul by E. Turner (drawn by T. Thompson),,30-19,,
10:45.0,,,30-19,,L. James misses 2-pt shot from 6 ft
10:43.0,Defensive rebound by J. Jerebko,,30-19,,
10:36.0,Turnover by I. Thomas (bad pass; steal by J. Jones),,30-19,,
10:32.0,,,30-19,,S. Marion misses 2-pt shot at rim
10:31.0,Defensive rebound by E. Turner,,30-19,,
10:26.0,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner),3,33-19,,
10:00.0,,,33-19,,S. Marion misses 2-pt shot from 7 ft
9:57.0,,,33-19,,Offensive rebound by T. Thompson
9:57.0,,,33-19,,T. Thompson misses 2-pt shot from 1 ft
9:55.0,,,33-19,,Offensive rebound by T. Thompson
9:52.0,,,33-19,,Shooting foul by I. Thomas (drawn by J. Jones)
9:52.0,,,33-20,1,J. Jones makes free throw 1 of 3
9:52.0,,,33-21,1,J. Jones makes free throw 2 of 3
9:52.0,,,33-21,,J. Smith enters the game for M. Miller
9:52.0,,,33-21,,K. Love enters the game for S. Marion
9:52.0,,,33-22,1,J. Jones makes free throw 3 of 3
9:37.0,,,33-22,,Personal foul by J. Jones (drawn by J. Crowder)
9:33.0,K. Olynyk misses 3-pt shot from 25 ft,,33-22,,
9:32.0,Offensive rebound by J. Jerebko,,33-22,,
9:12.0,Turnover by K. Olynyk (3 sec),,33-22,,
9:12.0,,,33-22,,M. Dellavedova enters the game for J. Jones
9:06.0,Personal foul by J. Crowder (drawn by L. James),,33-22,,
9:06.0,M. Smart enters the game for I. Thomas,,33-22,,
9:06.0,B. Bass enters the game for J. Jerebko,,33-22,,
8:54.0,,,33-22,,K. Love misses 2-pt shot from 10 ft
8:54.0,Defensive rebound by Team,,33-22,,
8:54.0,Official timeout,,33-22,,
8:54.0,J. Sullinger enters the game for K. Olynyk,,33-22,,
8:34.0,J. Sullinger misses 2-pt shot from 13 ft,,33-22,,
8:34.0,,,33-22,,Defensive rebound by K. Love
8:34.0,Personal foul by B. Bass (drawn by K. Love),,33-22,,
8:34.0,,,33-22,,K. Perkins enters the game for T. Thompson
8:13.0,,,33-24,2,L. James makes 2-pt shot from 7 ft
8:01.0,E. Turner makes 2-pt shot from 12 ft,2,35-24,,
7:39.0,,,35-24,,M. Dellavedova misses 2-pt shot from 7 ft (block by J. Sullinger)
7:38.0,,,35-24,,Offensive rebound by M. Dellavedova
7:36.0,,,35-24,,L. James misses 3-pt shot from 23 ft
7:35.0,,,35-24,,Offensive rebound by Team
7:35.0,,,35-24,,Turnover by Team (shot clock)
7:21.0,J. Crowder misses 2-pt shot from 7 ft,,35-24,,
7:20.0,,,35-24,,Defensive rebound by K. Perkins
7:12.0,,,35-24,,Turnover by J. Smith (bad pass; steal by B. Bass)
7:07.0,Turnover by B. Bass (bad pass; steal by M. Dellavedova),,35-24,,
7:02.0,,,35-24,,Turnover by K. Love (traveling)
6:52.0,E. Turner misses 2-pt shot from 12 ft,,35-24,,
6:51.0,,,35-24,,Defensive rebound by K. Love
6:44.0,,,35-24,,Shooting foul by E. Turner (drawn by L. James)
6:44.0,,,35-25,1,L. James makes free throw 1 of 2
6:44.0,,,35-25,,L. James misses free throw 2 of 2
6:44.0,Defensive rebound by J. Sullinger,,35-25,,
6:32.0,M. Smart misses 2-pt shot from 17 ft,,35-25,,
6:31.0,,,35-25,,Defensive rebound by K. Perkins
6:09.0,,,35-25,,L. James misses 2-pt shot from 20 ft
6:07.0,Defensive rebound by J. Sullinger,,35-25,,
5:57.0,B. Bass makes 2-pt shot from 19 ft (assist by E. Turner),2,37-25,,
5:37.0,,,37-28,3,K. Love makes 3-pt shot from 26 ft (assist by M. Dellavedova)
5:21.0,J. Sullinger makes 3-pt shot from 25 ft (assist by E. Turner),3,40-28,,
5:12.0,Personal foul by J. Crowder (drawn by L. James),,40-28,,
5:12.0,,,40-28,,Cleveland full timeout
5:12.0,A. Bradley enters the game for J. Crowder,,40-28,,
5:12.0,,,40-28,,J. Harris enters the game for J. Smith
5:12.0,,,40-29,1,L. James makes free throw 1 of 2
5:12.0,,,40-29,,L. James misses free throw 2 of 2
5:11.0,Defensive rebound by M. Smart,,40-29,,
4:54.0,A. Bradley makes 2-pt shot from 17 ft (assist by J. Sullinger),2,42-29,,
4:31.0,,,42-31,2,L. James makes 2-pt shot at rim (assist by K. Love)
4:14.0,Offensive foul by J. Sullinger,,42-31,,
4:14.0,Turnover by J. Sullinger (offensive foul),,42-31,,
4:14.0,,,42-31,,S. Marion enters the game for L. James
3:55.0,,,42-33,2,K. Love makes 2-pt shot from 12 ft (assist by J. Harris)
3:36.0,E. Turner misses 2-pt shot from 17 ft,,42-33,,
3:35.0,,,42-33,,Defensive rebound by M. Dellavedova
3:22.0,,,42-33,,J. Harris misses 3-pt shot from 25 ft
3:21.0,Defensive rebound by B. Bass,,42-33,,
3:13.0,,,42-33,,Personal foul by S. Marion (drawn by E. Turner)
3:13.0,I. Thomas enters the game for M. Smart,,42-33,,
3:03.0,A. Bradley makes 2-pt shot from 18 ft,2,44-33,,
2:44.0,,,44-35,2,K. Perkins makes 2-pt shot at rim (assist by M. Dellavedova)
2:36.0,Offensive foul by B. Bass,,44-35,,
2:36.0,Turnover by B. Bass (offensive foul),,44-35,,
2:36.0,Boston full timeout,,44-35,,
2:36.0,T. Zeller enters the game for J. Sullinger,,44-35,,
2:36.0,,,44-35,,T. Mozgov enters the game for K. Perkins
2:19.0,,,44-35,,K. Love misses 3-pt shot from 27 ft
2:18.0,Defensive rebound by T. Zeller,,44-35,,
2:08.0,,,44-35,,Personal foul by J. Harris (drawn by A. Bradley)
1:58.0,T. Zeller makes 2-pt shot at rim (assist by A. Bradley),2,46-35,,
1:41.0,,,46-37,2,K. Love makes 2-pt shot at rim (assist by S. Marion)
1:41.0,,,46-37,,Shooting foul by T. Zeller (drawn by K. Love)
1:41.0,,,46-38,1,K. Love makes free throw 1 of 1
1:23.0,B. Bass makes 2-pt shot from 15 ft (assist by A. Bradley),2,48-38,,
1:10.0,,,48-38,,T. Mozgov misses 2-pt shot at rim
1:08.0,Defensive rebound by I. Thomas,,48-38,,
1:02.0,A. Bradley makes 2-pt shot from 1 ft (assist by I. Thomas),2,50-38,,
0:52.0,,,50-38,,T. Mozgov misses 2-pt shot from 7 ft
0:48.0,,,50-38,,Offensive rebound by J. Harris
0:40.0,,,50-38,,Turnover by K. Love (bad pass; steal by A. Bradley)
0:29.0,T. Zeller makes 2-pt shot from 17 ft (assist by I. Thomas),2,52-38,,
0:09.0,,,52-38,,Turnover by M. Dellavedova (lost ball; steal by B. Bass)
0:05.0,I. Thomas makes 2-pt shot from 1 ft (assist by E. Turner),2,54-38,,
0:00.0,,,54-40,2,M. Dellavedova makes 2-pt shot from 17 ft
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,54-40,,K. Love misses 3-pt shot from 24 ft
11:44.0,Defensive rebound by Team,,54-40,,
11:31.0,T. Zeller misses 2-pt shot from 15 ft,,54-40,,
11:30.0,,,54-40,,Defensive rebound by K. Love
11:16.0,,,54-40,,Turnover by T. Mozgov (3 sec)
11:06.0,Turnover by A. Bradley (bad pass),,54-40,,
10:59.0,,,54-42,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
10:49.0,B. Bass makes 2-pt shot from 15 ft (assist by E. Turner),2,56-42,,
10:34.0,,,56-42,,Shooting foul by T. Zeller (drawn by L. James)
10:34.0,,,56-42,,L. James misses free throw 1 of 2
10:34.0,,,56-42,,Offensive rebound by Team
10:34.0,,,56-42,,L. James misses free throw 2 of 2
10:32.0,Defensive rebound by E. Turner,,56-42,,
10:21.0,M. Smart misses 3-pt shot from 25 ft,,56-42,,
10:19.0,Offensive rebound by B. Bass,,56-42,,
10:19.0,B. Bass makes 2-pt shot at rim,2,58-42,,
10:08.0,,,58-42,,L. James misses 3-pt shot from 27 ft
10:07.0,,,58-42,,Offensive rebound by T. Mozgov
10:05.0,,,58-42,,Turnover by T. Mozgov (traveling)
9:54.0,Turnover by B. Bass (bad pass),,58-42,,
9:47.0,,,58-44,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
9:25.0,T. Zeller makes 2-pt shot from 5 ft (assist by E. Turner),2,60-44,,
9:06.0,,,60-44,,J. Smith misses 3-pt shot from 27 ft
9:05.0,Defensive rebound by T. Zeller,,60-44,,
8:55.0,A. Bradley misses 2-pt shot from 17 ft,,60-44,,
8:55.0,,,60-44,,Defensive rebound by Team
8:42.0,,,60-47,3,M. Dellavedova makes 3-pt shot from 25 ft (assist by L. James)
8:20.0,A. Bradley misses 2-pt shot from 8 ft,,60-47,,
8:20.0,,,60-47,,Defensive rebound by Team
8:13.0,,,60-47,,Shooting foul by T. Zeller (drawn by T. Mozgov)
8:13.0,,,60-47,,T. Mozgov misses free throw 1 of 2
8:13.0,,,60-47,,Offensive rebound by Team
8:13.0,,,60-48,1,T. Mozgov makes free throw 2 of 2
7:59.0,Shooting foul by K. Love (drawn by M. Smart),,60-48,,
7:59.0,M. Smart misses free throw 1 of 2,,60-48,,
7:59.0,Offensive rebound by Team,,60-48,,
7:59.0,M. Smart makes free throw 2 of 2,1,61-48,,
7:40.0,,,61-51,3,K. Love makes 3-pt shot from 25 ft (assist by L. James)
7:27.0,Shooting foul by T. Mozgov (drawn by T. Zeller),,61-51,,
7:27.0,T. Zeller makes free throw 1 of 2,1,62-51,,
7:27.0,T. Zeller makes free throw 2 of 2,1,63-51,,
7:06.0,,,63-53,2,T. Mozgov makes 2-pt shot from 1 ft
6:47.0,Shooting foul by J. Smith (drawn by M. Smart),,63-53,,
6:47.0,M. Smart misses free throw 1 of 3,,63-53,,
6:47.0,Offensive rebound by Team,,63-53,,
6:47.0,M. Smart misses free throw 2 of 3,,63-53,,
6:47.0,Offensive rebound by Team,,63-53,,
6:47.0,M. Smart makes free throw 3 of 3,1,64-53,,
6:32.0,,,64-53,,Turnover by L. James (traveling)
6:27.0,,,64-53,,Personal foul by J. Smith (drawn by E. Turner)
6:16.0,T. Zeller makes 2-pt shot from 6 ft (assist by E. Turner),2,66-53,,
6:04.0,Personal foul by A. Bradley (drawn by J. Smith),,66-53,,
6:04.0,,,66-53,,M. Miller enters the game for J. Smith
6:04.0,I. Thomas enters the game for M. Smart,,66-53,,
6:04.0,,,66-53,,T. Thompson enters the game for T. Mozgov
6:03.0,Personal foul by E. Turner (drawn by L. James),,66-53,,
5:48.0,,,66-55,2,M. Dellavedova makes 2-pt shot from 7 ft (assist by M. Miller)
5:37.0,E. Turner misses 2-pt shot from 12 ft,,66-55,,
5:36.0,,,66-55,,Defensive rebound by K. Love
5:28.0,,,66-55,,L. James misses 3-pt shot from 27 ft
5:26.0,,,66-55,,Offensive rebound by K. Love
5:24.0,,,66-55,,L. James misses 2-pt shot at rim
5:24.0,Defensive rebound by Team,,66-55,,
5:24.0,,,66-55,,Cleveland full timeout
5:24.0,K. Olynyk enters the game for E. Turner,,66-55,,
5:24.0,J. Crowder enters the game for T. Zeller,,66-55,,
5:14.0,A. Bradley misses 2-pt shot from 15 ft,,66-55,,
5:13.0,,,66-55,,Defensive rebound by T. Thompson
5:04.0,,,66-57,2,T. Thompson makes 2-pt shot at rim (assist by L. James)
4:55.0,Turnover by I. Thomas (traveling),,66-57,,
4:43.0,,,66-59,2,L. James makes 2-pt shot from 1 ft (assist by T. Thompson)
4:43.0,,,66-59,,Shooting foul by K. Olynyk (drawn by L. James)
4:43.0,,,66-60,1,L. James makes free throw 1 of 1
4:24.0,J. Crowder misses 2-pt shot from 11 ft,,66-60,,
4:23.0,Offensive rebound by B. Bass,,66-60,,
4:21.0,J. Crowder misses 3-pt shot from 23 ft,,66-60,,
4:20.0,,,66-60,,Defensive rebound by L. James
4:13.0,,,66-63,3,M. Miller makes 3-pt shot from 25 ft (assist by K. Love)
4:08.0,Boston full timeout,,66-63,,
3:52.0,I. Thomas misses 3-pt shot from 26 ft,,66-63,,
3:51.0,,,66-63,,Defensive rebound by Team
3:51.0,Loose ball foul by B. Bass (drawn by K. Love),,66-63,,
3:51.0,,,66-64,1,K. Love makes free throw 1 of 2
3:51.0,J. Sullinger enters the game for K. Olynyk,,66-64,,
3:51.0,M. Smart enters the game for A. Bradley,,66-64,,
3:51.0,,,66-65,1,K. Love makes free throw 2 of 2
3:34.0,B. Bass makes 2-pt shot from 16 ft (assist by I. Thomas),2,68-65,,
3:17.0,,,68-68,3,M. Miller makes 3-pt shot from 25 ft (assist by K. Love)
3:04.0,Shooting foul by T. Thompson (drawn by I. Thomas),,68-68,,
3:04.0,I. Thomas misses free throw 1 of 2,,68-68,,
3:04.0,Offensive rebound by Team,,68-68,,
3:04.0,I. Thomas makes free throw 2 of 2,1,69-68,,
2:54.0,Personal foul by M. Smart (drawn by M. Miller),,69-68,,
2:54.0,,,69-69,1,M. Miller makes free throw 1 of 2
2:54.0,,,69-70,1,M. Miller makes free throw 2 of 2
2:39.0,M. Smart makes 3-pt shot from 25 ft (assist by B. Bass),3,72-70,,
2:27.0,,,72-70,,M. Dellavedova misses 3-pt shot from 22 ft
2:26.0,Defensive rebound by J. Sullinger,,72-70,,
2:22.0,,,72-70,,Personal foul by M. Dellavedova (drawn by I. Thomas)
2:22.0,I. Thomas makes free throw 1 of 2,1,73-70,,
2:22.0,I. Thomas makes free throw 2 of 2,1,74-70,,
2:06.0,,,74-70,,Turnover by L. James (bad pass; steal by M. Smart)
2:02.0,I. Thomas misses 3-pt shot from 26 ft,,74-70,,
2:01.0,,,74-70,,Defensive rebound by L. James
1:56.0,,,74-70,,Shooting foul by J. Crowder (drawn by L. James)
1:56.0,,,74-70,,L. James misses free throw 1 of 2
1:56.0,,,74-70,,Offensive rebound by Team
1:56.0,,,74-71,1,L. James makes free throw 2 of 2
1:42.0,J. Crowder makes 2-pt shot from 21 ft,2,76-71,,
1:16.0,,,76-74,3,K. Love makes 3-pt shot from 23 ft (assist by M. Dellavedova)
1:03.0,J. Sullinger misses 3-pt shot from 24 ft,,76-74,,
1:01.0,,,76-74,,Defensive rebound by T. Thompson
0:49.0,,,76-74,,Turnover by T. Thompson (bad pass)
0:48.0,,,76-74,,Loose ball foul by M. Dellavedova (drawn by J. Crowder)
0:48.0,J. Crowder misses free throw 1 of 2,,76-74,,
0:48.0,Offensive rebound by Team,,76-74,,
0:48.0,,,76-74,,J. Harris enters the game for M. Dellavedova
0:48.0,J. Crowder makes free throw 2 of 2,1,77-74,,
0:40.0,,,77-77,3,M. Miller makes 3-pt shot from 23 ft (assist by L. James)
0:35.0,I. Thomas misses 2-pt shot from 1 ft,,77-77,,
0:33.0,,,77-77,,Defensive rebound by T. Thompson
0:27.0,,,77-77,,K. Love misses 3-pt shot from 25 ft
0:26.0,Defensive rebound by B. Bass,,77-77,,
0:20.0,Shooting foul by M. Miller (drawn by J. Crowder),,77-77,,
0:20.0,J. Crowder makes free throw 1 of 2,1,78-77,,
0:20.0,,,78-77,,J. Jones enters the game for T. Thompson
0:20.0,A. Bradley enters the game for I. Thomas,,78-77,,
0:20.0,E. Turner enters the game for J. Sullinger,,78-77,,
0:20.0,J. Crowder makes free throw 2 of 2,1,79-77,,
0:00.0,,,79-77,,L. James misses 3-pt shot from 25 ft
0:00.0,,,79-77,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,I. Thomas misses 2-pt shot from 10 ft,,79-77,,
11:44.0,Offensive rebound by J. Sullinger,,79-77,,
11:44.0,J. Sullinger makes 2-pt shot from 1 ft,2,81-77,,
11:29.0,,,81-77,,Turnover by J. Harris (offensive foul)
11:29.0,,,81-77,,Offensive foul by J. Harris
11:16.0,J. Crowder misses 2-pt shot from 16 ft,,81-77,,
11:15.0,Offensive rebound by J. Jerebko,,81-77,,
11:10.0,Offensive foul by J. Sullinger,,81-77,,
11:10.0,Turnover by J. Sullinger (offensive foul),,81-77,,
10:55.0,,,81-80,3,J. Harris makes 3-pt shot from 23 ft (assist by M. Dellavedova)
10:31.0,J. Jerebko makes 3-pt shot from 23 ft (assist by I. Thomas),3,84-80,,
10:19.0,,,84-80,,Offensive foul by J. Harris
10:19.0,,,84-80,,Turnover by J. Harris (offensive foul)
10:11.0,I. Thomas misses 3-pt shot from 24 ft,,84-80,,
10:10.0,,,84-80,,Defensive rebound by M. Miller
10:03.0,,,84-80,,J. Jones misses 3-pt shot from 22 ft
10:02.0,Defensive rebound by J. Crowder,,84-80,,
9:58.0,Shooting foul by M. Dellavedova (drawn by I. Thomas),,84-80,,
9:58.0,I. Thomas makes free throw 1 of 2,1,85-80,,
9:58.0,I. Thomas makes free throw 2 of 2,1,86-80,,
9:36.0,,,86-82,2,J. Harris makes 2-pt shot from 4 ft (assist by M. Miller)
9:20.0,I. Thomas misses 2-pt shot from 14 ft,,86-82,,
9:19.0,,,86-82,,Defensive rebound by T. Thompson
9:05.0,,,86-82,,M. Miller misses 3-pt shot from 30 ft
9:04.0,,,86-82,,Offensive rebound by T. Thompson
8:57.0,,,86-82,,Turnover by J. Harris (offensive foul)
8:57.0,,,86-82,,Offensive foul by J. Harris
8:57.0,Official timeout,,86-82,,
8:57.0,,,86-82,,K. Perkins enters the game for M. Miller
8:57.0,,,86-82,,S. Marion enters the game for T. Thompson
8:39.0,J. Sullinger misses 2-pt shot from 16 ft,,86-82,,
8:38.0,,,86-82,,Defensive rebound by S. Marion
8:17.0,,,86-82,,Turnover by K. Perkins (lost ball; steal by J. Jerebko)
8:10.0,M. Smart misses 3-pt shot from 26 ft,,86-82,,
8:08.0,Offensive rebound by M. Smart,,86-82,,
7:59.0,I. Thomas misses 2-pt shot from 8 ft,,86-82,,
7:57.0,,,86-82,,Defensive rebound by J. Harris
7:39.0,,,86-82,,Turnover by M. Dellavedova (bad pass; steal by J. Sullinger)
7:39.0,I. Thomas makes flagrant free throw 1 of 2,1,87-82,,
7:39.0,I. Thomas makes flagrant free throw 2 of 2,1,88-82,,
7:39.0,E. Turner enters the game for I. Thomas,,88-82,,
7:39.0,,,88-82,,M. Miller enters the game for J. Harris
7:30.0,Turnover by J. Sullinger (bad pass; steal by J. Jones),,88-82,,
7:24.0,,,88-82,,J. Jones misses 3-pt shot from 26 ft
7:20.0,Defensive rebound by J. Sullinger,,88-82,,
7:06.0,M. Smart makes 2-pt shot from 6 ft (assist by E. Turner),2,90-82,,
6:48.0,Personal foul by M. Smart (drawn by J. Jones),,90-82,,
6:41.0,,,90-82,,M. Dellavedova misses 2-pt shot from 10 ft
6:37.0,Defensive rebound by J. Sullinger,,90-82,,
6:26.0,J. Sullinger misses 2-pt shot from 11 ft (block by S. Marion),,90-82,,
6:24.0,,,90-82,,Defensive rebound by M. Miller
6:16.0,,,90-82,,Turnover by K. Perkins (bad pass; steal by J. Jerebko)
6:11.0,J. Crowder misses 2-pt shot at rim,,90-82,,
6:11.0,Offensive rebound by Team,,90-82,,
6:11.0,,,90-82,,Loose ball foul by J. Jones (drawn by M. Smart)
6:11.0,K. Olynyk enters the game for J. Sullinger,,90-82,,
6:03.0,J. Jerebko misses 2-pt shot from 5 ft,,90-82,,
6:01.0,,,90-82,,Defensive rebound by M. Miller
5:37.0,,,90-82,,Turnover by Team (shot clock)
5:37.0,,,90-82,,Cleveland full timeout
5:37.0,A. Bradley enters the game for J. Crowder,,90-82,,
5:23.0,Turnover by K. Olynyk (bad pass),,90-82,,
5:02.0,,,90-84,2,K. Perkins makes 2-pt shot from 5 ft
4:48.0,,,90-84,,Personal foul by J. Jones (drawn by J. Jerebko)
4:41.0,E. Turner misses 2-pt shot from 15 ft,,90-84,,
4:40.0,Offensive rebound by J. Jerebko,,90-84,,
4:28.0,K. Olynyk misses 3-pt shot from 24 ft,,90-84,,
4:27.0,Offensive rebound by J. Jerebko,,90-84,,
4:22.0,M. Smart makes 2-pt shot at rim (assist by E. Turner),2,92-84,,
4:11.0,,,92-84,,M. Miller misses 3-pt shot from 26 ft
4:11.0,Defensive rebound by E. Turner,,92-84,,
3:51.0,J. Jerebko makes 2-pt shot from 18 ft (assist by M. Smart),2,94-84,,
3:44.0,,,94-84,,Cleveland full timeout
