time,Cleveland,pts.away,score,pts.home,Boston
6:16.0,Violation by I. Shumpert (kicked ball),,7-9,,
6:11.0,,,7-9,,A. Bradley misses 3-pt shot from 27 ft
6:10.0,Defensive rebound by S. Marion,,7-9,,
6:01.0,J. Harris enters the game for I. Shumpert,,7-9,,
6:01.0,,,7-9,,I. Thomas enters the game for M. Smart
6:01.0,,,7-9,,J. Crowder enters the game for B. Bass
5:58.0,J. Harris makes 2-pt shot from 15 ft (assist by M. Dellavedova),2,9-9,,
5:44.0,,,9-11,2,T. Zeller makes 2-pt shot at rim (assist by J. Crowder)
5:24.0,T. Thompson misses 2-pt shot from 6 ft,,9-11,,
5:23.0,,,9-11,,Defensive rebound by J. Crowder
5:18.0,,,9-11,,T. Zeller misses 2-pt shot from 4 ft (block by J. Harris)
5:17.0,Defensive rebound by Team,,9-11,,
5:00.0,T. Mozgov misses 2-pt shot from 2 ft,,9-11,,
4:59.0,,,9-11,,Defensive rebound by E. Turner
4:49.0,,,9-13,2,E. Turner makes 2-pt shot from 6 ft
4:35.0,M. Dellavedova makes 2-pt shot from 17 ft,2,11-13,,
4:18.0,,,11-13,,I. Thomas misses 2-pt shot from 16 ft
4:17.0,Defensive rebound by J. Harris,,11-13,,
4:00.0,T. Mozgov misses 2-pt shot from 20 ft,,11-13,,
3:58.0,Offensive rebound by S. Marion,,11-13,,
3:54.0,J. Harris misses 2-pt shot from 3 ft,,11-13,,
3:54.0,Offensive rebound by Team,,11-13,,
3:54.0,,,11-13,,Loose ball foul by J. Crowder (drawn by T. Thompson)
3:54.0,J. Jones enters the game for T. Mozgov,,11-13,,
3:54.0,M. Miller enters the game for S. Marion,,11-13,,
3:54.0,,,11-13,,J. Sullinger enters the game for T. Zeller
3:45.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,13-13,,
3:33.0,,,13-13,,J. Crowder misses 2-pt shot from 1 ft
3:32.0,Defensive rebound by T. Thompson,,13-13,,
3:07.0,J. Harris makes 2-pt shot at rim (assist by M. Miller),2,15-13,,
2:57.0,,,15-13,,J. Crowder misses 2-pt shot from 3 ft (block by T. Thompson)
2:54.0,Defensive rebound by M. Miller,,15-13,,
2:48.0,J. Jones makes 3-pt shot from 25 ft (assist by M. Dellavedova),3,18-13,,
2:48.0,,,18-13,,Boston full timeout
2:48.0,I. Shumpert enters the game for M. Dellavedova,,18-13,,
2:41.0,Violation by I. Shumpert (kicked ball),,18-13,,
2:34.0,,,18-15,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Sullinger)
2:34.0,,,18-15,,Shooting foul by J. Harris (drawn by I. Thomas)
2:34.0,,,18-16,1,I. Thomas makes free throw 1 of 1
2:19.0,Turnover by I. Shumpert (lost ball; steal by J. Crowder),,18-16,,
2:19.0,Personal foul by I. Shumpert (drawn by J. Crowder),,18-16,,
2:19.0,K. Perkins enters the game for T. Thompson,,18-16,,
2:06.0,,,18-16,,I. Thomas misses 3-pt shot from 25 ft
2:05.0,Defensive rebound by K. Perkins,,18-16,,
1:54.0,Turnover by K. Perkins (traveling),,18-16,,
1:54.0,,,18-16,,J. Jerebko enters the game for A. Bradley
1:42.0,,,18-18,2,I. Thomas makes 2-pt shot from 18 ft (assist by J. Jerebko)
1:31.0,I. Shumpert makes 2-pt shot from 17 ft,2,20-18,,
1:26.0,,,20-18,,J. Jerebko misses 2-pt shot from 5 ft (block by M. Miller)
1:26.0,,,20-18,,Offensive rebound by Team
1:14.0,,,20-18,,J. Sullinger misses 2-pt shot from 2 ft (block by J. Jones)
1:12.0,Defensive rebound by I. Shumpert,,20-18,,
1:03.0,J. Jones misses 3-pt shot from 22 ft,,20-18,,
1:01.0,,,20-18,,Defensive rebound by E. Turner
0:57.0,,,20-18,,I. Thomas misses 2-pt shot from 1 ft
0:57.0,,,20-18,,Offensive rebound by Team
0:57.0,Loose ball foul by J. Harris (drawn by E. Turner),,20-18,,
0:52.0,,,20-18,,Turnover by I. Thomas (traveling)
0:52.0,S. Marion enters the game for J. Harris,,20-18,,
0:34.0,J. Jones makes 2-pt shot from 18 ft (assist by K. Perkins),2,22-18,,
0:25.0,,,22-20,2,J. Sullinger makes 2-pt shot from 21 ft (assist by E. Turner)
0:05.0,Turnover by I. Shumpert (lost ball; steal by I. Thomas),,22-20,,
0:03.0,Personal foul by M. Miller (drawn by I. Thomas),,22-20,,
0:03.0,,,22-21,1,I. Thomas makes free throw 1 of 2
0:03.0,,,22-21,,T. Zeller enters the game for J. Sullinger
0:03.0,,,22-21,,I. Thomas misses free throw 2 of 2
0:02.0,Defensive rebound by J. Jones,,22-21,,
0:00.0,M. Miller misses 3-pt shot from 39 ft,,22-21,,
0:00.0,Offensive rebound by Team,,22-21,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:43.0,,,22-21,,Shooting foul by I. Shumpert (drawn by J. Jerebko)
11:43.0,,,22-21,,J. Jerebko misses free throw 1 of 2
11:43.0,,,22-21,,Offensive rebound by Team
11:43.0,,,22-21,,K. Olynyk enters the game for J. Sullinger
11:43.0,,,22-21,,J. Jerebko misses free throw 2 of 2
11:41.0,Defensive rebound by J. Jones,,22-21,,
11:22.0,,,22-24,3,J. Crowder makes 3-pt shot from 24 ft (assist by I. Thomas)
11:00.0,Turnover by I. Shumpert (bad pass; steal by J. Jerebko),,22-24,,
10:45.0,,,22-24,,M. Smart misses 2-pt shot from 20 ft
10:44.0,Defensive rebound by K. Perkins,,22-24,,
10:36.0,M. Miller makes 2-pt shot from 18 ft (assist by I. Shumpert),2,24-24,,
10:21.0,,,24-24,,K. Olynyk misses 3-pt shot from 25 ft
10:20.0,,,24-24,,Offensive rebound by J. Jerebko
10:18.0,,,24-24,,Shooting foul by J. Jones (drawn by I. Thomas)
10:18.0,,,24-25,1,I. Thomas makes free throw 1 of 3
10:18.0,,,24-26,1,I. Thomas makes free throw 2 of 3
10:18.0,,,24-27,1,I. Thomas makes free throw 3 of 3
10:08.0,Turnover by M. Miller (lost ball; steal by M. Smart),,24-27,,
10:02.0,,,24-29,2,M. Smart makes 2-pt shot from 2 ft
9:55.0,,,24-29,,Personal foul by M. Smart (drawn by J. Jones)
9:55.0,T. Mozgov enters the game for K. Perkins,,24-29,,
9:46.0,S. Marion misses 2-pt shot from 13 ft,,24-29,,
9:44.0,,,24-29,,Defensive rebound by J. Crowder
9:41.0,,,24-29,,Turnover by K. Olynyk (traveling)
9:27.0,S. Marion misses 2-pt shot from 11 ft,,24-29,,
9:26.0,,,24-29,,Defensive rebound by J. Crowder
9:10.0,,,24-32,3,J. Jerebko makes 3-pt shot from 23 ft (assist by I. Thomas)
9:04.0,Turnover by T. Mozgov (lost ball; steal by K. Olynyk),,24-32,,
9:02.0,Personal foul by M. Miller (drawn by J. Jerebko),,24-32,,
9:02.0,M. Dellavedova enters the game for J. Jones,,24-32,,
9:02.0,T. Thompson enters the game for I. Shumpert,,24-32,,
8:52.0,,,24-34,2,K. Olynyk makes 2-pt shot at rim (assist by J. Jerebko)
8:34.0,,,24-34,,Personal foul by I. Thomas (drawn by M. Dellavedova)
8:34.0,Official timeout,,24-34,,
8:19.0,M. Dellavedova misses 2-pt shot from 14 ft,,24-34,,
8:18.0,,,24-34,,Defensive rebound by J. Crowder
8:11.0,,,24-34,,J. Crowder misses 3-pt shot from 26 ft
8:09.0,,,24-34,,Offensive rebound by J. Jerebko
8:00.0,,,24-36,2,J. Crowder makes 2-pt shot from 21 ft (assist by I. Thomas)
7:36.0,T. Thompson misses 2-pt shot from 4 ft,,24-36,,
7:35.0,Offensive rebound by T. Mozgov,,24-36,,
7:33.0,,,24-36,,Personal foul by K. Olynyk (drawn by T. Mozgov)
7:33.0,I. Shumpert enters the game for M. Miller,,24-36,,
7:25.0,,,24-36,,Personal foul by J. Jerebko (drawn by T. Thompson)
7:19.0,I. Shumpert misses 3-pt shot from 25 ft,,24-36,,
7:19.0,Offensive rebound by Team,,24-36,,
7:19.0,,,24-36,,Personal foul by J. Jerebko (drawn by T. Thompson)
7:19.0,T. Thompson makes free throw 1 of 2,1,25-36,,
7:19.0,T. Thompson makes free throw 2 of 2,1,26-36,,
7:02.0,,,26-38,2,K. Olynyk makes 2-pt shot at rim
6:46.0,Turnover by T. Thompson (lost ball; steal by M. Smart),,26-38,,
6:40.0,,,26-40,2,M. Smart makes 2-pt shot from 1 ft (assist by I. Thomas)
6:18.0,S. Marion misses 2-pt shot from 11 ft,,26-40,,
6:17.0,,,26-40,,Defensive rebound by K. Olynyk
6:12.0,,,26-40,,M. Smart misses 3-pt shot from 27 ft
6:11.0,Defensive rebound by I. Shumpert,,26-40,,
6:02.0,Shooting foul by K. Olynyk (drawn by T. Thompson),,26-40,,
6:02.0,T. Thompson makes free throw 1 of 2,1,27-40,,
6:02.0,J. Harris enters the game for S. Marion,,27-40,,
6:02.0,,,27-40,,A. Bradley enters the game for I. Thomas
6:02.0,,,27-40,,B. Bass enters the game for J. Jerebko
6:02.0,T. Thompson misses free throw 2 of 2,,27-40,,
6:01.0,,,27-40,,Defensive rebound by K. Olynyk
5:44.0,,,27-40,,B. Bass misses 2-pt shot from 20 ft
5:42.0,Defensive rebound by T. Thompson,,27-40,,
5:29.0,T. Mozgov misses 2-pt shot from 6 ft,,27-40,,
5:28.0,Offensive rebound by T. Mozgov,,27-40,,
5:28.0,T. Mozgov misses 2-pt shot from 6 ft,,27-40,,
5:27.0,Offensive rebound by T. Thompson,,27-40,,
5:27.0,T. Thompson misses 2-pt shot from 1 ft,,27-40,,
5:25.0,,,27-40,,Defensive rebound by K. Olynyk
5:01.0,,,27-42,2,A. Bradley makes 2-pt shot from 16 ft (assist by K. Olynyk)
4:44.0,M. Dellavedova misses 3-pt shot from 27 ft,,27-42,,
4:43.0,,,27-42,,Defensive rebound by J. Crowder
4:29.0,,,27-42,,Boston full timeout
4:29.0,K. Perkins enters the game for T. Mozgov,,27-42,,
4:20.0,,,27-45,3,A. Bradley makes 3-pt shot from 26 ft (assist by M. Smart)
4:05.0,Turnover by M. Dellavedova (bad pass; steal by B. Bass),,27-45,,
4:01.0,,,27-47,2,B. Bass makes 2-pt shot at rim
3:46.0,I. Shumpert makes 2-pt shot from 17 ft,2,29-47,,
3:26.0,,,29-49,2,B. Bass makes 2-pt shot from 2 ft (assist by A. Bradley)
3:10.0,I. Shumpert misses 3-pt shot from 27 ft,,29-49,,
3:08.0,,,29-49,,Defensive rebound by B. Bass
2:51.0,,,29-51,2,B. Bass makes 2-pt shot from 15 ft (assist by J. Crowder)
2:43.0,Cleveland full timeout,,29-51,,
2:43.0,,,29-51,,E. Turner enters the game for J. Crowder
2:43.0,J. Jones enters the game for T. Thompson,,29-51,,
2:35.0,Turnover by M. Dellavedova (bad pass; steal by M. Smart),,29-51,,
2:14.0,,,29-53,2,K. Olynyk makes 2-pt shot from 13 ft (assist by A. Bradley)
1:56.0,M. Dellavedova misses 3-pt shot from 23 ft,,29-53,,
1:54.0,,,29-53,,Defensive rebound by B. Bass
1:42.0,,,29-53,,E. Turner misses 3-pt shot from 24 ft
1:41.0,,,29-53,,Offensive rebound by K. Olynyk
1:39.0,,,29-53,,A. Bradley misses 3-pt shot from 24 ft
1:38.0,Defensive rebound by I. Shumpert,,29-53,,
1:24.0,I. Shumpert misses 2-pt shot from 19 ft,,29-53,,
1:23.0,,,29-53,,Defensive rebound by E. Turner
1:16.0,,,29-53,,E. Turner misses 2-pt shot from 10 ft
1:15.0,Defensive rebound by K. Perkins,,29-53,,
0:51.0,Turnover by Team (shot clock),,29-53,,
0:35.0,,,29-55,2,E. Turner makes 2-pt shot from 2 ft
0:27.0,,,29-55,,Personal foul by B. Bass (drawn by J. Jones)
0:27.0,J. Jones makes free throw 1 of 2,1,30-55,,
0:27.0,J. Jones makes free throw 2 of 2,1,31-55,,
0:07.0,,,31-55,,Turnover by B. Bass (lost ball)
0:01.0,J. Harris misses 3-pt shot from 27 ft,,31-55,,
0:00.0,Offensive rebound by Team,,31-55,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,31-55,,Turnover by Team (shot clock)
11:26.0,I. Shumpert misses 2-pt shot from 18 ft,,31-55,,
11:25.0,,,31-55,,Defensive rebound by T. Zeller
11:07.0,,,31-58,3,M. Smart makes 3-pt shot from 25 ft (assist by E. Turner)
10:47.0,S. Marion makes 2-pt shot from 5 ft (assist by I. Shumpert),2,33-58,,
10:31.0,,,33-58,,M. Smart misses 3-pt shot from 27 ft
10:30.0,Defensive rebound by S. Marion,,33-58,,
10:12.0,S. Marion makes 2-pt shot from 2 ft,2,35-58,,
9:59.0,,,35-58,,E. Turner misses 2-pt shot from 11 ft
9:58.0,Defensive rebound by S. Marion,,35-58,,
9:49.0,T. Mozgov makes 2-pt shot from 1 ft (assist by M. Dellavedova),2,37-58,,
9:34.0,,,37-58,,Turnover by A. Bradley (bad pass; steal by S. Marion)
9:29.0,Turnover by S. Marion (lost ball; steal by A. Bradley),,37-58,,
9:25.0,,,37-58,,Shooting foul by M. Dellavedova (drawn by E. Turner)
9:25.0,,,37-59,1,E. Turner makes free throw 1 of 2
9:25.0,,,37-59,,E. Turner misses free throw 2 of 2
9:24.0,Defensive rebound by T. Thompson,,37-59,,
9:07.0,M. Dellavedova misses 3-pt shot from 28 ft,,37-59,,
9:06.0,Offensive rebound by T. Mozgov,,37-59,,
8:58.0,Turnover by T. Mozgov (bad pass; steal by E. Turner),,37-59,,
8:52.0,,,37-59,,A. Bradley misses 3-pt shot from 23 ft
8:51.0,Defensive rebound by T. Mozgov,,37-59,,
8:38.0,,,37-59,,Personal foul by A. Bradley (drawn by I. Shumpert)
8:26.0,Turnover by T. Mozgov (bad pass),,37-59,,
8:13.0,,,37-61,2,E. Turner makes 2-pt shot from 17 ft
8:05.0,T. Mozgov makes 2-pt shot from 8 ft,2,39-61,,
7:54.0,,,39-61,,Offensive foul by B. Bass
7:54.0,,,39-61,,Turnover by B. Bass (offensive foul)
7:34.0,T. Mozgov makes 2-pt shot at rim (assist by I. Shumpert),2,41-61,,
7:16.0,,,41-63,2,E. Turner makes 2-pt shot from 1 ft
7:00.0,T. Thompson makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,43-63,,
7:00.0,Shooting foul by T. Zeller (drawn by T. Thompson),,43-63,,
7:00.0,J. Jones enters the game for T. Mozgov,,43-63,,
7:00.0,M. Miller enters the game for S. Marion,,43-63,,
7:00.0,T. Thompson misses free throw 1 of 1,,43-63,,
6:58.0,,,43-63,,Defensive rebound by B. Bass
6:48.0,,,43-63,,M. Smart misses 2-pt shot from 18 ft
6:47.0,Defensive rebound by M. Dellavedova,,43-63,,
6:37.0,Turnover by I. Shumpert (lost ball; steal by A. Bradley),,43-63,,
6:34.0,Personal foul by J. Jones (drawn by A. Bradley),,43-63,,
6:21.0,,,43-63,,B. Bass misses 2-pt shot from 9 ft
6:20.0,Defensive rebound by I. Shumpert,,43-63,,
6:13.0,Offensive foul by I. Shumpert,,43-63,,
6:13.0,Turnover by I. Shumpert (offensive foul),,43-63,,
6:13.0,,,43-63,,J. Crowder enters the game for B. Bass
6:02.0,,,43-63,,M. Smart misses 2-pt shot from 5 ft
6:01.0,Defensive rebound by I. Shumpert,,43-63,,
5:51.0,Turnover by M. Miller (bad pass; steal by E. Turner),,43-63,,
5:37.0,,,43-65,2,T. Zeller makes 2-pt shot from 6 ft (assist by A. Bradley)
5:23.0,J. Jones makes 2-pt shot from 21 ft (assist by M. Dellavedova),2,45-65,,
5:00.0,,,45-67,2,E. Turner makes 2-pt shot from 11 ft
4:46.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,47-67,,
4:27.0,,,47-69,2,A. Bradley makes 2-pt shot from 18 ft (assist by J. Crowder)
4:12.0,Turnover by M. Dellavedova (bad pass; steal by J. Crowder),,47-69,,
4:09.0,,,47-71,2,J. Crowder makes 2-pt shot at rim (assist by A. Bradley)
4:09.0,Cleveland full timeout,,47-71,,
4:09.0,,,47-71,,I. Thomas enters the game for M. Smart
4:09.0,J. Harris enters the game for I. Shumpert,,47-71,,
3:53.0,Turnover by T. Thompson (lost ball; steal by I. Thomas),,47-71,,
3:31.0,,,47-73,2,T. Zeller makes 2-pt shot from 1 ft (assist by E. Turner)
3:12.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by J. Harris),3,50-73,,
3:01.0,,,50-73,,Offensive foul by A. Bradley
3:01.0,,,50-73,,Turnover by A. Bradley (offensive foul)
2:46.0,T. Thompson misses 2-pt shot from 20 ft,,50-73,,
2:45.0,,,50-73,,Defensive rebound by I. Thomas
2:39.0,,,50-76,3,I. Thomas makes 3-pt shot from 25 ft
2:22.0,M. Dellavedova misses 3-pt shot from 26 ft,,50-76,,
2:20.0,,,50-76,,Defensive rebound by Team
2:20.0,I. Shumpert enters the game for M. Dellavedova,,50-76,,
2:20.0,,,50-76,,Boston full timeout
2:20.0,K. Perkins enters the game for T. Thompson,,50-76,,
2:10.0,,,50-76,,J. Crowder misses 3-pt shot from 26 ft
2:09.0,Defensive rebound by I. Shumpert,,50-76,,
2:00.0,Turnover by I. Shumpert (bad pass; steal by J. Crowder),,50-76,,
1:58.0,,,50-76,,Shooting foul by J. Harris (drawn by J. Crowder)
1:58.0,,,50-77,1,J. Crowder makes free throw 1 of 2
1:58.0,,,50-77,,J. Crowder misses free throw 2 of 2
1:57.0,Defensive rebound by K. Perkins,,50-77,,
1:41.0,Turnover by I. Shumpert (lost ball; steal by E. Turner),,50-77,,
1:40.0,Personal foul by I. Shumpert (drawn by E. Turner),,50-77,,
1:40.0,,,50-78,1,E. Turner makes free throw 1 of 2
1:40.0,,,50-79,1,E. Turner makes free throw 2 of 2
1:25.0,M. Miller misses 3-pt shot from 25 ft (block by E. Turner),,50-79,,
1:24.0,,,50-79,,Defensive rebound by J. Crowder
1:18.0,,,50-79,,E. Turner misses 2-pt shot from 16 ft
1:17.0,Defensive rebound by I. Shumpert,,50-79,,
1:12.0,,,50-79,,J. Sullinger enters the game for T. Zeller
1:00.0,M. Miller misses 3-pt shot from 24 ft,,50-79,,
0:59.0,,,50-79,,Defensive rebound by E. Turner
0:53.0,,,50-79,,Turnover by E. Turner (bad pass)
0:41.0,I. Shumpert misses 3-pt shot from 26 ft,,50-79,,
0:40.0,,,50-79,,Defensive rebound by E. Turner
0:35.0,,,50-82,3,I. Thomas makes 3-pt shot from 25 ft (assist by E. Turner)
0:19.0,,,50-82,,Personal foul by J. Sullinger (drawn by J. Harris)
0:19.0,,,50-82,,J. Jerebko enters the game for A. Bradley
0:12.0,,,50-82,,Shooting block foul by I. Thomas (drawn by J. Jones)
0:12.0,J. Jones makes free throw 1 of 2,1,51-82,,
0:12.0,,,51-82,,Technical foul by I. Thomas (drawn by J. Jones)
0:12.0,J. Jones makes technical free throw,1,52-82,,
0:12.0,J. Jones makes free throw 2 of 2,1,53-82,,
0:05.0,,,53-84,2,E. Turner makes 2-pt shot from 8 ft
0:00.0,I. Shumpert makes 2-pt shot from 15 ft,2,55-84,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:48.0,J. Harris misses 3-pt shot from 23 ft,,55-84,,
11:47.0,Offensive rebound by I. Shumpert,,55-84,,
11:44.0,J. Jones misses 3-pt shot from 25 ft,,55-84,,
11:43.0,,,55-84,,Defensive rebound by I. Thomas
11:30.0,,,55-84,,Shooting foul by M. Miller (drawn by J. Crowder)
11:30.0,,,55-84,,J. Crowder misses free throw 1 of 2
11:30.0,,,55-84,,Offensive rebound by Team
11:30.0,,,55-85,1,J. Crowder makes free throw 2 of 2
11:13.0,,,55-85,,Shooting block foul by J. Jerebko (drawn by I. Shumpert)
11:13.0,I. Shumpert misses free throw 1 of 2,,55-85,,
11:13.0,Offensive rebound by Team,,55-85,,
11:13.0,I. Shumpert misses free throw 2 of 2,,55-85,,
11:11.0,,,55-85,,Defensive rebound by J. Crowder
10:51.0,,,55-88,3,J. Jerebko makes 3-pt shot from 22 ft (assist by I. Thomas)
10:36.0,I. Shumpert makes 2-pt shot from 20 ft,2,57-88,,
10:30.0,,,57-90,2,J. Jerebko makes 2-pt shot from 1 ft
10:17.0,I. Shumpert misses 2-pt shot from 2 ft,,57-90,,
10:15.0,,,57-90,,Defensive rebound by J. Sullinger
10:11.0,,,57-90,,I. Thomas misses 3-pt shot from 27 ft
10:10.0,Defensive rebound by M. Miller,,57-90,,
9:50.0,I. Shumpert makes 2-pt shot from 18 ft,2,59-90,,
9:33.0,,,59-90,,Shooting foul by K. Perkins (drawn by J. Sullinger)
9:33.0,,,59-91,1,J. Sullinger makes free throw 1 of 2
9:33.0,T. Mozgov enters the game for K. Perkins,,59-91,,
9:33.0,M. Dellavedova enters the game for J. Harris,,59-91,,
9:33.0,,,59-92,1,J. Sullinger makes free throw 2 of 2
9:21.0,,,59-92,,Personal foul by M. Smart (drawn by I. Shumpert)
9:05.0,M. Dellavedova makes 2-pt shot from 16 ft,2,61-92,,
8:49.0,,,61-92,,I. Thomas misses 2-pt shot from 14 ft
8:48.0,Defensive rebound by I. Shumpert,,61-92,,
8:40.0,Shooting foul by J. Sullinger (drawn by T. Mozgov),,61-92,,
8:40.0,Official timeout,,61-92,,
8:40.0,,,61-92,,L. Datome enters the game for J. Crowder
8:40.0,T. Mozgov misses free throw 1 of 2,,61-92,,
8:40.0,Offensive rebound by Team,,61-92,,
8:40.0,T. Mozgov makes free throw 2 of 2,1,62-92,,
8:28.0,,,62-95,3,L. Datome makes 3-pt shot from 25 ft (assist by J. Sullinger)
8:03.0,Turnover by M. Dellavedova (bad pass; steal by J. Jerebko),,62-95,,
7:47.0,,,62-97,2,J. Sullinger makes 2-pt shot from 2 ft (assist by I. Thomas)
7:23.0,M. Dellavedova misses 2-pt shot from 19 ft,,62-97,,
7:23.0,Offensive rebound by Team,,62-97,,
7:23.0,,,62-97,,Loose ball foul by J. Sullinger (drawn by T. Mozgov)
7:23.0,J. Harris enters the game for M. Miller,,62-97,,
7:16.0,Turnover by T. Mozgov (bad pass; steal by J. Sullinger),,62-97,,
7:12.0,,,62-99,2,I. Thomas makes 2-pt shot from 1 ft (assist by J. Sullinger)
6:53.0,J. Jones misses 2-pt shot from 5 ft,,62-99,,
6:52.0,,,62-99,,Defensive rebound by L. Datome
6:43.0,,,62-99,,J. Jerebko misses 2-pt shot from 2 ft
6:42.0,Defensive rebound by J. Jones,,62-99,,
6:28.0,,,62-99,,Shooting block foul by J. Sullinger (drawn by J. Harris)
6:28.0,J. Harris misses free throw 1 of 2,,62-99,,
6:28.0,Offensive rebound by Team,,62-99,,
6:28.0,,,62-99,,K. Olynyk enters the game for J. Jerebko
6:28.0,T. Thompson enters the game for J. Jones,,62-99,,
6:28.0,J. Harris makes free throw 2 of 2,1,63-99,,
6:14.0,,,63-99,,J. Sullinger misses 2-pt shot from 5 ft
6:13.0,,,63-99,,Offensive rebound by K. Olynyk
6:12.0,,,63-101,2,K. Olynyk makes 2-pt shot at rim
5:54.0,M. Dellavedova misses 3-pt shot from 23 ft,,63-101,,
5:53.0,Offensive rebound by Team,,63-101,,
5:53.0,,,63-101,,Boston full timeout
5:53.0,,,63-101,,P. Pressey enters the game for I. Thomas
5:53.0,S. Marion enters the game for M. Dellavedova,,63-101,,
5:42.0,I. Shumpert makes 3-pt shot from 22 ft,3,66-101,,
5:27.0,,,66-103,2,J. Sullinger makes 2-pt shot from 1 ft (assist by P. Pressey)
5:10.0,T. Thompson misses 2-pt shot from 3 ft,,66-103,,
5:10.0,,,66-103,,Defensive rebound by Team
5:10.0,K. Perkins enters the game for T. Mozgov,,66-103,,
4:54.0,Personal foul by J. Harris (drawn by P. Pressey),,66-103,,
4:54.0,,,66-103,,J. Jerebko enters the game for M. Smart
4:40.0,,,66-103,,Turnover by Team (shot clock)
4:19.0,T. Thompson misses 2-pt shot from 6 ft,,66-103,,
4:18.0,,,66-103,,Defensive rebound by J. Jerebko
4:10.0,,,66-103,,J. Sullinger misses 3-pt shot from 25 ft
4:09.0,Defensive rebound by J. Harris,,66-103,,
4:08.0,J. Jones enters the game for T. Thompson,,66-103,,
3:57.0,,,66-103,,Personal foul by P. Pressey (drawn by I. Shumpert)
3:57.0,I. Shumpert makes free throw 1 of 2,1,67-103,,
3:57.0,I. Shumpert makes free throw 2 of 2,1,68-103,,
