time,Memphis,pts.away,score,pts.home,Golden State
0:36.0,,,94-85,,S. Curry misses 3-pt shot from 28 ft
0:35.0,Defensive rebound by Team,,94-85,,
0:35.0,Memphis full timeout,,94-85,,
0:33.0,,,94-85,,Personal take foul by K. Thompson (drawn by M. Conley)
0:33.0,M. Conley makes free throw 1 of 2,1,95-85,,
0:33.0,T. Allen enters the game for V. Carter,,95-85,,
0:33.0,J. Green enters the game for Z. Randolph,,95-85,,
0:33.0,M. Conley misses free throw 2 of 2,,95-85,,
0:32.0,,,95-85,,Defensive rebound by D. Green
0:28.0,,,95-87,2,D. Green makes 2-pt shot from 2 ft
0:27.0,,,95-87,,Personal take foul by H. Barnes (drawn by C. Lee)
0:27.0,C. Lee makes free throw 1 of 2,1,96-87,,
0:27.0,C. Lee makes free throw 2 of 2,1,97-87,,
0:20.0,,,97-87,,S. Curry misses 3-pt shot from 25 ft
0:19.0,,,97-87,,Offensive rebound by Team
0:15.0,,,97-89,2,H. Barnes makes 2-pt shot from 6 ft
0:15.0,,,97-89,,Shooting foul by C. Lee (drawn by H. Barnes)
0:15.0,,,97-90,1,H. Barnes makes free throw 1 of 1
0:00.0,End of 4th quarter,,,,End of 4th quarter
