time,Utah,pts.away,score,pts.home,Oklahoma City
10:27.0,,,35-27,,Oklahoma City full timeout
10:08.0,T. Booker misses 3-pt shot from 22 ft,,35-27,,
10:07.0,Offensive rebound by D. Favors,,35-27,,
10:04.0,Turnover by E. Millsap (traveling),,35-27,,
9:50.0,,,35-27,,A. Morrow misses 2-pt shot from 16 ft
9:47.0,Defensive rebound by T. Booker,,35-27,,
9:39.0,D. Favors misses 2-pt shot from 4 ft,,35-27,,
9:38.0,,,35-27,,Defensive rebound by K. Perkins
9:28.0,,,35-27,,A. Morrow misses 3-pt shot from 24 ft
9:27.0,,,35-27,,Offensive rebound by Team
9:27.0,Personal foul by T. Booker (drawn by K. Perkins),,35-27,,
9:19.0,,,35-27,,R. Jackson misses 2-pt shot from 7 ft
9:18.0,Defensive rebound by T. Booker,,35-27,,
8:59.0,D. Favors misses 2-pt shot from 1 ft (block by N. Collison),,35-27,,
8:58.0,Offensive rebound by D. Favors,,35-27,,
8:58.0,,,35-27,,K. Durant enters the game for D. Waiters
8:55.0,T. Booker misses 2-pt shot from 20 ft,,35-27,,
8:54.0,,,35-27,,Defensive rebound by K. Perkins
8:44.0,,,35-27,,K. Durant misses 2-pt shot from 16 ft
8:43.0,Defensive rebound by T. Booker,,35-27,,
8:21.0,T. Booker misses 2-pt shot from 16 ft,,35-27,,
8:20.0,,,35-27,,Defensive rebound by A. Morrow
8:12.0,,,35-29,2,R. Jackson makes 2-pt shot from 7 ft
8:06.0,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke),2,37-29,,
7:52.0,Personal foul by T. Booker (drawn by N. Collison),,37-29,,
7:52.0,,,37-29,,R. Westbrook enters the game for A. Morrow
7:52.0,,,37-29,,S. Adams enters the game for K. Perkins
7:52.0,R. Gobert enters the game for T. Booker,,37-29,,
7:47.0,,,37-31,2,K. Durant makes 2-pt shot at rim (assist by N. Collison)
7:33.0,T. Burke misses 2-pt shot from 11 ft,,37-31,,
7:32.0,,,37-31,,Defensive rebound by R. Jackson
7:23.0,,,37-31,,N. Collison misses 3-pt shot from 22 ft
7:22.0,Defensive rebound by E. Millsap,,37-31,,
7:09.0,Turnover by D. Exum (bad pass; steal by R. Westbrook),,37-31,,
7:05.0,,,37-33,2,K. Durant makes 2-pt shot at rim (assist by R. Westbrook)
7:04.0,Utah full timeout,,37-33,,
7:04.0,,,37-33,,S. Ibaka enters the game for N. Collison
7:04.0,J. Ingles enters the game for D. Exum,,37-33,,
6:42.0,T. Burke misses 2-pt shot from 5 ft (block by K. Durant),,37-33,,
6:40.0,,,37-33,,Defensive rebound by S. Ibaka
6:36.0,,,37-33,,Turnover by K. Durant (bad pass; steal by E. Millsap)
6:30.0,E. Millsap misses 2-pt shot from 2 ft,,37-33,,
6:28.0,Offensive rebound by T. Burke,,37-33,,
6:11.0,T. Burke makes 2-pt shot from 6 ft,2,39-33,,
5:50.0,,,39-33,,S. Ibaka misses 2-pt shot from 18 ft
5:49.0,,,39-33,,Offensive rebound by Team
5:46.0,G. Hayward enters the game for J. Ingles,,39-33,,
5:46.0,Personal foul by E. Millsap (drawn by K. Durant),,39-33,,
5:46.0,Technical foul by E. Millsap (drawn by K. Durant),,39-33,,
5:46.0,,,39-34,1,K. Durant makes technical free throw
5:35.0,,,39-37,3,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook)
5:18.0,D. Favors misses 2-pt shot from 3 ft,,39-37,,
5:17.0,,,39-37,,Defensive rebound by R. Westbrook
5:11.0,,,39-37,,Turnover by R. Westbrook (bad pass)
4:49.0,Turnover by R. Gobert (3 sec),,39-37,,
4:36.0,,,39-37,,Turnover by S. Adams (bad pass; steal by T. Burke)
4:32.0,G. Hayward makes 2-pt shot at rim (assist by T. Burke),2,41-37,,
4:18.0,,,41-37,,K. Durant misses 3-pt shot from 24 ft
4:17.0,,,41-37,,Offensive rebound by R. Westbrook
4:13.0,,,41-40,3,R. Jackson makes 3-pt shot from 24 ft (assist by R. Westbrook)
3:51.0,R. Gobert misses 2-pt shot from 1 ft,,41-40,,
3:51.0,Offensive rebound by D. Favors,,41-40,,
3:51.0,D. Favors misses 2-pt shot from 1 ft,,41-40,,
3:51.0,,,41-40,,Defensive rebound by Team
3:35.0,,,41-40,,S. Ibaka misses 2-pt shot at rim (block by R. Gobert)
3:33.0,Defensive rebound by G. Hayward,,41-40,,
3:17.0,T. Burke makes 3-pt shot from 24 ft (assist by G. Hayward),3,44-40,,
3:04.0,,,44-40,,Turnover by R. Westbrook (bad pass; steal by R. Gobert)
2:58.0,T. Burke makes 2-pt shot from 1 ft,2,46-40,,
2:56.0,,,46-40,,Oklahoma City full timeout
2:56.0,Official timeout,,46-40,,
2:56.0,,,46-40,,D. Waiters enters the game for R. Jackson
2:56.0,T. Booker enters the game for D. Favors,,46-40,,
2:40.0,,,46-40,,K. Durant misses 2-pt shot from 6 ft
2:38.0,,,46-40,,Offensive rebound by Team
2:34.0,,,46-42,2,K. Durant makes 2-pt shot from 12 ft
2:11.0,Shooting foul by S. Ibaka (drawn by R. Gobert),,46-42,,
2:11.0,R. Gobert makes free throw 1 of 2,1,47-42,,
2:11.0,D. Favors enters the game for T. Booker,,47-42,,
2:11.0,R. Gobert makes free throw 2 of 2,1,48-42,,
2:00.0,,,48-42,,R. Westbrook misses 2-pt shot from 6 ft (block by D. Favors)
2:00.0,,,48-42,,Offensive rebound by Team
1:57.0,,,48-42,,S. Ibaka misses 2-pt shot from 16 ft
1:56.0,,,48-42,,Offensive rebound by D. Waiters
1:48.0,,,48-42,,D. Waiters misses 3-pt shot from 22 ft
1:47.0,Defensive rebound by R. Gobert,,48-42,,
1:33.0,E. Millsap misses 3-pt shot from 23 ft,,48-42,,
1:32.0,,,48-42,,Defensive rebound by S. Adams
1:26.0,,,48-44,2,R. Westbrook makes 2-pt shot from 1 ft
1:01.0,,,48-44,,A. Roberson enters the game for S. Ibaka
1:01.0,T. Booker enters the game for R. Gobert,,48-44,,
0:58.0,T. Booker makes 2-pt shot from 11 ft (assist by G. Hayward),2,50-44,,
0:46.0,,,50-44,,S. Adams misses 2-pt shot at rim
0:45.0,Defensive rebound by D. Favors,,50-44,,
0:31.0,Turnover by D. Favors (bad pass; steal by D. Waiters),,50-44,,
0:25.0,,,50-44,,K. Durant misses 3-pt shot from 24 ft
0:23.0,,,50-44,,Offensive rebound by S. Adams
0:02.0,,,50-44,,K. Durant misses 3-pt shot from 26 ft
0:01.0,Defensive rebound by G. Hayward,,50-44,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:40.0,G. Hayward misses 2-pt shot at rim,,50-44,,
11:38.0,Offensive rebound by R. Gobert,,50-44,,
11:22.0,D. Favors makes 2-pt shot from 8 ft (assist by J. Ingles),2,52-44,,
11:05.0,,,52-44,,A. Roberson misses 2-pt shot from 1 ft (block by R. Gobert)
11:05.0,,,52-44,,Offensive rebound by Team
10:57.0,,,52-47,3,S. Ibaka makes 3-pt shot from 22 ft (assist by A. Roberson)
10:33.0,Shooting foul by S. Adams (drawn by G. Hayward),,52-47,,
10:33.0,G. Hayward makes free throw 1 of 2,1,53-47,,
10:33.0,G. Hayward makes free throw 2 of 2,1,54-47,,
10:16.0,,,54-49,2,K. Durant makes 2-pt shot from 14 ft (assist by R. Westbrook)
9:46.0,G. Hayward misses 3-pt shot from 25 ft,,54-49,,
9:46.0,,,54-49,,Defensive rebound by S. Ibaka
9:40.0,,,54-49,,Turnover by R. Westbrook (bad pass; steal by G. Hayward)
9:27.0,D. Favors misses 2-pt shot from 2 ft,,54-49,,
9:26.0,,,54-49,,Defensive rebound by S. Ibaka
9:19.0,,,54-49,,R. Westbrook misses 2-pt shot from 16 ft
9:18.0,Defensive rebound by T. Burke,,54-49,,
9:00.0,J. Ingles misses 2-pt shot from 7 ft,,54-49,,
8:59.0,,,54-49,,Defensive rebound by R. Westbrook
8:56.0,,,54-49,,Shooting foul by G. Hayward (drawn by K. Durant)
8:56.0,,,54-51,2,K. Durant makes 2-pt shot from 1 ft (assist by R. Westbrook)
8:56.0,,,54-52,1,K. Durant makes free throw 1 of 1
8:45.0,T. Burke makes 2-pt shot from 18 ft,2,56-52,,
8:30.0,,,56-52,,S. Ibaka misses 2-pt shot from 4 ft
8:29.0,,,56-52,,Offensive rebound by S. Adams
8:29.0,,,56-54,2,S. Adams makes 2-pt shot from 2 ft
8:17.0,Turnover by R. Gobert (bad pass),,56-54,,
8:04.0,,,56-54,,S. Ibaka misses 3-pt shot from 23 ft
8:03.0,Defensive rebound by R. Gobert,,56-54,,
7:50.0,,,56-54,,Loose ball foul by S. Adams (drawn by R. Gobert)
7:48.0,G. Hayward makes 2-pt shot from 2 ft (assist by J. Ingles),2,58-54,,
7:48.0,Shooting foul by A. Roberson (drawn by G. Hayward),,58-54,,
7:48.0,,,58-54,,K. Perkins enters the game for S. Adams
7:48.0,G. Hayward misses free throw 1 of 1,,58-54,,
7:47.0,,,58-54,,Defensive rebound by K. Perkins
7:31.0,,,58-54,,A. Roberson misses 2-pt shot from 1 ft (block by R. Gobert)
7:29.0,,,58-54,,Offensive rebound by K. Durant
7:24.0,,,58-54,,S. Ibaka misses 2-pt shot from 20 ft
7:23.0,,,58-54,,Offensive rebound by A. Roberson
7:17.0,,,58-56,2,R. Westbrook makes 2-pt shot from 15 ft
7:00.0,T. Burke makes 2-pt shot from 1 ft,2,60-56,,
6:44.0,,,60-58,2,S. Ibaka makes 2-pt shot from 10 ft
6:32.0,J. Ingles misses 3-pt shot from 24 ft,,60-58,,
6:31.0,,,60-58,,Defensive rebound by K. Perkins
6:22.0,,,60-58,,R. Westbrook misses 2-pt shot from 3 ft (block by R. Gobert)
6:20.0,,,60-58,,Offensive rebound by K. Perkins
6:19.0,,,60-60,2,K. Perkins makes 2-pt shot from 1 ft
5:55.0,T. Burke misses 3-pt shot from 25 ft,,60-60,,
5:54.0,,,60-60,,Defensive rebound by A. Roberson
5:48.0,,,60-60,,R. Westbrook misses 2-pt shot from 9 ft
5:47.0,Defensive rebound by J. Ingles,,60-60,,
5:23.0,D. Favors makes 2-pt shot from 1 ft (assist by G. Hayward),2,62-60,,
5:14.0,,,62-60,,Oklahoma City full timeout
5:14.0,,,62-60,,A. Morrow enters the game for A. Roberson
5:10.0,,,62-60,,Offensive foul by K. Perkins
5:10.0,,,62-60,,Turnover by K. Perkins (offensive foul)
4:57.0,D. Favors makes 2-pt shot from 13 ft (assist by G. Hayward),2,64-60,,
4:42.0,,,64-60,,A. Morrow misses 3-pt shot from 23 ft
4:41.0,,,64-60,,Offensive rebound by S. Ibaka
4:40.0,Personal foul by R. Gobert (drawn by S. Ibaka),,64-60,,
4:32.0,,,64-62,2,R. Westbrook makes 2-pt shot from 11 ft
4:17.0,D. Favors makes 2-pt shot from 2 ft (assist by J. Ingles),2,66-62,,
4:11.0,,,66-64,2,R. Westbrook makes 2-pt shot at rim
3:50.0,G. Hayward makes 2-pt shot from 11 ft,2,68-64,,
3:35.0,,,68-67,3,K. Durant makes 3-pt shot from 23 ft (assist by R. Westbrook)
3:23.0,G. Hayward makes 2-pt shot from 1 ft (assist by J. Ingles),2,70-67,,
3:05.0,,,70-67,,Shooting foul by D. Favors (drawn by R. Westbrook)
3:05.0,,,70-68,1,R. Westbrook makes free throw 1 of 2
3:05.0,,,70-68,,D. Waiters enters the game for S. Ibaka
3:05.0,,,70-69,1,R. Westbrook makes free throw 2 of 2
3:02.0,Utah full timeout,,70-69,,
3:01.0,T. Booker enters the game for D. Favors,,70-69,,
3:01.0,D. Exum enters the game for J. Ingles,,70-69,,
3:01.0,E. Millsap enters the game for T. Burke,,70-69,,
2:53.0,G. Hayward makes 2-pt shot from 13 ft,2,72-69,,
2:40.0,,,72-72,3,K. Durant makes 3-pt shot from 24 ft (assist by R. Westbrook)
2:18.0,T. Booker misses 2-pt shot from 15 ft,,72-72,,
2:18.0,,,72-72,,Defensive rebound by Team
2:17.0,,,72-72,,N. Collison enters the game for K. Durant
2:01.0,,,72-72,,N. Collison misses 2-pt shot from 1 ft
2:00.0,Defensive rebound by T. Booker,,72-72,,
1:44.0,T. Booker makes 2-pt shot from 1 ft (assist by D. Exum),2,74-72,,
1:38.0,,,74-72,,R. Westbrook misses 2-pt shot from 2 ft (block by R. Gobert)
1:37.0,Defensive rebound by E. Millsap,,74-72,,
1:29.0,,,74-72,,Personal foul by A. Morrow (drawn by G. Hayward)
1:29.0,,,74-72,,R. Jackson enters the game for R. Westbrook
1:18.0,Turnover by R. Gobert (traveling),,74-72,,
1:11.0,Loose ball foul by E. Millsap (drawn by R. Jackson),,74-72,,
1:00.0,,,74-72,,A. Morrow misses 3-pt shot from 24 ft
0:59.0,Defensive rebound by R. Gobert,,74-72,,
0:37.0,G. Hayward makes 2-pt shot from 5 ft,2,76-72,,
0:28.0,,,76-74,2,A. Morrow makes 2-pt shot from 11 ft
0:08.0,Turnover by G. Hayward (bad pass),,76-74,,
0:03.0,,,76-74,,D. Waiters misses 2-pt shot from 2 ft
0:02.0,Defensive rebound by G. Hayward,,76-74,,
0:00.0,G. Hayward misses 3-pt shot from 56 ft,,76-74,,
0:00.0,,,76-74,,Defensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:37.0,,,76-76,2,K. Perkins makes 2-pt shot from 3 ft (assist by A. Morrow)
11:22.0,Shooting foul by N. Collison (drawn by D. Favors),,76-76,,
11:22.0,D. Favors makes free throw 1 of 2,1,77-76,,
11:22.0,D. Favors misses free throw 2 of 2,,77-76,,
11:22.0,,,77-76,,Defensive rebound by R. Jackson
11:10.0,,,77-76,,A. Morrow misses 2-pt shot from 16 ft
11:10.0,Defensive rebound by D. Favors,,77-76,,
10:59.0,Turnover by T. Booker (bad pass),,77-76,,
10:50.0,,,77-76,,R. Jackson misses 2-pt shot from 16 ft
10:49.0,Defensive rebound by T. Booker,,77-76,,
10:25.0,D. Exum misses 3-pt shot from 24 ft,,77-76,,
10:23.0,,,77-76,,Defensive rebound by R. Jackson
10:10.0,,,77-76,,Turnover by A. Morrow (lost ball; steal by D. Exum)
10:06.0,T. Burke makes 2-pt shot from 1 ft (assist by D. Exum),2,79-76,,
9:54.0,,,79-76,,R. Jackson misses 2-pt shot from 17 ft
9:53.0,Defensive rebound by T. Booker,,79-76,,
9:46.0,T. Booker makes 2-pt shot at rim (assist by T. Burke),2,81-76,,
9:45.0,,,81-76,,Oklahoma City full timeout
9:30.0,,,81-78,2,D. Waiters makes 2-pt shot from 8 ft (assist by N. Collison)
9:13.0,T. Burke makes 2-pt shot from 1 ft,2,83-78,,
8:59.0,,,83-78,,D. Waiters misses 2-pt shot from 2 ft (block by D. Favors)
8:58.0,Defensive rebound by D. Favors,,83-78,,
8:44.0,D. Exum misses 3-pt shot from 22 ft,,83-78,,
8:43.0,,,83-78,,Defensive rebound by N. Collison
8:35.0,,,83-78,,R. Jackson misses 2-pt shot from 5 ft
8:35.0,Defensive rebound by E. Millsap,,83-78,,
8:13.0,T. Burke misses 2-pt shot from 5 ft,,83-78,,
8:13.0,Offensive rebound by D. Favors,,83-78,,
8:13.0,Shooting foul by N. Collison (drawn by D. Favors),,83-78,,
8:13.0,D. Favors makes free throw 1 of 2,1,84-78,,
8:13.0,,,84-78,,R. Westbrook enters the game for R. Jackson
8:13.0,,,84-78,,S. Ibaka enters the game for N. Collison
8:13.0,,,84-78,,K. Durant enters the game for A. Morrow
8:13.0,D. Favors makes free throw 2 of 2,1,85-78,,
8:05.0,,,85-80,2,K. Durant makes 2-pt shot from 11 ft (assist by R. Westbrook)
7:40.0,T. Burke misses 2-pt shot from 6 ft,,85-80,,
7:39.0,,,85-80,,Defensive rebound by S. Ibaka
7:28.0,,,85-80,,S. Ibaka misses 2-pt shot at rim (block by E. Millsap)
7:26.0,Defensive rebound by T. Burke,,85-80,,
7:24.0,Shooting foul by R. Westbrook (drawn by T. Booker),,85-80,,
7:24.0,T. Booker makes free throw 1 of 2,1,86-80,,
7:24.0,J. Ingles enters the game for D. Exum,,86-80,,
7:24.0,R. Gobert enters the game for D. Favors,,86-80,,
7:24.0,T. Booker misses free throw 2 of 2,,86-80,,
7:23.0,,,86-80,,Defensive rebound by K. Perkins
7:11.0,,,86-82,2,K. Durant makes 2-pt shot from 14 ft (assist by K. Perkins)
6:48.0,Shooting foul by R. Westbrook (drawn by T. Booker),,86-82,,
6:48.0,T. Booker misses free throw 1 of 2,,86-82,,
6:48.0,Offensive rebound by Team,,86-82,,
6:48.0,T. Booker makes free throw 2 of 2,1,87-82,,
6:44.0,Personal foul by E. Millsap (drawn by K. Durant),,87-82,,
6:44.0,G. Hayward enters the game for T. Burke,,87-82,,
6:39.0,Personal foul by E. Millsap (drawn by R. Westbrook),,87-82,,
6:26.0,,,87-82,,D. Waiters misses 3-pt shot from 23 ft
6:25.0,Defensive rebound by T. Booker,,87-82,,
6:14.0,,,87-82,,Personal foul by D. Waiters (drawn by J. Ingles)
6:14.0,J. Ingles makes free throw 1 of 2,1,88-82,,
6:14.0,J. Ingles misses free throw 2 of 2,,88-82,,
6:13.0,,,88-82,,Defensive rebound by K. Durant
5:57.0,,,88-82,,K. Durant misses 3-pt shot from 24 ft
5:56.0,,,88-82,,Offensive rebound by D. Waiters
5:48.0,,,88-82,,R. Westbrook misses 2-pt shot from 18 ft
5:48.0,Defensive rebound by E. Millsap,,88-82,,
5:27.0,Turnover by G. Hayward (lost ball; steal by D. Waiters),,88-82,,
5:23.0,,,88-84,2,R. Westbrook makes 2-pt shot at rim (assist by K. Durant)
5:21.0,Utah full timeout,,88-84,,
5:21.0,,,88-84,,S. Adams enters the game for K. Perkins
5:01.0,J. Ingles misses 3-pt shot from 24 ft,,88-84,,
4:59.0,Offensive rebound by T. Booker,,88-84,,
4:41.0,G. Hayward makes 2-pt shot from 12 ft,2,90-84,,
4:23.0,,,90-86,2,K. Durant makes 2-pt shot from 1 ft
3:59.0,T. Booker misses 2-pt shot from 17 ft,,90-86,,
3:58.0,,,90-86,,Defensive rebound by S. Adams
3:49.0,,,90-88,2,R. Westbrook makes 2-pt shot from 13 ft
3:30.0,G. Hayward misses 3-pt shot from 25 ft,,90-88,,
3:29.0,,,90-88,,Defensive rebound by D. Waiters
3:19.0,,,90-90,2,K. Durant makes 2-pt shot from 13 ft (assist by R. Westbrook)
3:18.0,Utah full timeout,,90-90,,
3:18.0,T. Burke enters the game for J. Ingles,,90-90,,
3:18.0,D. Favors enters the game for T. Booker,,90-90,,
3:06.0,Turnover by D. Favors (traveling),,90-90,,
2:54.0,,,90-92,2,K. Durant makes 2-pt shot from 9 ft (assist by R. Westbrook)
2:44.0,Shooting foul by S. Ibaka (drawn by D. Favors),,90-92,,
2:44.0,D. Favors misses free throw 1 of 2,,90-92,,
2:44.0,Offensive rebound by Team,,90-92,,
2:44.0,D. Favors makes free throw 2 of 2,1,91-92,,
2:34.0,,,91-92,,R. Westbrook misses 2-pt shot from 3 ft (block by R. Gobert)
2:33.0,Defensive rebound by D. Favors,,91-92,,
2:14.0,Turnover by G. Hayward (bad pass; steal by R. Westbrook),,91-92,,
2:10.0,,,91-94,2,D. Waiters makes 2-pt shot at rim (assist by R. Westbrook)
1:52.0,T. Burke misses 3-pt shot from 25 ft,,91-94,,
1:51.0,,,91-94,,Defensive rebound by K. Durant
1:30.0,,,91-94,,D. Waiters misses 3-pt shot from 23 ft
1:29.0,Defensive rebound by T. Burke,,91-94,,
1:23.0,Shooting foul by R. Westbrook (drawn by T. Burke),,91-94,,
1:23.0,T. Burke makes free throw 1 of 2,1,92-94,,
1:23.0,T. Burke makes free throw 2 of 2,1,93-94,,
1:23.0,,,93-94,,Oklahoma City full timeout
0:59.0,,,93-94,,R. Westbrook misses 2-pt shot from 18 ft
0:59.0,Defensive rebound by D. Favors,,93-94,,
0:46.0,D. Favors misses 2-pt shot from 15 ft,,93-94,,
0:45.0,,,93-94,,Defensive rebound by R. Westbrook
0:23.0,,,93-97,3,D. Waiters makes 3-pt shot from 25 ft (assist by K. Durant)
0:23.0,Utah full timeout,,93-97,,
0:23.0,,,93-97,,A. Roberson enters the game for S. Adams
0:23.0,J. Ingles enters the game for R. Gobert,,93-97,,
