time,Chicago,pts.away,score,pts.home,Milwaukee
8:01.0,Offensive rebound by T. Gibson,,78-76,,
7:45.0,E. Moore misses 3-pt shot from 24 ft,,78-76,,
7:44.0,,,78-76,,Defensive rebound by O. Mayo
7:31.0,,,78-76,,M. Carter-Williams misses 2-pt shot from 1 ft
7:29.0,,,78-76,,Offensive rebound by J. Henson
7:29.0,,,78-78,2,J. Henson makes 2-pt shot at rim
7:07.0,Shooting foul by M. Carter-Williams (drawn by E. Moore),,78-78,,
7:07.0,E. Moore makes free throw 1 of 2,1,79-78,,
7:07.0,,,79-78,,K. Middleton enters the game for J. Bayless
7:07.0,,,79-78,,E. Ilyasova enters the game for J. Dudley
7:07.0,E. Moore makes free throw 2 of 2,1,80-78,,
6:54.0,,,80-80,2,M. Carter-Williams makes 2-pt shot from 9 ft
6:32.0,N. Mirotic misses 3-pt shot from 25 ft,,80-80,,
6:31.0,,,80-80,,Defensive rebound by J. Henson
6:20.0,,,80-80,,Turnover by K. Middleton (bad pass; steal by J. Butler)
6:12.0,E. Moore misses 3-pt shot from 24 ft,,80-80,,
6:11.0,Offensive rebound by N. Mirotic,,80-80,,
6:11.0,N. Mirotic makes 2-pt shot at rim,2,82-80,,
5:57.0,,,82-80,,Shooting foul by T. Gibson (drawn by E. Ilyasova)
5:57.0,,,82-80,,Milwaukee full timeout
5:57.0,,,82-80,,Z. Pachulia enters the game for J. Henson
5:57.0,A. Brooks enters the game for T. Gibson,,82-80,,
5:57.0,,,82-80,,E. Ilyasova misses free throw 1 of 2
5:57.0,,,82-80,,Offensive rebound by Team
5:57.0,,,82-81,1,E. Ilyasova makes free throw 2 of 2
5:40.0,J. Butler makes 2-pt shot from 17 ft,2,84-81,,
5:22.0,,,84-84,3,K. Middleton makes 3-pt shot from 23 ft (assist by O. Mayo)
4:57.0,J. Butler makes 2-pt shot at rim,2,86-84,,
4:41.0,,,86-86,2,M. Carter-Williams makes 2-pt shot at rim
4:22.0,Turnover by N. Mirotic (lost ball),,86-86,,
4:04.0,,,86-88,2,K. Middleton makes 2-pt shot at rim (assist by O. Mayo)
3:47.0,A. Brooks makes 2-pt shot at rim,2,88-88,,
3:30.0,,,88-90,2,K. Middleton makes 2-pt shot from 16 ft
3:16.0,Offensive foul by J. Noah,,88-90,,
3:16.0,Turnover by J. Noah (offensive foul),,88-90,,
3:16.0,P. Gasol enters the game for J. Noah,,88-90,,
2:56.0,,,88-92,2,O. Mayo makes 2-pt shot from 16 ft
2:55.0,Chicago full timeout,,88-92,,
2:46.0,Turnover by A. Brooks (lost ball),,88-92,,
2:34.0,,,88-92,,Turnover by M. Carter-Williams (lost ball; steal by E. Moore)
2:30.0,E. Moore makes 2-pt shot at rim (assist by J. Butler),2,90-92,,
2:19.0,,,90-92,,Turnover by K. Middleton (bad pass; steal by J. Butler)
2:10.0,Offensive charge foul by J. Butler,,90-92,,
2:10.0,Turnover by J. Butler (offensive foul),,90-92,,
1:54.0,,,90-92,,E. Ilyasova misses 2-pt shot from 17 ft
1:51.0,Defensive rebound by N. Mirotic,,90-92,,
1:41.0,Shooting foul by O. Mayo (drawn by P. Gasol),,90-92,,
1:41.0,P. Gasol makes free throw 1 of 2,1,91-92,,
1:41.0,,,91-92,,G. Antetokounmpo enters the game for O. Mayo
1:41.0,P. Gasol misses free throw 2 of 2,,91-92,,
1:41.0,Offensive rebound by Team,,91-92,,
1:29.0,E. Moore misses 2-pt shot at rim (block by G. Antetokounmpo),,91-92,,
1:26.0,,,91-92,,Defensive rebound by K. Middleton
1:14.0,,,91-92,,M. Carter-Williams misses 2-pt shot at rim (block by A. Brooks)
1:14.0,,,91-92,,Offensive rebound by Team
1:07.0,,,91-92,,Z. Pachulia misses 2-pt shot from 13 ft
1:07.0,,,91-92,,Offensive rebound by E. Ilyasova
1:07.0,,,91-94,2,E. Ilyasova makes 2-pt shot at rim
1:07.0,Chicago full timeout,,91-94,,
1:07.0,M. Dunleavy enters the game for E. Moore,,91-94,,
0:56.0,N. Mirotic misses 3-pt shot from 26 ft,,91-94,,
0:54.0,Offensive rebound by A. Brooks,,91-94,,
0:50.0,M. Dunleavy misses 3-pt shot from 23 ft,,91-94,,
0:49.0,,,91-94,,Defensive rebound by G. Antetokounmpo
0:29.0,,,91-94,,M. Carter-Williams misses 2-pt shot from 7 ft
0:28.0,Defensive rebound by A. Brooks,,91-94,,
0:11.0,N. Mirotic misses 3-pt shot from 23 ft,,91-94,,
0:10.0,,,91-94,,Defensive rebound by K. Middleton
0:10.0,Personal take foul by N. Mirotic (drawn by K. Middleton),,91-94,,
0:10.0,J. Noah enters the game for N. Mirotic,,91-94,,
0:10.0,,,91-94,,Milwaukee full timeout
0:10.0,,,91-94,,O. Mayo enters the game for E. Ilyasova
0:10.0,,,91-94,,J. Bayless enters the game for Z. Pachulia
0:10.0,,,91-94,,J. Dudley enters the game for M. Carter-Williams
0:08.0,,,91-94,,Milwaukee full timeout
0:06.0,Personal take foul by J. Noah (drawn by G. Antetokounmpo),,91-94,,
0:06.0,,,91-94,,G. Antetokounmpo misses free throw 1 of 2
0:06.0,,,91-94,,Offensive rebound by Team
0:06.0,,,91-95,1,G. Antetokounmpo makes free throw 2 of 2
0:06.0,Chicago full timeout,,91-95,,
0:06.0,N. Mirotic enters the game for J. Noah,,91-95,,
0:06.0,,,91-95,,M. Carter-Williams enters the game for O. Mayo
0:03.0,J. Butler misses 3-pt shot from 23 ft,,91-95,,
0:02.0,,,91-95,,Defensive rebound by J. Bayless
0:00.0,End of 4th quarter,,,,End of 4th quarter
