time,Washington,pts.away,score,pts.home,Milwaukee
5:29.0,,,97-86,2,B. Knight makes 2-pt shot from 1 ft (assist by J. Dudley)
5:29.0,Washington full timeout,,97-86,,
5:29.0,,,97-86,,Z. Pachulia enters the game for J. Parker
5:29.0,J. Wall enters the game for K. Humphries,,97-86,,
5:29.0,P. Pierce enters the game for K. Seraphin,,97-86,,
5:29.0,M. Gortat enters the game for A. Miller,,97-86,,
5:12.0,P. Pierce makes 2-pt shot from 1 ft,2,99-86,,
5:12.0,Shooting foul by J. Dudley (drawn by P. Pierce),,99-86,,
5:12.0,P. Pierce misses free throw 1 of 1,,99-86,,
5:11.0,,,99-86,,Defensive rebound by Z. Pachulia
4:55.0,,,99-86,,B. Knight misses 2-pt shot from 12 ft
4:54.0,,,99-86,,Offensive rebound by E. Ilyasova
4:54.0,,,99-88,2,E. Ilyasova makes 2-pt shot at rim
4:54.0,,,99-88,,Shooting foul by P. Pierce (drawn by E. Ilyasova)
4:54.0,,,99-89,1,E. Ilyasova makes free throw 1 of 1
4:30.0,M. Gortat misses 2-pt shot from 6 ft,,99-89,,
4:29.0,,,99-89,,Defensive rebound by B. Knight
4:21.0,,,99-89,,E. Ilyasova misses 3-pt shot from 25 ft
4:19.0,,,99-89,,Offensive rebound by K. Middleton
4:08.0,,,99-91,2,Z. Pachulia makes 2-pt shot from 15 ft (assist by B. Knight)
3:48.0,P. Pierce makes 3-pt shot from 23 ft (assist by J. Wall),3,102-91,,
3:38.0,,,102-91,,B. Knight misses 2-pt shot at rim
3:38.0,,,102-91,,Offensive rebound by Team
3:38.0,Loose ball foul by P. Pierce (drawn by E. Ilyasova),,102-91,,
3:38.0,,,102-92,1,E. Ilyasova makes free throw 1 of 2
3:38.0,,,102-92,,E. Ilyasova misses free throw 2 of 2
3:38.0,Defensive rebound by P. Pierce,,102-92,,
3:16.0,B. Beal makes 2-pt shot from 14 ft (assist by J. Wall),2,104-92,,
3:04.0,,,104-92,,Turnover by B. Knight (bad pass; steal by J. Wall)
3:01.0,Turnover by R. Butler (bad pass),,104-92,,
2:50.0,,,104-95,3,J. Dudley makes 3-pt shot from 25 ft (assist by B. Knight)
2:26.0,J. Wall misses 2-pt shot from 18 ft,,104-95,,
2:25.0,Offensive rebound by M. Gortat,,104-95,,
2:25.0,Turnover by Team (shot clock),,104-95,,
2:13.0,,,104-97,2,E. Ilyasova makes 2-pt shot from 18 ft (assist by B. Knight)
1:46.0,J. Wall misses 2-pt shot from 13 ft (block by B. Knight),,104-97,,
1:43.0,,,104-97,,Defensive rebound by J. Dudley
1:38.0,,,104-97,,K. Middleton misses 2-pt shot at rim
1:36.0,Defensive rebound by P. Pierce,,104-97,,
1:13.0,P. Pierce makes 2-pt shot from 18 ft (assist by J. Wall),2,106-97,,
1:13.0,,,106-97,,Milwaukee full timeout
1:13.0,,,106-97,,J. Parker enters the game for Z. Pachulia
1:13.0,,,106-97,,G. Antetokounmpo enters the game for J. Dudley
1:11.0,,,106-97,,Turnover by E. Ilyasova (bad pass; steal by J. Wall)
1:10.0,J. Wall makes 2-pt shot at rim,2,108-97,,
1:04.0,,,108-97,,Shooting foul by P. Pierce (drawn by B. Knight)
1:04.0,G. Temple enters the game for P. Pierce,,108-97,,
1:04.0,,,108-97,,B. Knight misses free throw 1 of 2
1:04.0,,,108-97,,Offensive rebound by Team
1:04.0,,,108-98,1,B. Knight makes free throw 2 of 2
0:48.0,B. Beal misses 2-pt shot from 15 ft,,108-98,,
0:46.0,Offensive rebound by G. Temple,,108-98,,
0:30.0,R. Butler makes 3-pt shot from 22 ft (assist by M. Gortat),3,111-98,,
0:18.0,,,111-100,2,G. Antetokounmpo makes 2-pt shot from 17 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
