time,Atlanta,pts.away,score,pts.home,Brooklyn
5:27.0,A. Horford misses 2-pt shot from 15 ft (block by B. Lopez),,68-76,,
5:26.0,,,68-76,,Defensive rebound by T. Young
5:15.0,Personal foul by J. Teague (drawn by J. Jack),,68-76,,
5:15.0,,,68-77,1,J. Jack makes free throw 1 of 2
5:15.0,,,68-77,,M. Plumlee enters the game for B. Lopez
5:15.0,P. Antic enters the game for A. Horford,,68-77,,
5:15.0,,,68-78,1,J. Jack makes free throw 2 of 2
5:09.0,Shooting foul by J. Jack (drawn by J. Teague),,68-78,,
5:09.0,J. Teague misses free throw 1 of 2,,68-78,,
5:09.0,Offensive rebound by Team,,68-78,,
5:09.0,,,68-78,,B. Bogdanovic enters the game for M. Plumlee
5:09.0,J. Teague makes free throw 2 of 2,1,69-78,,
4:52.0,,,69-81,3,J. Jack makes 3-pt shot from 26 ft
4:38.0,,,69-81,,Personal foul by J. Johnson (drawn by P. Millsap)
4:31.0,Shooting foul by B. Bogdanovic (drawn by D. Carroll),,69-81,,
4:31.0,D. Carroll misses free throw 1 of 2,,69-81,,
4:31.0,Offensive rebound by Team,,69-81,,
4:31.0,,,69-81,,B. Lopez enters the game for A. Anderson
4:31.0,D. Carroll makes free throw 2 of 2,1,70-81,,
4:09.0,,,70-81,,Turnover by J. Johnson (lost ball; steal by J. Teague)
4:09.0,,,70-81,,Personal foul by J. Jack (drawn by J. Teague)
3:53.0,P. Millsap makes 2-pt shot from 2 ft (assist by K. Korver),2,72-81,,
3:36.0,,,72-83,2,B. Bogdanovic makes 2-pt shot from 17 ft (assist by J. Jack)
3:25.0,Turnover by J. Teague (lost ball; steal by B. Bogdanovic),,72-83,,
3:23.0,,,72-83,,Turnover by T. Young (lost ball; steal by P. Millsap)
3:18.0,J. Teague misses 2-pt shot from 2 ft,,72-83,,
3:17.0,Offensive rebound by P. Millsap,,72-83,,
3:16.0,P. Millsap misses 2-pt shot from 1 ft,,72-83,,
3:15.0,,,72-83,,Defensive rebound by B. Lopez
3:10.0,,,72-83,,Turnover by J. Jack (lost ball; steal by J. Teague)
3:06.0,J. Teague misses 2-pt shot from 2 ft,,72-83,,
3:05.0,,,72-83,,Defensive rebound by J. Johnson
2:43.0,,,72-83,,J. Johnson misses 2-pt shot from 19 ft
2:41.0,Defensive rebound by P. Millsap,,72-83,,
2:25.0,P. Millsap makes 3-pt shot from 25 ft (assist by J. Teague),3,75-83,,
2:06.0,,,75-85,2,B. Lopez makes 2-pt shot from 7 ft
1:53.0,K. Korver misses 3-pt shot from 24 ft,,75-85,,
1:52.0,,,75-85,,Defensive rebound by T. Young
1:32.0,,,75-85,,Shooting foul by P. Millsap (drawn by B. Bogdanovic)
1:32.0,Official timeout,,75-85,,
1:32.0,,,75-85,,A. Anderson enters the game for B. Lopez
1:32.0,,,75-86,1,B. Bogdanovic makes free throw 1 of 2
1:32.0,,,75-87,1,B. Bogdanovic makes free throw 2 of 2
1:17.0,P. Antic misses 3-pt shot from 25 ft,,75-87,,
1:16.0,Offensive rebound by P. Millsap,,75-87,,
1:16.0,P. Millsap makes 2-pt shot from 2 ft,2,77-87,,
0:56.0,,,77-87,,Turnover by J. Jack (bad pass; steal by P. Antic)
0:50.0,J. Teague makes 2-pt shot from 2 ft,2,79-87,,
0:45.0,,,79-87,,Turnover by T. Young (bad pass; steal by D. Carroll)
0:40.0,D. Carroll misses 3-pt shot from 25 ft,,79-87,,
0:38.0,,,79-87,,Defensive rebound by J. Jack
0:20.0,Personal foul by P. Millsap (drawn by J. Johnson),,79-87,,
0:20.0,,,79-88,1,J. Johnson makes free throw 1 of 2
0:20.0,,,79-89,1,J. Johnson makes free throw 2 of 2
0:15.0,J. Teague makes 2-pt shot from 2 ft,2,81-89,,
0:14.0,Personal foul by D. Carroll (drawn by A. Anderson),,81-89,,
0:14.0,,,81-90,1,A. Anderson makes free throw 1 of 2
0:14.0,,,81-91,1,A. Anderson makes free throw 2 of 2
0:08.0,P. Millsap misses 3-pt shot from 27 ft,,81-91,,
0:07.0,Offensive rebound by D. Carroll,,81-91,,
0:05.0,D. Carroll makes 2-pt shot from 1 ft,2,83-91,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
