time,Phoenix,pts.away,score,pts.home,LA Clippers
0:48.0,G. Dragic makes 2-pt shot at rim (assist by P. Tucker),2,20-25,,
0:41.0,,,20-25,,Turnover by D. Jordan (dbl dribble)
0:29.0,I. Thomas misses 3-pt shot from 26 ft,,20-25,,
0:28.0,,,20-25,,Defensive rebound by D. Jordan
0:06.0,,,20-27,2,S. Hawes makes 2-pt shot from 2 ft (assist by J. Crawford)
0:01.0,P. Tucker makes 3-pt shot from 25 ft (assist by G. Dragic),3,23-27,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,M. Morris misses 2-pt shot from 1 ft,,23-27,,
11:44.0,,,23-27,,Defensive rebound by R. Bullock
11:28.0,,,23-27,,J. Farmar misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by M. Morris,,23-27,,
11:16.0,G. Green misses 2-pt shot from 18 ft,,23-27,,
11:14.0,,,23-27,,Defensive rebound by J. Farmar
11:05.0,,,23-27,,Turnover by J. Farmar (bad pass)
10:53.0,M. Morris misses 2-pt shot from 1 ft (block by D. Jordan),,23-27,,
10:51.0,,,23-27,,Defensive rebound by S. Hawes
10:41.0,,,23-27,,Turnover by S. Hawes (lost ball; steal by G. Green)
10:39.0,,,23-27,,Personal take foul by J. Crawford
10:28.0,M. Morris misses 2-pt shot from 1 ft (block by D. Jordan),,23-27,,
10:28.0,Offensive rebound by Team,,23-27,,
10:28.0,Jump ball: D. Jordan vs. M. Morris (P. Tucker gains possession),,,,Jump ball: D. Jordan vs. M. Morris (P. Tucker gains possession)
10:22.0,P. Tucker makes 2-pt shot from 1 ft,2,25-27,,
10:11.0,,,25-30,3,S. Hawes makes 3-pt shot from 25 ft (assist by J. Crawford)
9:51.0,M. Plumlee misses 2-pt shot from 4 ft,,25-30,,
9:50.0,,,25-30,,Defensive rebound by S. Hawes
9:42.0,,,25-30,,S. Hawes misses 3-pt shot from 25 ft
9:40.0,Defensive rebound by P. Tucker,,25-30,,
9:30.0,G. Green misses 2-pt shot from 3 ft (block by S. Hawes),,25-30,,
9:28.0,Offensive rebound by M. Plumlee,,25-30,,
9:26.0,M. Plumlee misses 2-pt shot from 1 ft (block by R. Bullock),,25-30,,
9:25.0,,,25-30,,Defensive rebound by R. Bullock
9:21.0,,,25-30,,J. Crawford misses 3-pt shot from 25 ft
9:19.0,Defensive rebound by G. Green,,25-30,,
9:12.0,M. Morris misses 3-pt shot from 23 ft,,25-30,,
9:10.0,Offensive rebound by M. Morris,,25-30,,
9:06.0,M. Morris misses 2-pt shot from 12 ft (block by S. Hawes),,25-30,,
9:04.0,Offensive rebound by M. Morris,,25-30,,
9:00.0,M. Plumlee makes 2-pt shot from 6 ft (assist by M. Morris),2,27-30,,
8:56.0,,,27-30,,LA Clippers full timeout
8:48.0,,,27-30,,J. Crawford misses 2-pt shot from 4 ft
8:46.0,Defensive rebound by M. Plumlee,,27-30,,
8:32.0,G. Green misses 2-pt shot from 17 ft,,27-30,,
8:31.0,,,27-30,,Defensive rebound by S. Hawes
8:09.0,,,27-30,,S. Hawes misses 2-pt shot from 4 ft
8:08.0,,,27-30,,Offensive rebound by D. Jordan
8:02.0,,,27-33,3,R. Bullock makes 3-pt shot from 23 ft (assist by D. Jordan)
7:40.0,P. Tucker misses 2-pt shot from 1 ft (block by D. Jordan),,27-33,,
7:38.0,,,27-33,,Defensive rebound by D. Jordan
7:33.0,,,27-33,,Shooting foul by M. Morris (drawn by J. Crawford)
7:33.0,,,27-34,1,J. Crawford makes free throw 1 of 2
7:33.0,A. Len enters the game for M. Plumlee,,27-34,,
7:33.0,E. Bledsoe enters the game for P. Tucker,,27-34,,
7:33.0,,,27-34,,C. Paul enters the game for J. Farmar
7:33.0,,,27-34,,B. Griffin enters the game for S. Hawes
7:33.0,,,27-35,1,J. Crawford makes free throw 2 of 2
7:22.0,G. Green makes 3-pt shot from 25 ft (assist by I. Thomas),3,30-35,,
7:03.0,,,30-38,3,J. Crawford makes 3-pt shot from 24 ft
6:53.0,A. Len makes 2-pt shot at rim (assist by E. Bledsoe),2,32-38,,
6:40.0,,,32-38,,Shooting foul by A. Len (drawn by B. Griffin)
6:40.0,,,32-39,1,B. Griffin makes free throw 1 of 2
6:40.0,M. Morris enters the game for M. Morris,,32-39,,
6:40.0,,,32-39,,B. Griffin misses free throw 2 of 2
6:39.0,Defensive rebound by A. Len,,32-39,,
6:31.0,G. Green misses 3-pt shot from 26 ft,,32-39,,
6:30.0,,,32-39,,Defensive rebound by C. Paul
6:18.0,,,32-39,,B. Griffin misses 2-pt shot from 16 ft
6:17.0,Defensive rebound by A. Len,,32-39,,
6:09.0,,,32-39,,Personal foul by C. Paul
6:09.0,,,32-39,,J. Redick enters the game for J. Crawford
6:09.0,,,32-39,,M. Barnes enters the game for R. Bullock
6:02.0,M. Morris makes 2-pt shot at rim (assist by I. Thomas),2,34-39,,
6:02.0,Shooting foul by D. Jordan (drawn by M. Morris),,34-39,,
6:02.0,M. Morris makes free throw 1 of 1,1,35-39,,
5:54.0,,,35-39,,Offensive foul by D. Jordan
5:54.0,,,35-39,,Turnover by D. Jordan (offensive foul)
5:54.0,Official timeout,,35-39,,
5:40.0,G. Green misses 2-pt shot from 6 ft,,35-39,,
5:39.0,,,35-39,,Defensive rebound by B. Griffin
5:31.0,,,35-39,,J. Redick misses 3-pt shot from 24 ft
5:29.0,Defensive rebound by M. Morris,,35-39,,
5:19.0,A. Len misses 2-pt shot from 1 ft (block by B. Griffin),,35-39,,
5:17.0,,,35-39,,Defensive rebound by D. Jordan
5:05.0,,,35-39,,Shooting foul by M. Morris (drawn by B. Griffin)
5:05.0,,,35-40,1,B. Griffin makes free throw 1 of 2
5:05.0,,,35-41,1,B. Griffin makes free throw 2 of 2
4:47.0,A. Len makes 2-pt shot from 5 ft (assist by E. Bledsoe),2,37-41,,
4:29.0,,,37-41,,Turnover by B. Griffin (lost ball; steal by E. Bledsoe)
4:22.0,G. Green makes 3-pt shot from 24 ft (assist by I. Thomas),3,40-41,,
4:10.0,,,40-43,2,D. Jordan makes 2-pt shot at rim (assist by B. Griffin)
3:58.0,A. Len makes 2-pt shot at rim (assist by I. Thomas),2,42-43,,
3:43.0,Personal foul by I. Thomas,,42-43,,
3:43.0,G. Dragic enters the game for I. Thomas,,42-43,,
3:28.0,,,42-43,,C. Paul misses 2-pt shot from 12 ft
3:27.0,Defensive rebound by G. Dragic,,42-43,,
3:20.0,A. Len makes 2-pt shot at rim (assist by G. Green),2,44-43,,
3:03.0,,,44-43,,M. Barnes misses 3-pt shot from 23 ft (block by G. Green)
3:03.0,,,44-43,,Offensive rebound by Team
2:55.0,,,44-45,2,C. Paul makes 2-pt shot from 12 ft (assist by D. Jordan)
2:36.0,Turnover by M. Morris (traveling),,44-45,,
2:36.0,Phoenix full timeout,,44-45,,
2:36.0,M. Plumlee enters the game for A. Len,,44-45,,
2:28.0,,,44-45,,Turnover by J. Redick (lost ball; steal by E. Bledsoe)
2:22.0,G. Dragic makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,47-45,,
2:01.0,,,47-45,,Shooting foul by M. Morris (drawn by D. Jordan)
2:01.0,,,47-46,1,D. Jordan makes free throw 1 of 2
2:01.0,,,47-47,1,D. Jordan makes free throw 2 of 2
1:48.0,M. Plumlee makes 2-pt shot at rim (assist by G. Dragic),2,49-47,,
1:38.0,Def 3 sec tech foul by G. Green,,49-47,,
1:38.0,,,49-48,1,J. Redick makes technical free throw
1:38.0,,,49-48,,J. Crawford enters the game for M. Barnes
1:38.0,P. Tucker enters the game for M. Morris,,49-48,,
1:35.0,,,49-48,,Offensive foul by B. Griffin
1:35.0,,,49-48,,Turnover by B. Griffin (offensive foul)
1:22.0,G. Green makes 2-pt shot from 1 ft (assist by E. Bledsoe),2,51-48,,
1:10.0,,,51-50,2,B. Griffin makes 2-pt shot from 19 ft (assist by C. Paul)
0:49.0,E. Bledsoe misses 2-pt shot from 18 ft,,51-50,,
0:48.0,,,51-50,,Defensive rebound by B. Griffin
0:41.0,Personal foul by E. Bledsoe,,51-50,,
0:41.0,,,51-51,1,C. Paul makes free throw 1 of 2
0:41.0,,,51-51,,S. Hawes enters the game for D. Jordan
0:41.0,,,51-51,,M. Barnes enters the game for B. Griffin
0:41.0,,,51-52,1,C. Paul makes free throw 2 of 2
0:27.0,G. Green makes 3-pt shot from 23 ft (assist by E. Bledsoe),3,54-52,,
0:07.0,,,54-54,2,C. Paul makes 2-pt shot from 1 ft
0:01.0,G. Green misses 3-pt shot from 25 ft,,54-54,,
0:00.0,Offensive rebound by E. Bledsoe,,54-54,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,E. Bledsoe misses 2-pt shot from 18 ft,,54-54,,
11:43.0,Offensive rebound by M. Morris,,54-54,,
11:39.0,M. Morris misses 2-pt shot from 1 ft (block by D. Jordan),,54-54,,
11:37.0,,,54-54,,Defensive rebound by C. Paul
11:31.0,,,54-57,3,C. Paul makes 3-pt shot from 24 ft
11:19.0,M. Plumlee misses 2-pt shot from 2 ft,,54-57,,
11:18.0,,,54-57,,Defensive rebound by D. Jordan
11:09.0,,,54-60,3,C. Paul makes 3-pt shot from 26 ft (assist by J. Redick)
10:53.0,G. Dragic makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,57-60,,
10:40.0,Personal foul by M. Morris,,57-60,,
10:23.0,,,57-60,,Shooting foul by M. Morris (drawn by M. Barnes)
10:23.0,,,57-61,1,M. Barnes makes free throw 1 of 2
10:23.0,P. Tucker enters the game for M. Morris,,57-61,,
10:23.0,,,57-62,1,M. Barnes makes free throw 2 of 2
10:04.0,P. Tucker misses 2-pt shot from 21 ft,,57-62,,
9:59.0,,,57-62,,Defensive rebound by D. Jordan
9:56.0,,,57-64,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
9:41.0,E. Bledsoe misses 2-pt shot from 3 ft (block by D. Jordan),,57-64,,
9:39.0,,,57-64,,Defensive rebound by C. Paul
9:32.0,,,57-67,3,C. Paul makes 3-pt shot from 23 ft (assist by J. Redick)
9:31.0,Phoenix full timeout,,57-67,,
9:19.0,P. Tucker misses 3-pt shot from 23 ft,,57-67,,
9:18.0,,,57-67,,Defensive rebound by D. Jordan
9:06.0,Personal foul by G. Dragic,,57-67,,
9:03.0,,,57-67,,C. Paul misses 3-pt shot from 23 ft
9:01.0,Defensive rebound by P. Tucker,,57-67,,
8:50.0,G. Dragic misses 3-pt shot from 25 ft,,57-67,,
8:49.0,,,57-67,,Defensive rebound by D. Jordan
8:41.0,Personal foul by P. Tucker,,57-67,,
8:32.0,,,57-70,3,J. Redick makes 3-pt shot from 25 ft (assist by C. Paul)
8:17.0,,,57-70,,Personal foul by C. Paul
8:02.0,M. Plumlee makes 2-pt shot from 6 ft,2,59-70,,
7:53.0,Technical foul by M. Morris,,59-70,,
7:53.0,,,59-71,1,J. Redick makes technical free throw
7:44.0,,,59-73,2,B. Griffin makes 2-pt shot at rim (assist by C. Paul)
7:23.0,,,59-73,,Personal foul by D. Jordan
7:23.0,A. Len enters the game for M. Plumlee,,59-73,,
7:17.0,P. Tucker misses 2-pt shot from 12 ft,,59-73,,
7:17.0,,,59-73,,Defensive rebound by D. Jordan
7:17.0,Personal foul by A. Len,,59-73,,
7:17.0,,,59-73,,D. Jordan misses free throw 1 of 2
7:17.0,,,59-73,,Offensive rebound by Team
7:17.0,,,59-73,,D. Jordan misses free throw 2 of 2
7:15.0,Defensive rebound by P. Tucker,,59-73,,
6:58.0,M. Morris misses 2-pt shot from 9 ft,,59-73,,
6:57.0,Offensive rebound by A. Len,,59-73,,
6:57.0,,,59-73,,Personal foul by B. Griffin
6:50.0,Turnover by G. Dragic (lost ball),,59-73,,
6:35.0,,,59-73,,M. Barnes misses 3-pt shot from 25 ft
6:34.0,,,59-73,,Offensive rebound by D. Jordan
6:23.0,,,59-73,,Shooting foul by E. Bledsoe (drawn by D. Jordan)
6:23.0,,,59-75,2,D. Jordan makes 2-pt shot at rim (assist by C. Paul)
6:23.0,G. Green enters the game for M. Morris,,59-75,,
6:23.0,,,59-76,1,D. Jordan makes free throw 1 of 1
6:12.0,P. Tucker misses 2-pt shot from 7 ft,,59-76,,
6:09.0,,,59-76,,Defensive rebound by D. Jordan
6:01.0,,,59-76,,Turnover by C. Paul (lost ball; steal by G. Green)
5:53.0,A. Len makes 2-pt shot from 1 ft (assist by G. Green),2,61-76,,
5:28.0,,,61-78,2,B. Griffin makes 2-pt shot from 15 ft (assist by C. Paul)
5:13.0,E. Bledsoe misses 3-pt shot from 25 ft,,61-78,,
5:12.0,,,61-78,,Defensive rebound by D. Jordan
5:06.0,Personal foul by P. Tucker,,61-78,,
5:06.0,,,61-78,,D. Jordan misses free throw 1 of 2
5:06.0,,,61-78,,Offensive rebound by Team
5:06.0,I. Thomas enters the game for E. Bledsoe,,61-78,,
5:06.0,,,61-79,1,D. Jordan makes free throw 2 of 2
4:49.0,P. Tucker makes 3-pt shot from 25 ft (assist by A. Len),3,64-79,,
4:31.0,,,64-79,,B. Griffin misses 2-pt shot from 15 ft
4:30.0,Defensive rebound by G. Green,,64-79,,
4:25.0,G. Green misses 3-pt shot from 25 ft,,64-79,,
4:24.0,,,64-79,,Defensive rebound by D. Jordan
4:11.0,,,64-82,3,M. Barnes makes 3-pt shot from 22 ft (assist by D. Jordan)
3:50.0,I. Thomas misses 2-pt shot from 18 ft,,64-82,,
3:49.0,Offensive rebound by A. Len,,64-82,,
3:39.0,,,64-82,,Personal foul by M. Barnes
3:32.0,G. Dragic misses 2-pt shot from 2 ft (block by D. Jordan),,64-82,,
3:30.0,,,64-82,,Defensive rebound by B. Griffin
3:19.0,,,64-84,2,B. Griffin makes 2-pt shot from 3 ft
3:10.0,Turnover by I. Thomas (lost ball; steal by C. Paul),,64-84,,
3:09.0,Personal foul by I. Thomas,,64-84,,
3:09.0,,,64-85,1,C. Paul makes free throw 1 of 2
3:09.0,,,64-85,,S. Hawes enters the game for D. Jordan
3:09.0,,,64-85,,J. Crawford enters the game for M. Barnes
3:09.0,,,64-86,1,C. Paul makes free throw 2 of 2
2:53.0,Shooting foul by J. Redick (drawn by I. Thomas),,64-86,,
2:53.0,,,64-86,,LA Clippers full timeout
2:53.0,,,64-86,,J. Farmar enters the game for J. Redick
2:53.0,I. Thomas makes free throw 1 of 2,1,65-86,,
2:53.0,I. Thomas makes free throw 2 of 2,1,66-86,,
2:42.0,Personal foul by G. Dragic,,66-86,,
2:42.0,,,66-87,1,J. Crawford makes free throw 1 of 2
2:42.0,,,66-88,1,J. Crawford makes free throw 2 of 2
2:17.0,I. Thomas misses 2-pt shot from 20 ft,,66-88,,
2:16.0,,,66-88,,Defensive rebound by B. Griffin
1:53.0,,,66-88,,J. Farmar misses 3-pt shot from 24 ft
1:53.0,,,66-88,,Offensive rebound by Team
1:53.0,,,66-88,,Turnover by Team (shot clock)
1:38.0,Shooting foul by B. Griffin (drawn by G. Dragic),,66-88,,
1:38.0,G. Dragic makes free throw 1 of 2,1,67-88,,
1:38.0,,,67-88,,G. Davis enters the game for B. Griffin
1:38.0,G. Dragic misses free throw 2 of 2,,67-88,,
1:36.0,,,67-88,,Defensive rebound by S. Hawes
1:20.0,,,67-91,3,S. Hawes makes 3-pt shot from 23 ft (assist by C. Paul)
1:09.0,G. Dragic misses 3-pt shot from 25 ft,,67-91,,
1:08.0,,,67-91,,Defensive rebound by J. Farmar
1:03.0,,,67-93,2,S. Hawes makes 2-pt shot at rim (assist by J. Farmar)
0:54.0,I. Thomas makes 2-pt shot from 1 ft,2,69-93,,
0:36.0,,,69-93,,Turnover by G. Davis (lost ball; steal by G. Dragic)
0:30.0,Shooting foul by G. Davis (drawn by G. Green),,69-93,,
0:30.0,G. Green makes 2-pt shot from 2 ft,2,71-93,,
0:30.0,,,71-93,,J. Redick enters the game for C. Paul
0:30.0,G. Green makes free throw 1 of 1,1,72-93,,
0:10.0,,,72-95,2,S. Hawes makes 2-pt shot from 2 ft (assist by J. Redick)
0:10.0,,,72-95,,Shooting foul by G. Green (drawn by S. Hawes)
0:10.0,,,72-95,,J. Cunningham enters the game for J. Redick
0:10.0,,,72-96,1,S. Hawes makes free throw 1 of 1
0:02.0,Shooting foul by J. Farmar (drawn by I. Thomas),,72-96,,
0:02.0,I. Thomas makes free throw 1 of 2,1,73-96,,
0:02.0,I. Thomas makes free throw 2 of 2,1,74-96,,
0:00.0,,,74-96,,J. Crawford misses 3-pt shot from 52 ft
0:00.0,,,74-96,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,74-96,,Turnover by J. Redick (bad pass)
11:31.0,I. Thomas misses 2-pt shot from 2 ft (block by S. Hawes),,74-96,,
11:29.0,Offensive rebound by I. Thomas,,74-96,,
11:29.0,E. Bledsoe enters the game for G. Dragic,,74-96,,
11:29.0,Turnover by I. Thomas (lost ball; steal by G. Davis),,74-96,,
11:29.0,Jump ball: G. Davis vs. I. Thomas (J. Crawford gains possession),,,,Jump ball: G. Davis vs. I. Thomas (J. Crawford gains possession)
11:16.0,,,74-96,,Shooting foul by G. Green (drawn by G. Davis)
11:16.0,,,74-97,1,G. Davis makes free throw 1 of 2
11:16.0,,,74-98,1,G. Davis makes free throw 2 of 2
11:02.0,I. Thomas misses 2-pt shot from 6 ft,,74-98,,
11:00.0,,,74-98,,Defensive rebound by S. Hawes
10:57.0,,,74-98,,Turnover by S. Hawes (lost ball; steal by I. Thomas)
10:55.0,G. Green misses 3-pt shot from 24 ft,,74-98,,
10:55.0,Offensive rebound by Team,,74-98,,
10:55.0,,,74-98,,Loose ball foul by J. Farmar
10:46.0,G. Green makes 2-pt shot from 7 ft (assist by I. Thomas),2,76-98,,
10:35.0,,,76-98,,Shooting foul by G. Green (drawn by S. Hawes)
10:35.0,,,76-98,,S. Hawes misses free throw 1 of 2
10:35.0,,,76-98,,Offensive rebound by Team
10:35.0,,,76-98,,D. Jordan enters the game for G. Davis
10:35.0,,,76-99,1,S. Hawes makes free throw 2 of 2
10:20.0,G. Green makes 2-pt shot from 2 ft (assist by I. Thomas),2,78-99,,
10:20.0,Shooting foul by S. Hawes (drawn by G. Green),,78-99,,
10:20.0,Technical foul by I. Thomas,,78-99,,
10:20.0,,,78-100,1,J. Redick makes technical free throw
10:20.0,G. Green makes free throw 1 of 1,1,79-100,,
10:08.0,,,79-100,,J. Farmar misses 2-pt shot from 2 ft
10:03.0,,,79-100,,Offensive rebound by D. Jordan
10:03.0,,,79-102,2,D. Jordan makes 2-pt shot at rim
9:54.0,Turnover by E. Bledsoe (offensive foul),,79-102,,
9:54.0,Offensive foul by E. Bledsoe,,79-102,,
9:44.0,Personal foul by M. Morris,,79-102,,
9:35.0,,,79-102,,Turnover by S. Hawes (traveling)
9:21.0,I. Thomas makes 3-pt shot from 25 ft (assist by E. Bledsoe),3,82-102,,
9:07.0,,,82-104,2,J. Crawford makes 2-pt shot from 1 ft
8:58.0,G. Green makes 2-pt shot from 14 ft,2,84-104,,
8:40.0,,,84-104,,J. Crawford misses 3-pt shot from 24 ft
8:39.0,Defensive rebound by E. Bledsoe,,84-104,,
8:34.0,E. Bledsoe misses 2-pt shot from 3 ft,,84-104,,
8:33.0,Offensive rebound by A. Len,,84-104,,
8:33.0,A. Len makes 2-pt shot at rim,2,86-104,,
8:33.0,Technical foul by E. Bledsoe,,86-104,,
8:33.0,,,86-104,,LA Clippers full timeout
8:33.0,,,86-104,,C. Paul enters the game for S. Hawes
8:33.0,,,86-104,,B. Griffin enters the game for J. Farmar
8:33.0,,,86-105,1,J. Redick makes technical free throw
8:18.0,,,86-105,,J. Redick misses 2-pt shot from 17 ft
8:17.0,,,86-105,,Offensive rebound by Team
8:12.0,,,86-105,,Offensive foul by B. Griffin
8:12.0,,,86-105,,Turnover by B. Griffin (offensive foul)
8:12.0,,,86-105,,S. Hawes enters the game for B. Griffin
8:00.0,M. Morris misses 3-pt shot from 25 ft,,86-105,,
7:58.0,Offensive rebound by A. Len,,86-105,,
7:51.0,I. Thomas misses 3-pt shot from 25 ft,,86-105,,
7:46.0,Offensive rebound by M. Morris,,86-105,,
7:46.0,M. Morris misses 2-pt shot at rim,,86-105,,
7:43.0,,,86-105,,Defensive rebound by J. Redick
7:42.0,,,86-105,,Offensive foul by D. Jordan
7:42.0,,,86-105,,Turnover by D. Jordan (offensive foul)
7:25.0,M. Morris misses 2-pt shot from 2 ft,,86-105,,
