time,Oklahoma City,pts.away,score,pts.home,Phoenix
5:25.0,,,93-100,,Turnover by M. Morris (lost ball; steal by R. Westbrook)
5:20.0,Shooting foul by E. Bledsoe (drawn by R. Westbrook),,93-100,,
5:20.0,R. Westbrook makes 2-pt shot from 2 ft,2,95-100,,
5:20.0,R. Westbrook misses free throw 1 of 1,,95-100,,
5:19.0,,,95-100,,Defensive rebound by Team
5:18.0,Violation by Team (delay of game),,95-100,,
5:02.0,,,95-102,2,M. Morris makes 2-pt shot from 16 ft (assist by B. Knight)
4:56.0,,,95-102,,Personal take foul by B. Knight (drawn by R. Westbrook)
4:56.0,R. Westbrook makes free throw 1 of 2,1,96-102,,
4:56.0,R. Westbrook makes free throw 2 of 2,1,97-102,,
4:40.0,,,97-102,,B. Knight misses 2-pt shot from 19 ft
4:39.0,Defensive rebound by R. Westbrook,,97-102,,
4:30.0,S. Ibaka misses 2-pt shot from 6 ft,,97-102,,
4:29.0,,,97-102,,Defensive rebound by M. Morris
4:27.0,Personal foul by E. Kanter (drawn by M. Morris),,97-102,,
4:09.0,,,97-102,,Turnover by M. Morris (bad pass; steal by R. Westbrook)
4:04.0,K. Singler misses 2-pt shot at rim,,97-102,,
4:03.0,,,97-102,,Defensive rebound by B. Knight
3:57.0,,,97-102,,B. Knight misses 3-pt shot from 24 ft
3:55.0,Defensive rebound by R. Westbrook,,97-102,,
3:41.0,Shooting foul by A. Len (drawn by S. Ibaka),,97-102,,
3:41.0,S. Ibaka makes free throw 1 of 2,1,98-102,,
3:41.0,S. Ibaka makes free throw 2 of 2,1,99-102,,
3:41.0,,,99-102,,Phoenix full timeout
3:41.0,D. Augustin enters the game for K. Singler,,99-102,,
3:24.0,Personal foul by D. Waiters (drawn by P. Tucker),,99-102,,
3:17.0,,,99-102,,M. Morris misses 2-pt shot from 20 ft
3:16.0,Defensive rebound by R. Westbrook,,99-102,,
3:03.0,R. Westbrook misses 3-pt shot from 24 ft,,99-102,,
3:01.0,,,99-102,,Defensive rebound by A. Len
2:42.0,,,99-102,,P. Tucker misses 3-pt shot from 24 ft
2:41.0,Defensive rebound by R. Westbrook,,99-102,,
2:31.0,D. Augustin makes 3-pt shot from 22 ft (assist by S. Ibaka),3,102-102,,
2:01.0,,,102-104,2,B. Knight makes 2-pt shot from 21 ft
1:46.0,R. Westbrook misses 2-pt shot from 11 ft,,102-104,,
1:46.0,,,102-104,,Defensive rebound by E. Bledsoe
1:40.0,,,102-104,,B. Knight misses 2-pt shot from 1 ft (block by S. Ibaka)
1:40.0,,,102-104,,Offensive rebound by E. Bledsoe
1:26.0,,,102-106,2,P. Tucker makes 2-pt shot from 1 ft (assist by E. Bledsoe)
1:26.0,Oklahoma City full timeout,,102-106,,
1:26.0,A. Morrow enters the game for E. Kanter,,102-106,,
1:26.0,,,102-106,,M. Morris enters the game for A. Len
1:07.0,R. Westbrook makes 2-pt shot from 1 ft,2,104-106,,
0:49.0,,,104-106,,P. Tucker misses 3-pt shot from 23 ft
0:48.0,Defensive rebound by R. Westbrook,,104-106,,
0:34.0,S. Ibaka makes 2-pt shot from 2 ft (assist by R. Westbrook),2,106-106,,
0:33.0,,,106-106,,Phoenix full timeout
0:33.0,A. Roberson enters the game for A. Morrow,,106-106,,
0:21.0,,,106-108,2,M. Morris makes 2-pt shot from 13 ft (assist by P. Tucker)
0:21.0,,,106-108,,Shooting foul by A. Roberson (drawn by M. Morris)
0:21.0,E. Kanter enters the game for D. Augustin,,106-108,,
0:21.0,,,106-109,1,M. Morris makes free throw 1 of 1
0:21.0,Oklahoma City full timeout,,106-109,,
0:21.0,D. Augustin enters the game for S. Ibaka,,106-109,,
0:21.0,S. Ibaka enters the game for E. Kanter,,106-109,,
0:21.0,A. Morrow enters the game for A. Roberson,,106-109,,
0:13.0,R. Westbrook makes 2-pt shot from 2 ft,2,108-109,,
0:13.0,Shooting foul by P. Tucker (drawn by R. Westbrook),,108-109,,
0:13.0,A. Roberson enters the game for A. Morrow,,108-109,,
0:13.0,R. Westbrook makes free throw 1 of 1,1,109-109,,
0:13.0,,,109-109,,Phoenix full timeout
0:13.0,K. Singler enters the game for D. Augustin,,109-109,,
0:13.0,,,109-109,,A. Len enters the game for M. Morris
0:00.0,,,109-109,,M. Morris misses 2-pt shot from 13 ft (block by S. Ibaka)
0:00.0,,,109-109,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: S. Ibaka vs. A. Len (E. Kanter gains possession),,,,Jump ball: S. Ibaka vs. A. Len (E. Kanter gains possession)
4:44.0,E. Kanter misses 2-pt shot from 4 ft,,109-109,,
4:42.0,,,109-109,,Defensive rebound by A. Len
4:31.0,,,109-111,2,P. Tucker makes 2-pt shot at rim
4:09.0,R. Westbrook makes 2-pt shot from 15 ft,2,111-111,,
3:57.0,,,111-111,,E. Bledsoe misses 2-pt shot from 4 ft (block by E. Kanter)
3:56.0,,,111-111,,Offensive rebound by E. Bledsoe
3:48.0,Personal foul by D. Waiters (drawn by P. Tucker),,111-111,,
3:41.0,,,111-113,2,E. Bledsoe makes 2-pt shot from 1 ft
3:25.0,R. Westbrook misses 2-pt shot from 18 ft,,111-113,,
3:24.0,,,111-113,,Defensive rebound by M. Morris
3:12.0,,,111-113,,Turnover by M. Morris (traveling)
2:57.0,D. Waiters misses 3-pt shot from 25 ft,,111-113,,
2:56.0,,,111-113,,Defensive rebound by A. Len
2:43.0,,,111-113,,Turnover by E. Bledsoe (bad pass; steal by R. Westbrook)
2:39.0,D. Waiters misses 2-pt shot from 2 ft (block by E. Bledsoe),,111-113,,
2:39.0,Offensive rebound by Team,,111-113,,
2:31.0,S. Ibaka misses 2-pt shot from 2 ft,,111-113,,
2:30.0,,,111-113,,Defensive rebound by A. Len
2:23.0,Personal foul by S. Ibaka (drawn by M. Morris),,111-113,,
2:17.0,,,111-113,,M. Morris misses 2-pt shot from 17 ft
2:16.0,Defensive rebound by D. Augustin,,111-113,,
1:59.0,R. Westbrook misses 2-pt shot from 15 ft,,111-113,,
1:58.0,Offensive rebound by E. Kanter,,111-113,,
1:57.0,E. Kanter misses 2-pt shot from 3 ft (block by M. Morris),,111-113,,
1:56.0,,,111-113,,Defensive rebound by M. Morris
1:51.0,,,111-115,2,E. Bledsoe makes 2-pt shot at rim
1:51.0,Oklahoma City full timeout,,111-115,,
1:40.0,D. Augustin misses 2-pt shot from 3 ft (block by A. Len),,111-115,,
1:38.0,Offensive rebound by R. Westbrook,,111-115,,
1:33.0,R. Westbrook misses 3-pt shot from 26 ft,,111-115,,
1:32.0,,,111-115,,Defensive rebound by M. Morris
1:14.0,,,111-115,,E. Bledsoe misses 2-pt shot from 1 ft
1:13.0,Defensive rebound by D. Augustin,,111-115,,
1:04.0,Turnover by D. Waiters (bad pass),,111-115,,
0:41.0,,,111-115,,M. Morris misses 2-pt shot from 19 ft
0:41.0,Defensive rebound by E. Kanter,,111-115,,
0:36.0,R. Westbrook makes 2-pt shot from 1 ft,2,113-115,,
0:28.0,,,113-115,,Phoenix full timeout
0:28.0,A. Roberson enters the game for E. Kanter,,113-115,,
0:11.0,,,113-115,,E. Bledsoe misses 2-pt shot from 10 ft (block by S. Ibaka)
0:10.0,,,113-115,,Offensive rebound by Team
0:10.0,,,113-115,,Turnover by Team (shot clock)
0:10.0,Oklahoma City full timeout,,113-115,,
0:10.0,A. Morrow enters the game for A. Roberson,,113-115,,
0:10.0,,,113-115,,M. Morris enters the game for A. Len
0:07.0,R. Westbrook misses 2-pt shot from 2 ft,,113-115,,
0:06.0,,,113-115,,Defensive rebound by M. Morris
0:00.0,,,113-115,,Shooting foul by D. Augustin (drawn by P. Tucker)
0:00.0,,,113-116,1,P. Tucker makes free throw 1 of 2
0:00.0,,,113-117,1,P. Tucker makes free throw 2 of 2
0:00.0,Oklahoma City full timeout,,113-117,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
