time,Portland,pts.away,score,pts.home,LA Clippers
2:53.0,,,75-84,1,C. Paul makes free throw 1 of 2
2:53.0,,,75-85,1,C. Paul makes free throw 2 of 2
2:45.0,Offensive charge foul by W. Matthews,,75-85,,
2:45.0,Turnover by W. Matthews (offensive foul),,75-85,,
2:45.0,Personal take foul by L. Aldridge (drawn by D. Jordan),,75-85,,
2:45.0,,,75-85,,D. Jordan misses free throw 1 of 2
2:45.0,,,75-85,,Offensive rebound by Team
2:45.0,,,75-85,,D. Jordan misses free throw 2 of 2
2:43.0,Defensive rebound by L. Aldridge,,75-85,,
2:38.0,Shooting foul by G. Davis (drawn by N. Batum),,75-85,,
2:38.0,N. Batum makes free throw 1 of 2,1,76-85,,
2:38.0,,,76-85,,S. Hawes enters the game for D. Jordan
2:38.0,N. Batum makes free throw 2 of 2,1,77-85,,
2:19.0,,,77-85,,J. Redick misses 2-pt shot from 18 ft
2:18.0,Defensive rebound by N. Batum,,77-85,,
2:09.0,L. Aldridge makes 2-pt shot from 18 ft (assist by W. Matthews),2,79-85,,
1:47.0,,,79-85,,C. Paul misses 2-pt shot from 16 ft
1:46.0,Defensive rebound by D. Lillard,,79-85,,
1:33.0,L. Aldridge misses 2-pt shot from 7 ft,,79-85,,
1:30.0,,,79-85,,Defensive rebound by H. Turkoglu
1:11.0,,,79-85,,Turnover by C. Paul (lost ball; steal by N. Batum)
1:06.0,W. Matthews makes 3-pt shot from 24 ft (assist by N. Batum),3,82-85,,
1:06.0,,,82-85,,LA Clippers full timeout
1:06.0,,,82-85,,D. Jordan enters the game for S. Hawes
0:56.0,,,82-87,2,J. Redick makes 2-pt shot from 2 ft (assist by C. Paul)
0:56.0,Portland full timeout,,82-87,,
0:56.0,A. Afflalo enters the game for R. Lopez,,82-87,,
0:56.0,,,82-87,,A. Rivers enters the game for G. Davis
0:52.0,A. Afflalo makes 2-pt shot from 6 ft (assist by N. Batum),2,84-87,,
0:34.0,,,84-87,,J. Redick misses 2-pt shot from 14 ft
0:34.0,Defensive rebound by D. Lillard,,84-87,,
0:26.0,N. Batum makes 3-pt shot from 24 ft,3,87-87,,
0:25.0,,,87-87,,LA Clippers full timeout
0:25.0,,,87-87,,G. Davis enters the game for A. Rivers
0:25.0,R. Lopez enters the game for A. Afflalo,,87-87,,
0:03.0,,,87-87,,A. Rivers enters the game for G. Davis
0:01.0,,,87-87,,C. Paul misses 2-pt shot from 2 ft
0:01.0,,,87-87,,Offensive rebound by D. Jordan
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: L. Aldridge vs. D. Jordan (D. Lillard gains possession),,,,Jump ball: L. Aldridge vs. D. Jordan (D. Lillard gains possession)
4:47.0,,,87-87,,Personal foul by C. Paul (drawn by L. Aldridge)
4:39.0,A. Afflalo misses 3-pt shot from 23 ft,,87-87,,
4:38.0,,,87-87,,Defensive rebound by C. Paul
4:27.0,,,87-87,,D. Jordan misses 2-pt shot at rim
4:22.0,Defensive rebound by A. Afflalo,,87-87,,
4:17.0,D. Lillard misses 3-pt shot from 23 ft,,87-87,,
4:15.0,,,87-87,,Defensive rebound by H. Turkoglu
4:04.0,,,87-89,2,H. Turkoglu makes 2-pt shot at rim (assist by C. Paul)
3:48.0,L. Aldridge misses 2-pt shot from 17 ft,,87-89,,
3:47.0,,,87-89,,Defensive rebound by D. Jordan
3:37.0,,,87-89,,C. Paul misses 2-pt shot from 18 ft
3:35.0,Defensive rebound by D. Lillard,,87-89,,
3:33.0,,,87-89,,Personal foul by H. Turkoglu (drawn by N. Batum)
3:30.0,Shooting foul by A. Rivers (drawn by N. Batum),,87-89,,
3:30.0,N. Batum makes free throw 1 of 2,1,88-89,,
3:30.0,N. Batum makes free throw 2 of 2,1,89-89,,
3:16.0,,,89-89,,J. Redick misses 2-pt shot from 17 ft
3:16.0,Defensive rebound by Team,,89-89,,
3:16.0,,,89-89,,D. Jones enters the game for H. Turkoglu
3:05.0,D. Lillard makes 2-pt shot from 1 ft (assist by N. Batum),2,91-89,,
2:40.0,,,91-89,,Turnover by J. Redick (bad pass)
2:24.0,W. Matthews misses 3-pt shot from 24 ft,,91-89,,
2:23.0,,,91-89,,Defensive rebound by C. Paul
2:17.0,,,91-89,,C. Paul misses 2-pt shot from 17 ft
2:15.0,Defensive rebound by D. Lillard,,91-89,,
2:03.0,L. Aldridge makes 2-pt shot from 1 ft (assist by N. Batum),2,93-89,,
2:02.0,,,93-89,,LA Clippers full timeout
2:02.0,,,93-89,,H. Turkoglu enters the game for D. Jones
1:51.0,,,93-91,2,C. Paul makes 2-pt shot from 4 ft (assist by J. Redick)
1:28.0,L. Aldridge misses 2-pt shot from 20 ft,,93-91,,
1:27.0,,,93-91,,Defensive rebound by A. Rivers
1:10.0,,,93-93,2,C. Paul makes 2-pt shot from 15 ft
0:59.0,L. Aldridge makes 2-pt shot at rim (assist by N. Batum),2,95-93,,
0:40.0,,,95-93,,J. Redick misses 2-pt shot from 2 ft (block by N. Batum)
0:38.0,Defensive rebound by W. Matthews,,95-93,,
0:21.0,N. Batum makes 3-pt shot from 26 ft,3,98-93,,
0:21.0,,,98-93,,LA Clippers full timeout
0:08.0,,,98-93,,C. Paul misses 2-pt shot from 1 ft
0:07.0,,,98-93,,Offensive rebound by Team
0:07.0,Loose ball foul by W. Matthews (drawn by A. Rivers),,98-93,,
0:04.0,,,98-93,,C. Paul misses 3-pt shot from 23 ft
0:03.0,Defensive rebound by D. Lillard,,98-93,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
