time,New York,pts.away,score,pts.home,Milwaukee
2:26.0,T. Hardaway makes 2-pt shot at rim,2,102-108,,
2:03.0,,,102-108,,Turnover by G. Antetokounmpo (dbl dribble)
2:03.0,New York full timeout,,102-108,,
2:03.0,,,102-108,,E. Ilyasova enters the game for J. Parker
1:51.0,I. Shumpert makes 2-pt shot at rim,2,104-108,,
1:34.0,,,104-108,,B. Knight misses 3-pt shot from 26 ft
1:33.0,Defensive rebound by A. Stoudemire,,104-108,,
1:18.0,Turnover by I. Shumpert (bad pass),,104-108,,
1:04.0,Shooting block foul by A. Stoudemire (drawn by K. Middleton),,104-108,,
1:04.0,,,104-109,1,K. Middleton makes free throw 1 of 2
1:04.0,,,104-110,1,K. Middleton makes free throw 2 of 2
0:55.0,,,104-110,,Shooting block foul by K. Middleton (drawn by J. Smith)
0:55.0,J. Smith makes free throw 1 of 2,1,105-110,,
0:55.0,J. Smith makes free throw 2 of 2,1,106-110,,
0:47.0,,,106-110,,Milwaukee full timeout
0:47.0,,,106-110,,J. Bayless enters the game for G. Antetokounmpo
0:33.0,,,106-112,2,E. Ilyasova makes 2-pt shot from 16 ft (assist by K. Middleton)
0:33.0,New York full timeout,,106-112,,
0:31.0,J. Smith makes 3-pt shot from 25 ft (assist by A. Stoudemire),3,109-112,,
0:26.0,Personal take foul by T. Hardaway (drawn by J. Bayless),,109-112,,
0:26.0,,,109-112,,J. Bayless misses free throw 1 of 2
0:26.0,,,109-112,,Offensive rebound by Team
0:26.0,,,109-113,1,J. Bayless makes free throw 2 of 2
0:18.0,J. Smith misses 3-pt shot from 26 ft,,109-113,,
0:16.0,Offensive rebound by I. Shumpert,,109-113,,
0:13.0,C. Anthony makes 2-pt shot at rim (assist by T. Hardaway),2,111-113,,
0:13.0,,,111-113,,Milwaukee full timeout
0:13.0,P. Prigioni enters the game for T. Hardaway,,111-113,,
0:12.0,Personal take foul by P. Prigioni (drawn by J. Bayless),,111-113,,
0:12.0,,,111-114,1,J. Bayless makes free throw 1 of 2
0:12.0,,,111-115,1,J. Bayless makes free throw 2 of 2
0:12.0,New York full timeout,,111-115,,
0:12.0,T. Hardaway enters the game for P. Prigioni,,111-115,,
0:12.0,,,111-115,,G. Antetokounmpo enters the game for Z. Pachulia
0:08.0,C. Anthony makes 2-pt shot at rim,2,113-115,,
0:07.0,,,113-115,,Milwaukee full timeout
0:07.0,,,113-115,,Z. Pachulia enters the game for G. Antetokounmpo
0:07.0,P. Prigioni enters the game for T. Hardaway,,113-115,,
0:07.0,,,113-115,,Personal foul by B. Knight (drawn by P. Prigioni)
0:07.0,Personal foul by P. Prigioni,,113-115,,
0:07.0,T. Hardaway enters the game for P. Prigioni,,113-115,,
0:06.0,Personal take foul by T. Hardaway (drawn by J. Bayless),,113-115,,
0:06.0,,,113-116,1,J. Bayless makes free throw 1 of 2
0:06.0,,,113-117,1,J. Bayless makes free throw 2 of 2
0:00.0,T. Hardaway misses 3-pt shot from 23 ft,,113-117,,
0:00.0,,,113-117,,Defensive rebound by Z. Pachulia
0:00.0,End of 4th quarter,,,,End of 4th quarter
