time,Oklahoma City,pts.away,score,pts.home,Dallas
2:15.0,,,52-57,,Defensive rebound by C. Parsons
2:11.0,,,52-59,2,C. Parsons makes 2-pt shot at rim (assist by R. Rondo)
2:11.0,Shooting block foul by R. Westbrook (drawn by C. Parsons),,52-59,,
2:11.0,I. Smith enters the game for R. Westbrook,,52-59,,
2:11.0,,,52-60,1,C. Parsons makes free throw 1 of 1
2:06.0,Oklahoma City full timeout,,52-60,,
1:57.0,Turnover by R. Jackson (bad pass; steal by C. Parsons),,52-60,,
1:50.0,,,52-60,,M. Ellis misses 3-pt shot from 24 ft
1:49.0,Defensive rebound by P. Jones,,52-60,,
1:42.0,R. Jackson makes 2-pt shot from 3 ft,2,54-60,,
1:31.0,,,54-60,,R. Rondo misses 2-pt shot from 7 ft
1:30.0,Defensive rebound by I. Smith,,54-60,,
1:23.0,P. Jones makes 2-pt shot at rim (assist by I. Smith),2,56-60,,
1:11.0,Personal foul by S. Ibaka (drawn by D. Nowitzki),,56-60,,
1:11.0,,,56-61,1,D. Nowitzki makes free throw 1 of 2
1:11.0,,,56-61,,D. Harris enters the game for J. Barea
1:11.0,,,56-62,1,D. Nowitzki makes free throw 2 of 2
0:56.0,I. Smith makes 2-pt shot at rim,2,58-62,,
0:37.0,,,58-62,,M. Ellis misses 2-pt shot from 1 ft
0:35.0,Defensive rebound by A. Roberson,,58-62,,
0:30.0,Turnover by R. Jackson (lost ball; steal by R. Rondo),,58-62,,
0:27.0,Violation by I. Smith (def goaltending),,58-62,,
0:27.0,,,58-64,2,M. Ellis makes 2-pt shot at rim (assist by C. Parsons)
0:00.0,P. Jones misses 3-pt shot from 22 ft,,58-64,,
0:00.0,,,58-64,,Defensive rebound by C. Parsons
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:47.0,,,58-64,,M. Ellis misses 2-pt shot from 7 ft
11:47.0,Defensive rebound by R. Westbrook,,58-64,,
11:30.0,S. Adams misses 2-pt shot from 1 ft (block by D. Nowitzki),,58-64,,
11:29.0,,,58-64,,Defensive rebound by R. Rondo
11:21.0,,,58-64,,C. Parsons misses 3-pt shot from 23 ft
11:21.0,Defensive rebound by A. Roberson,,58-64,,
11:11.0,R. Westbrook misses 2-pt shot from 7 ft,,58-64,,
11:10.0,,,58-64,,Defensive rebound by D. Nowitzki
10:50.0,,,58-66,2,J. Barea makes 2-pt shot from 1 ft
10:33.0,P. Jones makes 2-pt shot from 8 ft (assist by A. Roberson),2,60-66,,
10:17.0,,,60-68,2,R. Rondo makes 2-pt shot at rim
9:58.0,,,60-68,,Personal foul by M. Ellis (drawn by P. Jones)
9:45.0,P. Jones misses 2-pt shot from 5 ft,,60-68,,
9:44.0,,,60-68,,Defensive rebound by D. Nowitzki
9:37.0,,,60-68,,D. Nowitzki misses 3-pt shot from 24 ft
9:36.0,Defensive rebound by R. Westbrook,,60-68,,
9:24.0,R. Westbrook makes 2-pt shot from 6 ft,2,62-68,,
9:09.0,,,62-68,,D. Nowitzki misses 2-pt shot from 17 ft
9:09.0,Defensive rebound by R. Westbrook,,62-68,,
9:07.0,,,62-68,,Personal foul by J. Barea (drawn by R. Westbrook)
8:55.0,S. Ibaka makes 2-pt shot at rim (assist by R. Westbrook),2,64-68,,
8:32.0,,,64-68,,R. Rondo misses 3-pt shot from 23 ft
8:30.0,Defensive rebound by P. Jones,,64-68,,
8:12.0,Shooting foul by D. Nowitzki (drawn by A. Roberson),,64-68,,
8:12.0,A. Roberson makes free throw 1 of 2,1,65-68,,
8:12.0,A. Roberson misses free throw 2 of 2,,65-68,,
8:10.0,,,65-68,,Defensive rebound by D. Nowitzki
7:55.0,,,65-70,2,D. Nowitzki makes 2-pt shot from 17 ft (assist by R. Rondo)
7:36.0,Shooting foul by D. Nowitzki (drawn by S. Ibaka),,65-70,,
7:36.0,S. Ibaka makes free throw 1 of 2,1,66-70,,
7:36.0,S. Ibaka misses free throw 2 of 2,,66-70,,
7:35.0,,,66-70,,Defensive rebound by C. Parsons
7:23.0,,,66-72,2,D. Nowitzki makes 2-pt shot from 18 ft (assist by R. Rondo)
7:07.0,S. Ibaka makes 3-pt shot from 24 ft (assist by R. Westbrook),3,69-72,,
6:53.0,,,69-72,,M. Ellis misses 2-pt shot from 22 ft
6:52.0,Defensive rebound by S. Adams,,69-72,,
6:39.0,R. Westbrook makes 2-pt shot from 14 ft,2,71-72,,
6:39.0,,,71-72,,Dallas full timeout
6:39.0,,,71-72,,D. Harris enters the game for D. Nowitzki
6:39.0,,,71-72,,G. Smith enters the game for R. Rondo
6:39.0,,,71-72,,C. Villanueva enters the game for J. Barea
6:17.0,,,71-72,,C. Villanueva misses 3-pt shot from 24 ft
6:15.0,Defensive rebound by S. Adams,,71-72,,
5:59.0,S. Adams misses 2-pt shot from 9 ft,,71-72,,
5:59.0,Offensive rebound by Team,,71-72,,
5:59.0,,,71-72,,Loose ball foul by D. Harris (drawn by R. Westbrook)
5:59.0,R. Westbrook makes free throw 1 of 2,1,72-72,,
5:59.0,R. Westbrook makes free throw 2 of 2,1,73-72,,
5:49.0,,,73-72,,Turnover by M. Ellis (bad pass)
5:39.0,R. Westbrook misses 2-pt shot from 14 ft,,73-72,,
5:39.0,,,73-72,,Defensive rebound by Team
5:22.0,,,73-75,3,C. Parsons makes 3-pt shot from 22 ft (assist by D. Harris)
5:09.0,S. Ibaka misses 2-pt shot from 19 ft,,73-75,,
5:08.0,Offensive rebound by S. Adams,,73-75,,
5:05.0,S. Adams makes 2-pt shot at rim,2,75-75,,
5:05.0,Shooting foul by C. Villanueva (drawn by S. Adams),,75-75,,
5:05.0,S. Adams makes free throw 1 of 1,1,76-75,,
4:53.0,,,76-75,,M. Ellis misses 2-pt shot from 12 ft
4:52.0,Defensive rebound by S. Ibaka,,76-75,,
4:41.0,R. Westbrook misses 2-pt shot from 3 ft (block by G. Smith),,76-75,,
4:40.0,,,76-75,,Defensive rebound by G. Smith
4:35.0,Shooting block foul by P. Jones (drawn by D. Harris),,76-75,,
4:35.0,,,76-76,1,D. Harris makes free throw 1 of 2
4:35.0,,,76-76,,J. Barea enters the game for M. Ellis
4:35.0,,,76-76,,D. Harris misses free throw 2 of 2
4:34.0,,,76-76,,Offensive rebound by Team
4:31.0,,,76-76,,Turnover by G. Smith (back court)
4:22.0,R. Westbrook misses 2-pt shot from 14 ft,,76-76,,
4:21.0,,,76-76,,Defensive rebound by J. Barea
4:10.0,,,76-76,,C. Villanueva misses 3-pt shot from 24 ft
4:09.0,Defensive rebound by S. Adams,,76-76,,
3:53.0,S. Ibaka makes 2-pt shot from 4 ft,2,78-76,,
3:41.0,,,78-78,2,C. Villanueva makes 2-pt shot from 4 ft (assist by J. Barea)
3:23.0,P. Jones misses 3-pt shot from 25 ft,,78-78,,
3:22.0,Offensive rebound by R. Westbrook,,78-78,,
3:18.0,S. Ibaka makes 3-pt shot from 22 ft (assist by R. Westbrook),3,81-78,,
3:05.0,,,81-81,3,C. Parsons makes 3-pt shot from 24 ft
2:44.0,Turnover by A. Roberson (lost ball; steal by J. Barea),,81-81,,
2:27.0,,,81-81,,C. Villanueva misses 2-pt shot at rim
2:26.0,Defensive rebound by A. Roberson,,81-81,,
2:16.0,R. Westbrook misses 2-pt shot from 1 ft (block by C. Villanueva),,81-81,,
2:14.0,,,81-81,,Defensive rebound by C. Villanueva
2:09.0,,,81-81,,C. Parsons misses 3-pt shot from 22 ft
2:08.0,Defensive rebound by A. Roberson,,81-81,,
1:51.0,Shooting foul by J. Barea (drawn by S. Adams),,81-81,,
1:51.0,Oklahoma City full timeout,,81-81,,
1:51.0,,,81-81,,R. Jefferson enters the game for C. Parsons
1:51.0,,,81-81,,D. Nowitzki enters the game for J. Barea
1:51.0,,,81-81,,R. Rondo enters the game for C. Villanueva
1:51.0,I. Smith enters the game for P. Jones,,81-81,,
1:51.0,R. Jackson enters the game for R. Westbrook,,81-81,,
1:51.0,S. Adams makes free throw 1 of 2,1,82-81,,
1:51.0,S. Adams makes free throw 2 of 2,1,83-81,,
1:39.0,,,83-81,,D. Harris misses 2-pt shot from 1 ft (block by A. Roberson)
1:39.0,,,83-81,,Offensive rebound by Team
1:39.0,K. Perkins enters the game for S. Adams,,83-81,,
1:27.0,,,83-81,,D. Nowitzki misses 2-pt shot from 14 ft
1:26.0,Defensive rebound by R. Jackson,,83-81,,
1:09.0,S. Ibaka makes 3-pt shot from 22 ft (assist by R. Jackson),3,86-81,,
0:53.0,,,86-81,,Offensive foul by D. Nowitzki
0:53.0,,,86-81,,Turnover by D. Nowitzki (offensive foul)
0:42.0,R. Jackson makes 2-pt shot from 17 ft,2,88-81,,
0:31.0,,,88-81,,D. Nowitzki misses 2-pt shot from 17 ft
0:30.0,,,88-81,,Offensive rebound by G. Smith
0:15.0,,,88-81,,M. Ellis enters the game for R. Rondo
0:01.0,,,88-81,,M. Ellis misses 3-pt shot from 24 ft
0:00.0,Defensive rebound by K. Perkins,,88-81,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,I. Smith misses 3-pt shot from 24 ft,,88-81,,
11:44.0,,,88-81,,Defensive rebound by R. Rondo
11:37.0,,,88-81,,M. Ellis misses 2-pt shot from 5 ft
11:36.0,,,88-81,,Offensive rebound by R. Rondo
11:35.0,,,88-83,2,R. Rondo makes 2-pt shot from 3 ft
11:22.0,Turnover by K. Perkins (traveling),,88-83,,
11:08.0,,,88-83,,Turnover by M. Ellis (lost ball; steal by R. Jackson)
11:04.0,Shooting foul by D. Nowitzki (drawn by N. Collison),,88-83,,
11:04.0,N. Collison misses free throw 1 of 2,,88-83,,
11:04.0,Offensive rebound by Team,,88-83,,
11:04.0,,,88-83,,C. Villanueva enters the game for D. Nowitzki
11:04.0,N. Collison misses free throw 2 of 2,,88-83,,
11:03.0,,,88-83,,Defensive rebound by Team
11:03.0,Jump ball: R. Jefferson vs. K. Perkins (G. Smith gains possession),,,,Jump ball: R. Jefferson vs. K. Perkins (G. Smith gains possession)
10:50.0,,,88-85,2,M. Ellis makes 2-pt shot from 5 ft
10:36.0,I. Smith makes 2-pt shot from 7 ft (assist by N. Collison),2,90-85,,
10:29.0,Personal block foul by I. Smith (drawn by R. Rondo),,90-85,,
10:19.0,,,90-85,,M. Ellis misses 3-pt shot from 24 ft
10:17.0,Defensive rebound by I. Smith,,90-85,,
10:08.0,K. Perkins misses 2-pt shot from 11 ft,,90-85,,
10:07.0,,,90-85,,Defensive rebound by G. Smith
9:57.0,,,90-85,,R. Rondo misses 2-pt shot from 2 ft
9:57.0,,,90-85,,Offensive rebound by G. Smith
9:56.0,,,90-85,,Shooting foul by I. Smith (drawn by G. Smith)
9:56.0,,,90-86,1,G. Smith makes free throw 1 of 2
9:56.0,,,90-86,,D. Harris enters the game for M. Ellis
9:56.0,,,90-87,1,G. Smith makes free throw 2 of 2
9:36.0,I. Smith misses 2-pt shot from 3 ft,,90-87,,
9:36.0,,,90-87,,Defensive rebound by C. Villanueva
9:28.0,,,90-87,,D. Harris misses 3-pt shot from 22 ft
9:27.0,Defensive rebound by N. Collison,,90-87,,
9:24.0,Offensive charge foul by R. Jackson,,90-87,,
9:24.0,Turnover by R. Jackson (offensive foul),,90-87,,
9:24.0,R. Westbrook enters the game for I. Smith,,90-87,,
9:17.0,Personal block foul by K. Perkins (drawn by D. Harris),,90-87,,
9:08.0,,,90-89,2,C. Villanueva makes 2-pt shot from 2 ft
8:47.0,R. Westbrook misses 2-pt shot from 1 ft,,90-89,,
8:46.0,Offensive rebound by K. Perkins,,90-89,,
8:44.0,K. Perkins misses 2-pt shot from 1 ft (block by G. Smith),,90-89,,
8:43.0,,,90-89,,Defensive rebound by R. Jefferson
8:36.0,,,90-92,3,C. Villanueva makes 3-pt shot from 22 ft (assist by R. Rondo)
8:36.0,Oklahoma City full timeout,,90-92,,
8:36.0,S. Adams enters the game for K. Perkins,,90-92,,
8:17.0,N. Collison misses 3-pt shot from 22 ft,,90-92,,
8:16.0,Offensive rebound by S. Adams,,90-92,,
8:15.0,S. Adams makes 2-pt shot at rim,2,92-92,,
7:53.0,,,92-92,,Turnover by D. Harris (bad pass)
7:32.0,R. Westbrook misses 2-pt shot from 17 ft,,92-92,,
7:31.0,Offensive rebound by N. Collison,,92-92,,
7:24.0,R. Jackson makes 2-pt shot from 17 ft,2,94-92,,
