time,Orlando,pts.away,score,pts.home,Atlanta
3:16.0,T. Harris misses 2-pt shot from 4 ft,,73-81,,
3:14.0,,,73-81,,Defensive rebound by J. Teague
3:14.0,Personal foul by V. Oladipo (drawn by J. Teague),,73-81,,
2:57.0,,,73-81,,A. Horford misses 2-pt shot from 5 ft
2:53.0,Defensive rebound by C. Frye,,73-81,,
2:50.0,E. Fournier makes 2-pt shot from 1 ft,2,75-81,,
2:50.0,,,75-81,,Atlanta full timeout
2:50.0,,,75-81,,K. Korver enters the game for T. Sefolosha
2:30.0,,,75-81,,D. Carroll misses 2-pt shot from 4 ft
2:28.0,,,75-81,,Offensive rebound by A. Horford
2:17.0,,,75-83,2,J. Teague makes 2-pt shot from 9 ft
1:55.0,T. Harris misses 2-pt shot from 3 ft,,75-83,,
1:52.0,Offensive rebound by K. O'Quinn,,75-83,,
1:52.0,K. O'Quinn makes 2-pt shot from 1 ft,2,77-83,,
1:28.0,,,77-83,,P. Millsap misses 3-pt shot from 25 ft
1:27.0,Defensive rebound by E. Fournier,,77-83,,
1:04.0,K. O'Quinn makes 2-pt shot at rim (assist by E. Fournier),2,79-83,,
0:47.0,,,79-83,,Turnover by P. Millsap (traveling)
0:40.0,Turnover by V. Oladipo (bad pass; steal by P. Millsap),,79-83,,
0:37.0,Personal foul by C. Frye (drawn by P. Millsap),,79-83,,
0:37.0,,,79-83,,Atlanta full timeout
0:20.0,,,79-83,,D. Carroll misses 3-pt shot from 23 ft
0:18.0,Defensive rebound by C. Frye,,79-83,,
0:18.0,Orlando full timeout,,79-83,,
0:18.0,,,79-83,,K. Bazemore enters the game for K. Korver
0:18.0,,,79-83,,T. Sefolosha enters the game for J. Teague
0:13.0,V. Oladipo makes 2-pt shot at rim,2,81-83,,
0:13.0,,,81-83,,Atlanta full timeout
0:13.0,,,81-83,,J. Teague enters the game for D. Carroll
0:13.0,,,81-83,,K. Korver enters the game for T. Sefolosha
0:13.0,,,81-83,,D. Carroll enters the game for K. Bazemore
0:13.0,E. Payton enters the game for T. Harris,,81-83,,
0:13.0,W. Green enters the game for C. Frye,,81-83,,
0:13.0,D. Marble enters the game for K. O'Quinn,,81-83,,
0:13.0,D. Dedmon enters the game for E. Fournier,,81-83,,
0:11.0,Personal take foul by V. Oladipo (drawn by J. Teague),,81-83,,
0:11.0,,,81-84,1,J. Teague makes free throw 1 of 2
0:11.0,K. O'Quinn enters the game for E. Payton,,81-84,,
0:11.0,T. Harris enters the game for D. Marble,,81-84,,
0:11.0,,,81-84,,T. Sefolosha enters the game for K. Korver
0:11.0,,,81-85,1,J. Teague makes free throw 2 of 2
0:11.0,Orlando full timeout,,81-85,,
0:11.0,,,81-85,,K. Bazemore enters the game for J. Teague
0:11.0,B. Gordon enters the game for D. Dedmon,,81-85,,
0:11.0,C. Frye enters the game for W. Green,,81-85,,
0:08.0,B. Gordon misses 3-pt shot from 27 ft,,81-85,,
0:05.0,,,81-85,,Defensive rebound by P. Millsap
0:05.0,Personal take foul by C. Frye (drawn by P. Millsap),,81-85,,
0:05.0,,,81-86,1,P. Millsap makes free throw 1 of 2
0:05.0,,,81-87,1,P. Millsap makes free throw 2 of 2
0:02.0,,,81-87,,Personal take foul by T. Sefolosha (drawn by B. Gordon)
0:00.0,End of 4th quarter,,,,End of 4th quarter
