time,Cleveland,pts.away,score,pts.home,Brooklyn
5:29.0,Turnover by J. Smith (bad pass; steal by D. Williams),,17-12,,
5:17.0,,,17-15,3,J. Johnson makes 3-pt shot from 24 ft (assist by D. Williams)
5:08.0,Shooting foul by M. Plumlee (drawn by K. Love),,17-15,,
5:08.0,K. Love makes free throw 1 of 2,1,18-15,,
5:08.0,K. Perkins enters the game for T. Mozgov,,18-15,,
5:08.0,K. Love makes free throw 2 of 2,1,19-15,,
4:56.0,,,19-17,2,B. Lopez makes 2-pt shot from 7 ft (assist by J. Johnson)
4:43.0,K. Love misses 2-pt shot from 7 ft,,19-17,,
4:42.0,,,19-17,,Defensive rebound by M. Plumlee
4:31.0,,,19-17,,Turnover by B. Lopez (bad pass; steal by L. James)
4:28.0,Offensive foul by L. James,,19-17,,
4:28.0,Turnover by L. James (offensive foul),,19-17,,
4:28.0,,,19-17,,B. Bogdanovic enters the game for M. Brown
4:28.0,I. Shumpert enters the game for L. James,,19-17,,
4:19.0,,,19-17,,B. Lopez misses 2-pt shot from 12 ft
4:18.0,Defensive rebound by I. Shumpert,,19-17,,
4:09.0,K. Irving makes 2-pt shot from 12 ft (assist by I. Shumpert),2,21-17,,
4:02.0,,,21-19,2,J. Johnson makes 2-pt shot from 3 ft (assist by D. Williams)
3:53.0,Shooting foul by B. Lopez (drawn by K. Irving),,21-19,,
3:53.0,K. Irving makes free throw 1 of 2,1,22-19,,
3:53.0,,,22-19,,A. Anderson enters the game for J. Johnson
3:53.0,K. Irving makes free throw 2 of 2,1,23-19,,
3:34.0,,,23-21,2,B. Lopez makes 2-pt shot from 2 ft (assist by A. Anderson)
3:14.0,K. Irving misses 2-pt shot at rim,,23-21,,
3:13.0,,,23-21,,Defensive rebound by B. Lopez
3:07.0,,,23-21,,A. Anderson misses 3-pt shot from 25 ft
3:06.0,Defensive rebound by K. Love,,23-21,,
2:58.0,Turnover by K. Perkins (bad pass),,23-21,,
2:58.0,Cleveland full timeout,,23-21,,
2:43.0,,,23-23,2,B. Bogdanovic makes 2-pt shot from 2 ft (assist by D. Williams)
2:26.0,I. Shumpert misses 2-pt shot at rim,,23-23,,
2:25.0,Offensive rebound by I. Shumpert,,23-23,,
2:24.0,I. Shumpert makes 2-pt shot from 2 ft,2,25-23,,
2:06.0,,,25-23,,B. Lopez misses 2-pt shot at rim
2:05.0,,,25-23,,Offensive rebound by B. Lopez
2:04.0,,,25-23,,Turnover by B. Lopez (step out of bounds)
2:04.0,,,25-23,,C. Jefferson enters the game for M. Plumlee
1:49.0,Turnover by K. Perkins (bad pass; steal by A. Anderson),,25-23,,
1:44.0,,,25-25,2,A. Anderson makes 2-pt shot from 2 ft
1:25.0,K. Irving misses 2-pt shot from 11 ft,,25-25,,
1:22.0,,,25-25,,Defensive rebound by Team
1:22.0,,,25-25,,J. Jack enters the game for D. Williams
1:22.0,T. Thompson enters the game for K. Love,,25-25,,
1:22.0,M. Dellavedova enters the game for K. Irving,,25-25,,
1:05.0,,,25-25,,Shooting foul by K. Perkins (drawn by B. Lopez)
1:05.0,,,25-26,1,B. Lopez makes free throw 1 of 2
1:05.0,,,25-27,1,B. Lopez makes free throw 2 of 2
0:50.0,J. Smith misses 3-pt shot from 25 ft,,25-27,,
0:48.0,,,25-27,,Defensive rebound by C. Jefferson
0:38.0,,,25-29,2,J. Jack makes 2-pt shot from 19 ft
0:31.0,M. Dellavedova misses 3-pt shot from 25 ft,,25-29,,
0:30.0,,,25-29,,Defensive rebound by B. Lopez
0:10.0,,,25-29,,C. Jefferson misses 2-pt shot at rim
0:08.0,Defensive rebound by I. Shumpert,,25-29,,
0:04.0,I. Shumpert makes 2-pt shot from 2 ft,2,27-29,,
0:02.0,,,27-29,,A. Anderson misses 3-pt shot from 50 ft
0:00.0,,,27-29,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,,,27-31,2,J. Jack makes 2-pt shot from 20 ft
11:34.0,J. Jones misses 3-pt shot from 25 ft,,27-31,,
11:33.0,,,27-31,,Defensive rebound by J. Jack
11:25.0,,,27-31,,J. Jack misses 2-pt shot from 2 ft
11:24.0,Defensive rebound by T. Thompson,,27-31,,
11:16.0,I. Shumpert misses 3-pt shot from 24 ft,,27-31,,
11:15.0,,,27-31,,Defensive rebound by M. Plumlee
11:02.0,,,27-31,,A. Anderson misses 2-pt shot from 2 ft
11:01.0,,,27-31,,Offensive rebound by A. Anderson
10:57.0,,,27-31,,J. Johnson misses 3-pt shot from 22 ft
10:56.0,Defensive rebound by T. Thompson,,27-31,,
10:50.0,,,27-31,,Violation by J. Johnson (kicked ball)
10:42.0,Turnover by I. Shumpert (lost ball; steal by J. Jack),,27-31,,
10:34.0,,,27-33,2,M. Plumlee makes 2-pt shot at rim (assist by J. Johnson)
10:20.0,,,27-33,,Personal foul by A. Anderson (drawn by J. Jones)
10:10.0,J. Jones misses 2-pt shot from 12 ft,,27-33,,
10:09.0,,,27-33,,Defensive rebound by J. Johnson
10:00.0,,,27-35,2,A. Anderson makes 2-pt shot from 11 ft (assist by J. Jack)
9:39.0,I. Shumpert makes 2-pt shot from 18 ft (assist by J. Jones),2,29-35,,
9:25.0,,,29-37,2,J. Jack makes 2-pt shot from 1 ft
9:18.0,Offensive charge foul by L. James,,29-37,,
9:18.0,Turnover by L. James (offensive foul),,29-37,,
9:07.0,,,29-37,,J. Johnson misses 2-pt shot from 4 ft
9:06.0,Defensive rebound by T. Thompson,,29-37,,
8:57.0,J. Jones misses 3-pt shot from 25 ft,,29-37,,
8:55.0,Offensive rebound by M. Dellavedova,,29-37,,
8:43.0,L. James makes 3-pt shot from 27 ft,3,32-37,,
8:22.0,,,32-39,2,J. Jack makes 2-pt shot from 20 ft (assist by J. Johnson)
7:58.0,J. Jones makes 3-pt shot from 24 ft (assist by M. Dellavedova),3,35-39,,
7:41.0,,,35-41,2,A. Anderson makes 2-pt shot from 1 ft
7:27.0,T. Thompson makes 2-pt shot from 6 ft (assist by L. James),2,37-41,,
7:21.0,,,37-41,,Brooklyn full timeout
7:21.0,J. Smith enters the game for J. Jones,,37-41,,
7:21.0,K. Irving enters the game for M. Dellavedova,,37-41,,
7:12.0,,,37-43,2,A. Anderson makes 2-pt shot from 4 ft
6:53.0,K. Irving misses 3-pt shot from 23 ft,,37-43,,
6:52.0,,,37-43,,Defensive rebound by M. Plumlee
6:39.0,,,37-46,3,B. Bogdanovic makes 3-pt shot from 25 ft (assist by J. Jack)
6:11.0,L. James makes 3-pt shot from 24 ft,3,40-46,,
5:59.0,,,40-46,,Turnover by J. Jack (bad pass; steal by I. Shumpert)
5:56.0,I. Shumpert makes 2-pt shot at rim (assist by K. Irving),2,42-46,,
5:56.0,Shooting foul by J. Jack (drawn by I. Shumpert),,42-46,,
5:56.0,Official timeout,,42-46,,
5:56.0,,,42-46,,B. Lopez enters the game for M. Plumlee
5:56.0,K. Love enters the game for L. James,,42-46,,
5:56.0,I. Shumpert makes free throw 1 of 1,1,43-46,,
5:38.0,,,43-48,2,J. Johnson makes 2-pt shot from 4 ft
5:11.0,J. Smith makes 3-pt shot from 25 ft,3,46-48,,
5:01.0,,,46-48,,Shooting foul by J. Smith (drawn by B. Bogdanovic)
5:01.0,,,46-49,1,B. Bogdanovic makes free throw 1 of 2
5:01.0,T. Mozgov enters the game for T. Thompson,,46-49,,
5:01.0,,,46-50,1,B. Bogdanovic makes free throw 2 of 2
4:41.0,K. Irving makes 2-pt shot from 12 ft,2,48-50,,
4:27.0,,,48-50,,B. Bogdanovic misses 3-pt shot from 25 ft
4:26.0,Defensive rebound by I. Shumpert,,48-50,,
4:11.0,Turnover by K. Love (lost ball),,48-50,,
4:11.0,,,48-50,,D. Williams enters the game for J. Jack
4:00.0,,,48-50,,A. Anderson misses 2-pt shot at rim (block by T. Mozgov)
3:58.0,Defensive rebound by K. Love,,48-50,,
3:52.0,Turnover by T. Mozgov (lost ball; steal by B. Lopez),,48-50,,
3:40.0,,,48-52,2,B. Bogdanovic makes 2-pt shot from 1 ft
3:32.0,I. Shumpert misses 3-pt shot from 23 ft,,48-52,,
3:31.0,,,48-52,,Defensive rebound by D. Williams
3:25.0,,,48-52,,B. Bogdanovic misses 2-pt shot at rim
3:24.0,Defensive rebound by T. Mozgov,,48-52,,
3:19.0,K. Love misses 3-pt shot from 23 ft,,48-52,,
3:17.0,,,48-52,,Defensive rebound by A. Anderson
3:10.0,,,48-52,,Turnover by D. Williams (bad pass; steal by J. Smith)
3:07.0,Offensive charge foul by K. Irving,,48-52,,
3:07.0,Turnover by K. Irving (offensive foul),,48-52,,
3:07.0,L. James enters the game for I. Shumpert,,48-52,,
2:57.0,,,48-52,,Turnover by D. Williams (bad pass; steal by L. James)
2:55.0,,,48-52,,Personal foul by D. Williams (drawn by L. James)
2:55.0,Cleveland full timeout,,48-52,,
2:43.0,L. James makes 2-pt shot from 1 ft,2,50-52,,
2:27.0,,,50-52,,B. Lopez misses 2-pt shot from 13 ft
2:26.0,Defensive rebound by T. Mozgov,,50-52,,
2:17.0,J. Smith misses 3-pt shot from 23 ft,,50-52,,
2:16.0,,,50-52,,Defensive rebound by A. Anderson
2:06.0,,,50-52,,J. Johnson misses 3-pt shot from 24 ft
2:04.0,Defensive rebound by K. Love,,50-52,,
1:48.0,K. Love makes 2-pt shot from 2 ft,2,52-52,,
1:25.0,,,52-52,,J. Johnson misses 3-pt shot from 22 ft
1:24.0,Defensive rebound by T. Mozgov,,52-52,,
1:19.0,Turnover by T. Mozgov (offensive goaltending),,52-52,,
0:57.0,,,52-54,2,B. Bogdanovic makes 2-pt shot from 21 ft (assist by J. Johnson)
0:44.0,Shooting foul by B. Lopez (drawn by L. James),,52-54,,
0:44.0,L. James makes free throw 1 of 2,1,53-54,,
0:44.0,I. Shumpert enters the game for J. Smith,,53-54,,
0:44.0,L. James makes free throw 2 of 2,1,54-54,,
0:30.0,,,54-57,3,A. Anderson makes 3-pt shot from 25 ft (assist by J. Johnson)
0:11.0,L. James makes 2-pt shot from 1 ft,2,56-57,,
0:05.0,Personal foul by K. Love (drawn by J. Johnson),,56-57,,
0:05.0,,,56-57,,Brooklyn full timeout
0:05.0,T. Thompson enters the game for L. James,,56-57,,
0:05.0,M. Dellavedova enters the game for K. Love,,56-57,,
0:01.0,,,56-57,,A. Anderson misses 2-pt shot from 18 ft (block by K. Irving)
0:00.0,,,56-57,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:37.0,,,56-59,2,B. Lopez makes 2-pt shot from 13 ft (assist by D. Williams)
11:14.0,,,56-59,,Personal foul by J. Johnson (drawn by L. James)
11:05.0,J. Smith misses 3-pt shot from 23 ft,,56-59,,
11:04.0,,,56-59,,Defensive rebound by B. Lopez
10:51.0,,,56-61,2,M. Brown makes 2-pt shot from 18 ft
10:35.0,K. Irving makes 2-pt shot from 18 ft,2,58-61,,
10:16.0,,,58-61,,B. Lopez misses 2-pt shot from 19 ft
10:15.0,Defensive rebound by J. Smith,,58-61,,
10:03.0,T. Mozgov misses 2-pt shot from 7 ft,,58-61,,
10:02.0,,,58-61,,Defensive rebound by D. Williams
9:53.0,,,58-61,,B. Lopez misses 2-pt shot from 10 ft
9:52.0,Defensive rebound by K. Love,,58-61,,
9:43.0,Turnover by T. Mozgov (lost ball),,58-61,,
9:34.0,,,58-61,,Turnover by M. Brown (bad pass)
9:22.0,K. Irving misses 3-pt shot from 25 ft,,58-61,,
9:20.0,,,58-61,,Defensive rebound by D. Williams
9:10.0,,,58-61,,B. Lopez misses 2-pt shot from 10 ft
9:09.0,Defensive rebound by L. James,,58-61,,
8:59.0,K. Love makes 2-pt shot from 17 ft (assist by L. James),2,60-61,,
8:39.0,,,60-61,,J. Johnson misses 2-pt shot from 14 ft
8:37.0,,,60-61,,Offensive rebound by B. Lopez
8:35.0,,,60-61,,M. Brown misses 2-pt shot from 13 ft
8:32.0,,,60-61,,Offensive rebound by M. Plumlee
8:30.0,,,60-61,,M. Plumlee misses 2-pt shot from 1 ft
8:29.0,Defensive rebound by T. Mozgov,,60-61,,
8:22.0,K. Love makes 3-pt shot from 25 ft (assist by L. James),3,63-61,,
8:22.0,,,63-61,,Brooklyn full timeout
8:03.0,,,63-61,,Turnover by M. Plumlee (bad pass; steal by J. Smith)
7:53.0,K. Love misses 3-pt shot from 25 ft,,63-61,,
7:52.0,,,63-61,,Defensive rebound by M. Brown
7:43.0,,,63-61,,E. Clark enters the game for M. Plumlee
7:32.0,,,63-63,2,D. Williams makes 2-pt shot from 1 ft
7:12.0,K. Love misses 2-pt shot from 3 ft,,63-63,,
7:11.0,Offensive rebound by Team,,63-63,,
7:11.0,,,63-63,,Loose ball foul by B. Lopez (drawn by K. Love)
7:11.0,T. Thompson enters the game for T. Mozgov,,63-63,,
6:56.0,L. James misses 3-pt shot from 24 ft,,63-63,,
6:55.0,,,63-63,,Defensive rebound by M. Brown
6:51.0,,,63-63,,J. Johnson misses 2-pt shot from 1 ft (block by L. James)
6:49.0,Defensive rebound by J. Smith,,63-63,,
6:39.0,T. Thompson makes 2-pt shot at rim (assist by J. Smith),2,65-63,,
6:19.0,,,65-63,,Turnover by B. Lopez (lost ball; steal by T. Thompson)
6:13.0,K. Irving misses 2-pt shot from 2 ft,,65-63,,
6:12.0,Offensive rebound by T. Thompson,,65-63,,
6:10.0,Jump ball: B. Lopez vs. T. Thompson,,,,Jump ball: B. Lopez vs. T. Thompson
6:10.0,,,65-63,,Violation by Team (jump ball)
5:52.0,J. Smith misses 3-pt shot from 24 ft,,65-63,,
5:51.0,,,65-63,,Defensive rebound by J. Johnson
5:43.0,,,65-66,3,M. Brown makes 3-pt shot from 22 ft (assist by J. Johnson)
5:32.0,K. Irving makes 2-pt shot from 1 ft,2,67-66,,
5:32.0,Shooting foul by E. Clark (drawn by K. Irving),,67-66,,
5:32.0,K. Irving makes free throw 1 of 1,1,68-66,,
5:17.0,,,68-68,2,E. Clark makes 2-pt shot from 17 ft (assist by J. Johnson)
5:03.0,K. Irving misses 2-pt shot from 12 ft,,68-68,,
5:02.0,,,68-68,,Defensive rebound by E. Clark
4:54.0,Violation by J. Smith (kicked ball),,68-68,,
4:48.0,,,68-68,,D. Williams misses 2-pt shot from 11 ft
4:47.0,,,68-68,,Offensive rebound by D. Williams
4:44.0,,,68-68,,D. Williams misses 2-pt shot from 12 ft
4:42.0,Defensive rebound by L. James,,68-68,,
4:25.0,L. James misses 2-pt shot from 18 ft,,68-68,,
4:24.0,,,68-68,,Defensive rebound by J. Johnson
4:20.0,,,68-68,,Turnover by D. Williams (bad pass)
4:20.0,,,68-68,,J. Jack enters the game for D. Williams
4:20.0,I. Shumpert enters the game for L. James,,68-68,,
4:01.0,T. Thompson misses 2-pt shot from 6 ft,,68-68,,
4:00.0,Offensive rebound by K. Love,,68-68,,
3:58.0,Shooting foul by E. Clark (drawn by K. Love),,68-68,,
3:58.0,K. Love makes free throw 1 of 2,1,69-68,,
3:58.0,K. Love makes free throw 2 of 2,1,70-68,,
3:45.0,,,70-68,,J. Jack misses 2-pt shot from 8 ft
3:44.0,,,70-68,,Offensive rebound by B. Lopez
3:43.0,,,70-68,,B. Lopez misses 2-pt shot at rim
3:41.0,Defensive rebound by T. Thompson,,70-68,,
3:37.0,Offensive foul by J. Smith,,70-68,,
3:37.0,Turnover by J. Smith (offensive foul),,70-68,,
3:37.0,,,70-68,,B. Bogdanovic enters the game for M. Brown
3:37.0,Technical foul by Team,,70-68,,
3:37.0,,,70-69,1,J. Johnson makes technical free throw
3:28.0,Personal foul by I. Shumpert (drawn by J. Johnson),,70-69,,
3:20.0,,,70-72,3,E. Clark makes 3-pt shot from 25 ft (assist by J. Jack)
3:05.0,Turnover by K. Love (lost ball; steal by E. Clark),,70-72,,
2:59.0,,,70-72,,E. Clark misses 3-pt shot from 24 ft
2:57.0,Defensive rebound by J. Smith,,70-72,,
2:45.0,K. Love makes 2-pt shot from 5 ft,2,72-72,,
2:23.0,,,72-74,2,B. Lopez makes 2-pt shot from 5 ft
2:10.0,Cleveland full timeout,,72-74,,
2:10.0,L. James enters the game for K. Love,,72-74,,
2:10.0,,,72-74,,A. Anderson enters the game for J. Johnson
2:03.0,J. Smith misses 3-pt shot from 25 ft,,72-74,,
2:02.0,,,72-74,,Defensive rebound by J. Jack
1:47.0,,,72-74,,J. Jack misses 2-pt shot from 1 ft
1:46.0,,,72-74,,Offensive rebound by B. Lopez
1:45.0,,,72-76,2,B. Lopez makes 2-pt shot at rim
1:32.0,K. Irving makes 3-pt shot from 24 ft (assist by L. James),3,75-76,,
1:14.0,,,75-76,,Turnover by J. Jack (lost ball; steal by K. Irving)
1:11.0,,,75-76,,Violation by E. Clark (def goaltending)
1:11.0,K. Irving makes 2-pt shot from 1 ft,2,77-76,,
1:00.0,,,77-78,2,E. Clark makes 2-pt shot from 20 ft (assist by J. Jack)
0:51.0,K. Irving misses 3-pt shot from 24 ft,,77-78,,
0:50.0,,,77-78,,Defensive rebound by J. Jack
0:31.0,,,77-78,,B. Bogdanovic misses 3-pt shot from 22 ft
0:29.0,Defensive rebound by L. James,,77-78,,
0:06.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,79-78,,
0:03.0,,,79-78,,Shooting foul by L. James (drawn by J. Jack)
0:03.0,,,79-79,1,J. Jack makes free throw 1 of 2
0:03.0,,,79-79,,M. Plumlee enters the game for B. Lopez
0:03.0,,,79-79,,J. Jack misses free throw 2 of 2
0:03.0,Defensive rebound by J. Smith,,79-79,,
0:01.0,J. Smith misses 3-pt shot from 40 ft,,79-79,,
0:00.0,Offensive rebound by Team,,79-79,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,L. James misses 2-pt shot from 22 ft,,79-79,,
11:43.0,,,79-79,,Defensive rebound by B. Bogdanovic
11:31.0,,,79-81,2,J. Jack makes 2-pt shot from 18 ft
11:04.0,I. Shumpert misses 3-pt shot from 23 ft,,79-81,,
11:03.0,,,79-81,,Defensive rebound by M. Plumlee
10:50.0,,,79-83,2,B. Bogdanovic makes 2-pt shot from 5 ft (assist by E. Clark)
10:32.0,Turnover by L. James (traveling),,79-83,,
10:13.0,,,79-83,,J. Jack misses 2-pt shot from 1 ft
10:12.0,Defensive rebound by T. Thompson,,79-83,,
10:04.0,T. Thompson makes 2-pt shot at rim (assist by L. James),2,81-83,,
9:44.0,,,81-86,3,B. Bogdanovic makes 3-pt shot from 23 ft (assist by J. Jack)
9:19.0,L. James misses 3-pt shot from 24 ft,,81-86,,
9:18.0,,,81-86,,Defensive rebound by B. Bogdanovic
9:11.0,,,81-86,,Turnover by M. Plumlee (lost ball; steal by L. James)
8:55.0,I. Shumpert misses 2-pt shot from 16 ft,,81-86,,
8:54.0,,,81-86,,Defensive rebound by A. Anderson
8:43.0,,,81-86,,E. Clark misses 3-pt shot from 23 ft
8:42.0,,,81-86,,Offensive rebound by B. Bogdanovic
8:41.0,,,81-86,,B. Bogdanovic misses 2-pt shot from 8 ft
8:40.0,Defensive rebound by T. Thompson,,81-86,,
8:31.0,T. Thompson misses 2-pt shot from 2 ft (block by M. Plumlee),,81-86,,
8:30.0,Offensive rebound by T. Thompson,,81-86,,
8:29.0,Shooting foul by M. Plumlee (drawn by T. Thompson),,81-86,,
8:29.0,Official timeout,,81-86,,
8:29.0,,,81-86,,J. Johnson enters the game for E. Clark
8:29.0,K. Irving enters the game for M. Dellavedova,,81-86,,
8:29.0,T. Thompson misses free throw 1 of 2,,81-86,,
8:29.0,Offensive rebound by Team,,81-86,,
8:29.0,T. Thompson misses free throw 2 of 2,,81-86,,
8:28.0,,,81-86,,Defensive rebound by J. Johnson
8:12.0,,,81-86,,J. Jack misses 2-pt shot from 20 ft
8:11.0,Defensive rebound by L. James,,81-86,,
7:57.0,L. James makes 2-pt shot from 2 ft,2,83-86,,
7:57.0,Shooting foul by A. Anderson (drawn by L. James),,83-86,,
7:57.0,,,83-86,,B. Lopez enters the game for M. Plumlee
7:57.0,L. James makes free throw 1 of 1,1,84-86,,
7:47.0,Personal foul by I. Shumpert (drawn by J. Johnson),,84-86,,
7:40.0,,,84-88,2,J. Jack makes 2-pt shot from 13 ft
7:28.0,Turnover by J. Jones (lost ball; steal by J. Jack),,84-88,,
7:27.0,Personal foul by J. Jones (drawn by J. Jack),,84-88,,
7:14.0,,,84-88,,J. Jack misses 2-pt shot from 4 ft (block by K. Irving)
7:12.0,Defensive rebound by K. Irving,,84-88,,
7:05.0,K. Irving misses 2-pt shot at rim,,84-88,,
7:04.0,,,84-88,,Defensive rebound by B. Lopez
6:48.0,,,84-90,2,J. Johnson makes 2-pt shot from 9 ft
6:31.0,K. Irving misses 2-pt shot from 1 ft,,84-90,,
6:30.0,Offensive rebound by Team,,84-90,,
6:30.0,,,84-90,,Loose ball foul by J. Jack (drawn by T. Thompson)
6:30.0,J. Smith enters the game for J. Jones,,84-90,,
6:20.0,K. Irving misses 2-pt shot from 21 ft,,84-90,,
6:18.0,Offensive rebound by I. Shumpert,,84-90,,
6:06.0,J. Smith makes 3-pt shot from 24 ft (assist by L. James),3,87-90,,
5:48.0,,,87-92,2,B. Bogdanovic makes 2-pt shot from 11 ft
5:46.0,Cleveland full timeout,,87-92,,
5:46.0,K. Love enters the game for T. Thompson,,87-92,,
5:35.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,89-92,,
5:12.0,,,89-92,,Shooting foul by L. James (drawn by J. Johnson)
5:12.0,,,89-93,1,J. Johnson makes free throw 1 of 2
5:12.0,,,89-94,1,J. Johnson makes free throw 2 of 2
4:49.0,K. Irving makes 2-pt shot from 10 ft,2,91-94,,
4:27.0,,,91-94,,Shooting foul by K. Love (drawn by B. Lopez)
4:27.0,,,91-95,1,B. Lopez makes free throw 1 of 2
4:27.0,,,91-96,1,B. Lopez makes free throw 2 of 2
4:15.0,Offensive foul by K. Love,,91-96,,
4:15.0,Turnover by K. Love (offensive foul),,91-96,,
4:03.0,,,91-96,,B. Bogdanovic misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by K. Love,,91-96,,
3:44.0,L. James misses 2-pt shot from 1 ft,,91-96,,
3:43.0,,,91-96,,Defensive rebound by J. Jack
3:27.0,,,91-96,,Shooting foul by K. Love (drawn by B. Lopez)
3:27.0,,,91-97,1,B. Lopez makes free throw 1 of 2
3:27.0,,,91-98,1,B. Lopez makes free throw 2 of 2
3:18.0,Shooting foul by B. Lopez (drawn by K. Irving),,91-98,,
3:18.0,K. Irving makes free throw 1 of 2,1,92-98,,
3:18.0,,,92-98,,Brooklyn full timeout
3:18.0,K. Irving makes free throw 2 of 2,1,93-98,,
2:56.0,,,93-101,3,J. Johnson makes 3-pt shot from 26 ft
2:40.0,J. Smith misses 3-pt shot from 22 ft,,93-101,,
2:39.0,,,93-101,,Defensive rebound by B. Bogdanovic
2:25.0,,,93-101,,Shooting foul by K. Love (drawn by J. Jack)
2:25.0,,,93-102,1,J. Jack makes free throw 1 of 2
2:25.0,,,93-103,1,J. Jack makes free throw 2 of 2
2:05.0,Cleveland full timeout,,93-103,,
2:00.0,Turnover by Team (shot clock),,93-103,,
1:42.0,,,93-103,,A. Anderson misses 3-pt shot from 24 ft
1:41.0,Defensive rebound by I. Shumpert,,93-103,,
1:32.0,,,93-103,,Personal foul by A. Anderson (drawn by L. James)
1:32.0,L. James makes free throw 1 of 2,1,94-103,,
1:32.0,L. James misses free throw 2 of 2,,94-103,,
1:31.0,,,94-103,,Defensive rebound by J. Johnson
1:08.0,,,94-103,,J. Jack misses 2-pt shot from 6 ft
1:07.0,Defensive rebound by K. Love,,94-103,,
1:04.0,,,94-103,,Personal block foul by A. Anderson (drawn by L. James)
1:04.0,L. James makes free throw 1 of 2,1,95-103,,
1:04.0,L. James makes free throw 2 of 2,1,96-103,,
1:04.0,,,96-103,,Brooklyn full timeout
1:04.0,T. Thompson enters the game for K. Love,,96-103,,
0:47.0,,,96-103,,J. Johnson misses 3-pt shot from 23 ft
0:46.0,,,96-103,,Offensive rebound by Team
0:46.0,Loose ball foul by J. Smith (drawn by A. Anderson),,96-103,,
0:46.0,,,96-104,1,A. Anderson makes free throw 1 of 2
