time,New Orleans,pts.away,score,pts.home,Golden State
5:38.0,,,16-14,,Shooting foul by A. Ajinca (drawn by H. Barnes)
5:38.0,,,16-15,1,H. Barnes makes free throw 1 of 2
5:38.0,J. Withey enters the game for A. Ajinca,,16-15,,
5:38.0,,,16-16,1,H. Barnes makes free throw 2 of 2
5:25.0,D. Cunningham misses 2-pt shot from 20 ft,,16-16,,
5:24.0,,,16-16,,Defensive rebound by S. Curry
5:01.0,,,16-16,,S. Curry misses 3-pt shot from 28 ft
5:00.0,,,16-16,,Offensive rebound by A. Bogut
4:39.0,,,16-18,2,H. Barnes makes 2-pt shot from 3 ft
4:25.0,Turnover by J. Withey (lost ball; steal by J. Holiday),,16-18,,
4:20.0,,,16-18,,H. Barnes misses 2-pt shot from 2 ft (block by D. Cunningham)
4:18.0,Defensive rebound by T. Evans,,16-18,,
4:12.0,Turnover by T. Evans (bad pass),,16-18,,
4:12.0,,,16-18,,L. Barbosa enters the game for J. Holiday
4:12.0,N. Cole enters the game for E. Gordon,,16-18,,
3:54.0,,,16-20,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
3:34.0,Shooting foul by A. Bogut (drawn by Q. Pondexter),,16-20,,
3:34.0,Q. Pondexter makes free throw 1 of 2,1,17-20,,
3:34.0,J. Fredette enters the game for T. Evans,,17-20,,
3:34.0,,,17-20,,A. Iguodala enters the game for H. Barnes
3:34.0,,,17-20,,M. Speights enters the game for A. Bogut
3:34.0,Q. Pondexter makes free throw 2 of 2,1,18-20,,
3:25.0,,,18-20,,S. Curry misses 2-pt shot from 15 ft
3:23.0,Defensive rebound by D. Cunningham,,18-20,,
3:09.0,N. Cole misses 2-pt shot from 13 ft,,18-20,,
3:08.0,,,18-20,,Defensive rebound by L. Barbosa
3:00.0,,,18-20,,Shooting foul by D. Cunningham (drawn by A. Iguodala)
3:00.0,,,18-21,1,A. Iguodala makes free throw 1 of 2
3:00.0,,,18-22,1,A. Iguodala makes free throw 2 of 2
2:43.0,Turnover by N. Cole (lost ball),,18-22,,
2:43.0,New Orleans full timeout,,18-22,,
2:43.0,L. Babbitt enters the game for Q. Pondexter,,18-22,,
2:28.0,,,18-22,,S. Curry misses 2-pt shot from 19 ft
2:26.0,,,18-22,,Offensive rebound by D. Green
2:17.0,,,18-22,,A. Iguodala misses 2-pt shot from 16 ft
2:16.0,Defensive rebound by J. Fredette,,18-22,,
2:01.0,J. Fredette makes 2-pt shot from 8 ft (assist by J. Withey),2,20-22,,
1:44.0,,,20-24,2,M. Speights makes 2-pt shot from 17 ft (assist by L. Barbosa)
1:16.0,L. Babbitt misses 2-pt shot from 15 ft,,20-24,,
1:15.0,,,20-24,,Defensive rebound by D. Green
1:08.0,,,20-24,,S. Curry misses 3-pt shot from 28 ft
1:06.0,Defensive rebound by N. Cole,,20-24,,
0:50.0,L. Babbitt makes 2-pt shot from 8 ft (assist by N. Cole),2,22-24,,
0:41.0,,,22-24,,M. Speights misses 2-pt shot from 17 ft
0:40.0,Defensive rebound by J. Fredette,,22-24,,
0:32.0,Shooting foul by M. Speights (drawn by J. Withey),,22-24,,
0:32.0,J. Withey makes free throw 1 of 2,1,23-24,,
0:32.0,,,23-24,,S. Livingston enters the game for S. Curry
0:32.0,J. Withey makes free throw 2 of 2,1,24-24,,
0:13.0,,,24-24,,Shooting foul by J. Fredette (drawn by L. Barbosa)
0:13.0,,,24-26,2,L. Barbosa makes 2-pt shot from 8 ft (assist by S. Livingston)
0:13.0,,,24-26,,J. McAdoo enters the game for D. Green
0:13.0,,,24-27,1,L. Barbosa makes free throw 1 of 1
0:05.0,J. Withey makes 2-pt shot from 2 ft (assist by N. Cole),2,26-27,,
0:01.0,,,26-30,3,M. Speights makes 3-pt shot from 24 ft (assist by L. Barbosa)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,Turnover by L. Babbitt (traveling),,26-30,,
11:28.0,,,26-30,,Turnover by M. Speights (dbl dribble)
11:12.0,N. Cole makes 2-pt shot from 17 ft,2,28-30,,
10:57.0,,,28-32,2,S. Livingston makes 2-pt shot from 9 ft
10:38.0,N. Cole misses 2-pt shot from 18 ft,,28-32,,
10:37.0,,,28-32,,Defensive rebound by Team
10:19.0,,,28-32,,M. Speights misses 2-pt shot from 3 ft (block by J. Withey)
10:17.0,Defensive rebound by J. Withey,,28-32,,
10:09.0,Q. Pondexter misses 3-pt shot from 27 ft,,28-32,,
10:08.0,,,28-32,,Defensive rebound by M. Speights
9:58.0,,,28-34,2,D. Lee makes 2-pt shot at rim (assist by S. Livingston)
9:38.0,,,28-34,,Personal foul by S. Livingston (drawn by L. Babbitt)
9:24.0,Q. Pondexter misses 2-pt shot from 12 ft,,28-34,,
9:22.0,,,28-34,,Defensive rebound by M. Speights
9:08.0,,,28-34,,A. Iguodala misses 3-pt shot from 23 ft
9:07.0,Defensive rebound by J. Withey,,28-34,,
8:54.0,L. Babbitt misses 2-pt shot from 7 ft,,28-34,,
8:53.0,,,28-34,,Defensive rebound by D. Lee
8:52.0,,,28-34,,Turnover by A. Iguodala (bad pass; steal by J. Fredette)
8:46.0,J. Withey makes 2-pt shot at rim (assist by Q. Pondexter),2,30-34,,
8:20.0,,,30-37,3,L. Barbosa makes 3-pt shot from 26 ft (assist by S. Livingston)
8:03.0,Shooting foul by D. Lee (drawn by J. Fredette),,30-37,,
8:03.0,Official timeout,,30-37,,
8:03.0,,,30-37,,F. Ezeli enters the game for M. Speights
8:03.0,J. Fredette makes free throw 1 of 2,1,31-37,,
8:03.0,J. Fredette makes free throw 2 of 2,1,32-37,,
7:40.0,,,32-39,2,D. Lee makes 2-pt shot from 9 ft
7:19.0,J. Fredette misses 3-pt shot from 26 ft,,32-39,,
7:18.0,,,32-39,,Defensive rebound by S. Livingston
7:03.0,,,32-39,,A. Iguodala misses 3-pt shot from 27 ft
7:02.0,Defensive rebound by N. Cole,,32-39,,
6:54.0,Q. Pondexter makes 2-pt shot from 2 ft,2,34-39,,
6:33.0,,,34-39,,F. Ezeli misses 2-pt shot from 7 ft
6:32.0,Defensive rebound by L. Babbitt,,34-39,,
6:23.0,Q. Pondexter misses 2-pt shot from 10 ft,,34-39,,
6:22.0,,,34-39,,Defensive rebound by D. Lee
6:17.0,,,34-39,,Shooting foul by J. Fredette (drawn by L. Barbosa)
6:17.0,,,34-40,1,L. Barbosa makes free throw 1 of 2
6:17.0,A. Ajinca enters the game for J. Withey,,34-40,,
6:17.0,D. Cunningham enters the game for L. Babbitt,,34-40,,
6:17.0,E. Gordon enters the game for J. Fredette,,34-40,,
6:17.0,,,34-41,1,L. Barbosa makes free throw 2 of 2
6:10.0,,,34-41,,Personal foul by L. Barbosa (drawn by E. Gordon)
6:10.0,,,34-41,,J. Holiday enters the game for L. Barbosa
6:10.0,T. Evans enters the game for Q. Pondexter,,34-41,,
5:58.0,N. Cole misses 2-pt shot from 10 ft,,34-41,,
5:56.0,,,34-41,,Defensive rebound by D. Lee
5:52.0,,,34-41,,S. Livingston misses 2-pt shot from 11 ft
5:51.0,,,34-41,,Offensive rebound by F. Ezeli
5:51.0,,,34-43,2,F. Ezeli makes 2-pt shot at rim
5:32.0,N. Cole misses 3-pt shot from 27 ft,,34-43,,
5:31.0,,,34-43,,Defensive rebound by J. Holiday
5:17.0,,,34-43,,S. Livingston misses 2-pt shot from 12 ft
5:16.0,,,34-43,,Offensive rebound by F. Ezeli
5:01.0,,,34-43,,J. Holiday misses 2-pt shot from 13 ft
5:00.0,Defensive rebound by A. Ajinca,,34-43,,
4:46.0,Offensive charge foul by T. Evans,,34-43,,
4:46.0,Turnover by T. Evans (offensive foul),,34-43,,
4:46.0,,,34-43,,Golden State full timeout
4:46.0,,,34-43,,H. Barnes enters the game for A. Iguodala
4:35.0,Personal foul by A. Ajinca (drawn by F. Ezeli),,34-43,,
4:29.0,,,34-43,,J. Holiday misses 2-pt shot from 2 ft
4:27.0,Defensive rebound by A. Ajinca,,34-43,,
4:14.0,E. Gordon misses 3-pt shot from 25 ft,,34-43,,
4:11.0,,,34-43,,Defensive rebound by S. Livingston
4:04.0,,,34-43,,H. Barnes misses 2-pt shot from 21 ft
4:03.0,Defensive rebound by T. Evans,,34-43,,
3:49.0,A. Ajinca makes 2-pt shot from 8 ft,2,36-43,,
3:34.0,J. Withey enters the game for A. Ajinca,,36-43,,
3:34.0,,,36-43,,S. Curry enters the game for J. Holiday
3:34.0,,,36-43,,D. Green enters the game for D. Lee
3:34.0,Q. Pondexter enters the game for T. Evans,,36-43,,
3:23.0,,,36-46,3,H. Barnes makes 3-pt shot from 24 ft (assist by D. Green)
3:05.0,Q. Pondexter misses 2-pt shot from 18 ft,,36-46,,
3:04.0,Offensive rebound by J. Withey,,36-46,,
2:57.0,E. Gordon misses 3-pt shot from 24 ft,,36-46,,
2:56.0,,,36-46,,Defensive rebound by F. Ezeli
2:52.0,,,36-46,,Turnover by S. Curry (bad pass)
2:52.0,New Orleans full timeout,,36-46,,
2:52.0,,,36-46,,A. Bogut enters the game for F. Ezeli
2:38.0,Shooting foul by A. Bogut (drawn by J. Withey),,36-46,,
2:38.0,J. Withey misses free throw 1 of 2,,36-46,,
2:38.0,Offensive rebound by Team,,36-46,,
2:38.0,J. Withey makes free throw 2 of 2,1,37-46,,
2:20.0,,,37-48,2,S. Livingston makes 2-pt shot from 13 ft
1:56.0,E. Gordon misses 3-pt shot from 26 ft,,37-48,,
1:55.0,Offensive rebound by J. Withey,,37-48,,
1:51.0,E. Gordon makes 3-pt shot from 26 ft (assist by Q. Pondexter),3,40-48,,
1:42.0,,,40-48,,Offensive foul by S. Livingston
1:42.0,,,40-48,,Turnover by S. Livingston (offensive foul)
1:26.0,Turnover by D. Cunningham (lost ball),,40-48,,
1:13.0,Personal foul by N. Cole (drawn by S. Curry),,40-48,,
1:06.0,,,40-48,,Turnover by S. Curry (bad pass; steal by J. Withey)
1:03.0,Turnover by J. Withey (bad pass; steal by A. Bogut),,40-48,,
0:57.0,,,40-48,,S. Livingston misses 2-pt shot from 14 ft
0:56.0,Defensive rebound by Q. Pondexter,,40-48,,
0:45.0,Shooting foul by S. Livingston (drawn by Q. Pondexter),,40-48,,
0:45.0,Q. Pondexter makes free throw 1 of 2,1,41-48,,
0:45.0,,,41-48,,L. Barbosa enters the game for S. Livingston
0:45.0,Q. Pondexter makes free throw 2 of 2,1,42-48,,
0:36.0,,,42-50,2,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
0:36.0,,,42-50,,Shooting foul by D. Cunningham (drawn by H. Barnes)
0:36.0,,,42-51,1,H. Barnes makes free throw 1 of 1
0:21.0,D. Cunningham misses 2-pt shot from 12 ft,,42-51,,
0:20.0,,,42-51,,Defensive rebound by A. Bogut
0:02.0,,,42-53,2,H. Barnes makes 2-pt shot from 8 ft (assist by S. Curry)
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,E. Gordon misses 3-pt shot from 25 ft,,42-53,,
11:42.0,,,42-53,,Defensive rebound by S. Curry
11:37.0,,,42-55,2,H. Barnes makes 2-pt shot from 18 ft (assist by S. Curry)
11:10.0,T. Evans misses 2-pt shot from 17 ft,,42-55,,
11:09.0,Offensive rebound by T. Evans,,42-55,,
10:56.0,A. Ajinca makes 2-pt shot from 12 ft (assist by T. Evans),2,44-55,,
10:38.0,,,44-57,2,H. Barnes makes 2-pt shot from 8 ft (assist by S. Curry)
10:18.0,Turnover by E. Gordon (lost ball; steal by H. Barnes),,44-57,,
10:12.0,,,44-59,2,H. Barnes makes 2-pt shot from 2 ft (assist by S. Curry)
9:50.0,E. Gordon makes 2-pt shot from 4 ft (assist by A. Ajinca),2,46-59,,
9:50.0,Shooting foul by A. Bogut (drawn by E. Gordon),,46-59,,
9:50.0,E. Gordon makes free throw 1 of 1,1,47-59,,
9:40.0,,,47-59,,Turnover by D. Green (bad pass)
9:24.0,D. Cunningham misses 2-pt shot from 3 ft (block by A. Bogut),,47-59,,
9:24.0,Offensive rebound by Team,,47-59,,
9:16.0,T. Evans makes 2-pt shot from 2 ft,2,49-59,,
9:02.0,,,49-59,,H. Barnes misses 2-pt shot from 3 ft
8:59.0,,,49-59,,Offensive rebound by A. Bogut
8:59.0,,,49-59,,A. Bogut misses 2-pt shot from 1 ft
8:58.0,Defensive rebound by T. Evans,,49-59,,
8:54.0,T. Evans misses 2-pt shot from 2 ft (block by D. Green),,49-59,,
8:53.0,,,49-59,,Defensive rebound by Team
8:47.0,,,49-59,,J. Holiday misses 3-pt shot from 25 ft
8:46.0,Defensive rebound by D. Cunningham,,49-59,,
8:35.0,,,49-59,,Personal foul by A. Bogut (drawn by A. Ajinca)
8:35.0,,,49-59,,F. Ezeli enters the game for A. Bogut
8:28.0,Turnover by T. Evans (bad pass; steal by J. Holiday),,49-59,,
8:24.0,,,49-61,2,J. Holiday makes 2-pt shot at rim
8:24.0,New Orleans full timeout,,49-61,,
8:24.0,N. Cole enters the game for T. Evans,,49-61,,
8:11.0,A. Ajinca misses 2-pt shot from 8 ft,,49-61,,
8:10.0,Offensive rebound by Team,,49-61,,
8:07.0,,,49-61,,Personal foul by J. Holiday (drawn by E. Gordon)
7:53.0,A. Ajinca misses 2-pt shot from 16 ft,,49-61,,
7:52.0,,,49-61,,Defensive rebound by H. Barnes
7:34.0,,,49-61,,Shooting foul by E. Gordon (drawn by S. Curry)
7:34.0,,,49-62,1,S. Curry makes free throw 1 of 2
7:34.0,,,49-63,1,S. Curry makes free throw 2 of 2
7:10.0,Q. Pondexter makes 3-pt shot from 23 ft (assist by N. Cole),3,52-63,,
7:01.0,,,52-63,,S. Curry misses 3-pt shot from 29 ft
7:00.0,Defensive rebound by N. Cole,,52-63,,
6:56.0,Turnover by Q. Pondexter (step out of bounds),,52-63,,
6:45.0,,,52-63,,S. Curry misses 2-pt shot from 18 ft
6:44.0,,,52-63,,Offensive rebound by F. Ezeli
6:44.0,,,52-63,,Shooting foul by D. Cunningham (drawn by F. Ezeli)
6:44.0,,,52-64,1,F. Ezeli makes free throw 1 of 2
6:44.0,,,52-64,,F. Ezeli misses free throw 2 of 2
6:43.0,Defensive rebound by A. Ajinca,,52-64,,
6:26.0,N. Cole makes 2-pt shot from 17 ft,2,54-64,,
6:12.0,,,54-66,2,H. Barnes makes 2-pt shot from 8 ft (assist by S. Curry)
5:53.0,E. Gordon makes 2-pt shot from 1 ft,2,56-66,,
5:39.0,,,56-66,,H. Barnes misses 2-pt shot from 17 ft
5:38.0,Defensive rebound by A. Ajinca,,56-66,,
5:25.0,A. Ajinca makes 2-pt shot from 5 ft (assist by E. Gordon),2,58-66,,
5:25.0,Shooting foul by H. Barnes (drawn by A. Ajinca),,58-66,,
5:25.0,,,58-66,,L. Barbosa enters the game for J. Holiday
5:25.0,,,58-66,,A. Iguodala enters the game for H. Barnes
5:25.0,A. Ajinca makes free throw 1 of 1,1,59-66,,
5:06.0,,,59-66,,S. Curry misses 3-pt shot from 27 ft
5:05.0,Defensive rebound by N. Cole,,59-66,,
4:55.0,E. Gordon misses 2-pt shot from 13 ft,,59-66,,
4:54.0,Offensive rebound by A. Ajinca,,59-66,,
4:54.0,A. Ajinca makes 2-pt shot from 2 ft,2,61-66,,
4:34.0,,,61-68,2,D. Green makes 2-pt shot from 6 ft (assist by A. Iguodala)
4:17.0,N. Cole misses 2-pt shot from 21 ft,,61-68,,
4:16.0,,,61-68,,Defensive rebound by L. Barbosa
4:11.0,,,61-68,,S. Curry misses 3-pt shot from 25 ft
4:09.0,,,61-68,,Offensive rebound by D. Green
4:06.0,,,61-70,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
4:06.0,New Orleans full timeout,,61-70,,
3:44.0,Turnover by A. Ajinca (back court),,61-70,,
3:44.0,L. Babbitt enters the game for Q. Pondexter,,61-70,,
3:39.0,,,61-70,,D. Green misses 2-pt shot from 18 ft
3:38.0,Defensive rebound by E. Gordon,,61-70,,
3:30.0,E. Gordon misses 2-pt shot from 19 ft,,61-70,,
3:29.0,,,61-70,,Defensive rebound by D. Green
3:18.0,,,61-70,,L. Barbosa misses 2-pt shot from 7 ft (block by A. Ajinca)
3:17.0,,,61-70,,Offensive rebound by L. Barbosa
3:16.0,,,61-72,2,L. Barbosa makes 2-pt shot from 1 ft
2:49.0,N. Cole makes 3-pt shot from 27 ft (assist by D. Cunningham),3,64-72,,
2:36.0,,,64-75,3,S. Curry makes 3-pt shot from 27 ft
2:18.0,L. Babbitt misses 3-pt shot from 25 ft,,64-75,,
2:17.0,,,64-75,,Defensive rebound by D. Green
2:12.0,,,64-75,,Shooting foul by D. Cunningham (drawn by S. Curry)
2:12.0,,,64-75,,Golden State full timeout
2:12.0,,,64-75,,M. Speights enters the game for F. Ezeli
2:12.0,J. Fredette enters the game for A. Ajinca,,64-75,,
2:12.0,J. Withey enters the game for E. Gordon,,64-75,,
2:12.0,,,64-76,1,S. Curry makes free throw 1 of 2
2:12.0,,,64-77,1,S. Curry makes free throw 2 of 2
1:52.0,J. Fredette misses 2-pt shot from 7 ft,,64-77,,
1:51.0,,,64-77,,Defensive rebound by D. Green
1:42.0,,,64-79,2,M. Speights makes 2-pt shot from 17 ft (assist by S. Curry)
1:20.0,L. Babbitt misses 2-pt shot from 10 ft,,64-79,,
1:19.0,,,64-79,,Defensive rebound by M. Speights
1:12.0,,,64-81,2,S. Curry makes 2-pt shot from 4 ft
0:49.0,Turnover by L. Babbitt (lost ball; steal by D. Green),,64-81,,
0:44.0,,,64-83,2,A. Iguodala makes 2-pt shot from 1 ft (assist by S. Curry)
0:31.0,J. Withey makes 2-pt shot from 6 ft (assist by N. Cole),2,66-83,,
0:22.0,,,66-86,3,S. Curry makes 3-pt shot from 28 ft (assist by D. Green)
0:04.0,N. Cole makes 2-pt shot from 11 ft,2,68-86,,
0:01.0,,,68-86,,S. Curry misses 3-pt shot from 49 ft
0:00.0,,,68-86,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,,,68-86,,L. Barbosa misses 2-pt shot from 3 ft
11:45.0,Defensive rebound by L. Babbitt,,68-86,,
11:31.0,J. Withey misses 2-pt shot from 10 ft,,68-86,,
11:30.0,,,68-86,,Defensive rebound by D. Lee
11:09.0,,,68-88,2,M. Speights makes 2-pt shot from 2 ft (assist by L. Barbosa)
10:44.0,E. Williams misses 2-pt shot from 14 ft (block by A. Iguodala),,68-88,,
10:43.0,Offensive rebound by Team,,68-88,,
10:43.0,Turnover by Team (shot clock),,68-88,,
10:33.0,,,68-90,2,M. Speights makes 2-pt shot from 18 ft (assist by A. Iguodala)
10:15.0,E. Williams misses 2-pt shot from 19 ft,,68-90,,
10:14.0,Offensive rebound by Team,,68-90,,
10:14.0,,,68-90,,Loose ball foul by M. Speights (drawn by J. Withey)
10:09.0,J. Withey misses 2-pt shot from 3 ft (block by M. Speights),,68-90,,
10:07.0,Offensive rebound by J. Withey,,68-90,,
10:05.0,L. Babbitt makes 3-pt shot from 23 ft (assist by J. Withey),3,71-90,,
9:50.0,,,71-92,2,L. Barbosa makes 2-pt shot from 1 ft (assist by S. Livingston)
9:44.0,Turnover by J. Fredette (lost ball; steal by S. Livingston),,71-92,,
9:30.0,,,71-94,2,D. Lee makes 2-pt shot from 5 ft (assist by M. Speights)
9:11.0,Turnover by J. Fredette (lost ball; steal by L. Barbosa),,71-94,,
9:06.0,,,71-96,2,A. Iguodala makes 2-pt shot at rim
9:06.0,New Orleans full timeout,,71-96,,
8:49.0,N. Cole misses 3-pt shot from 26 ft,,71-96,,
8:48.0,,,71-96,,Defensive rebound by D. Lee
8:34.0,,,71-98,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Lee)
8:18.0,J. Withey misses 2-pt shot from 5 ft (block by M. Speights),,71-98,,
8:15.0,Offensive rebound by J. Withey,,71-98,,
8:14.0,J. Withey misses 2-pt shot from 4 ft (block by D. Lee),,71-98,,
8:12.0,Offensive rebound by J. Withey,,71-98,,
8:10.0,J. Withey makes 2-pt shot from 17 ft,2,73-98,,
7:58.0,,,73-98,,Turnover by S. Livingston (bad pass; steal by L. Babbitt)
7:54.0,Turnover by N. Cole (bad pass),,73-98,,
7:37.0,,,73-98,,Turnover by S. Livingston (lost ball)
7:15.0,Turnover by J. Fredette (lost ball; steal by S. Livingston),,73-98,,
6:57.0,,,73-98,,D. Lee misses 2-pt shot from 4 ft
6:56.0,Defensive rebound by L. Babbitt,,73-98,,
6:50.0,L. Babbitt makes 3-pt shot from 25 ft (assist by E. Williams),3,76-98,,
6:30.0,,,76-100,2,M. Speights makes 2-pt shot from 19 ft (assist by L. Barbosa)
6:03.0,N. Cole makes 2-pt shot from 22 ft (assist by E. Williams),2,78-100,,
5:42.0,,,78-100,,A. Iguodala misses 2-pt shot from 11 ft
5:41.0,,,78-100,,Offensive rebound by Team
5:41.0,Official timeout,,78-100,,
5:34.0,,,78-100,,L. Barbosa misses 3-pt shot from 25 ft
5:32.0,,,78-100,,Offensive rebound by D. Lee
5:12.0,,,78-102,2,A. Iguodala makes 2-pt shot at rim (assist by D. Lee)
4:52.0,,,78-102,,Def 3 sec tech foul by D. Lee
4:52.0,J. Fredette makes technical free throw,1,79-102,,
4:52.0,,,79-102,,B. Rush enters the game for A. Iguodala
4:52.0,,,79-102,,J. McAdoo enters the game for M. Speights
4:40.0,Shooting foul by S. Livingston (drawn by J. Fredette),,79-102,,
4:40.0,J. Fredette makes free throw 1 of 2,1,80-102,,
4:40.0,J. Fredette makes free throw 2 of 2,1,81-102,,
4:24.0,,,81-102,,Shooting foul by N. Cole (drawn by S. Livingston)
4:24.0,,,81-103,1,S. Livingston makes free throw 1 of 2
4:24.0,,,81-103,,J. Holiday enters the game for L. Barbosa
4:24.0,,,81-104,1,S. Livingston makes free throw 2 of 2
4:09.0,,,81-104,,Personal foul by J. Holiday (drawn by L. Babbitt)
3:57.0,L. Babbitt misses 3-pt shot from 22 ft,,81-104,,
3:56.0,,,81-104,,Defensive rebound by J. McAdoo
3:31.0,,,81-104,,J. Holiday misses 3-pt shot from 24 ft
3:30.0,Defensive rebound by J. Fredette,,81-104,,
3:16.0,Turnover by J. Fredette (bad pass; steal by J. McAdoo),,81-104,,
3:11.0,,,81-106,2,J. Holiday makes 2-pt shot from 2 ft
2:55.0,Shooting foul by J. McAdoo (drawn by L. Babbitt),,81-106,,
2:55.0,,,81-106,,Golden State full timeout
2:55.0,L. Babbitt misses free throw 1 of 2,,81-106,,
2:55.0,Offensive rebound by Team,,81-106,,
2:55.0,L. Babbitt makes free throw 2 of 2,1,82-106,,
2:41.0,,,82-106,,B. Rush misses 2-pt shot from 1 ft
2:39.0,,,82-106,,Offensive rebound by J. McAdoo
2:39.0,,,82-106,,J. McAdoo misses 2-pt shot at rim
2:38.0,,,82-106,,Offensive rebound by J. McAdoo
2:26.0,,,82-106,,J. McAdoo misses 2-pt shot from 1 ft
2:25.0,Defensive rebound by L. Babbitt,,82-106,,
2:11.0,J. Fredette misses 2-pt shot from 1 ft,,82-106,,
2:10.0,,,82-106,,Defensive rebound by D. Lee
2:03.0,,,82-106,,J. Holiday misses 2-pt shot from 2 ft
2:02.0,Defensive rebound by J. Withey,,82-106,,
1:56.0,N. Cole makes 2-pt shot from 21 ft,2,84-106,,
1:56.0,,,84-106,,Golden State full timeout
1:56.0,,,84-106,,F. Ezeli enters the game for S. Livingston
1:38.0,,,84-106,,Shooting foul by L. Babbitt (drawn by D. Lee)
