time,Phoenix,pts.away,score,pts.home,New Orleans
2:15.0,,,98-100,2,A. Davis makes 2-pt shot from 19 ft
1:59.0,E. Bledsoe makes 2-pt shot from 2 ft,2,100-100,,
1:34.0,,,100-100,,T. Evans misses 3-pt shot from 24 ft
1:32.0,,,100-100,,Offensive rebound by T. Evans
1:32.0,Shooting block foul by P. Tucker (drawn by T. Evans),,100-100,,
1:32.0,,,100-101,1,T. Evans makes free throw 1 of 2
1:32.0,,,100-101,,D. Cunningham enters the game for R. Anderson
1:32.0,,,100-101,,A. Rivers enters the game for J. Fredette
1:32.0,,,100-102,1,T. Evans makes free throw 2 of 2
1:10.0,Turnover by G. Dragic (bad pass; steal by D. Cunningham),,100-102,,
0:50.0,,,100-104,2,T. Evans makes 2-pt shot from 15 ft
0:50.0,Phoenix full timeout,,100-104,,
0:39.0,E. Bledsoe makes 2-pt shot from 2 ft,2,102-104,,
0:39.0,,,102-104,,New Orleans full timeout
0:39.0,,,102-104,,R. Anderson enters the game for D. Cunningham
0:39.0,,,102-104,,J. Fredette enters the game for A. Rivers
0:18.0,,,102-106,2,T. Evans makes 2-pt shot from 2 ft
0:15.0,G. Dragic makes 2-pt shot from 2 ft (assist by M. Morris),2,104-106,,
0:14.0,Personal take foul by I. Thomas (drawn by T. Evans),,104-106,,
0:14.0,,,104-107,1,T. Evans makes free throw 1 of 2
0:14.0,,,104-107,,A. Rivers enters the game for J. Fredette
0:14.0,,,104-107,,D. Cunningham enters the game for R. Anderson
0:14.0,A. Len enters the game for I. Thomas,,104-107,,
0:14.0,,,104-108,1,T. Evans makes free throw 2 of 2
0:14.0,Phoenix full timeout,,104-108,,
0:14.0,I. Thomas enters the game for A. Len,,104-108,,
0:11.0,Shooting foul by A. Davis (drawn by E. Bledsoe),,104-108,,
0:11.0,E. Bledsoe makes free throw 1 of 2,1,105-108,,
0:11.0,,,105-108,,R. Anderson enters the game for D. Cunningham
0:11.0,,,105-108,,J. Fredette enters the game for A. Rivers
0:11.0,E. Bledsoe makes free throw 2 of 2,1,106-108,,
0:11.0,Personal take foul by G. Dragic (drawn by J. Fredette),,106-108,,
0:11.0,,,106-109,1,J. Fredette makes free throw 1 of 2
0:11.0,,,106-109,,D. Cunningham enters the game for R. Anderson
0:11.0,,,106-110,1,J. Fredette makes free throw 2 of 2
0:04.0,I. Thomas misses 3-pt shot from 23 ft,,106-110,,
0:03.0,,,106-110,,Defensive rebound by J. Holiday
0:00.0,End of 4th quarter,,,,End of 4th quarter
