time,Washington,pts.away,score,pts.home,Atlanta
3:56.0,,,73-72,,D. Schroder misses 2-pt shot from 2 ft (block by J. Wall)
3:53.0,Defensive rebound by O. Porter,,73-72,,
3:50.0,B. Beal misses 3-pt shot from 25 ft,,73-72,,
3:49.0,Jump ball: M. Gortat vs. A. Horford (P. Pierce gains possession),,,,Jump ball: M. Gortat vs. A. Horford (P. Pierce gains possession)
3:49.0,Offensive rebound by Team,,73-72,,
3:33.0,P. Pierce misses 3-pt shot from 23 ft (block by P. Millsap),,73-72,,
3:30.0,Offensive rebound by O. Porter,,73-72,,
3:29.0,Turnover by O. Porter (bad pass; steal by D. Schroder),,73-72,,
3:20.0,,,73-74,2,A. Horford makes 2-pt shot from 20 ft (assist by D. Schroder)
3:03.0,J. Wall misses 2-pt shot from 3 ft (block by A. Horford),,73-74,,
3:01.0,,,73-74,,Defensive rebound by D. Carroll
2:55.0,,,73-76,2,D. Schroder makes 2-pt shot from 18 ft (assist by D. Carroll)
2:54.0,Washington full timeout,,73-76,,
2:54.0,N. Hilario enters the game for M. Gortat,,73-76,,
2:42.0,Turnover by J. Wall (bad pass),,73-76,,
2:29.0,,,73-78,2,D. Schroder makes 2-pt shot from 5 ft
2:16.0,,,73-78,,Personal foul by D. Schroder (drawn by B. Beal)
2:04.0,P. Pierce makes 3-pt shot from 25 ft (assist by B. Beal),3,76-78,,
1:44.0,,,76-78,,Turnover by K. Korver (bad pass; steal by P. Pierce)
1:35.0,N. Hilario misses 2-pt shot from 3 ft,,76-78,,
1:33.0,,,76-78,,Defensive rebound by P. Millsap
1:12.0,,,76-78,,D. Schroder misses 3-pt shot from 26 ft
1:11.0,,,76-78,,Offensive rebound by D. Carroll
1:11.0,,,76-78,,Turnover by Team (shot clock)
1:11.0,M. Gortat enters the game for N. Hilario,,76-78,,
0:51.0,M. Gortat makes 2-pt shot from 5 ft (assist by J. Wall),2,78-78,,
0:47.0,,,78-78,,Atlanta full timeout
0:37.0,,,78-78,,A. Horford misses 2-pt shot from 21 ft
0:33.0,Defensive rebound by J. Wall,,78-78,,
0:33.0,Washington full timeout,,78-78,,
0:20.0,Turnover by P. Pierce (lost ball; steal by K. Korver),,78-78,,
0:15.0,,,78-80,2,D. Carroll makes 2-pt shot at rim (assist by A. Horford)
0:15.0,Washington full timeout,,78-80,,
0:12.0,,,78-80,,Personal take foul by D. Carroll (drawn by J. Wall)
0:08.0,P. Pierce makes 3-pt shot from 23 ft (assist by B. Beal),3,81-80,,
0:08.0,,,81-80,,Atlanta full timeout
0:08.0,N. Hilario enters the game for M. Gortat,,81-80,,
0:04.0,,,81-80,,D. Schroder misses 2-pt shot from 2 ft (block by J. Wall)
0:02.0,,,81-80,,Offensive rebound by A. Horford
0:01.0,,,81-82,2,A. Horford makes 2-pt shot at rim
0:00.0,J. Wall misses 3-pt shot from 45 ft,,81-82,,
0:00.0,Offensive rebound by Team,,81-82,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
