time,Atlanta,pts.away,score,pts.home,Charlotte
3:00.0,P. Millsap makes free throw 1 of 2,1,92-87,,
3:00.0,P. Millsap makes free throw 2 of 2,1,93-87,,
2:45.0,,,93-90,3,G. Neal makes 3-pt shot from 23 ft (assist by C. Zeller)
2:26.0,D. Carroll misses 3-pt shot from 27 ft,,93-90,,
2:25.0,,,93-90,,Defensive rebound by Team
2:25.0,Atlanta full timeout,,93-90,,
2:25.0,A. Horford enters the game for P. Antic,,93-90,,
2:06.0,,,93-90,,K. Walker misses 2-pt shot from 6 ft
2:05.0,Defensive rebound by A. Horford,,93-90,,
1:49.0,A. Horford makes 2-pt shot from 1 ft (assist by J. Teague),2,95-90,,
1:38.0,,,95-92,2,A. Jefferson makes 2-pt shot from 10 ft
1:22.0,J. Teague misses 2-pt shot from 6 ft,,95-92,,
1:21.0,,,95-92,,Defensive rebound by Team
1:12.0,,,95-94,2,K. Walker makes 2-pt shot from 1 ft
0:54.0,A. Horford makes 2-pt shot at rim (assist by J. Teague),2,97-94,,
0:54.0,,,97-94,,Charlotte full timeout
0:40.0,,,97-94,,G. Neal misses 3-pt shot from 25 ft
0:38.0,,,97-94,,Offensive rebound by L. Stephenson
0:38.0,,,97-94,,L. Stephenson misses 2-pt shot at rim
0:38.0,,,97-94,,Offensive rebound by C. Zeller
0:38.0,,,97-96,2,C. Zeller makes 2-pt shot at rim
0:20.0,Turnover by A. Horford (traveling),,97-96,,
0:20.0,,,97-96,,Charlotte full timeout
0:20.0,T. Sefolosha enters the game for K. Korver,,97-96,,
0:10.0,,,97-96,,Shooting foul by D. Carroll (drawn by A. Jefferson)
0:10.0,,,97-96,,A. Jefferson misses free throw 1 of 2
0:10.0,,,97-96,,Offensive rebound by Team
0:10.0,K. Korver enters the game for J. Teague,,97-96,,
0:10.0,,,97-97,1,A. Jefferson makes free throw 2 of 2
0:10.0,Atlanta full timeout,,97-97,,
0:10.0,M. Scott enters the game for D. Carroll,,97-97,,
0:10.0,J. Teague enters the game for T. Sefolosha,,97-97,,
0:10.0,,,97-97,,M. Kidd-Gilchrist enters the game for A. Jefferson
0:10.0,,,97-97,,M. Williams enters the game for G. Neal
0:01.0,P. Millsap misses 2-pt shot from 17 ft,,97-97,,
0:00.0,,,97-97,,Defensive rebound by K. Walker
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: A. Horford vs. A. Jefferson (K. Walker gains possession),,,,Jump ball: A. Horford vs. A. Jefferson (K. Walker gains possession)
4:42.0,,,97-97,,Turnover by C. Zeller (bad pass; steal by A. Horford)
4:29.0,J. Teague misses 3-pt shot from 26 ft,,97-97,,
4:27.0,,,97-97,,Defensive rebound by K. Walker
4:11.0,Personal foul by K. Korver (drawn by K. Walker),,97-97,,
3:58.0,,,97-99,2,L. Stephenson makes 2-pt shot from 2 ft (assist by A. Jefferson)
3:58.0,,,97-99,,Shooting foul by D. Carroll (drawn by L. Stephenson)
3:58.0,T. Sefolosha enters the game for D. Carroll,,97-99,,
3:58.0,,,97-100,1,L. Stephenson makes free throw 1 of 1
3:49.0,K. Korver makes 3-pt shot from 26 ft (assist by A. Horford),3,100-100,,
3:31.0,,,100-100,,C. Zeller misses 2-pt shot from 19 ft
3:30.0,,,100-100,,Offensive rebound by A. Jefferson
3:21.0,,,100-100,,Shooting foul by P. Millsap (drawn by A. Jefferson)
3:21.0,,,100-101,1,A. Jefferson makes free throw 1 of 2
3:21.0,P. Antic enters the game for A. Horford,,100-101,,
3:21.0,,,100-101,,A. Jefferson misses free throw 2 of 2
3:20.0,Defensive rebound by T. Sefolosha,,100-101,,
3:06.0,J. Teague misses 2-pt shot from 4 ft (block by K. Walker),,100-101,,
3:04.0,,,100-101,,Defensive rebound by K. Walker
3:01.0,Personal foul by J. Teague (drawn by K. Walker),,100-101,,
3:01.0,,,100-102,1,K. Walker makes free throw 1 of 2
3:01.0,,,100-102,,K. Walker misses free throw 2 of 2
3:00.0,Defensive rebound by T. Sefolosha,,100-102,,
2:52.0,Shooting foul by G. Neal (drawn by K. Korver),,100-102,,
2:52.0,K. Korver misses free throw 1 of 3,,100-102,,
2:52.0,Offensive rebound by Team,,100-102,,
2:52.0,K. Korver makes free throw 2 of 3,1,101-102,,
2:52.0,K. Korver makes free throw 3 of 3,1,102-102,,
2:40.0,,,102-102,,A. Jefferson misses 2-pt shot from 13 ft
2:39.0,Defensive rebound by P. Antic,,102-102,,
2:20.0,Offensive foul by J. Teague,,102-102,,
2:20.0,Turnover by J. Teague (offensive foul),,102-102,,
2:05.0,,,102-102,,C. Zeller misses 2-pt shot from 18 ft
2:04.0,Defensive rebound by T. Sefolosha,,102-102,,
1:46.0,J. Teague misses 2-pt shot from 2 ft (block by C. Zeller),,102-102,,
1:44.0,,,102-102,,Defensive rebound by L. Stephenson
1:37.0,,,102-102,,Charlotte full timeout
1:37.0,A. Horford enters the game for P. Antic,,102-102,,
1:32.0,,,102-102,,G. Neal misses 2-pt shot from 4 ft
1:32.0,,,102-102,,Offensive rebound by Team
1:32.0,Loose ball foul by T. Sefolosha (drawn by G. Neal),,102-102,,
1:32.0,,,102-103,1,G. Neal makes free throw 1 of 2
1:32.0,,,102-104,1,G. Neal makes free throw 2 of 2
1:11.0,J. Teague misses 3-pt shot from 25 ft,,102-104,,
1:09.0,,,102-104,,Defensive rebound by L. Stephenson
0:53.0,,,102-106,2,K. Walker makes 2-pt shot from 1 ft (assist by A. Jefferson)
0:41.0,P. Millsap misses 3-pt shot from 25 ft,,102-106,,
0:40.0,Offensive rebound by A. Horford,,102-106,,
0:36.0,A. Horford misses 2-pt shot from 17 ft,,102-106,,
0:34.0,,,102-106,,Defensive rebound by K. Walker
0:24.0,Personal foul by K. Korver (drawn by G. Neal),,102-106,,
0:24.0,,,102-107,1,G. Neal makes free throw 1 of 2
0:24.0,,,102-108,1,G. Neal makes free throw 2 of 2
0:24.0,Atlanta full timeout,,102-108,,
0:24.0,P. Antic enters the game for A. Horford,,102-108,,
0:24.0,,,102-108,,M. Williams enters the game for A. Jefferson
0:24.0,,,102-108,,M. Kidd-Gilchrist enters the game for G. Neal
0:22.0,,,102-108,,Personal foul by L. Stephenson (drawn by P. Millsap)
0:18.0,J. Teague makes 2-pt shot from 2 ft,2,104-108,,
0:16.0,,,104-108,,G. Neal enters the game for M. Kidd-Gilchrist
0:16.0,,,104-108,,A. Jefferson enters the game for M. Williams
0:16.0,,,104-108,,Turnover by L. Stephenson (lost ball; steal by P. Millsap)
0:16.0,A. Horford enters the game for J. Teague,,104-108,,
0:16.0,Jump ball: P. Millsap vs. L. Stephenson (T. Sefolosha gains possession),,,,Jump ball: P. Millsap vs. L. Stephenson (T. Sefolosha gains possession)
0:14.0,Atlanta full timeout,,104-108,,
0:14.0,J. Teague enters the game for T. Sefolosha,,104-108,,
0:14.0,,,104-108,,M. Kidd-Gilchrist enters the game for A. Jefferson
0:12.0,K. Korver makes 3-pt shot from 25 ft (assist by P. Antic),3,107-108,,
0:12.0,,,107-108,,Charlotte full timeout
0:12.0,K. Bazemore enters the game for J. Teague,,107-108,,
0:12.0,T. Sefolosha enters the game for P. Antic,,107-108,,
0:12.0,,,107-108,,M. Williams enters the game for M. Kidd-Gilchrist
0:12.0,,,107-108,,A. Jefferson enters the game for C. Zeller
0:09.0,Personal foul by A. Horford (drawn by K. Walker),,107-108,,
0:09.0,,,107-109,1,K. Walker makes free throw 1 of 2
0:09.0,,,107-110,1,K. Walker makes free throw 2 of 2
0:09.0,Atlanta full timeout,,107-110,,
0:09.0,,,107-110,,C. Zeller enters the game for A. Jefferson
0:09.0,,,107-110,,M. Kidd-Gilchrist enters the game for G. Neal
0:09.0,P. Antic enters the game for T. Sefolosha,,107-110,,
0:09.0,M. Scott enters the game for K. Bazemore,,107-110,,
0:06.0,M. Scott misses 3-pt shot from 23 ft,,107-110,,
0:04.0,Offensive rebound by Team,,107-110,,
0:04.0,M. Scott makes 3-pt shot from 22 ft (assist by P. Antic),3,110-110,,
0:03.0,,,110-110,,Charlotte full timeout
0:03.0,T. Sefolosha enters the game for P. Antic,,110-110,,
0:03.0,K. Bazemore enters the game for M. Scott,,110-110,,
0:03.0,,,110-110,,G. Neal enters the game for M. Kidd-Gilchrist
0:03.0,,,110-110,,A. Jefferson enters the game for C. Zeller
0:00.0,,,110-110,,K. Walker misses 3-pt shot from 33 ft
0:00.0,,,110-110,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
5:00.0,Start of 2nd overtime,,,,Start of 2nd overtime
5:00.0,Jump ball: A. Horford vs. A. Jefferson (J. Teague gains possession),,,,Jump ball: A. Horford vs. A. Jefferson (J. Teague gains possession)
4:48.0,K. Korver makes 2-pt shot from 22 ft (assist by P. Antic),2,112-110,,
4:21.0,,,112-112,2,C. Zeller makes 2-pt shot at rim (assist by K. Walker)
3:56.0,P. Antic misses 3-pt shot from 23 ft,,112-112,,
3:55.0,,,112-112,,Defensive rebound by K. Walker
3:41.0,,,112-112,,L. Stephenson misses 3-pt shot from 28 ft
3:39.0,Defensive rebound by A. Horford,,112-112,,
3:17.0,A. Horford makes 2-pt shot from 18 ft (assist by J. Teague),2,114-112,,
2:53.0,,,114-112,,Shooting foul by A. Horford (drawn by A. Jefferson)
2:53.0,,,114-113,1,A. Jefferson makes free throw 1 of 2
2:53.0,P. Millsap enters the game for P. Antic,,114-113,,
2:53.0,,,114-113,,A. Jefferson misses free throw 2 of 2
2:51.0,Defensive rebound by T. Sefolosha,,114-113,,
2:42.0,K. Korver misses 3-pt shot from 26 ft,,114-113,,
2:40.0,,,114-113,,Defensive rebound by C. Zeller
2:28.0,,,114-115,2,A. Jefferson makes 2-pt shot from 9 ft (assist by K. Walker)
2:08.0,A. Horford makes 2-pt shot from 18 ft (assist by J. Teague),2,116-115,,
1:53.0,,,116-117,2,A. Jefferson makes 2-pt shot from 1 ft
1:41.0,Offensive charge foul by J. Teague,,116-117,,
1:41.0,Turnover by J. Teague (offensive foul),,116-117,,
1:41.0,P. Antic enters the game for A. Horford,,116-117,,
1:23.0,,,116-119,2,K. Walker makes 2-pt shot from 1 ft
1:12.0,,,116-119,,Personal foul by C. Zeller (drawn by P. Millsap)
1:06.0,P. Antic makes 3-pt shot from 26 ft (assist by J. Teague),3,119-119,,
0:49.0,,,119-119,,Offensive foul by A. Jefferson
0:49.0,,,119-119,,Turnover by A. Jefferson (offensive foul)
0:49.0,,,119-119,,M. Williams enters the game for A. Jefferson
0:27.0,J. Teague misses 2-pt shot from 3 ft,,119-119,,
0:27.0,,,119-119,,Defensive rebound by M. Williams
0:15.0,,,119-119,,Charlotte full timeout
0:15.0,A. Horford enters the game for P. Antic,,119-119,,
0:15.0,,,119-119,,A. Jefferson enters the game for M. Williams
0:03.0,,,119-119,,K. Walker misses 2-pt shot from 7 ft (block by J. Teague)
0:03.0,,,119-119,,Offensive rebound by K. Walker
0:03.0,,,119-119,,Turnover by Team (shot clock)
0:03.0,Atlanta full timeout,,119-119,,
0:03.0,P. Antic enters the game for A. Horford,,119-119,,
0:03.0,M. Scott enters the game for T. Sefolosha,,119-119,,
0:03.0,,,119-119,,M. Williams enters the game for A. Jefferson
0:03.0,,,119-119,,M. Kidd-Gilchrist enters the game for G. Neal
0:02.0,Offensive foul by K. Korver,,119-119,,
0:02.0,Turnover by K. Korver (offensive foul),,119-119,,
0:02.0,,,119-119,,Charlotte full timeout
0:02.0,,,119-119,,A. Jefferson enters the game for M. Kidd-Gilchrist
0:02.0,,,119-119,,G. Neal enters the game for C. Zeller
0:02.0,K. Bazemore enters the game for J. Teague,,119-119,,
0:02.0,T. Sefolosha enters the game for P. Antic,,119-119,,
0:02.0,A. Horford enters the game for M. Scott,,119-119,,
0:02.0,,,119-122,3,L. Stephenson makes 3-pt shot from 32 ft (assist by M. Williams)
0:00.0,End of 2nd overtime,,,,End of 2nd overtime
