time,Cleveland,pts.away,score,pts.home,Golden State
2:20.0,L. James makes 3-pt shot from 26 ft,3,89-96,,
2:16.0,Personal foul by J. Jones (drawn by A. Iguodala),,89-96,,
2:16.0,,,89-96,,A. Iguodala misses free throw 1 of 2
2:16.0,,,89-96,,Offensive rebound by Team
2:16.0,,,89-96,,A. Iguodala misses free throw 2 of 2
2:14.0,,,89-96,,Offensive rebound by H. Barnes
2:14.0,Personal foul by M. Dellavedova (drawn by A. Iguodala),,89-96,,
2:14.0,,,89-96,,A. Iguodala misses free throw 1 of 2
2:14.0,,,89-96,,Offensive rebound by Team
2:14.0,T. Thompson enters the game for J. Jones,,89-96,,
2:14.0,,,89-97,1,A. Iguodala makes free throw 2 of 2
2:05.0,L. James misses 2-pt shot from 3 ft,,89-97,,
2:04.0,,,89-97,,Defensive rebound by D. Green
2:02.0,,,89-97,,Golden State full timeout
2:02.0,,,89-97,,S. Livingston enters the game for A. Iguodala
1:58.0,,,89-97,,Golden State full timeout
1:58.0,,,89-97,,A. Iguodala enters the game for S. Livingston
1:45.0,,,89-97,,Turnover by D. Green (bad pass; steal by L. James)
1:39.0,M. Dellavedova misses 3-pt shot from 24 ft,,89-97,,
1:38.0,,,89-97,,Defensive rebound by S. Curry
1:22.0,,,89-100,3,S. Curry makes 3-pt shot from 29 ft
1:13.0,J. Smith misses 3-pt shot from 26 ft,,89-100,,
1:11.0,Offensive rebound by I. Shumpert,,89-100,,
1:11.0,I. Shumpert misses 2-pt shot from 2 ft (block by D. Green),,89-100,,
1:09.0,Offensive rebound by T. Thompson,,89-100,,
1:08.0,T. Thompson misses 2-pt shot from 4 ft (block by H. Barnes),,89-100,,
1:04.0,Offensive rebound by T. Thompson,,89-100,,
1:03.0,J. Smith misses 3-pt shot from 25 ft,,89-100,,
1:00.0,,,89-100,,Defensive rebound by S. Curry
1:00.0,Personal foul by L. James (drawn by S. Curry),,89-100,,
1:00.0,,,89-101,1,S. Curry makes free throw 1 of 2
1:00.0,M. Miller enters the game for L. James,,89-101,,
1:00.0,,,89-101,,S. Livingston enters the game for A. Iguodala
1:00.0,,,89-102,1,S. Curry makes free throw 2 of 2
0:49.0,Turnover by M. Miller (bad pass; steal by H. Barnes),,89-102,,
0:36.0,Personal foul by I. Shumpert (drawn by S. Curry),,89-102,,
0:36.0,,,89-103,1,S. Curry makes free throw 1 of 2
0:36.0,,,89-104,1,S. Curry makes free throw 2 of 2
0:27.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,91-104,,
0:02.0,,,91-104,,Turnover by Team (shot clock)
0:00.0,End of 4th quarter,,,,End of 4th quarter
