time,Atlanta,pts.away,score,pts.home,Brooklyn
8:09.0,,,88-85,,Defensive rebound by B. Bogdanovic
7:56.0,,,88-87,2,D. Williams makes 2-pt shot from 2 ft
7:47.0,,,88-87,,Personal foul by T. Young (drawn by A. Horford)
7:47.0,,,88-87,,B. Lopez enters the game for T. Young
7:30.0,P. Millsap misses 2-pt shot from 4 ft (block by B. Lopez),,88-87,,
7:28.0,,,88-87,,Defensive rebound by A. Anderson
7:21.0,,,88-90,3,D. Williams makes 3-pt shot from 27 ft
7:07.0,Turnover by J. Teague (bad pass; steal by J. Jack),,88-90,,
7:00.0,,,88-93,3,D. Williams makes 3-pt shot from 26 ft (assist by J. Jack)
7:00.0,Atlanta full timeout,,88-93,,
6:46.0,D. Carroll misses 2-pt shot from 2 ft,,88-93,,
6:45.0,,,88-93,,Defensive rebound by B. Lopez
6:26.0,,,88-93,,Shooting foul by A. Horford (drawn by B. Lopez)
6:26.0,,,88-93,,B. Lopez misses free throw 1 of 2
6:26.0,,,88-93,,Offensive rebound by Team
6:26.0,,,88-94,1,B. Lopez makes free throw 2 of 2
6:17.0,Shooting foul by J. Jack (drawn by J. Teague),,88-94,,
6:17.0,J. Teague makes free throw 1 of 2,1,89-94,,
6:17.0,P. Antic enters the game for A. Horford,,89-94,,
6:17.0,,,89-94,,J. Johnson enters the game for J. Jack
6:17.0,J. Teague misses free throw 2 of 2,,89-94,,
6:16.0,Offensive rebound by P. Antic,,89-94,,
6:15.0,P. Antic misses 2-pt shot from 1 ft,,89-94,,
6:14.0,,,89-94,,Defensive rebound by B. Bogdanovic
5:53.0,,,89-94,,D. Williams misses 2-pt shot from 9 ft
5:51.0,Defensive rebound by K. Korver,,89-94,,
5:40.0,Shooting foul by D. Williams (drawn by J. Teague),,89-94,,
5:40.0,Official timeout,,89-94,,
5:40.0,J. Teague misses free throw 1 of 2,,89-94,,
5:40.0,Offensive rebound by Team,,89-94,,
5:40.0,J. Teague makes free throw 2 of 2,1,90-94,,
5:22.0,,,90-94,,Turnover by D. Williams (bad pass; steal by J. Teague)
5:07.0,P. Antic makes 3-pt shot from 24 ft (assist by K. Korver),3,93-94,,
4:55.0,Personal foul by P. Millsap (drawn by B. Lopez),,93-94,,
4:43.0,,,93-97,3,J. Johnson makes 3-pt shot from 23 ft (assist by A. Anderson)
4:34.0,J. Teague makes 2-pt shot from 2 ft,2,95-97,,
4:08.0,,,95-97,,B. Bogdanovic misses 3-pt shot from 27 ft
4:07.0,Defensive rebound by P. Antic,,95-97,,
3:57.0,J. Teague makes 2-pt shot from 12 ft,2,97-97,,
3:32.0,,,97-97,,J. Johnson misses 2-pt shot from 19 ft
3:31.0,Defensive rebound by P. Millsap,,97-97,,
3:19.0,P. Antic misses 3-pt shot from 25 ft,,97-97,,
3:18.0,,,97-97,,Defensive rebound by D. Williams
3:12.0,,,97-99,2,B. Bogdanovic makes 2-pt shot at rim (assist by D. Williams)
2:53.0,K. Korver misses 3-pt shot from 26 ft,,97-99,,
2:52.0,Offensive rebound by P. Millsap,,97-99,,
2:49.0,P. Millsap makes 2-pt shot from 6 ft,2,99-99,,
2:26.0,,,99-99,,B. Bogdanovic misses 2-pt shot from 15 ft
2:25.0,Defensive rebound by J. Teague,,99-99,,
2:18.0,J. Teague makes 2-pt shot from 2 ft,2,101-99,,
2:18.0,,,101-99,,Brooklyn full timeout
2:18.0,,,101-99,,T. Young enters the game for A. Anderson
1:53.0,,,101-102,3,D. Williams makes 3-pt shot from 27 ft
1:44.0,Turnover by J. Teague (bad pass; steal by D. Williams),,101-102,,
1:24.0,,,101-104,2,B. Lopez makes 2-pt shot from 7 ft (assist by D. Williams)
