time,New Orleans,pts.away,score,pts.home,Golden State
2:42.0,,,86-92,,Defensive rebound by A. Bogut
2:21.0,,,86-92,,S. Curry misses 2-pt shot from 23 ft
2:21.0,,,86-92,,Offensive rebound by A. Bogut
2:12.0,,,86-92,,Golden State full timeout
2:12.0,D. Cunningham enters the game for O. Asik,,86-92,,
2:01.0,,,86-92,,D. Green misses 3-pt shot from 26 ft
2:00.0,,,86-92,,Offensive rebound by A. Bogut
1:59.0,,,86-92,,Turnover by A. Bogut (bad pass; steal by D. Cunningham)
1:54.0,E. Gordon misses 3-pt shot from 26 ft,,86-92,,
1:53.0,,,86-92,,Defensive rebound by A. Bogut
1:32.0,,,86-94,2,K. Thompson makes 2-pt shot from 5 ft
1:32.0,,,86-94,,Shooting foul by E. Gordon (drawn by K. Thompson)
1:32.0,,,86-95,1,K. Thompson makes free throw 1 of 1
1:17.0,Turnover by E. Gordon (bad pass),,86-95,,
1:02.0,,,86-97,2,A. Bogut makes 2-pt shot at rim (assist by S. Curry)
1:02.0,New Orleans full timeout,,86-97,,
0:54.0,A. Davis misses 2-pt shot from 4 ft,,86-97,,
0:53.0,,,86-97,,Defensive rebound by A. Bogut
0:38.0,,,86-97,,S. Curry misses 3-pt shot from 26 ft
0:37.0,Defensive rebound by A. Davis,,86-97,,
0:24.0,Shooting foul by A. Bogut (drawn by T. Evans),,86-97,,
0:24.0,T. Evans misses free throw 1 of 2,,86-97,,
0:24.0,Offensive rebound by Team,,86-97,,
0:24.0,T. Evans makes free throw 2 of 2,1,87-97,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
