time,Toronto,pts.away,score,pts.home,Washington
4:56.0,,,103-100,1,N. Hilario makes free throw 2 of 2
4:30.0,L. Williams makes 2-pt shot from 20 ft,2,105-100,,
4:12.0,,,105-100,,Shooting foul by A. Johnson (drawn by K. Humphries)
4:12.0,,,105-101,1,K. Humphries makes free throw 1 of 2
4:12.0,,,105-102,1,K. Humphries makes free throw 2 of 2
3:59.0,A. Johnson misses 2-pt shot from 4 ft,,105-102,,
3:59.0,Offensive rebound by Team,,105-102,,
3:52.0,D. DeRozan makes 2-pt shot from 16 ft,2,107-102,,
3:28.0,,,107-104,2,J. Wall makes 2-pt shot from 9 ft
3:08.0,D. DeRozan misses 2-pt shot from 13 ft,,107-104,,
3:07.0,,,107-104,,Defensive rebound by J. Wall
2:59.0,,,107-104,,B. Beal misses 3-pt shot from 22 ft
2:58.0,Defensive rebound by P. Patterson,,107-104,,
2:42.0,K. Lowry misses 2-pt shot from 13 ft,,107-104,,
2:40.0,,,107-104,,Defensive rebound by K. Humphries
2:32.0,,,107-104,,Shooting foul by K. Lowry (drawn by J. Wall)
2:32.0,,,107-104,,Washington full timeout
2:32.0,,,107-105,1,J. Wall makes free throw 1 of 2
2:32.0,,,107-106,1,J. Wall makes free throw 2 of 2
2:11.0,L. Williams makes 2-pt shot from 18 ft,2,109-106,,
1:47.0,,,109-106,,J. Wall misses 2-pt shot from 1 ft (block by D. DeRozan)
1:46.0,,,109-106,,Offensive rebound by K. Humphries
1:44.0,,,109-106,,K. Humphries misses 2-pt shot from 2 ft
1:43.0,Defensive rebound by D. DeRozan,,109-106,,
1:23.0,K. Lowry misses 2-pt shot from 5 ft,,109-106,,
1:22.0,,,109-106,,Defensive rebound by K. Humphries
1:05.0,,,109-106,,N. Hilario misses 2-pt shot from 1 ft (block by A. Johnson)
1:03.0,,,109-106,,Offensive rebound by K. Humphries
0:54.0,,,109-106,,N. Hilario misses 2-pt shot from 1 ft (block by P. Patterson)
0:52.0,Defensive rebound by D. DeRozan,,109-106,,
0:35.0,D. DeRozan misses 2-pt shot from 13 ft,,109-106,,
0:34.0,,,109-106,,Defensive rebound by Team
0:34.0,,,109-106,,Washington full timeout
0:34.0,,,109-106,,R. Butler enters the game for K. Humphries
0:26.0,,,109-109,3,P. Pierce makes 3-pt shot from 25 ft (assist by J. Wall)
0:25.0,Toronto full timeout,,109-109,,
0:25.0,,,109-109,,K. Humphries enters the game for R. Butler
0:03.0,L. Williams misses 2-pt shot from 10 ft,,109-109,,
0:01.0,,,109-109,,Defensive rebound by P. Pierce
0:00.0,,,109-109,,Washington full timeout
0:00.0,,,109-109,,Turnover by P. Pierce (bad pass; steal by L. Williams)
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Hilario vs. A. Johnson (B. Beal gains possession),,,,Jump ball: N. Hilario vs. A. Johnson (B. Beal gains possession)
4:42.0,,,109-109,,N. Hilario misses 2-pt shot from 18 ft
4:41.0,Defensive rebound by P. Patterson,,109-109,,
4:17.0,Shooting foul by N. Hilario (drawn by D. DeRozan),,109-109,,
4:17.0,D. DeRozan misses free throw 1 of 2,,109-109,,
4:17.0,Offensive rebound by Team,,109-109,,
4:17.0,D. DeRozan makes free throw 2 of 2,1,110-109,,
4:04.0,,,110-109,,Shooting foul by D. DeRozan (drawn by P. Pierce)
4:04.0,,,110-109,,P. Pierce misses free throw 1 of 3
4:04.0,,,110-109,,Offensive rebound by Team
4:04.0,,,110-110,1,P. Pierce makes free throw 2 of 3
4:04.0,,,110-111,1,P. Pierce makes free throw 3 of 3
3:41.0,A. Johnson makes 2-pt shot from 1 ft (assist by P. Patterson),2,112-111,,
3:27.0,,,112-111,,Turnover by B. Beal (step out of bounds)
3:11.0,K. Lowry makes 2-pt shot from 1 ft,2,114-111,,
2:55.0,Personal foul by A. Johnson (drawn by N. Hilario),,114-111,,
2:45.0,,,114-111,,J. Wall misses 2-pt shot from 17 ft
2:44.0,Defensive rebound by K. Lowry,,114-111,,
2:25.0,K. Lowry makes 2-pt shot from 20 ft,2,116-111,,
2:25.0,,,116-111,,Washington full timeout
2:25.0,,,116-111,,O. Porter enters the game for K. Humphries
2:09.0,,,116-111,,P. Pierce misses 3-pt shot from 23 ft
2:08.0,Defensive rebound by D. DeRozan,,116-111,,
1:50.0,Turnover by D. DeRozan (lost ball; steal by B. Beal),,116-111,,
1:47.0,,,116-113,2,J. Wall makes 2-pt shot at rim
1:25.0,Shooting foul by B. Beal (drawn by K. Lowry),,116-113,,
1:25.0,K. Lowry makes free throw 1 of 2,1,117-113,,
1:25.0,K. Lowry makes free throw 2 of 2,1,118-113,,
1:07.0,,,118-113,,B. Beal misses 3-pt shot from 25 ft
1:06.0,Defensive rebound by D. DeRozan,,118-113,,
1:00.0,Toronto full timeout,,118-113,,
0:43.0,L. Williams misses 2-pt shot from 21 ft,,118-113,,
0:43.0,,,118-113,,Defensive rebound by P. Pierce
0:43.0,,,118-113,,Washington full timeout
0:38.0,,,118-113,,Shooting foul by A. Johnson (drawn by J. Wall)
0:38.0,,,118-114,1,J. Wall makes free throw 1 of 2
0:38.0,,,118-114,,J. Wall misses free throw 2 of 2
0:37.0,Defensive rebound by P. Patterson,,118-114,,
0:13.0,D. DeRozan misses 2-pt shot from 16 ft,,118-114,,
0:12.0,Offensive rebound by A. Johnson,,118-114,,
0:11.0,,,118-114,,Personal take foul by J. Wall (drawn by A. Johnson)
0:11.0,A. Johnson misses free throw 1 of 2,,118-114,,
0:11.0,Offensive rebound by Team,,118-114,,
0:11.0,A. Johnson makes free throw 2 of 2,1,119-114,,
0:11.0,,,119-114,,Washington full timeout
0:09.0,,,119-116,2,B. Beal makes 2-pt shot at rim (assist by J. Wall)
0:08.0,Toronto full timeout,,119-116,,
0:08.0,G. Vasquez enters the game for P. Patterson,,119-116,,
0:06.0,,,119-116,,Personal take foul by O. Porter (drawn by K. Lowry)
0:06.0,K. Lowry misses free throw 1 of 2,,119-116,,
0:06.0,Offensive rebound by Team,,119-116,,
0:06.0,P. Patterson enters the game for G. Vasquez,,119-116,,
0:06.0,K. Lowry makes free throw 2 of 2,1,120-116,,
0:03.0,,,120-116,,B. Beal misses 3-pt shot from 30 ft
0:02.0,Defensive rebound by D. DeRozan,,120-116,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
