time,Atlanta,pts.away,score,pts.home,Cleveland
3:09.0,,,81-110,1,J. Harris makes free throw 2 of 2
3:00.0,D. Schroder misses 2-pt shot from 14 ft,,81-110,,
2:59.0,,,81-110,,Defensive rebound by K. Perkins
2:42.0,,,81-112,2,J. Harris makes 2-pt shot at rim
2:30.0,Turnover by D. Schroder (bad pass; steal by J. Jones),,81-112,,
2:12.0,,,81-112,,J. Jones misses 3-pt shot from 23 ft
2:11.0,Defensive rebound by D. Schroder,,81-112,,
2:06.0,M. Muscala makes 2-pt shot from 1 ft (assist by D. Schroder),2,83-112,,
2:01.0,Personal foul by J. Jenkins (drawn by K. Perkins),,83-112,,
2:01.0,Atlanta full timeout,,83-112,,
2:01.0,,,83-112,,B. Haywood enters the game for S. Marion
2:01.0,K. Bazemore enters the game for S. Mack,,83-112,,
2:01.0,,,83-113,1,K. Perkins makes free throw 1 of 2
2:01.0,,,83-113,,K. Perkins misses free throw 2 of 2
2:00.0,Defensive rebound by K. Bazemore,,83-113,,
1:49.0,M. Muscala makes 2-pt shot at rim (assist by K. Bazemore),2,85-113,,
1:33.0,,,85-116,3,M. Miller makes 3-pt shot from 23 ft (assist by J. Harris)
1:26.0,M. Scott misses 3-pt shot from 26 ft,,85-116,,
1:24.0,,,85-116,,Defensive rebound by K. Perkins
1:04.0,,,85-116,,B. Haywood misses 2-pt shot from 15 ft
1:03.0,Defensive rebound by J. Jenkins,,85-116,,
0:58.0,J. Jenkins makes 3-pt shot from 25 ft (assist by D. Schroder),3,88-116,,
0:47.0,,,88-116,,Shooting foul by K. Bazemore (drawn by J. Jones)
0:47.0,,,88-117,1,J. Jones makes free throw 1 of 3
0:47.0,,,88-117,,J. Jones misses free throw 2 of 3
0:47.0,,,88-117,,Offensive rebound by Team
0:47.0,,,88-118,1,J. Jones makes free throw 3 of 3
0:27.0,J. Jenkins misses 3-pt shot from 26 ft,,88-118,,
0:25.0,,,88-118,,Defensive rebound by J. Jones
0:13.0,,,88-118,,Turnover by K. Perkins (offensive foul)
0:13.0,,,88-118,,Offensive foul by K. Perkins
0:00.0,End of 4th quarter,,,,End of 4th quarter
