time,Cleveland,pts.away,score,pts.home,Chicago
1:58.0,,,91-90,,K. Hinrich misses 2-pt shot from 3 ft (block by M. Dellavedova)
1:56.0,Defensive rebound by K. Love,,91-90,,
1:48.0,Turnover by L. James (bad pass; steal by M. Dunleavy),,91-90,,
1:42.0,,,91-93,3,K. Hinrich makes 3-pt shot from 23 ft (assist by M. Dunleavy)
1:27.0,Turnover by K. Irving (lost ball),,91-93,,
1:15.0,,,91-96,3,K. Hinrich makes 3-pt shot from 25 ft (assist by M. Dunleavy)
1:15.0,Cleveland full timeout,,91-96,,
1:06.0,K. Love makes 2-pt shot at rim (assist by L. James),2,93-96,,
0:47.0,,,93-98,2,K. Hinrich makes 2-pt shot from 17 ft (assist by M. Dunleavy)
0:47.0,Cleveland full timeout,,93-98,,
0:47.0,,,93-98,,Personal foul by T. Snell (drawn by L. James)
0:47.0,L. James makes free throw 1 of 2,1,94-98,,
0:47.0,L. James makes free throw 2 of 2,1,95-98,,
0:32.0,,,95-98,,T. Gibson misses 2-pt shot from 16 ft
0:31.0,Defensive rebound by M. Dellavedova,,95-98,,
0:28.0,K. Irving makes 2-pt shot from 2 ft (assist by L. James),2,97-98,,
0:28.0,Shooting foul by T. Gibson (drawn by K. Irving),,97-98,,
0:28.0,K. Irving makes free throw 1 of 1,1,98-98,,
0:28.0,,,98-98,,Chicago full timeout
0:04.0,,,98-98,,K. Hinrich misses 3-pt shot from 24 ft
0:04.0,,,98-98,,Offensive rebound by Team
0:04.0,,,98-98,,Turnover by Team (shot clock)
0:04.0,Cleveland full timeout,,98-98,,
0:00.0,K. Love misses 3-pt shot from 26 ft,,98-98,,
0:00.0,Offensive rebound by Team,,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: P. Gasol vs. T. Thompson (M. Dellavedova gains possession),,,,Jump ball: P. Gasol vs. T. Thompson (M. Dellavedova gains possession)
4:43.0,L. James makes 2-pt shot from 2 ft,2,100-98,,
4:25.0,,,100-98,,Turnover by P. Gasol (bad pass)
4:08.0,Shooting foul by K. Hinrich (drawn by L. James),,100-98,,
4:08.0,L. James makes free throw 1 of 2,1,101-98,,
4:08.0,L. James misses free throw 2 of 2,,101-98,,
4:06.0,,,101-98,,Defensive rebound by P. Gasol
3:49.0,,,101-98,,Shooting foul by K. Love (drawn by P. Gasol)
3:49.0,,,101-99,1,P. Gasol makes free throw 1 of 2
3:49.0,,,101-99,,Turnover by T. Gibson (lane violation.)
3:43.0,Shooting foul by T. Gibson (drawn by L. James),,101-99,,
3:43.0,L. James makes 2-pt shot from 2 ft,2,103-99,,
3:43.0,,,103-99,,A. Brooks enters the game for T. Snell
3:43.0,L. James makes free throw 1 of 1,1,104-99,,
3:28.0,,,104-99,,P. Gasol misses 2-pt shot from 19 ft
3:27.0,Defensive rebound by K. Love,,104-99,,
3:06.0,L. James misses 2-pt shot from 14 ft,,104-99,,
3:05.0,Offensive rebound by T. Thompson,,104-99,,
2:47.0,L. James misses 2-pt shot from 2 ft,,104-99,,
2:46.0,Offensive rebound by T. Thompson,,104-99,,
2:44.0,T. Thompson misses 2-pt shot from 2 ft,,104-99,,
2:43.0,,,104-99,,Defensive rebound by M. Dunleavy
2:40.0,,,104-99,,J. Noah enters the game for P. Gasol
2:29.0,,,104-102,3,M. Dunleavy makes 3-pt shot from 25 ft
2:14.0,K. Irving misses 2-pt shot from 2 ft,,104-102,,
2:13.0,Offensive rebound by T. Thompson,,104-102,,
2:13.0,T. Thompson misses 2-pt shot from 1 ft,,104-102,,
2:12.0,Offensive rebound by T. Thompson,,104-102,,
1:51.0,K. Irving misses 3-pt shot from 26 ft,,104-102,,
1:51.0,Offensive rebound by Team,,104-102,,
1:51.0,Turnover by Team (shot clock),,104-102,,
1:36.0,,,104-102,,Turnover by A. Brooks (bad pass; steal by K. Love)
1:35.0,,,104-102,,Personal foul by M. Dunleavy (drawn by K. Irving)
1:35.0,Cleveland full timeout,,104-102,,
1:35.0,,,104-102,,T. Snell enters the game for A. Brooks
1:30.0,,,104-102,,Personal foul by T. Snell (drawn by L. James)
1:30.0,L. James makes free throw 1 of 2,1,105-102,,
1:30.0,,,105-102,,A. Brooks enters the game for T. Snell
1:30.0,L. James makes free throw 2 of 2,1,106-102,,
1:13.0,,,106-102,,Offensive charge foul by A. Brooks
1:13.0,,,106-102,,Turnover by A. Brooks (offensive foul)
1:13.0,,,106-102,,T. Snell enters the game for A. Brooks
0:52.0,L. James misses 2-pt shot from 16 ft,,106-102,,
0:51.0,,,106-102,,Defensive rebound by M. Dunleavy
0:47.0,,,106-102,,Shooting foul by M. Dellavedova (drawn by K. Hinrich)
0:47.0,,,106-103,1,K. Hinrich makes free throw 1 of 2
0:47.0,,,106-104,1,K. Hinrich makes free throw 2 of 2
0:25.0,L. James misses 2-pt shot from 16 ft,,106-104,,
0:24.0,Offensive rebound by T. Thompson,,106-104,,
0:24.0,T. Thompson makes 2-pt shot at rim,2,108-104,,
0:24.0,,,108-104,,Chicago full timeout
0:24.0,,,108-104,,A. Brooks enters the game for T. Snell
0:22.0,,,108-104,,Offensive foul by J. Noah
0:22.0,,,108-104,,Turnover by J. Noah (offensive foul)
0:17.0,,,108-104,,Personal foul by J. Noah (drawn by K. Irving)
0:17.0,,,108-104,,P. Gasol enters the game for J. Noah
0:17.0,K. Irving makes free throw 1 of 2,1,109-104,,
0:17.0,K. Irving makes free throw 2 of 2,1,110-104,,
0:17.0,,,110-104,,Chicago full timeout
0:14.0,,,110-106,2,T. Gibson makes 2-pt shot from 2 ft (assist by M. Dunleavy)
0:12.0,,,110-106,,Personal take foul by A. Brooks (drawn by T. Thompson)
0:12.0,T. Thompson makes free throw 1 of 2,1,111-106,,
0:12.0,T. Thompson makes free throw 2 of 2,1,112-106,,
0:12.0,,,112-106,,Chicago full timeout
0:07.0,,,112-108,2,P. Gasol makes 2-pt shot from 4 ft
0:04.0,,,112-108,,Personal take foul by T. Gibson (drawn by K. Irving)
0:04.0,K. Irving makes free throw 1 of 2,1,113-108,,
0:04.0,K. Irving makes free throw 2 of 2,1,114-108,,
0:00.0,,,114-108,,A. Brooks misses 3-pt shot from 26 ft
0:00.0,,,114-108,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
