time,Portland,pts.away,score,pts.home,Memphis
5:50.0,Loose ball foul by M. Leonard (drawn by Z. Randolph),,74-94,,
5:50.0,,,74-94,,Memphis full timeout
5:33.0,,,74-94,,Turnover by M. Gasol (3 sec)
5:15.0,N. Batum makes 3-pt shot from 25 ft (assist by M. Leonard),3,77-94,,
5:00.0,,,77-96,2,T. Allen makes 2-pt shot from 1 ft (assist by M. Gasol)
5:00.0,,,77-96,,Shooting foul by C. McCollum (drawn by T. Allen)
5:00.0,,,77-96,,T. Allen misses free throw 1 of 1
4:59.0,Defensive rebound by M. Leonard,,77-96,,
4:48.0,N. Batum misses 3-pt shot from 25 ft,,77-96,,
4:47.0,,,77-96,,Defensive rebound by Z. Randolph
4:40.0,Personal foul by M. Leonard (drawn by V. Carter),,77-96,,
4:27.0,,,77-96,,Z. Randolph misses 2-pt shot from 5 ft (block by L. Aldridge)
4:27.0,,,77-96,,Offensive rebound by Team
4:25.0,,,77-96,,B. Udrih misses 2-pt shot from 6 ft
4:24.0,Defensive rebound by M. Leonard,,77-96,,
4:12.0,Turnover by L. Aldridge (lost ball; steal by M. Gasol),,77-96,,
3:54.0,,,77-96,,Z. Randolph misses 2-pt shot from 15 ft
3:52.0,Defensive rebound by M. Leonard,,77-96,,
3:51.0,Turnover by M. Leonard (bad pass),,77-96,,
3:46.0,,,77-96,,B. Udrih misses 2-pt shot from 17 ft
3:45.0,,,77-96,,Offensive rebound by Team
3:30.0,,,77-96,,M. Gasol misses 2-pt shot from 2 ft (block by M. Leonard)
3:28.0,Defensive rebound by L. Aldridge,,77-96,,
3:19.0,L. Aldridge makes 3-pt shot from 26 ft (assist by N. Batum),3,80-96,,
3:03.0,,,80-98,2,M. Gasol makes 2-pt shot from 15 ft (assist by B. Udrih)
3:02.0,Portland full timeout,,80-98,,
3:02.0,J. Freeland enters the game for N. Batum,,80-98,,
3:02.0,A. Crabbe enters the game for L. Aldridge,,80-98,,
3:02.0,A. Gee enters the game for C. McCollum,,80-98,,
3:02.0,T. Frazier enters the game for D. Lillard,,80-98,,
3:02.0,,,80-98,,N. Calathes enters the game for T. Allen
2:50.0,,,80-98,,Personal foul by M. Gasol (drawn by M. Leonard)
2:50.0,M. Leonard makes free throw 1 of 2,1,81-98,,
2:50.0,M. Leonard misses free throw 2 of 2,,81-98,,
2:49.0,,,81-98,,Defensive rebound by V. Carter
2:37.0,,,81-98,,V. Carter misses 2-pt shot at rim
2:35.0,Defensive rebound by A. Gee,,81-98,,
2:29.0,A. Crabbe makes 3-pt shot from 25 ft (assist by A. Gee),3,84-98,,
2:05.0,,,84-98,,B. Udrih misses 2-pt shot from 3 ft
2:04.0,Defensive rebound by M. Leonard,,84-98,,
1:52.0,M. Leonard misses 2-pt shot from 22 ft,,84-98,,
1:51.0,,,84-98,,Defensive rebound by Z. Randolph
1:38.0,,,84-98,,Z. Randolph misses 3-pt shot from 26 ft
1:37.0,Defensive rebound by M. Leonard,,84-98,,
1:35.0,Turnover by M. Leonard (lost ball; steal by N. Calathes),,84-98,,
1:32.0,,,84-98,,Turnover by N. Calathes (bad pass; steal by J. Freeland)
1:26.0,T. Frazier misses 2-pt shot at rim,,84-98,,
1:23.0,,,84-98,,Defensive rebound by M. Gasol
1:23.0,,,84-98,,Memphis full timeout
1:23.0,,,84-98,,J. Leuer enters the game for Z. Randolph
1:23.0,,,84-98,,J. Adams enters the game for M. Gasol
1:23.0,,,84-98,,J. Green enters the game for V. Carter
1:12.0,,,84-98,,Turnover by N. Calathes (bad pass; steal by M. Leonard)
1:09.0,Turnover by T. Frazier (lost ball; steal by J. Adams),,84-98,,
0:56.0,,,84-100,2,N. Calathes makes 2-pt shot from 10 ft
0:42.0,M. Leonard misses 3-pt shot from 25 ft,,84-100,,
0:41.0,,,84-100,,Defensive rebound by J. Leuer
0:21.0,,,84-100,,Turnover by N. Calathes (lost ball; steal by A. Crabbe)
0:18.0,A. Crabbe makes 2-pt shot at rim (assist by M. Leonard),2,86-100,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
