time,Oklahoma City,pts.away,score,pts.home,San Antonio
4:57.0,,,95-93,,Turnover by C. Joseph (bad pass; steal by R. Westbrook)
4:50.0,R. Westbrook makes 2-pt shot at rim,2,97-93,,
4:50.0,,,97-93,,San Antonio full timeout
4:50.0,,,97-93,,M. Ginobili enters the game for T. Parker
4:50.0,,,97-93,,D. Green enters the game for M. Belinelli
4:37.0,,,97-93,,Turnover by D. Green (bad pass)
4:31.0,,,97-93,,Personal take foul by C. Joseph (drawn by R. Westbrook)
4:31.0,,,97-93,,T. Splitter enters the game for T. Duncan
4:31.0,,,97-93,,A. Baynes enters the game for M. Bonner
4:21.0,R. Westbrook makes 2-pt shot from 14 ft,2,99-93,,
3:55.0,,,99-93,,T. Splitter misses 2-pt shot from 15 ft
3:54.0,Defensive rebound by S. Ibaka,,99-93,,
3:41.0,R. Westbrook misses 2-pt shot from 17 ft,,99-93,,
3:40.0,,,99-93,,Defensive rebound by Team
3:23.0,,,99-93,,Turnover by M. Ginobili (bad pass; steal by S. Adams)
3:13.0,A. Morrow makes 3-pt shot from 23 ft (assist by R. Westbrook),3,102-93,,
3:04.0,,,102-95,2,T. Splitter makes 2-pt shot from 1 ft (assist by M. Ginobili)
2:43.0,S. Ibaka misses 3-pt shot from 24 ft,,102-95,,
2:42.0,,,102-95,,Defensive rebound by M. Ginobili
2:34.0,,,102-98,3,M. Ginobili makes 3-pt shot from 24 ft (assist by A. Baynes)
2:34.0,Oklahoma City full timeout,,102-98,,
2:34.0,,,102-98,,T. Duncan enters the game for A. Baynes
2:34.0,A. Roberson enters the game for R. Jackson,,102-98,,
2:17.0,A. Morrow makes 3-pt shot from 24 ft (assist by S. Ibaka),3,105-98,,
2:05.0,,,105-98,,Shooting foul by S. Adams (drawn by T. Duncan)
2:05.0,,,105-98,,T. Duncan misses free throw 1 of 2
2:05.0,,,105-98,,Offensive rebound by Team
2:05.0,,,105-99,1,T. Duncan makes free throw 2 of 2
2:03.0,,,105-99,,Personal take foul by M. Ginobili (drawn by A. Roberson)
2:03.0,A. Roberson misses free throw 1 of 2,,105-99,,
2:03.0,Offensive rebound by Team,,105-99,,
2:03.0,A. Roberson makes free throw 2 of 2,1,106-99,,
1:47.0,,,106-99,,T. Duncan misses 2-pt shot from 4 ft
1:45.0,Defensive rebound by S. Adams,,106-99,,
1:45.0,,,106-99,,Personal foul by T. Splitter (drawn by S. Adams)
1:45.0,S. Adams makes free throw 1 of 2,1,107-99,,
1:45.0,S. Adams misses free throw 2 of 2,,107-99,,
1:44.0,,,107-99,,Defensive rebound by T. Duncan
1:35.0,,,107-101,2,C. Joseph makes 2-pt shot from 6 ft (assist by T. Duncan)
1:35.0,,,107-101,,Shooting foul by S. Adams (drawn by C. Joseph)
1:35.0,,,107-102,1,C. Joseph makes free throw 1 of 1
1:26.0,,,107-102,,Personal foul by T. Splitter (drawn by S. Ibaka)
1:26.0,S. Ibaka makes free throw 1 of 2,1,108-102,,
1:26.0,,,108-102,,A. Baynes enters the game for T. Duncan
1:26.0,,,108-102,,J. Ayres enters the game for T. Splitter
1:26.0,,,108-102,,K. Anderson enters the game for M. Ginobili
1:26.0,S. Ibaka misses free throw 2 of 2,,108-102,,
1:25.0,,,108-102,,Defensive rebound by A. Baynes
1:19.0,,,108-102,,D. Green misses 3-pt shot from 24 ft
1:19.0,,,108-102,,Offensive rebound by Team
1:19.0,Loose ball foul by A. Roberson (drawn by C. Joseph),,108-102,,
1:19.0,,,108-103,1,C. Joseph makes free throw 1 of 2
1:19.0,R. Jackson enters the game for A. Roberson,,108-103,,
1:19.0,,,108-103,,T. Duncan enters the game for A. Baynes
1:19.0,,,108-103,,M. Bonner enters the game for K. Anderson
1:19.0,,,108-103,,M. Ginobili enters the game for J. Ayres
1:19.0,,,108-104,1,C. Joseph makes free throw 2 of 2
0:57.0,R. Jackson makes 2-pt shot from 21 ft,2,110-104,,
0:47.0,,,110-104,,M. Ginobili misses 3-pt shot from 26 ft
0:46.0,Defensive rebound by S. Adams,,110-104,,
0:46.0,,,110-104,,Loose ball foul by T. Duncan (drawn by S. Adams)
0:46.0,S. Adams makes free throw 1 of 2,1,111-104,,
0:46.0,A. Roberson enters the game for A. Morrow,,111-104,,
0:46.0,S. Adams makes free throw 2 of 2,1,112-104,,
0:40.0,,,112-104,,Shooting foul by R. Jackson (drawn by D. Green)
0:40.0,,,112-105,1,D. Green makes free throw 1 of 3
0:40.0,,,112-106,1,D. Green makes free throw 2 of 3
0:40.0,A. Morrow enters the game for A. Roberson,,112-106,,
0:40.0,,,112-106,,D. Green misses free throw 3 of 3
0:39.0,,,112-106,,Offensive rebound by D. Green
0:33.0,,,112-106,,D. Green misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by A. Morrow,,112-106,,
0:33.0,,,112-106,,Personal foul by M. Ginobili (drawn by A. Morrow)
0:33.0,A. Morrow makes free throw 1 of 2,1,113-106,,
0:33.0,A. Roberson enters the game for R. Jackson,,113-106,,
0:33.0,A. Morrow makes free throw 2 of 2,1,114-106,,
0:28.0,,,114-106,,C. Joseph misses 2-pt shot from 2 ft (block by A. Roberson)
0:26.0,Defensive rebound by S. Ibaka,,114-106,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
