time,Portland,pts.away,score,pts.home,Oklahoma City
2:20.0,W. Matthews misses 3-pt shot from 24 ft,,85-93,,
2:19.0,,,85-93,,Defensive rebound by R. Jackson
2:15.0,,,85-95,2,S. Ibaka makes 2-pt shot at rim (assist by R. Jackson)
1:58.0,S. Blake misses 3-pt shot from 22 ft,,85-95,,
1:57.0,,,85-95,,Defensive rebound by R. Westbrook
1:40.0,,,85-95,,R. Westbrook misses 2-pt shot from 14 ft
1:39.0,Defensive rebound by L. Aldridge,,85-95,,
1:33.0,,,85-95,,Personal foul by R. Westbrook (drawn by D. Lillard)
1:33.0,,,85-95,,Technical foul by R. Westbrook (drawn by D. Lillard)
1:33.0,D. Lillard makes technical free throw,1,86-95,,
1:33.0,D. Lillard makes free throw 1 of 2,1,87-95,,
1:33.0,,,87-95,,A. Roberson enters the game for K. Perkins
1:33.0,D. Lillard makes free throw 2 of 2,1,88-95,,
1:30.0,Personal foul by S. Blake (drawn by R. Westbrook),,88-95,,
1:05.0,,,88-95,,Turnover by A. Morrow (lost ball; steal by W. Matthews)
1:00.0,D. Lillard makes 3-pt shot from 25 ft,3,91-95,,
1:00.0,,,91-95,,Oklahoma City full timeout
0:45.0,,,91-97,2,R. Westbrook makes 2-pt shot from 16 ft
0:37.0,D. Lillard misses 2-pt shot at rim (block by S. Ibaka),,91-97,,
0:36.0,Offensive rebound by L. Aldridge,,91-97,,
0:36.0,L. Aldridge makes 2-pt shot from 1 ft,2,93-97,,
0:15.0,,,93-97,,S. Ibaka misses 2-pt shot from 19 ft
0:13.0,Defensive rebound by D. Wright,,93-97,,
0:06.0,,,93-97,,Personal foul by S. Ibaka (drawn by L. Aldridge)
0:06.0,L. Aldridge makes free throw 1 of 2,1,94-97,,
0:06.0,,,94-97,,K. Perkins enters the game for A. Morrow
0:06.0,L. Aldridge makes free throw 2 of 2,1,95-97,,
0:06.0,,,95-97,,Oklahoma City full timeout
0:06.0,,,95-97,,A. Morrow enters the game for A. Roberson
0:06.0,,,95-97,,J. Lamb enters the game for K. Perkins
0:06.0,A. Crabbe enters the game for D. Wright,,95-97,,
0:05.0,Personal take foul by S. Blake (drawn by R. Westbrook),,95-97,,
0:05.0,,,95-97,,R. Westbrook misses free throw 1 of 2
0:05.0,,,95-97,,Offensive rebound by Team
0:05.0,C. Kaman enters the game for A. Crabbe,,95-97,,
0:05.0,,,95-98,1,R. Westbrook makes free throw 2 of 2
0:05.0,Portland full timeout,,95-98,,
0:05.0,,,95-98,,A. Roberson enters the game for A. Morrow
0:05.0,,,95-98,,P. Jones enters the game for J. Lamb
0:05.0,D. Wright enters the game for C. Kaman,,95-98,,
0:03.0,D. Lillard makes 3-pt shot from 25 ft (assist by S. Blake),3,98-98,,
0:03.0,,,98-98,,Oklahoma City full timeout
0:03.0,,,98-98,,A. Morrow enters the game for P. Jones
0:03.0,A. Crabbe enters the game for D. Wright,,98-98,,
0:00.0,,,98-98,,R. Westbrook misses 3-pt shot from 30 ft
0:00.0,Defensive rebound by Team,,98-98,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: L. Aldridge vs. S. Ibaka (D. Lillard gains possession),,,,Jump ball: L. Aldridge vs. S. Ibaka (D. Lillard gains possession)
4:46.0,L. Aldridge misses 2-pt shot from 3 ft (block by S. Ibaka),,98-98,,
4:43.0,,,98-98,,Defensive rebound by R. Jackson
4:33.0,,,98-100,2,R. Jackson makes 2-pt shot from 3 ft
4:11.0,L. Aldridge makes 2-pt shot from 4 ft,2,100-100,,
4:11.0,Shooting foul by S. Ibaka (drawn by L. Aldridge),,100-100,,
4:11.0,L. Aldridge makes free throw 1 of 1,1,101-100,,
3:53.0,,,101-100,,R. Jackson misses 2-pt shot from 15 ft
3:51.0,Defensive rebound by D. Lillard,,101-100,,
3:41.0,W. Matthews makes 3-pt shot from 22 ft,3,104-100,,
3:39.0,,,104-100,,Oklahoma City full timeout
3:39.0,,,104-100,,A. Morrow enters the game for P. Jones
3:30.0,,,104-102,2,R. Westbrook makes 2-pt shot at rim
3:10.0,W. Matthews makes 2-pt shot from 14 ft (assist by D. Lillard),2,106-102,,
2:57.0,,,106-104,2,R. Westbrook makes 2-pt shot from 13 ft
2:43.0,Shooting foul by S. Ibaka (drawn by D. Lillard),,106-104,,
2:43.0,D. Lillard makes free throw 1 of 2,1,107-104,,
2:43.0,D. Lillard makes free throw 2 of 2,1,108-104,,
2:30.0,,,108-106,2,R. Westbrook makes 2-pt shot from 12 ft
2:12.0,L. Aldridge misses 2-pt shot from 16 ft,,108-106,,
2:10.0,Offensive rebound by L. Aldridge,,108-106,,
2:08.0,D. Lillard makes 3-pt shot from 25 ft (assist by L. Aldridge),3,111-106,,
2:05.0,,,111-106,,Oklahoma City full timeout
2:05.0,,,111-106,,P. Jones enters the game for A. Roberson
1:58.0,,,111-106,,R. Jackson misses 2-pt shot from 12 ft
1:56.0,,,111-106,,Offensive rebound by R. Westbrook
1:49.0,,,111-106,,R. Westbrook misses 3-pt shot from 24 ft
1:48.0,Defensive rebound by Team,,111-106,,
1:39.0,,,111-106,,Personal foul by R. Westbrook (drawn by L. Aldridge)
1:39.0,,,111-106,,I. Smith enters the game for R. Westbrook
1:32.0,D. Lillard misses 2-pt shot from 19 ft,,111-106,,
1:30.0,,,111-106,,Defensive rebound by R. Jackson
1:26.0,Personal foul by L. Aldridge (drawn by R. Jackson),,111-106,,
1:19.0,,,111-108,2,I. Smith makes 2-pt shot at rim (assist by R. Jackson)
1:05.0,Shooting foul by I. Smith (drawn by D. Lillard),,111-108,,
1:05.0,D. Lillard makes free throw 1 of 2,1,112-108,,
1:05.0,D. Lillard makes free throw 2 of 2,1,113-108,,
1:03.0,,,113-108,,Offensive foul by S. Ibaka
1:03.0,,,113-108,,Turnover by S. Ibaka (offensive foul)
0:42.0,L. Aldridge misses 2-pt shot from 14 ft,,113-108,,
0:41.0,Offensive rebound by D. Wright,,113-108,,
0:41.0,D. Wright makes 2-pt shot at rim,2,115-108,,
0:34.0,,,115-108,,R. Jackson misses 3-pt shot from 24 ft
0:33.0,Defensive rebound by D. Wright,,115-108,,
0:11.0,D. Lillard misses 2-pt shot from 19 ft,,115-108,,
0:10.0,,,115-108,,Defensive rebound by R. Jackson
0:10.0,,,115-108,,Personal foul by S. Ibaka (drawn by L. Aldridge)
0:10.0,Personal foul by L. Aldridge,,115-108,,
0:10.0,,,115-108,,Technical foul by S. Ibaka (drawn by L. Aldridge)
0:10.0,Technical foul by L. Aldridge,,115-108,,
0:10.0,,,115-108,,S. Ibaka ejected from game
0:10.0,L. Aldridge ejected from game,,115-108,,
0:10.0,C. McCollum enters the game for L. Aldridge,,115-108,,
0:10.0,J. Freeland enters the game for W. Matthews,,115-108,,
0:10.0,A. Crabbe enters the game for D. Lillard,,115-108,,
0:09.0,,,115-108,,J. Lamb enters the game for S. Ibaka
0:03.0,,,115-111,3,A. Morrow makes 3-pt shot from 24 ft (assist by R. Jackson)
0:00.0,End of 1st overtime,,,,End of 1st overtime
