time,LA Clippers,pts.away,score,pts.home,Phoenix
1:25.0,Offensive rebound by D. Jordan,,112-101,,
1:08.0,Turnover by D. Jordan (offensive goaltending),,112-101,,
0:54.0,,,112-101,,Turnover by A. Goodwin (bad pass; steal by B. Griffin)
0:45.0,,,112-101,,Personal take foul by A. Goodwin (drawn by C. Paul)
0:30.0,C. Paul misses 3-pt shot from 25 ft,,112-101,,
0:28.0,,,112-101,,Defensive rebound by Team
0:28.0,J. Hamilton enters the game for B. Griffin,,112-101,,
0:28.0,D. Jones enters the game for D. Jordan,,112-101,,
0:28.0,S. Hawes enters the game for C. Paul,,112-101,,
0:16.0,,,112-101,,E. Barron misses 3-pt shot from 25 ft
0:15.0,,,112-101,,Offensive rebound by T. Warren
0:14.0,,,112-101,,T. Warren misses 2-pt shot from 4 ft
0:11.0,,,112-101,,Offensive rebound by T. Warren
0:11.0,,,112-101,,T. Warren misses 2-pt shot from 1 ft
0:09.0,Defensive rebound by D. Jones,,112-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
