time,Golden State,pts.away,score,pts.home,Cleveland
0:02.0,Turnover by S. Curry (lost ball; steal by J. Smith),,45-43,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,45-43,,Turnover by L. James (bad pass; steal by D. Green)
11:42.0,D. Green misses 2-pt shot at rim,,45-43,,
11:39.0,,,45-43,,Defensive rebound by M. Dellavedova
11:36.0,,,45-43,,L. James misses 2-pt shot from 12 ft
11:35.0,,,45-43,,Offensive rebound by L. James
11:31.0,,,45-45,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
11:12.0,A. Iguodala misses 3-pt shot from 23 ft,,45-45,,
11:10.0,,,45-45,,Defensive rebound by T. Thompson
10:54.0,,,45-47,2,T. Thompson makes 2-pt shot from 8 ft
10:36.0,D. Green misses 2-pt shot from 1 ft,,45-47,,
10:35.0,,,45-47,,Defensive rebound by T. Thompson
10:12.0,,,45-47,,I. Shumpert misses 3-pt shot from 23 ft
10:11.0,,,45-47,,Offensive rebound by Team
10:08.0,,,45-47,,Turnover by T. Mozgov (bad pass; steal by A. Iguodala)
9:56.0,D. Green misses 2-pt shot from 2 ft (block by T. Thompson),,45-47,,
9:55.0,Offensive rebound by A. Iguodala,,45-47,,
9:49.0,H. Barnes makes 3-pt shot from 25 ft (assist by A. Iguodala),3,48-47,,
9:21.0,,,48-47,,T. Mozgov misses 2-pt shot from 16 ft
9:20.0,Defensive rebound by K. Thompson,,48-47,,
9:16.0,,,48-47,,Personal block foul by I. Shumpert (drawn by K. Thompson)
9:04.0,H. Barnes misses 3-pt shot from 23 ft,,48-47,,
9:03.0,,,48-47,,Defensive rebound by T. Mozgov
8:55.0,,,48-47,,Turnover by I. Shumpert (lost ball; steal by H. Barnes)
8:50.0,A. Iguodala makes 2-pt shot at rim (assist by H. Barnes),2,50-47,,
8:27.0,,,50-47,,T. Thompson misses 2-pt shot from 5 ft
8:26.0,,,50-47,,Offensive rebound by T. Thompson
8:26.0,,,50-47,,T. Thompson misses 2-pt shot from 5 ft
8:25.0,Defensive rebound by K. Thompson,,50-47,,
8:13.0,D. Green makes 3-pt shot from 25 ft (assist by K. Thompson),3,53-47,,
8:13.0,,,53-47,,Cleveland full timeout
8:13.0,,,53-47,,J. Smith enters the game for T. Mozgov
8:13.0,,,53-47,,J. Jones enters the game for I. Shumpert
7:57.0,,,53-47,,Turnover by L. James (bad pass; steal by D. Green)
7:36.0,Shooting foul by M. Dellavedova (drawn by S. Curry),,53-47,,
7:36.0,S. Curry misses free throw 1 of 2,,53-47,,
7:36.0,Offensive rebound by Team,,53-47,,
7:36.0,S. Curry makes free throw 2 of 2,1,54-47,,
7:22.0,,,54-47,,Shooting foul by H. Barnes (drawn by L. James)
7:22.0,,,54-48,1,L. James makes free throw 1 of 2
7:22.0,,,54-49,1,L. James makes free throw 2 of 2
7:06.0,A. Iguodala makes 2-pt shot at rim (assist by D. Green),2,56-49,,
6:54.0,,,56-51,2,L. James makes 2-pt shot from 1 ft
6:44.0,S. Curry misses 3-pt shot from 26 ft,,56-51,,
6:42.0,,,56-51,,Defensive rebound by L. James
6:22.0,,,56-51,,L. James misses 3-pt shot from 24 ft
6:22.0,,,56-51,,Offensive rebound by T. Thompson
6:22.0,Personal foul by K. Thompson (drawn by T. Thompson),,56-51,,
6:22.0,S. Livingston enters the game for K. Thompson,,56-51,,
6:13.0,,,56-51,,T. Thompson misses 2-pt shot at rim
6:12.0,Defensive rebound by D. Green,,56-51,,
6:10.0,Shooting foul by J. Jones (drawn by A. Iguodala),,56-51,,
6:10.0,A. Iguodala misses free throw 1 of 2,,56-51,,
6:10.0,Offensive rebound by Team,,56-51,,
6:10.0,F. Ezeli enters the game for H. Barnes,,56-51,,
6:10.0,A. Iguodala makes free throw 2 of 2,1,57-51,,
5:48.0,,,57-51,,J. Jones misses 3-pt shot from 26 ft
5:47.0,Defensive rebound by D. Green,,57-51,,
5:38.0,S. Livingston makes 2-pt shot at rim,2,59-51,,
5:19.0,,,59-51,,M. Dellavedova misses 2-pt shot from 9 ft
5:16.0,Defensive rebound by S. Curry,,59-51,,
5:12.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,61-51,,
5:11.0,,,61-51,,Cleveland full timeout
5:11.0,,,61-51,,I. Shumpert enters the game for M. Dellavedova
5:11.0,,,61-51,,T. Mozgov enters the game for J. Jones
4:59.0,,,61-51,,Shooting foul by D. Green (drawn by I. Shumpert)
4:59.0,,,61-52,1,I. Shumpert makes free throw 1 of 2
4:59.0,,,61-53,1,I. Shumpert makes free throw 2 of 2
4:43.0,S. Livingston makes 2-pt shot from 5 ft,2,63-53,,
4:27.0,Personal foul by S. Curry (drawn by L. James),,63-53,,
4:19.0,,,63-55,2,J. Smith makes 2-pt shot from 16 ft (assist by L. James)
4:07.0,Shooting foul by L. James (drawn by F. Ezeli),,63-55,,
4:07.0,F. Ezeli makes free throw 1 of 2,1,64-55,,
4:07.0,F. Ezeli misses free throw 2 of 2,,64-55,,
4:05.0,,,64-55,,Defensive rebound by T. Thompson
3:39.0,,,64-55,,J. Smith misses 2-pt shot from 15 ft
3:38.0,Defensive rebound by A. Iguodala,,64-55,,
3:25.0,F. Ezeli makes 2-pt shot at rim (assist by D. Green),2,66-55,,
3:09.0,,,66-55,,T. Thompson misses 2-pt shot from 9 ft
3:08.0,Defensive rebound by S. Livingston,,66-55,,
3:04.0,S. Curry misses 3-pt shot from 26 ft,,66-55,,
3:04.0,Offensive rebound by F. Ezeli,,66-55,,
3:04.0,F. Ezeli makes 2-pt shot at rim,2,68-55,,
3:04.0,Shooting foul by T. Mozgov (drawn by F. Ezeli),,68-55,,
3:04.0,F. Ezeli makes free throw 1 of 1,1,69-55,,
2:47.0,,,69-55,,L. James misses 2-pt shot from 5 ft
2:46.0,,,69-55,,Offensive rebound by L. James
2:43.0,,,69-57,2,L. James makes 2-pt shot from 4 ft
2:37.0,Golden State full timeout,,69-57,,
2:37.0,,,69-57,,J. Jones enters the game for T. Thompson
2:20.0,A. Iguodala misses 2-pt shot from 20 ft,,69-57,,
2:19.0,,,69-57,,Defensive rebound by J. Smith
2:14.0,Personal foul by S. Livingston (drawn by J. Smith),,69-57,,
2:14.0,,,69-57,,J. Smith misses free throw 1 of 2
2:14.0,,,69-57,,Offensive rebound by Team
2:14.0,,,69-58,1,J. Smith makes free throw 2 of 2
1:54.0,A. Iguodala misses 3-pt shot from 24 ft,,69-58,,
1:53.0,,,69-58,,Defensive rebound by L. James
1:46.0,,,69-58,,L. James misses 3-pt shot from 26 ft
1:45.0,Defensive rebound by F. Ezeli,,69-58,,
1:32.0,,,69-58,,Personal foul by J. Smith (drawn by F. Ezeli)
1:32.0,F. Ezeli makes free throw 1 of 2,1,70-58,,
1:32.0,L. Barbosa enters the game for S. Curry,,70-58,,
1:32.0,F. Ezeli makes free throw 2 of 2,1,71-58,,
1:21.0,,,71-58,,L. James misses 2-pt shot from 19 ft
1:20.0,Defensive rebound by S. Livingston,,71-58,,
1:02.0,D. Green makes 2-pt shot from 5 ft,2,73-58,,
0:47.0,,,73-58,,Shooting foul by F. Ezeli (drawn by L. James)
0:47.0,,,73-58,,L. James misses free throw 1 of 2
0:47.0,,,73-58,,Offensive rebound by Team
0:47.0,H. Barnes enters the game for D. Green,,73-58,,
0:47.0,,,73-58,,M. Dellavedova enters the game for I. Shumpert
0:47.0,K. Thompson enters the game for A. Iguodala,,73-58,,
0:47.0,,,73-59,1,L. James makes free throw 2 of 2
0:38.0,K. Thompson misses 3-pt shot from 25 ft,,73-59,,
0:36.0,,,73-59,,Defensive rebound by J. Smith
0:26.0,,,73-61,2,T. Mozgov makes 2-pt shot from 1 ft (assist by J. Smith)
0:04.0,F. Ezeli misses 2-pt shot from 3 ft (block by T. Mozgov),,73-61,,
0:04.0,Offensive rebound by Team,,73-61,,
0:04.0,Golden State full timeout,,73-61,,
0:01.0,F. Ezeli misses 2-pt shot from 8 ft,,73-61,,
0:00.0,,,73-61,,Defensive rebound by L. James
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:47.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Green),2,75-61,,
11:26.0,,,75-61,,L. James misses 2-pt shot from 4 ft
11:26.0,,,75-61,,Offensive rebound by T. Mozgov
11:26.0,Personal foul by D. Green (drawn by T. Mozgov),,75-61,,
11:18.0,,,75-61,,Shooting foul by H. Barnes (drawn by J. Smith)
11:18.0,,,75-62,1,J. Smith makes free throw 1 of 2
11:18.0,,,75-62,,I. Shumpert enters the game for M. Dellavedova
11:18.0,,,75-62,,J. Smith misses free throw 2 of 2
11:17.0,Defensive rebound by K. Thompson,,75-62,,
10:59.0,D. Green misses 3-pt shot from 25 ft,,75-62,,
10:58.0,,,75-62,,Defensive rebound by L. James
10:51.0,,,75-64,2,L. James makes 2-pt shot at rim
10:46.0,,,75-64,,Personal foul by J. Smith (drawn by K. Thompson)
10:46.0,S. Curry enters the game for L. Barbosa,,75-64,,
10:46.0,A. Iguodala enters the game for H. Barnes,,75-64,,
10:39.0,K. Thompson misses 2-pt shot from 11 ft,,75-64,,
10:36.0,,,75-64,,Defensive rebound by L. James
10:28.0,,,75-64,,J. Jones misses 3-pt shot from 23 ft
10:27.0,,,75-64,,Offensive rebound by T. Mozgov
10:27.0,,,75-64,,Shooting foul by D. Green (drawn by T. Mozgov)
10:27.0,,,75-65,1,T. Mozgov makes free throw 1 of 2
10:27.0,,,75-66,1,T. Mozgov makes free throw 2 of 2
10:16.0,Turnover by D. Green (bad pass; steal by L. James),,75-66,,
10:13.0,,,75-68,2,L. James makes 2-pt shot at rim
10:13.0,Golden State full timeout,,75-68,,
9:57.0,K. Thompson misses 2-pt shot from 19 ft,,75-68,,
9:56.0,Offensive rebound by D. Green,,75-68,,
9:48.0,S. Curry makes 3-pt shot from 25 ft,3,78-68,,
9:22.0,,,78-68,,J. Smith misses 2-pt shot from 7 ft
9:20.0,Defensive rebound by D. Green,,78-68,,
9:14.0,Turnover by D. Green (traveling),,78-68,,
9:02.0,,,78-70,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
8:41.0,A. Iguodala misses 2-pt shot from 1 ft,,78-70,,
8:39.0,Offensive rebound by S. Livingston,,78-70,,
8:39.0,S. Livingston makes 2-pt shot at rim,2,80-70,,
8:23.0,,,80-73,3,J. Smith makes 3-pt shot from 24 ft (assist by T. Mozgov)
8:05.0,A. Iguodala makes 3-pt shot from 26 ft (assist by D. Green),3,83-73,,
7:41.0,,,83-75,2,T. Mozgov makes 2-pt shot at rim (assist by L. James)
7:26.0,S. Curry makes 3-pt shot from 25 ft (assist by D. Green),3,86-75,,
7:08.0,,,86-75,,L. James misses 2-pt shot from 2 ft
7:08.0,,,86-75,,Offensive rebound by Team
7:08.0,Loose ball foul by A. Iguodala (drawn by T. Mozgov),,86-75,,
7:08.0,,,86-75,,T. Thompson enters the game for T. Mozgov
7:01.0,,,86-75,,J. Smith misses 3-pt shot from 23 ft (block by S. Livingston)
6:58.0,Defensive rebound by D. Green,,86-75,,
6:45.0,K. Thompson makes 3-pt shot from 23 ft (assist by S. Curry),3,89-75,,
6:32.0,,,89-75,,J. Jones misses 3-pt shot from 24 ft
6:32.0,,,89-75,,Offensive rebound by Team
6:22.0,Personal foul by S. Curry (drawn by I. Shumpert),,89-75,,
6:22.0,,,89-76,1,I. Shumpert makes free throw 1 of 2
6:22.0,,,89-77,1,I. Shumpert makes free throw 2 of 2
6:10.0,,,89-77,,Violation by I. Shumpert (kicked ball)
6:10.0,Golden State full timeout,,89-77,,
6:01.0,A. Iguodala makes 3-pt shot from 22 ft (assist by D. Green),3,92-77,,
5:46.0,,,92-79,2,L. James makes 2-pt shot from 1 ft
5:30.0,A. Iguodala misses 3-pt shot from 23 ft,,92-79,,
5:30.0,,,92-79,,Defensive rebound by Team
5:19.0,,,92-79,,L. James misses 3-pt shot from 25 ft
5:18.0,Defensive rebound by S. Curry,,92-79,,
5:08.0,S. Livingston makes 2-pt shot from 1 ft (assist by S. Curry),2,94-79,,
4:51.0,,,94-79,,L. James misses 2-pt shot from 16 ft
4:48.0,Defensive rebound by K. Thompson,,94-79,,
4:37.0,,,94-79,,Personal foul by J. Jones (drawn by S. Curry)
4:33.0,S. Curry misses 3-pt shot from 23 ft,,94-79,,
4:32.0,,,94-79,,Defensive rebound by J. Smith
4:28.0,,,94-79,,Shooting foul by K. Thompson (drawn by J. Smith)
4:28.0,,,94-80,1,J. Smith makes free throw 1 of 2
