time,Atlanta,pts.away,score,pts.home,Brooklyn
4:40.0,D. Schroder enters the game for S. Mack,,101-82,,
4:40.0,K. Korver enters the game for K. Bazemore,,101-82,,
4:40.0,,,101-82,,J. Jordan enters the game for D. Williams
4:40.0,,,101-82,,D. Morris enters the game for J. Johnson
4:40.0,,,101-82,,E. Clark enters the game for M. Plumlee
4:40.0,,,101-82,,M. Brown enters the game for J. Jack
4:40.0,D. Carroll makes free throw 2 of 2,1,102-82,,
4:26.0,,,102-82,,M. Brown misses 3-pt shot from 25 ft
4:25.0,Defensive rebound by Team,,102-82,,
4:08.0,K. Korver misses 3-pt shot from 25 ft,,102-82,,
4:07.0,Offensive rebound by D. Carroll,,102-82,,
4:07.0,D. Carroll makes 2-pt shot from 2 ft,2,104-82,,
3:47.0,,,104-82,,J. Jordan misses 2-pt shot from 7 ft
3:46.0,,,104-82,,Offensive rebound by M. Brown
3:42.0,,,104-82,,M. Brown misses 2-pt shot from 1 ft
3:41.0,Defensive rebound by K. Korver,,104-82,,
3:38.0,Atlanta full timeout,,104-82,,
3:38.0,M. Muscala enters the game for A. Horford,,104-82,,
3:38.0,S. Mack enters the game for D. Schroder,,104-82,,
3:38.0,E. Brand enters the game for D. Carroll,,104-82,,
3:38.0,J. Jenkins enters the game for K. Korver,,104-82,,
3:24.0,S. Mack makes 3-pt shot from 27 ft,3,107-82,,
3:07.0,,,107-82,,D. Morris misses 2-pt shot from 18 ft
3:06.0,Defensive rebound by M. Muscala,,107-82,,
2:44.0,M. Muscala misses 3-pt shot from 27 ft,,107-82,,
2:43.0,,,107-82,,Defensive rebound by J. Jordan
2:34.0,,,107-82,,Shooting foul by E. Brand (drawn by M. Brown)
2:34.0,,,107-82,,Brooklyn full timeout
2:34.0,,,107-83,1,M. Brown makes free throw 1 of 2
2:34.0,,,107-84,1,M. Brown makes free throw 2 of 2
2:27.0,Turnover by M. Muscala (bad pass),,107-84,,
2:17.0,,,107-84,,E. Clark misses 2-pt shot from 5 ft
2:15.0,Defensive rebound by E. Brand,,107-84,,
2:01.0,J. Jenkins misses 3-pt shot from 23 ft,,107-84,,
2:00.0,,,107-84,,Defensive rebound by E. Clark
1:51.0,,,107-84,,E. Clark misses 2-pt shot from 6 ft
1:49.0,,,107-84,,Offensive rebound by J. Jordan
1:47.0,,,107-84,,J. Jordan misses 2-pt shot from 7 ft
1:46.0,Defensive rebound by M. Scott,,107-84,,
1:25.0,M. Muscala makes 2-pt shot from 22 ft (assist by S. Mack),2,109-84,,
1:15.0,,,109-87,3,E. Clark makes 3-pt shot from 24 ft (assist by M. Brown)
0:59.0,,,109-87,,Violation by M. Brown (kicked ball)
0:45.0,E. Brand misses 2-pt shot from 7 ft,,109-87,,
0:45.0,Offensive rebound by M. Muscala,,109-87,,
0:44.0,M. Muscala makes 2-pt shot at rim,2,111-87,,
0:34.0,,,111-87,,Turnover by J. Jordan (bad pass; steal by M. Muscala)
0:15.0,S. Mack misses 3-pt shot from 28 ft,,111-87,,
0:14.0,,,111-87,,Defensive rebound by M. Teletovic
0:06.0,,,111-87,,E. Clark misses 2-pt shot from 21 ft
0:05.0,Defensive rebound by M. Scott,,111-87,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
