time,Golden State,pts.away,score,pts.home,Portland
3:52.0,A. Bogut makes 2-pt shot at rim,2,83-84,,
3:35.0,,,83-84,,L. Aldridge misses 2-pt shot from 13 ft
3:34.0,Defensive rebound by A. Iguodala,,83-84,,
3:19.0,K. Thompson makes 2-pt shot at rim,2,85-84,,
3:19.0,,,85-84,,Portland full timeout
3:19.0,,,85-84,,W. Matthews enters the game for S. Blake
3:00.0,,,85-86,2,L. Aldridge makes 2-pt shot from 10 ft
2:46.0,K. Thompson makes 3-pt shot from 24 ft (assist by S. Curry),3,88-86,,
2:30.0,,,88-86,,D. Lillard misses 2-pt shot from 20 ft
2:28.0,,,88-86,,Offensive rebound by L. Aldridge
2:25.0,,,88-88,2,L. Aldridge makes 2-pt shot from 1 ft
2:16.0,S. Curry misses 2-pt shot from 20 ft,,88-88,,
2:15.0,,,88-88,,Defensive rebound by N. Batum
2:01.0,,,88-90,2,L. Aldridge makes 2-pt shot from 17 ft
1:37.0,Turnover by A. Bogut (lost ball; steal by L. Aldridge),,88-90,,
1:37.0,Jump ball: L. Aldridge vs. A. Bogut (R. Lopez gains possession),,,,Jump ball: L. Aldridge vs. A. Bogut (R. Lopez gains possession)
1:17.0,Personal foul by A. Iguodala (drawn by N. Batum),,88-90,,
1:03.0,,,88-90,,D. Lillard misses 2-pt shot from 6 ft
1:02.0,Defensive rebound by A. Bogut,,88-90,,
0:56.0,K. Thompson misses 3-pt shot from 22 ft,,88-90,,
0:55.0,,,88-90,,Defensive rebound by R. Lopez
0:46.0,,,88-90,,Portland full timeout
0:46.0,,,88-90,,S. Blake enters the game for R. Lopez
0:46.0,H. Barnes enters the game for A. Bogut,,88-90,,
0:33.0,,,88-90,,L. Aldridge misses 3-pt shot from 24 ft
0:32.0,Defensive rebound by A. Iguodala,,88-90,,
0:26.0,Shooting foul by N. Batum (drawn by A. Iguodala),,88-90,,
0:26.0,A. Iguodala makes free throw 1 of 2,1,89-90,,
0:26.0,,,89-90,,R. Lopez enters the game for S. Blake
0:26.0,A. Bogut enters the game for H. Barnes,,89-90,,
0:26.0,A. Iguodala misses free throw 2 of 2,,89-90,,
0:25.0,,,89-90,,Defensive rebound by L. Aldridge
0:25.0,,,89-90,,Portland full timeout
0:25.0,,,89-90,,S. Blake enters the game for R. Lopez
0:25.0,H. Barnes enters the game for A. Bogut,,89-90,,
0:25.0,S. Livingston enters the game for D. Green,,89-90,,
0:15.0,,,89-90,,Turnover by W. Matthews (lost ball)
0:15.0,Golden State full timeout,,89-90,,
0:15.0,A. Bogut enters the game for H. Barnes,,89-90,,
0:15.0,D. Green enters the game for S. Livingston,,89-90,,
0:15.0,,,89-90,,R. Lopez enters the game for S. Blake
0:09.0,K. Thompson makes 2-pt shot from 9 ft (assist by A. Iguodala),2,91-90,,
0:09.0,,,91-90,,Portland full timeout
0:09.0,,,91-90,,S. Blake enters the game for R. Lopez
0:09.0,H. Barnes enters the game for A. Bogut,,91-90,,
0:07.0,,,91-90,,Turnover by L. Aldridge (lost ball; steal by D. Green)
0:05.0,,,91-90,,Personal foul by N. Batum (drawn by S. Curry)
0:05.0,S. Curry makes free throw 1 of 2,1,92-90,,
0:05.0,S. Curry makes free throw 2 of 2,1,93-90,,
0:03.0,,,93-90,,Turnover by L. Aldridge (bad pass; steal by S. Curry)
0:03.0,,,93-90,,Personal take foul by D. Lillard (drawn by S. Curry)
0:03.0,S. Curry makes free throw 1 of 2,1,94-90,,
0:03.0,S. Curry makes free throw 2 of 2,1,95-90,,
0:00.0,,,95-90,,W. Matthews misses 3-pt shot from 26 ft
0:00.0,,,95-90,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
