time,Oklahoma City,pts.away,score,pts.home,Utah
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: S. Adams vs. D. Favors (S. Ibaka gains possession),,,,Jump ball: S. Adams vs. D. Favors (S. Ibaka gains possession)
11:36.0,Shooting foul by D. Favors (drawn by J. Lamb),,0-0,,
11:36.0,J. Lamb makes free throw 1 of 2,1,1-0,,
11:36.0,J. Lamb makes free throw 2 of 2,1,2-0,,
11:21.0,,,2-2,2,D. Favors makes 2-pt shot from 4 ft
11:04.0,R. Jackson makes 2-pt shot from 9 ft,2,4-2,,
10:53.0,,,4-2,,T. Burke misses 2-pt shot from 13 ft
10:51.0,Defensive rebound by S. Ibaka,,4-2,,
10:43.0,L. Thomas misses 2-pt shot from 9 ft,,4-2,,
10:42.0,,,4-2,,Defensive rebound by E. Kanter
10:30.0,,,4-2,,D. Favors misses 2-pt shot from 14 ft
10:29.0,Defensive rebound by J. Lamb,,4-2,,
10:15.0,J. Lamb makes 3-pt shot from 23 ft (assist by R. Jackson),3,7-2,,
9:54.0,,,7-2,,E. Kanter misses 2-pt shot from 6 ft
9:52.0,Defensive rebound by J. Lamb,,7-2,,
9:42.0,S. Adams misses 2-pt shot from 2 ft,,7-2,,
9:40.0,,,7-2,,Defensive rebound by E. Kanter
9:33.0,,,7-4,2,G. Hayward makes 2-pt shot at rim (assist by T. Burke)
9:27.0,J. Lamb misses 3-pt shot from 24 ft,,7-4,,
9:23.0,,,7-4,,Defensive rebound by G. Hayward
9:04.0,,,7-4,,Shooting foul by S. Adams (drawn by D. Favors)
9:04.0,,,7-4,,D. Favors misses free throw 1 of 2
9:04.0,,,7-4,,Offensive rebound by Team
9:04.0,,,7-4,,D. Favors misses free throw 2 of 2
9:03.0,Defensive rebound by L. Thomas,,7-4,,
8:45.0,S. Adams makes 2-pt shot at rim,2,9-4,,
8:26.0,,,9-6,2,E. Kanter makes 2-pt shot from 16 ft
8:03.0,Turnover by S. Adams (3 sec),,9-6,,
7:49.0,,,9-6,,G. Hayward misses 2-pt shot from 2 ft (block by S. Adams)
7:47.0,Defensive rebound by J. Lamb,,9-6,,
7:39.0,S. Adams makes 2-pt shot from 2 ft (assist by J. Lamb),2,11-6,,
7:31.0,,,11-6,,Utah full timeout
7:26.0,,,11-6,,G. Hayward misses 3-pt shot from 24 ft
7:26.0,Defensive rebound by Team,,11-6,,
7:14.0,J. Lamb misses 2-pt shot from 20 ft,,11-6,,
7:12.0,,,11-6,,Defensive rebound by A. Burks
7:08.0,,,11-6,,Offensive charge foul by G. Hayward
7:08.0,,,11-6,,Turnover by G. Hayward (offensive foul)
7:00.0,S. Ibaka misses 2-pt shot from 19 ft,,11-6,,
6:56.0,,,11-6,,Defensive rebound by A. Burks
6:37.0,,,11-6,,E. Kanter misses 2-pt shot from 10 ft
6:37.0,,,11-6,,Offensive rebound by Team
6:37.0,Loose ball foul by J. Lamb (drawn by D. Favors),,11-6,,
6:31.0,,,11-6,,T. Burke misses 2-pt shot from 19 ft
6:29.0,Defensive rebound by S. Ibaka,,11-6,,
6:12.0,R. Jackson makes 2-pt shot from 19 ft,2,13-6,,
5:52.0,,,13-9,3,G. Hayward makes 3-pt shot from 24 ft (assist by A. Burks)
5:36.0,Turnover by S. Adams (bad pass; steal by G. Hayward),,13-9,,
5:32.0,,,13-9,,G. Hayward misses 2-pt shot from 2 ft (block by S. Ibaka)
5:32.0,,,13-9,,Offensive rebound by Team
5:32.0,,,13-9,,R. Gobert enters the game for D. Favors
5:32.0,,,13-9,,T. Booker enters the game for E. Kanter
5:32.0,,,13-9,,J. Ingles enters the game for G. Hayward
5:22.0,,,13-9,,Turnover by T. Burke (bad pass; steal by L. Thomas)
5:06.0,S. Ibaka makes 2-pt shot from 18 ft (assist by R. Jackson),2,15-9,,
4:52.0,,,15-11,2,A. Burks makes 2-pt shot from 9 ft
4:35.0,S. Adams misses 2-pt shot from 4 ft,,15-11,,
4:34.0,,,15-11,,Defensive rebound by R. Gobert
4:34.0,Personal foul by L. Thomas (drawn by R. Gobert),,15-11,,
4:34.0,A. Morrow enters the game for J. Lamb,,15-11,,
4:34.0,K. Perkins enters the game for S. Adams,,15-11,,
4:19.0,,,15-11,,T. Burke misses 2-pt shot from 5 ft
4:18.0,Defensive rebound by A. Morrow,,15-11,,
4:06.0,S. Ibaka misses 2-pt shot from 21 ft,,15-11,,
4:04.0,,,15-11,,Defensive rebound by T. Booker
3:49.0,,,15-11,,T. Booker misses 2-pt shot from 5 ft
3:47.0,Defensive rebound by S. Ibaka,,15-11,,
3:38.0,S. Ibaka makes 3-pt shot from 23 ft (assist by K. Perkins),3,18-11,,
3:31.0,,,18-11,,Shooting foul by K. Perkins (drawn by A. Burks)
3:31.0,,,18-11,,A. Burks misses free throw 1 of 2
3:31.0,,,18-11,,Offensive rebound by Team
3:31.0,N. Collison enters the game for S. Ibaka,,18-11,,
3:31.0,,,18-12,1,A. Burks makes free throw 2 of 2
3:16.0,R. Jackson misses 2-pt shot from 17 ft,,18-12,,
3:15.0,Offensive rebound by N. Collison,,18-12,,
3:06.0,N. Collison makes 3-pt shot from 24 ft (assist by R. Jackson),3,21-12,,
2:43.0,,,21-12,,T. Booker misses 2-pt shot from 6 ft
2:41.0,Defensive rebound by K. Perkins,,21-12,,
2:38.0,Oklahoma City full timeout,,21-12,,
2:38.0,,,21-12,,D. Favors enters the game for R. Gobert
2:38.0,,,21-12,,D. Exum enters the game for T. Burke
2:38.0,S. Telfair enters the game for R. Jackson,,21-12,,
2:20.0,S. Telfair misses 2-pt shot from 18 ft,,21-12,,
2:18.0,,,21-12,,Defensive rebound by A. Burks
1:55.0,,,21-12,,Turnover by J. Ingles (step out of bounds)
1:45.0,L. Thomas misses 2-pt shot from 4 ft (block by A. Burks),,21-12,,
1:43.0,Offensive rebound by L. Thomas,,21-12,,
1:43.0,L. Thomas misses 2-pt shot from 1 ft,,21-12,,
1:41.0,Offensive rebound by L. Thomas,,21-12,,
1:39.0,L. Thomas misses 2-pt shot from 2 ft (block by A. Burks),,21-12,,
1:37.0,,,21-12,,Defensive rebound by A. Burks
1:34.0,,,21-12,,A. Burks misses 2-pt shot from 1 ft (block by N. Collison)
1:34.0,,,21-12,,Offensive rebound by Team
1:29.0,,,21-12,,Offensive foul by A. Burks
1:29.0,,,21-12,,Turnover by A. Burks (offensive foul)
1:29.0,J. Lamb enters the game for L. Thomas,,21-12,,
1:07.0,K. Perkins makes 2-pt shot at rim (assist by J. Lamb),2,23-12,,
0:48.0,,,23-12,,Offensive foul by D. Favors
0:48.0,,,23-12,,Turnover by D. Favors (offensive foul)
0:48.0,,,23-12,,E. Kanter enters the game for D. Favors
0:37.0,J. Lamb misses 2-pt shot from 8 ft,,23-12,,
0:36.0,,,23-12,,Defensive rebound by T. Booker
0:23.0,,,23-14,2,E. Kanter makes 2-pt shot from 1 ft (assist by D. Exum)
0:02.0,J. Lamb misses 2-pt shot from 6 ft,,23-14,,
0:00.0,,,23-14,,Defensive rebound by A. Burks
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,Personal foul by S. Telfair (drawn by D. Exum),,23-14,,
11:32.0,,,23-14,,E. Kanter misses 3-pt shot from 24 ft
11:30.0,Defensive rebound by Team,,23-14,,
11:15.0,S. Telfair makes 2-pt shot from 19 ft,2,25-14,,
11:00.0,,,25-14,,G. Hayward misses 3-pt shot from 23 ft
10:58.0,Defensive rebound by S. Telfair,,25-14,,
10:44.0,,,25-14,,Violation by G. Hayward (kicked ball)
10:44.0,,,25-14,,T. Burke enters the game for J. Ingles
10:38.0,A. Morrow makes 2-pt shot from 16 ft (assist by S. Telfair),2,27-14,,
10:16.0,,,27-17,3,T. Burke makes 3-pt shot from 24 ft (assist by D. Exum)
9:48.0,S. Telfair misses 2-pt shot from 19 ft,,27-17,,
9:47.0,,,27-17,,Defensive rebound by E. Kanter
9:33.0,,,27-17,,T. Booker misses 2-pt shot from 17 ft
9:33.0,,,27-17,,Offensive rebound by E. Kanter
9:33.0,,,27-17,,Shooting foul by N. Collison (drawn by E. Kanter)
9:33.0,,,27-17,,E. Kanter misses free throw 1 of 2
9:33.0,,,27-17,,Offensive rebound by Team
9:33.0,,,27-17,,E. Kanter misses free throw 2 of 2
9:32.0,Defensive rebound by K. Perkins,,27-17,,
9:12.0,Shooting foul by D. Exum (drawn by A. Morrow),,27-17,,
9:12.0,,,27-17,,Violation by Team (delay of game)
9:12.0,A. Morrow makes free throw 1 of 3,1,28-17,,
9:12.0,A. Morrow makes free throw 2 of 3,1,29-17,,
9:12.0,,,29-17,,J. Evans enters the game for T. Booker
9:12.0,A. Morrow makes free throw 3 of 3,1,30-17,,
9:00.0,,,30-20,3,T. Burke makes 3-pt shot from 24 ft (assist by D. Exum)
8:38.0,S. Telfair misses 3-pt shot from 24 ft,,30-20,,
8:37.0,Offensive rebound by K. Perkins,,30-20,,
8:36.0,Offensive foul by K. Perkins,,30-20,,
8:36.0,Turnover by K. Perkins (offensive foul),,30-20,,
8:36.0,Official timeout,,30-20,,
8:26.0,,,30-20,,Offensive foul by E. Kanter
8:26.0,,,30-20,,Turnover by E. Kanter (offensive foul)
8:13.0,N. Collison misses 3-pt shot from 23 ft,,30-20,,
8:12.0,,,30-20,,Defensive rebound by G. Hayward
8:02.0,,,30-20,,T. Burke misses 3-pt shot from 24 ft
8:01.0,Defensive rebound by J. Lamb,,30-20,,
7:55.0,Shooting foul by G. Hayward (drawn by J. Lamb),,30-20,,
7:55.0,J. Lamb makes free throw 1 of 2,1,31-20,,
7:55.0,R. Jackson enters the game for S. Telfair,,31-20,,
7:55.0,,,31-20,,A. Burks enters the game for D. Exum
7:55.0,J. Lamb makes free throw 2 of 2,1,32-20,,
7:43.0,,,32-20,,Turnover by G. Hayward (bad pass; steal by A. Morrow)
7:37.0,A. Morrow makes 3-pt shot from 23 ft (assist by J. Lamb),3,35-20,,
7:23.0,,,35-20,,E. Kanter misses 2-pt shot from 12 ft
7:21.0,Defensive rebound by R. Jackson,,35-20,,
7:09.0,K. Perkins makes 2-pt shot from 5 ft,2,37-20,,
6:50.0,,,37-20,,Turnover by A. Burks (bad pass; steal by K. Perkins)
6:47.0,,,37-20,,J. Ingles enters the game for G. Hayward
6:47.0,,,37-20,,D. Favors enters the game for E. Kanter
6:47.0,S. Ibaka enters the game for N. Collison,,37-20,,
6:44.0,,,37-20,,Personal foul by J. Ingles (drawn by A. Morrow)
6:44.0,,,37-20,,T. Booker enters the game for J. Evans
6:34.0,R. Jackson misses 2-pt shot from 12 ft,,37-20,,
6:32.0,,,37-20,,Defensive rebound by T. Booker
6:22.0,,,37-22,2,D. Favors makes 2-pt shot from 1 ft (assist by T. Burke)
6:15.0,Oklahoma City full timeout,,37-22,,
6:15.0,S. Adams enters the game for K. Perkins,,37-22,,
6:04.0,S. Adams makes 2-pt shot at rim (assist by R. Jackson),2,39-22,,
5:40.0,,,39-22,,D. Favors misses 2-pt shot from 4 ft
5:39.0,Defensive rebound by S. Adams,,39-22,,
5:28.0,J. Lamb misses 3-pt shot from 25 ft,,39-22,,
5:27.0,,,39-22,,Defensive rebound by T. Burke
5:17.0,,,39-22,,T. Burke misses 2-pt shot from 4 ft (block by S. Adams)
5:15.0,,,39-22,,Offensive rebound by D. Favors
5:15.0,,,39-22,,D. Favors misses 2-pt shot from 3 ft (block by J. Lamb)
5:13.0,,,39-22,,Offensive rebound by D. Favors
5:13.0,,,39-22,,D. Favors misses 2-pt shot from 2 ft
5:11.0,,,39-22,,Offensive rebound by D. Favors
5:10.0,,,39-22,,D. Favors misses 2-pt shot from 4 ft
5:07.0,Defensive rebound by S. Adams,,39-22,,
4:51.0,S. Ibaka misses 2-pt shot from 12 ft,,39-22,,
4:50.0,,,39-22,,Defensive rebound by D. Favors
4:47.0,,,39-22,,Shooting foul by R. Jackson (drawn by A. Burks)
4:47.0,,,39-23,1,A. Burks makes free throw 1 of 2
4:47.0,,,39-23,,R. Gobert enters the game for D. Favors
4:47.0,,,39-24,1,A. Burks makes free throw 2 of 2
4:36.0,A. Morrow misses 2-pt shot from 8 ft,,39-24,,
4:34.0,,,39-24,,Defensive rebound by T. Booker
4:22.0,,,39-24,,T. Booker misses 2-pt shot from 3 ft
4:22.0,,,39-24,,Offensive rebound by R. Gobert
4:22.0,,,39-24,,Shooting foul by S. Ibaka (drawn by R. Gobert)
4:22.0,,,39-25,1,R. Gobert makes free throw 1 of 2
4:22.0,,,39-26,1,R. Gobert makes free throw 2 of 2
4:10.0,Turnover by R. Jackson (lost ball; steal by J. Ingles),,39-26,,
3:49.0,,,39-26,,Turnover by A. Burks (bad pass; steal by J. Lamb)
3:27.0,S. Ibaka misses 3-pt shot from 24 ft,,39-26,,
3:25.0,,,39-26,,Defensive rebound by J. Ingles
3:23.0,,,39-26,,Turnover by J. Ingles (bad pass; steal by S. Ibaka)
2:59.0,A. Morrow misses 2-pt shot from 19 ft,,39-26,,
2:58.0,,,39-26,,Defensive rebound by J. Ingles
2:43.0,,,39-26,,Shooting foul by S. Adams (drawn by A. Burks)
2:43.0,,,39-26,,Utah full timeout
2:43.0,,,39-26,,G. Hayward enters the game for J. Ingles
2:43.0,,,39-26,,E. Kanter enters the game for T. Booker
