time,Oklahoma City,pts.away,score,pts.home,Utah
2:43.0,L. Thomas enters the game for A. Morrow,,39-26,,
2:43.0,,,39-27,1,A. Burks makes free throw 1 of 2
2:43.0,,,39-28,1,A. Burks makes free throw 2 of 2
2:35.0,Shooting foul by R. Gobert (drawn by S. Adams),,39-28,,
2:35.0,,,39-28,,Technical foul by Team
2:35.0,R. Jackson makes technical free throw,1,40-28,,
2:35.0,S. Adams misses free throw 1 of 2,,40-28,,
2:35.0,Offensive rebound by Team,,40-28,,
2:35.0,S. Adams misses free throw 2 of 2,,40-28,,
2:34.0,,,40-28,,Defensive rebound by R. Gobert
2:25.0,,,40-28,,Shooting foul by S. Adams (drawn by G. Hayward)
2:25.0,,,40-28,,G. Hayward misses free throw 1 of 2
2:25.0,,,40-28,,Offensive rebound by Team
2:25.0,K. Perkins enters the game for S. Adams,,40-28,,
2:25.0,,,40-29,1,G. Hayward makes free throw 2 of 2
2:11.0,Turnover by R. Jackson (bad pass; steal by R. Gobert),,40-29,,
2:11.0,Personal foul by K. Perkins (drawn by E. Kanter),,40-29,,
2:11.0,,,40-30,1,E. Kanter makes free throw 1 of 2
2:11.0,,,40-31,1,E. Kanter makes free throw 2 of 2
2:00.0,S. Ibaka misses 2-pt shot from 19 ft,,40-31,,
1:58.0,,,40-31,,Defensive rebound by A. Burks
1:49.0,,,40-31,,A. Burks misses 2-pt shot from 17 ft
1:48.0,Defensive rebound by K. Perkins,,40-31,,
1:38.0,L. Thomas misses 2-pt shot from 18 ft,,40-31,,
1:37.0,,,40-31,,Defensive rebound by A. Burks
1:34.0,,,40-33,2,G. Hayward makes 2-pt shot from 2 ft (assist by A. Burks)
1:34.0,,,40-33,,Shooting foul by J. Lamb (drawn by G. Hayward)
1:34.0,,,40-34,1,G. Hayward makes free throw 1 of 1
1:31.0,Oklahoma City full timeout,,40-34,,
1:31.0,A. Morrow enters the game for S. Ibaka,,40-34,,
1:31.0,N. Collison enters the game for J. Lamb,,40-34,,
1:20.0,R. Jackson misses 2-pt shot from 20 ft,,40-34,,
1:19.0,,,40-34,,Defensive rebound by E. Kanter
1:04.0,,,40-34,,Turnover by G. Hayward (lost ball; steal by L. Thomas)
0:56.0,Turnover by R. Jackson (bad pass; steal by A. Burks),,40-34,,
0:48.0,,,40-36,2,E. Kanter makes 2-pt shot from 2 ft (assist by A. Burks)
0:31.0,R. Jackson misses 2-pt shot from 3 ft,,40-36,,
0:31.0,,,40-36,,Defensive rebound by E. Kanter
0:31.0,Loose ball foul by R. Jackson (drawn by E. Kanter),,40-36,,
0:31.0,,,40-37,1,E. Kanter makes free throw 1 of 2
0:31.0,,,40-37,,J. Ingles enters the game for G. Hayward
0:31.0,,,40-38,1,E. Kanter makes free throw 2 of 2
0:17.0,K. Perkins makes 2-pt shot from 5 ft (assist by R. Jackson),2,42-38,,
0:02.0,,,42-40,2,E. Kanter makes 2-pt shot from 16 ft (assist by T. Burke)
0:01.0,A. Morrow misses 3-pt shot from 24 ft,,42-40,,
0:00.0,Offensive rebound by Team,,42-40,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:49.0,,,42-40,,Shooting foul by S. Ibaka (drawn by E. Kanter)
11:49.0,,,42-40,,E. Kanter misses free throw 1 of 2
11:49.0,,,42-40,,Offensive rebound by Team
11:49.0,,,42-40,,E. Kanter misses free throw 2 of 2
11:48.0,Defensive rebound by L. Thomas,,42-40,,
11:29.0,L. Thomas makes 2-pt shot from 15 ft (assist by R. Jackson),2,44-40,,
11:09.0,,,44-42,2,D. Favors makes 2-pt shot from 4 ft (assist by T. Burke)
10:49.0,S. Ibaka misses 3-pt shot from 25 ft,,44-42,,
10:48.0,Offensive rebound by L. Thomas,,44-42,,
10:48.0,L. Thomas makes 2-pt shot from 1 ft,2,46-42,,
10:48.0,Shooting foul by A. Burks (drawn by L. Thomas),,46-42,,
10:48.0,L. Thomas misses free throw 1 of 1,,46-42,,
10:47.0,,,46-42,,Defensive rebound by G. Hayward
10:31.0,,,46-45,3,A. Burks makes 3-pt shot from 22 ft (assist by D. Favors)
10:08.0,S. Ibaka misses 2-pt shot from 5 ft,,46-45,,
10:07.0,,,46-45,,Defensive rebound by E. Kanter
9:53.0,,,46-45,,E. Kanter misses 2-pt shot from 18 ft
9:52.0,Defensive rebound by R. Jackson,,46-45,,
9:42.0,J. Lamb misses 3-pt shot from 24 ft,,46-45,,
9:41.0,,,46-45,,Defensive rebound by E. Kanter
9:26.0,,,46-45,,T. Burke misses 3-pt shot from 24 ft
9:24.0,,,46-45,,Offensive rebound by E. Kanter
9:24.0,,,46-45,,E. Kanter misses 2-pt shot from 3 ft
9:23.0,,,46-45,,Offensive rebound by E. Kanter
9:23.0,,,46-45,,E. Kanter misses 2-pt shot from 3 ft
9:22.0,Defensive rebound by S. Adams,,46-45,,
9:11.0,R. Jackson misses 2-pt shot from 18 ft,,46-45,,
9:11.0,Offensive rebound by S. Adams,,46-45,,
9:11.0,Shooting foul by E. Kanter (drawn by S. Adams),,46-45,,
9:11.0,S. Adams makes free throw 1 of 2,1,47-45,,
9:11.0,S. Adams misses free throw 2 of 2,,47-45,,
9:10.0,,,47-45,,Defensive rebound by D. Favors
8:53.0,,,47-45,,T. Burke misses 2-pt shot from 8 ft
8:52.0,Defensive rebound by S. Ibaka,,47-45,,
8:37.0,S. Ibaka misses 2-pt shot from 15 ft,,47-45,,
8:36.0,,,47-45,,Defensive rebound by A. Burks
8:21.0,,,47-45,,T. Burke misses 2-pt shot from 1 ft
8:19.0,,,47-45,,Offensive rebound by E. Kanter
8:19.0,,,47-45,,E. Kanter misses 2-pt shot from 2 ft
8:19.0,,,47-45,,Offensive rebound by E. Kanter
8:19.0,,,47-47,2,E. Kanter makes 2-pt shot from 2 ft
8:06.0,J. Lamb misses 2-pt shot from 17 ft,,47-47,,
8:05.0,Offensive rebound by S. Ibaka,,47-47,,
8:05.0,Shooting foul by D. Favors (drawn by S. Ibaka),,47-47,,
8:05.0,S. Ibaka makes free throw 1 of 2,1,48-47,,
8:05.0,S. Ibaka misses free throw 2 of 2,,48-47,,
8:03.0,Offensive rebound by L. Thomas,,48-47,,
8:03.0,L. Thomas makes 2-pt shot from 2 ft,2,50-47,,
7:50.0,,,50-49,2,T. Burke makes 2-pt shot from 7 ft
7:28.0,J. Lamb makes 2-pt shot from 18 ft,2,52-49,,
7:10.0,,,52-51,2,D. Favors makes 2-pt shot at rim (assist by T. Burke)
6:56.0,Offensive foul by S. Adams,,52-51,,
6:56.0,Turnover by S. Adams (offensive foul),,52-51,,
6:56.0,K. Perkins enters the game for S. Adams,,52-51,,
6:56.0,A. Morrow enters the game for J. Lamb,,52-51,,
6:41.0,Personal foul by K. Perkins (drawn by E. Kanter),,52-51,,
6:28.0,,,52-51,,A. Burks misses 3-pt shot from 24 ft
6:24.0,Defensive rebound by S. Ibaka,,52-51,,
6:11.0,S. Ibaka misses 2-pt shot from 18 ft,,52-51,,
6:10.0,,,52-51,,Defensive rebound by G. Hayward
5:57.0,,,52-53,2,G. Hayward makes 2-pt shot from 1 ft
5:57.0,Oklahoma City full timeout,,52-53,,
5:57.0,,,52-53,,R. Gobert enters the game for D. Favors
5:57.0,,,52-53,,J. Ingles enters the game for G. Hayward
5:41.0,S. Ibaka misses 2-pt shot from 14 ft,,52-53,,
5:40.0,Offensive rebound by K. Perkins,,52-53,,
5:36.0,K. Perkins makes 2-pt shot from 1 ft,2,54-53,,
5:16.0,,,54-53,,E. Kanter misses 2-pt shot from 16 ft
5:15.0,Defensive rebound by A. Morrow,,54-53,,
4:58.0,S. Ibaka misses 2-pt shot from 18 ft,,54-53,,
4:56.0,,,54-53,,Defensive rebound by E. Kanter
4:42.0,,,54-53,,J. Ingles misses 3-pt shot from 23 ft
4:41.0,Defensive rebound by L. Thomas,,54-53,,
4:23.0,A. Morrow misses 2-pt shot from 19 ft,,54-53,,
4:21.0,,,54-53,,Defensive rebound by R. Gobert
4:12.0,,,54-55,2,T. Burke makes 2-pt shot from 3 ft
3:48.0,R. Jackson misses 2-pt shot from 19 ft,,54-55,,
3:46.0,,,54-55,,Defensive rebound by A. Burks
3:36.0,,,54-57,2,T. Burke makes 2-pt shot from 1 ft
3:36.0,Oklahoma City full timeout,,54-57,,
3:36.0,N. Collison enters the game for S. Ibaka,,54-57,,
3:36.0,S. Telfair enters the game for R. Jackson,,54-57,,
3:36.0,,,54-57,,T. Booker enters the game for E. Kanter
3:22.0,N. Collison makes 3-pt shot from 23 ft (assist by A. Morrow),3,57-57,,
3:10.0,Personal foul by A. Morrow (drawn by J. Ingles),,57-57,,
2:54.0,,,57-59,2,R. Gobert makes 2-pt shot at rim (assist by T. Burke)
2:39.0,,,57-59,,Personal foul by T. Booker (drawn by N. Collison)
2:39.0,,,57-59,,Utah full timeout
2:24.0,S. Telfair misses 2-pt shot from 5 ft (block by T. Burke),,57-59,,
2:21.0,,,57-59,,Defensive rebound by A. Burks
2:09.0,,,57-62,3,A. Burks makes 3-pt shot from 24 ft (assist by T. Burke)
1:49.0,Turnover by N. Collison (bad pass; steal by J. Ingles),,57-62,,
1:45.0,,,57-64,2,J. Ingles makes 2-pt shot at rim
1:29.0,Turnover by L. Thomas (bad pass; steal by T. Burke),,57-64,,
1:29.0,Personal foul by N. Collison (drawn by T. Burke),,57-64,,
1:29.0,,,57-64,,D. Exum enters the game for T. Burke
1:07.0,,,57-67,3,J. Ingles makes 3-pt shot from 23 ft (assist by D. Exum)
0:56.0,S. Telfair misses 3-pt shot from 25 ft,,57-67,,
0:54.0,,,57-67,,Defensive rebound by Team
0:47.0,,,57-67,,Turnover by T. Booker (bad pass; steal by N. Collison)
0:39.0,S. Telfair makes 2-pt shot from 2 ft,2,59-67,,
0:31.0,Personal foul by L. Thomas (drawn by A. Burks),,59-67,,
0:31.0,,,59-68,1,A. Burks makes free throw 1 of 2
0:31.0,R. Jackson enters the game for S. Telfair,,59-68,,
0:31.0,,,59-69,1,A. Burks makes free throw 2 of 2
0:10.0,R. Jackson misses 3-pt shot from 24 ft,,59-69,,
0:08.0,Offensive rebound by N. Collison,,59-69,,
0:07.0,Turnover by N. Collison (bad pass; steal by J. Ingles),,59-69,,
0:02.0,,,59-72,3,D. Exum makes 3-pt shot from 25 ft
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,Shooting foul by G. Hayward (drawn by J. Lamb),,59-72,,
11:50.0,J. Lamb makes free throw 1 of 2,1,60-72,,
11:50.0,J. Lamb makes free throw 2 of 2,1,61-72,,
11:36.0,,,61-74,2,T. Booker makes 2-pt shot from 1 ft (assist by J. Ingles)
11:10.0,N. Collison misses 3-pt shot from 23 ft,,61-74,,
11:09.0,,,61-74,,Defensive rebound by J. Ingles
10:52.0,,,61-77,3,D. Exum makes 3-pt shot from 24 ft (assist by G. Hayward)
10:34.0,J. Lamb misses 3-pt shot from 24 ft,,61-77,,
10:33.0,,,61-77,,Defensive rebound by R. Gobert
10:17.0,,,61-77,,D. Favors enters the game for R. Gobert
10:17.0,S. Adams enters the game for K. Perkins,,61-77,,
10:09.0,,,61-77,,T. Booker misses 3-pt shot from 22 ft
10:07.0,Defensive rebound by A. Morrow,,61-77,,
9:54.0,,,61-77,,Personal foul by D. Favors (drawn by S. Adams)
9:41.0,R. Jackson misses 2-pt shot from 21 ft,,61-77,,
9:39.0,Offensive rebound by S. Adams,,61-77,,
9:39.0,Turnover by Team (shot clock),,61-77,,
9:22.0,,,61-80,3,D. Exum makes 3-pt shot from 22 ft (assist by D. Favors)
9:20.0,Oklahoma City full timeout,,61-80,,
9:09.0,,,61-80,,Personal foul by D. Exum (drawn by N. Collison)
9:03.0,J. Lamb misses 2-pt shot from 7 ft,,61-80,,
9:01.0,,,61-80,,Defensive rebound by D. Favors
8:42.0,,,61-80,,G. Hayward misses 3-pt shot from 23 ft
8:41.0,Defensive rebound by A. Morrow,,61-80,,
8:27.0,A. Morrow misses 3-pt shot from 26 ft,,61-80,,
8:25.0,,,61-80,,Defensive rebound by D. Exum
8:06.0,,,61-80,,T. Booker misses 2-pt shot from 13 ft
8:05.0,Defensive rebound by R. Jackson,,61-80,,
7:56.0,S. Adams makes 2-pt shot from 2 ft (assist by J. Lamb),2,63-80,,
7:28.0,,,63-80,,T. Booker misses 2-pt shot from 1 ft
7:25.0,Defensive rebound by S. Adams,,63-80,,
7:15.0,R. Jackson makes 2-pt shot from 18 ft,2,65-80,,
6:58.0,,,65-80,,D. Exum misses 3-pt shot from 24 ft
6:56.0,Defensive rebound by N. Collison,,65-80,,
6:45.0,S. Adams misses 2-pt shot from 4 ft (block by D. Favors),,65-80,,
6:45.0,Offensive rebound by Team,,65-80,,
6:45.0,,,65-80,,T. Burke enters the game for D. Exum
6:45.0,,,65-80,,E. Kanter enters the game for T. Booker
6:34.0,N. Collison makes 2-pt shot from 18 ft (assist by R. Jackson),2,67-80,,
6:19.0,,,67-80,,G. Hayward misses 3-pt shot from 24 ft
6:18.0,,,67-80,,Offensive rebound by E. Kanter
6:13.0,,,67-80,,E. Kanter misses 2-pt shot from 2 ft
6:11.0,Defensive rebound by S. Adams,,67-80,,
5:57.0,Oklahoma City full timeout,,67-80,,
5:57.0,,,67-80,,A. Burks enters the game for J. Ingles
5:55.0,N. Collison misses 3-pt shot from 25 ft,,67-80,,
5:53.0,,,67-80,,Defensive rebound by A. Burks
5:35.0,,,67-80,,G. Hayward misses 3-pt shot from 24 ft
5:32.0,Defensive rebound by A. Morrow,,67-80,,
5:15.0,J. Lamb misses 2-pt shot from 4 ft,,67-80,,
5:14.0,,,67-80,,Defensive rebound by E. Kanter
5:03.0,,,67-80,,T. Burke misses 2-pt shot from 5 ft
5:02.0,,,67-80,,Offensive rebound by D. Favors
5:02.0,,,67-82,2,D. Favors makes 2-pt shot from 1 ft
4:49.0,R. Jackson makes 3-pt shot from 24 ft,3,70-82,,
4:36.0,,,70-84,2,E. Kanter makes 2-pt shot from 2 ft (assist by T. Burke)
4:18.0,R. Jackson misses 3-pt shot from 24 ft,,70-84,,
4:18.0,Offensive rebound by Team,,70-84,,
4:18.0,L. Thomas enters the game for N. Collison,,70-84,,
4:15.0,Turnover by S. Adams (bad pass; steal by G. Hayward),,70-84,,
4:10.0,,,70-84,,T. Burke misses 2-pt shot from 1 ft
4:09.0,,,70-84,,Offensive rebound by A. Burks
