time,LA Clippers,pts.away,score,pts.home,San Antonio
6:29.0,D. Jordan makes 2-pt shot at rim (assist by C. Paul),2,15-11,,
6:14.0,,,15-13,2,T. Duncan makes 2-pt shot from 19 ft (assist by T. Parker)
6:01.0,Shooting foul by K. Leonard (drawn by B. Griffin),,15-13,,
6:01.0,B. Griffin makes free throw 1 of 2,1,16-13,,
6:01.0,,,16-13,,M. Ginobili enters the game for D. Green
6:01.0,B. Griffin makes free throw 2 of 2,1,17-13,,
5:45.0,,,17-13,,B. Diaw misses 3-pt shot from 24 ft
5:44.0,,,17-13,,Offensive rebound by T. Duncan
5:37.0,,,17-15,2,T. Parker makes 2-pt shot from 1 ft
5:18.0,C. Paul misses 2-pt shot from 6 ft,,17-15,,
5:17.0,Offensive rebound by C. Paul,,17-15,,
5:14.0,,,17-15,,Personal foul by B. Diaw (drawn by C. Paul)
5:05.0,Turnover by C. Paul (bad pass; steal by K. Leonard),,17-15,,
4:50.0,,,17-15,,T. Parker misses 3-pt shot from 23 ft
4:49.0,Defensive rebound by J. Redick,,17-15,,
4:32.0,D. Jordan makes 2-pt shot at rim (assist by B. Griffin),2,19-15,,
4:18.0,,,19-17,2,K. Leonard makes 2-pt shot from 1 ft (assist by B. Diaw)
4:18.0,,,19-17,,Shooting foul by M. Barnes (drawn by K. Leonard)
4:18.0,J. Crawford enters the game for J. Redick,,19-17,,
4:18.0,,,19-17,,T. Splitter enters the game for T. Duncan
4:18.0,,,19-18,1,K. Leonard makes free throw 1 of 1
4:06.0,B. Griffin makes 2-pt shot from 9 ft,2,21-18,,
3:53.0,,,21-20,2,T. Splitter makes 2-pt shot from 1 ft (assist by B. Diaw)
3:30.0,B. Griffin misses 2-pt shot from 18 ft,,21-20,,
3:29.0,,,21-20,,Defensive rebound by T. Parker
3:22.0,,,21-20,,T. Parker misses 2-pt shot from 1 ft
3:21.0,,,21-20,,Offensive rebound by B. Diaw
3:19.0,,,21-22,2,M. Ginobili makes 2-pt shot from 21 ft
3:07.0,C. Paul misses 2-pt shot from 1 ft,,21-22,,
3:06.0,,,21-22,,Defensive rebound by B. Diaw
3:03.0,,,21-22,,T. Parker misses 3-pt shot from 23 ft
3:03.0,,,21-22,,Offensive rebound by Team
3:03.0,Loose ball foul by D. Jordan (drawn by B. Diaw),,21-22,,
3:03.0,LA Clippers full timeout,,21-22,,
3:03.0,S. Hawes enters the game for D. Jordan,,21-22,,
2:58.0,,,21-22,,Turnover by M. Ginobili (bad pass)
2:50.0,B. Griffin makes 2-pt shot at rim,2,23-22,,
2:50.0,Shooting foul by M. Ginobili (drawn by B. Griffin),,23-22,,
2:50.0,B. Griffin makes free throw 1 of 1,1,24-22,,
2:40.0,,,24-22,,Turnover by T. Splitter (bad pass; steal by J. Crawford)
2:25.0,S. Hawes makes 3-pt shot from 25 ft (assist by C. Paul),3,27-22,,
2:08.0,,,27-25,3,B. Diaw makes 3-pt shot from 25 ft (assist by M. Ginobili)
1:55.0,A. Rivers enters the game for M. Barnes,,27-25,,
1:55.0,,,27-25,,D. Green enters the game for K. Leonard
1:55.0,H. Turkoglu enters the game for C. Paul,,27-25,,
1:42.0,B. Griffin misses 2-pt shot from 19 ft,,27-25,,
1:41.0,,,27-25,,Defensive rebound by T. Parker
1:23.0,,,27-25,,M. Ginobili misses 3-pt shot from 22 ft
1:22.0,Defensive rebound by H. Turkoglu,,27-25,,
1:12.0,H. Turkoglu misses 3-pt shot from 25 ft,,27-25,,
1:11.0,,,27-25,,Defensive rebound by M. Ginobili
1:01.0,,,27-25,,Turnover by M. Ginobili (bad pass)
1:01.0,,,27-25,,P. Mills enters the game for T. Parker
0:50.0,Offensive foul by B. Griffin,,27-25,,
0:50.0,Turnover by B. Griffin (offensive foul),,27-25,,
0:37.0,,,27-25,,P. Mills misses 2-pt shot from 9 ft
0:36.0,Defensive rebound by B. Griffin,,27-25,,
0:19.0,B. Griffin makes 2-pt shot from 2 ft (assist by S. Hawes),2,29-25,,
0:08.0,Personal take foul by A. Rivers (drawn by P. Mills),,29-25,,
0:08.0,M. Barnes enters the game for B. Griffin,,29-25,,
0:01.0,,,29-25,,M. Ginobili misses 3-pt shot from 26 ft
0:00.0,Defensive rebound by H. Turkoglu,,29-25,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:46.0,S. Hawes makes 3-pt shot from 22 ft (assist by H. Turkoglu),3,32-25,,
11:35.0,Violation by D. Jordan (kicked ball),,32-25,,
11:35.0,,,32-25,,C. Joseph enters the game for P. Mills
11:27.0,,,32-25,,D. Green misses 3-pt shot from 24 ft
11:26.0,Defensive rebound by D. Jordan,,32-25,,
11:15.0,J. Crawford makes 2-pt shot from 9 ft,2,34-25,,
11:12.0,,,34-25,,San Antonio full timeout
10:59.0,,,34-25,,D. Green misses 2-pt shot from 12 ft
10:59.0,Defensive rebound by S. Hawes,,34-25,,
10:36.0,J. Crawford misses 3-pt shot from 27 ft,,34-25,,
10:35.0,,,34-25,,Defensive rebound by Team
10:31.0,Personal foul by J. Crawford (drawn by M. Ginobili),,34-25,,
10:23.0,Violation by D. Jordan (def goaltending),,34-25,,
10:23.0,,,34-27,2,B. Diaw makes 2-pt shot from 2 ft (assist by M. Ginobili)
10:09.0,J. Crawford makes 2-pt shot from 21 ft (assist by D. Jordan),2,36-27,,
9:51.0,,,36-29,2,T. Splitter makes 2-pt shot from 7 ft
9:40.0,Turnover by J. Crawford (lost ball; steal by T. Splitter),,36-29,,
9:38.0,Clear path foul by H. Turkoglu,,36-29,,
9:38.0,,,36-29,,M. Ginobili misses clear path free throw 1 of 2
9:38.0,,,36-29,,Offensive rebound by Team
9:38.0,,,36-30,1,M. Ginobili makes clear path free throw 2 of 2
9:38.0,,,36-30,,M. Bonner enters the game for B. Diaw
9:38.0,,,36-30,,K. Leonard enters the game for M. Ginobili
9:22.0,,,36-30,,M. Bonner misses 2-pt shot from 8 ft
9:20.0,Defensive rebound by Team,,36-30,,
9:09.0,A. Rivers makes 2-pt shot from 10 ft,2,38-30,,
8:48.0,,,38-30,,Turnover by T. Splitter (bad pass; steal by S. Hawes)
8:31.0,S. Hawes misses 3-pt shot from 26 ft,,38-30,,
8:30.0,,,38-30,,Defensive rebound by M. Bonner
8:25.0,,,38-30,,Turnover by C. Joseph (bad pass; steal by A. Rivers)
8:18.0,J. Crawford misses 2-pt shot from 18 ft,,38-30,,
8:16.0,Offensive rebound by S. Hawes,,38-30,,
8:16.0,S. Hawes misses 2-pt shot from 1 ft (block by D. Green),,38-30,,
8:13.0,Offensive rebound by J. Crawford,,38-30,,
8:11.0,H. Turkoglu misses 3-pt shot from 23 ft,,38-30,,
8:08.0,Offensive rebound by D. Jordan,,38-30,,
8:05.0,H. Turkoglu makes 3-pt shot from 23 ft,3,41-30,,
7:43.0,,,41-32,2,K. Leonard makes 2-pt shot from 10 ft
7:37.0,Turnover by D. Jordan (bad pass; steal by D. Green),,41-32,,
7:34.0,,,41-32,,D. Green misses 3-pt shot from 24 ft
7:33.0,Defensive rebound by D. Jordan,,41-32,,
7:15.0,A. Rivers misses 2-pt shot from 7 ft,,41-32,,
7:15.0,Offensive rebound by Team,,41-32,,
7:15.0,,,41-32,,Loose ball foul by C. Joseph (drawn by S. Hawes)
7:15.0,,,41-32,,T. Duncan enters the game for T. Splitter
7:15.0,,,41-32,,T. Parker enters the game for C. Joseph
7:01.0,A. Rivers misses 3-pt shot from 24 ft,,41-32,,
7:00.0,Offensive rebound by D. Jordan,,41-32,,
6:58.0,H. Turkoglu makes 2-pt shot from 12 ft,2,43-32,,
6:36.0,,,43-32,,M. Bonner misses 3-pt shot from 24 ft
6:36.0,Defensive rebound by H. Turkoglu,,43-32,,
6:32.0,Turnover by H. Turkoglu (bad pass),,43-32,,
6:14.0,,,43-32,,K. Leonard misses 2-pt shot from 13 ft
6:13.0,Defensive rebound by D. Jordan,,43-32,,
6:05.0,,,43-32,,Personal foul by K. Leonard (drawn by D. Jordan)
6:05.0,B. Griffin enters the game for S. Hawes,,43-32,,
6:05.0,C. Paul enters the game for A. Rivers,,43-32,,
5:56.0,Turnover by H. Turkoglu (bad pass; steal by T. Duncan),,43-32,,
5:50.0,,,43-32,,T. Parker misses 2-pt shot from 3 ft (block by D. Jordan)
5:49.0,Defensive rebound by Team,,43-32,,
5:49.0,Official timeout,,43-32,,
5:49.0,,,43-32,,B. Diaw enters the game for M. Bonner
5:49.0,M. Barnes enters the game for H. Turkoglu,,43-32,,
5:37.0,B. Griffin misses 2-pt shot from 5 ft,,43-32,,
5:36.0,Offensive rebound by D. Jordan,,43-32,,
5:15.0,M. Barnes misses 2-pt shot from 5 ft,,43-32,,
5:14.0,,,43-32,,Defensive rebound by K. Leonard
5:09.0,,,43-32,,D. Green misses 3-pt shot from 24 ft
5:08.0,Defensive rebound by B. Griffin,,43-32,,
5:01.0,J. Redick enters the game for J. Crawford,,43-32,,
4:44.0,M. Barnes misses 3-pt shot from 24 ft,,43-32,,
4:42.0,,,43-32,,Defensive rebound by B. Diaw
4:32.0,,,43-35,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
4:09.0,B. Griffin makes 2-pt shot at rim (assist by M. Barnes),2,45-35,,
3:53.0,,,45-35,,T. Parker misses 2-pt shot from 2 ft (block by D. Jordan)
3:53.0,,,45-35,,Offensive rebound by Team
3:46.0,Personal foul by D. Jordan (drawn by T. Parker),,45-35,,
3:43.0,Personal foul by D. Jordan (drawn by T. Duncan),,45-35,,
3:43.0,S. Hawes enters the game for D. Jordan,,45-35,,
3:32.0,,,45-37,2,B. Diaw makes 2-pt shot from 2 ft (assist by T. Parker)
3:19.0,Turnover by S. Hawes (traveling),,45-37,,
3:06.0,,,45-37,,Turnover by T. Parker (lost ball)
2:59.0,LA Clippers full timeout,,45-37,,
2:50.0,J. Redick misses 2-pt shot from 7 ft,,45-37,,
2:49.0,,,45-37,,Defensive rebound by T. Duncan
2:42.0,,,45-37,,T. Parker misses 2-pt shot from 2 ft
2:41.0,Defensive rebound by B. Griffin,,45-37,,
2:37.0,S. Hawes misses 2-pt shot from 1 ft (block by D. Green),,45-37,,
2:37.0,,,45-37,,Defensive rebound by Team
2:30.0,,,45-37,,Turnover by B. Diaw (lost ball; steal by M. Barnes)
2:24.0,B. Griffin makes 2-pt shot at rim,2,47-37,,
2:22.0,,,47-37,,San Antonio full timeout
2:22.0,,,47-37,,M. Ginobili enters the game for D. Green
2:09.0,,,47-39,2,K. Leonard makes 2-pt shot from 21 ft (assist by T. Parker)
1:54.0,B. Griffin makes 2-pt shot from 20 ft (assist by M. Barnes),2,49-39,,
1:34.0,,,49-39,,B. Diaw misses 2-pt shot from 1 ft (block by B. Griffin)
1:32.0,Defensive rebound by M. Barnes,,49-39,,
1:24.0,C. Paul misses 2-pt shot from 19 ft,,49-39,,
1:23.0,,,49-39,,Defensive rebound by T. Parker
1:16.0,,,49-42,3,K. Leonard makes 3-pt shot from 23 ft (assist by T. Parker)
0:57.0,,,49-42,,Personal foul by T. Duncan (drawn by B. Griffin)
0:49.0,S. Hawes makes 2-pt shot from 6 ft (assist by B. Griffin),2,51-42,,
0:39.0,,,51-42,,Turnover by T. Parker (lost ball; steal by S. Hawes)
0:35.0,C. Paul makes 2-pt shot at rim,2,53-42,,
0:24.0,,,53-42,,B. Diaw misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by C. Paul,,53-42,,
0:01.0,C. Paul makes 3-pt shot from 28 ft,3,56-42,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,M. Barnes misses 3-pt shot from 25 ft,,56-42,,
11:42.0,,,56-42,,Defensive rebound by D. Green
11:28.0,,,56-45,3,K. Leonard makes 3-pt shot from 22 ft (assist by T. Splitter)
11:15.0,J. Redick makes 2-pt shot from 20 ft (assist by C. Paul),2,58-45,,
11:06.0,Violation by D. Jordan (kicked ball),,58-45,,
10:56.0,,,58-45,,K. Leonard misses 2-pt shot from 18 ft
10:55.0,Defensive rebound by C. Paul,,58-45,,
10:52.0,M. Barnes misses 2-pt shot from 1 ft (block by D. Green),,58-45,,
10:51.0,Offensive rebound by M. Barnes,,58-45,,
10:42.0,Turnover by C. Paul (bad pass; steal by K. Leonard),,58-45,,
10:35.0,,,58-48,3,D. Green makes 3-pt shot from 25 ft (assist by T. Parker)
10:22.0,B. Griffin makes 2-pt shot from 2 ft,2,60-48,,
10:11.0,Def 3 sec tech foul by D. Jordan,,60-48,,
10:11.0,,,60-49,1,D. Green makes technical free throw
10:02.0,,,60-49,,T. Duncan misses 2-pt shot from 7 ft (block by D. Jordan)
10:01.0,Defensive rebound by D. Jordan,,60-49,,
9:56.0,C. Paul misses 3-pt shot from 24 ft,,60-49,,
9:55.0,,,60-49,,Defensive rebound by T. Duncan
9:48.0,,,60-49,,Shooting foul by C. Paul (drawn by T. Splitter)
9:48.0,,,60-50,1,T. Splitter makes free throw 1 of 2
9:48.0,,,60-51,1,T. Splitter makes free throw 2 of 2
9:24.0,C. Paul misses 2-pt shot from 20 ft,,60-51,,
9:23.0,Offensive rebound by Team,,60-51,,
9:23.0,,,60-51,,Loose ball foul by T. Parker (drawn by B. Griffin)
9:10.0,M. Barnes misses 3-pt shot from 23 ft,,60-51,,
9:09.0,Offensive rebound by D. Jordan,,60-51,,
9:08.0,Shooting foul by T. Splitter (drawn by M. Barnes),,60-51,,
9:08.0,M. Barnes makes free throw 1 of 2,1,61-51,,
9:08.0,M. Barnes makes free throw 2 of 2,1,62-51,,
8:55.0,,,62-51,,K. Leonard misses 2-pt shot from 8 ft
8:55.0,Defensive rebound by D. Jordan,,62-51,,
8:40.0,Turnover by J. Redick (bad pass; steal by K. Leonard),,62-51,,
8:36.0,,,62-51,,Shooting foul by M. Barnes (drawn by T. Parker)
8:36.0,,,62-52,1,T. Parker makes free throw 1 of 2
8:36.0,,,62-52,,T. Parker misses free throw 2 of 2
8:35.0,Defensive rebound by D. Jordan,,62-52,,
8:14.0,M. Barnes misses 2-pt shot from 2 ft,,62-52,,
8:13.0,,,62-52,,Defensive rebound by T. Duncan
8:04.0,,,62-52,,T. Duncan misses 2-pt shot from 4 ft (block by D. Jordan)
8:00.0,Defensive rebound by J. Redick,,62-52,,
7:55.0,J. Redick misses 3-pt shot from 23 ft,,62-52,,
7:54.0,,,62-52,,Defensive rebound by K. Leonard
7:49.0,,,62-52,,Shooting foul by D. Jordan (drawn by K. Leonard)
7:49.0,,,62-53,1,K. Leonard makes free throw 1 of 2
7:49.0,,,62-53,,M. Ginobili enters the game for D. Green
7:49.0,,,62-53,,B. Diaw enters the game for T. Splitter
7:49.0,S. Hawes enters the game for D. Jordan,,62-53,,
7:49.0,,,62-54,1,K. Leonard makes free throw 2 of 2
7:42.0,B. Griffin makes 2-pt shot at rim (assist by M. Barnes),2,64-54,,
7:20.0,,,64-54,,B. Diaw misses 3-pt shot from 25 ft
7:19.0,Defensive rebound by J. Redick,,64-54,,
7:10.0,S. Hawes makes 3-pt shot from 25 ft (assist by C. Paul),3,67-54,,
7:09.0,,,67-54,,San Antonio full timeout
6:50.0,,,67-57,3,K. Leonard makes 3-pt shot from 24 ft (assist by B. Diaw)
6:29.0,S. Hawes misses 3-pt shot from 25 ft,,67-57,,
6:28.0,,,67-57,,Defensive rebound by T. Duncan
6:21.0,Personal foul by C. Paul (drawn by T. Parker),,67-57,,
6:16.0,,,67-57,,Turnover by M. Ginobili (bad pass)
6:07.0,Shooting foul by K. Leonard (drawn by B. Griffin),,67-57,,
6:07.0,B. Griffin makes free throw 1 of 2,1,68-57,,
6:07.0,B. Griffin makes free throw 2 of 2,1,69-57,,
5:53.0,,,69-57,,T. Duncan misses 2-pt shot from 5 ft
5:52.0,Defensive rebound by B. Griffin,,69-57,,
5:46.0,C. Paul makes 2-pt shot from 10 ft,2,71-57,,
5:32.0,,,71-60,3,K. Leonard makes 3-pt shot from 26 ft
5:15.0,C. Paul makes 2-pt shot from 19 ft,2,73-60,,
5:01.0,,,73-60,,K. Leonard misses 3-pt shot from 24 ft
5:00.0,Defensive rebound by B. Griffin,,73-60,,
4:42.0,J. Crawford enters the game for J. Redick,,73-60,,
4:42.0,,,73-60,,A. Baynes enters the game for T. Duncan
4:38.0,Turnover by C. Paul (lost ball; steal by M. Ginobili),,73-60,,
4:37.0,Personal foul by C. Paul (drawn by M. Ginobili),,73-60,,
4:37.0,,,73-60,,M. Ginobili misses free throw 1 of 2
4:37.0,,,73-60,,Offensive rebound by Team
4:37.0,,,73-61,1,M. Ginobili makes free throw 2 of 2
4:20.0,B. Griffin misses 2-pt shot from 4 ft,,73-61,,
4:18.0,,,73-61,,Defensive rebound by T. Parker
4:11.0,,,73-61,,B. Diaw misses 3-pt shot from 25 ft
4:10.0,Defensive rebound by B. Griffin,,73-61,,
4:05.0,LA Clippers full timeout,,73-61,,
4:05.0,,,73-61,,P. Mills enters the game for T. Parker
3:50.0,B. Griffin misses 2-pt shot from 21 ft,,73-61,,
3:49.0,,,73-61,,Defensive rebound by M. Ginobili
3:41.0,,,73-61,,Turnover by A. Baynes (lost ball; steal by C. Paul)
3:22.0,Turnover by C. Paul (bad pass),,73-61,,
3:22.0,A. Rivers enters the game for C. Paul,,73-61,,
3:11.0,Personal foul by M. Barnes (drawn by K. Leonard),,73-61,,
3:11.0,,,73-62,1,K. Leonard makes free throw 1 of 2
3:11.0,,,73-62,,K. Leonard misses free throw 2 of 2
3:07.0,Defensive rebound by J. Crawford,,73-62,,
2:56.0,,,73-62,,Personal foul by B. Diaw (drawn by A. Rivers)
2:48.0,Shooting foul by P. Mills (drawn by J. Crawford),,73-62,,
2:48.0,J. Crawford makes free throw 1 of 3,1,74-62,,
2:48.0,J. Crawford makes free throw 2 of 3,1,75-62,,
2:48.0,J. Crawford makes free throw 3 of 3,1,76-62,,
2:37.0,,,76-62,,Shooting foul by M. Barnes (drawn by M. Ginobili)
2:37.0,,,76-63,1,M. Ginobili makes free throw 1 of 2
2:37.0,,,76-63,,M. Ginobili misses free throw 2 of 2
2:37.0,Defensive rebound by M. Barnes,,76-63,,
2:17.0,J. Crawford misses 2-pt shot from 13 ft,,76-63,,
2:15.0,Offensive rebound by M. Barnes,,76-63,,
2:10.0,A. Rivers misses 2-pt shot from 4 ft,,76-63,,
2:09.0,,,76-63,,Defensive rebound by K. Leonard
2:06.0,,,76-63,,M. Ginobili misses 2-pt shot from 2 ft (block by J. Crawford)
2:05.0,,,76-63,,Offensive rebound by Team
2:05.0,H. Turkoglu enters the game for M. Barnes,,76-63,,
1:58.0,,,76-65,2,B. Diaw makes 2-pt shot from 9 ft
1:37.0,B. Griffin makes 2-pt shot from 11 ft,2,78-65,,
1:22.0,,,78-65,,A. Baynes misses 2-pt shot from 11 ft
1:21.0,Defensive rebound by S. Hawes,,78-65,,
1:08.0,,,78-65,,Def 3 sec tech foul by K. Leonard
1:08.0,J. Crawford makes technical free throw,1,79-65,,
0:59.0,A. Rivers makes 3-pt shot from 25 ft (assist by B. Griffin),3,82-65,,
0:48.0,,,82-65,,P. Mills misses 2-pt shot from 1 ft
0:47.0,Defensive rebound by B. Griffin,,82-65,,
0:44.0,,,82-65,,Personal block foul by B. Diaw (drawn by B. Griffin)
0:44.0,B. Griffin makes free throw 1 of 2,1,83-65,,
0:44.0,,,83-65,,D. Green enters the game for K. Leonard
0:44.0,B. Griffin makes free throw 2 of 2,1,84-65,,
0:36.0,,,84-67,2,M. Ginobili makes 2-pt shot from 1 ft (assist by B. Diaw)
0:24.0,Turnover by B. Griffin (bad pass; steal by D. Green),,84-67,,
0:02.0,,,84-67,,Shooting foul by S. Hawes (drawn by M. Ginobili)
0:02.0,,,84-68,1,M. Ginobili makes free throw 1 of 2
0:02.0,,,84-69,1,M. Ginobili makes free throw 2 of 2
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:51.0,,,84-69,,Turnover by M. Ginobili (lost ball; steal by D. Jordan)
11:27.0,A. Rivers makes 2-pt shot from 5 ft,2,86-69,,
11:12.0,,,86-69,,B. Diaw misses 2-pt shot from 7 ft
11:11.0,Defensive rebound by D. Jordan,,86-69,,
10:59.0,A. Rivers misses 3-pt shot from 26 ft,,86-69,,
10:58.0,,,86-69,,Defensive rebound by B. Diaw
10:46.0,,,86-69,,Turnover by D. Green (bad pass; steal by S. Hawes)
10:43.0,Turnover by S. Hawes (bad pass; steal by D. Green),,86-69,,
10:41.0,Personal foul by H. Turkoglu (drawn by P. Mills),,86-69,,
10:35.0,,,86-69,,Shooting foul by S. Hawes (drawn by A. Baynes)
10:35.0,,,86-70,1,A. Baynes makes free throw 1 of 2
10:35.0,,,86-70,,A. Baynes misses free throw 2 of 2
10:34.0,Defensive rebound by D. Jordan,,86-70,,
10:23.0,J. Crawford misses 2-pt shot from 15 ft,,86-70,,
10:22.0,,,86-70,,Defensive rebound by B. Diaw
10:15.0,,,86-70,,M. Ginobili misses 3-pt shot from 23 ft (block by J. Crawford)
10:14.0,,,86-70,,Offensive rebound by Team
10:14.0,J. Redick enters the game for H. Turkoglu,,86-70,,
10:11.0,,,86-70,,M. Ginobili misses 2-pt shot from 14 ft
10:10.0,Defensive rebound by J. Redick,,86-70,,
10:01.0,Turnover by J. Crawford (bad pass; steal by M. Ginobili),,86-70,,
9:55.0,,,86-70,,Turnover by P. Mills (bad pass; steal by J. Crawford)
9:45.0,LA Clippers full timeout,,86-70,,
9:32.0,J. Crawford misses 3-pt shot from 26 ft,,86-70,,
9:31.0,Offensive rebound by D. Jordan,,86-70,,
9:22.0,Shooting foul by P. Mills (drawn by A. Rivers),,86-70,,
9:22.0,A. Rivers makes free throw 1 of 2,1,87-70,,
9:22.0,A. Rivers misses free throw 2 of 2,,87-70,,
9:21.0,,,87-70,,Defensive rebound by B. Diaw
9:04.0,,,87-70,,Shooting foul by S. Hawes (drawn by M. Ginobili)
9:04.0,,,87-70,,M. Ginobili misses free throw 1 of 2
9:04.0,,,87-70,,Offensive rebound by Team
9:04.0,,,87-70,,T. Parker enters the game for P. Mills
9:04.0,,,87-70,,T. Duncan enters the game for A. Baynes
9:04.0,,,87-70,,M. Bonner enters the game for B. Diaw
9:04.0,,,87-70,,M. Ginobili misses free throw 2 of 2
9:04.0,Defensive rebound by D. Jordan,,87-70,,
8:50.0,J. Crawford misses 2-pt shot from 18 ft,,87-70,,
8:49.0,,,87-70,,Defensive rebound by T. Parker
8:37.0,,,87-70,,Turnover by T. Duncan (bad pass; steal by J. Crawford)
8:34.0,J. Crawford misses 2-pt shot from 1 ft,,87-70,,
8:33.0,Offensive rebound by A. Rivers,,87-70,,
8:32.0,A. Rivers misses 2-pt shot from 1 ft,,87-70,,
8:31.0,,,87-70,,Defensive rebound by T. Duncan
8:20.0,,,87-73,3,D. Green makes 3-pt shot from 23 ft (assist by T. Parker)
8:20.0,LA Clippers full timeout,,87-73,,
8:20.0,,,87-73,,K. Leonard enters the game for M. Ginobili
8:20.0,B. Griffin enters the game for S. Hawes,,87-73,,
8:20.0,C. Paul enters the game for A. Rivers,,87-73,,
7:57.0,J. Crawford misses 2-pt shot from 20 ft,,87-73,,
7:56.0,,,87-73,,Defensive rebound by T. Parker
7:37.0,,,87-73,,K. Leonard misses 2-pt shot from 9 ft
7:36.0,Defensive rebound by B. Griffin,,87-73,,
7:25.0,C. Paul makes 2-pt shot from 17 ft,2,89-73,,
7:25.0,,,89-73,,San Antonio full timeout
7:25.0,M. Barnes enters the game for J. Crawford,,89-73,,
7:12.0,,,89-73,,D. Green misses 2-pt shot from 10 ft
7:11.0,Defensive rebound by B. Griffin,,89-73,,
6:59.0,C. Paul makes 2-pt shot from 19 ft,2,91-73,,
6:30.0,,,91-76,3,D. Green makes 3-pt shot from 24 ft
6:11.0,D. Jordan makes 2-pt shot from 1 ft (assist by J. Redick),2,93-76,,
5:59.0,,,93-76,,K. Leonard misses 3-pt shot from 23 ft
5:58.0,Defensive rebound by D. Jordan,,93-76,,
5:43.0,C. Paul misses 2-pt shot from 17 ft,,93-76,,
5:42.0,,,93-76,,Defensive rebound by K. Leonard
5:36.0,Personal foul by M. Barnes (drawn by T. Duncan),,93-76,,
5:24.0,,,93-76,,K. Leonard misses 3-pt shot from 22 ft
5:23.0,Defensive rebound by B. Griffin,,93-76,,
5:02.0,C. Paul misses 2-pt shot from 17 ft,,93-76,,
5:01.0,Offensive rebound by D. Jordan,,93-76,,
5:01.0,D. Jordan misses 2-pt shot at rim,,93-76,,
4:59.0,Offensive rebound by D. Jordan,,93-76,,
4:59.0,Shooting foul by T. Duncan (drawn by D. Jordan),,93-76,,
4:59.0,D. Jordan makes free throw 1 of 2,1,94-76,,
