time,Utah,pts.away,score,pts.home,Sacramento
6:14.0,Turnover by R. Gobert (bad pass; steal by R. McCallum),,83-80,,
6:11.0,,,83-82,2,O. Casspi makes 2-pt shot at rim (assist by R. McCallum)
6:10.0,Utah full timeout,,83-82,,
6:10.0,,,83-82,,Technical foul by D. Williams
6:10.0,R. Hood makes technical free throw,1,84-82,,
6:10.0,J. Ingles enters the game for E. Millsap,,84-82,,
5:47.0,R. Hood makes 3-pt shot from 26 ft (assist by D. Exum),3,87-82,,
5:24.0,,,87-84,2,D. Cousins makes 2-pt shot from 6 ft
5:01.0,R. Hood makes 2-pt shot from 14 ft,2,89-84,,
4:42.0,,,89-84,,R. McCallum misses 3-pt shot from 22 ft
4:42.0,Defensive rebound by J. Ingles,,89-84,,
4:36.0,Shooting foul by O. Casspi (drawn by R. Hood),,89-84,,
4:36.0,R. Hood makes 2-pt shot from 8 ft,2,91-84,,
4:36.0,R. Hood makes free throw 1 of 1,1,92-84,,
4:24.0,,,92-84,,Offensive foul by J. Thompson
4:24.0,,,92-84,,Turnover by J. Thompson (offensive foul)
4:24.0,,,92-84,,B. McLemore enters the game for O. Casspi
4:06.0,J. Ingles makes 3-pt shot from 23 ft (assist by D. Exum),3,95-84,,
4:05.0,,,95-84,,Sacramento full timeout
3:48.0,,,95-84,,R. McCallum misses 2-pt shot from 3 ft (block by T. Booker)
3:46.0,Defensive rebound by T. Booker,,95-84,,
3:38.0,R. Hood misses 2-pt shot from 6 ft,,95-84,,
3:37.0,Offensive rebound by T. Booker,,95-84,,
3:37.0,T. Booker makes 2-pt shot at rim,2,97-84,,
3:24.0,,,97-86,2,D. Cousins makes 2-pt shot from 1 ft
3:01.0,T. Booker misses 3-pt shot from 23 ft,,97-86,,
3:00.0,,,97-86,,Defensive rebound by D. Cousins
2:47.0,,,97-88,2,B. McLemore makes 2-pt shot from 2 ft
2:23.0,T. Booker misses 2-pt shot from 18 ft,,97-88,,
2:23.0,,,97-88,,Defensive rebound by D. Cousins
2:14.0,,,97-88,,D. Cousins misses 2-pt shot from 4 ft
2:14.0,Defensive rebound by T. Booker,,97-88,,
2:00.0,R. Hood makes 2-pt shot from 19 ft,2,99-88,,
1:49.0,,,99-88,,D. Cousins misses 2-pt shot from 7 ft
1:48.0,Defensive rebound by T. Booker,,99-88,,
1:26.0,T. Booker misses 2-pt shot from 17 ft,,99-88,,
1:25.0,Offensive rebound by R. Gobert,,99-88,,
1:25.0,R. Gobert makes 2-pt shot at rim,2,101-88,,
1:04.0,,,101-88,,D. Williams misses 2-pt shot from 22 ft
1:04.0,,,101-88,,Offensive rebound by D. Cousins
1:00.0,,,101-91,3,B. McLemore makes 3-pt shot from 24 ft (assist by D. Cousins)
0:41.0,R. Hood misses 3-pt shot from 25 ft,,101-91,,
0:39.0,,,101-91,,Defensive rebound by J. Thompson
0:34.0,,,101-93,2,D. Cousins makes 2-pt shot from 12 ft
0:34.0,,,101-93,,Shooting foul by D. Exum (drawn by D. Cousins)
0:34.0,B. Cotton enters the game for T. Booker,,101-93,,
0:34.0,,,101-93,,D. Cousins misses free throw 1 of 1
0:33.0,Defensive rebound by R. Hood,,101-93,,
0:21.0,Turnover by B. Cotton (bad pass; steal by B. McLemore),,101-93,,
0:18.0,,,101-95,2,B. McLemore makes 2-pt shot at rim
0:15.0,Turnover by B. Cotton (bad pass; steal by R. McCallum),,101-95,,
0:12.0,,,101-95,,R. McCallum misses 2-pt shot from 1 ft
0:11.0,Defensive rebound by J. Ingles,,101-95,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
