time,Utah,pts.away,score,pts.home,Golden State
2:51.0,Jump ball: H. Barnes vs. E. Kanter (S. Livingston gains possession),,,,Jump ball: H. Barnes vs. E. Kanter (S. Livingston gains possession)
2:24.0,,,81-98,,S. Livingston misses 2-pt shot from 1 ft
2:22.0,Defensive rebound by J. Evans,,81-98,,
2:05.0,E. Kanter makes 2-pt shot from 3 ft (assist by S. Novak),2,83-98,,
1:50.0,,,83-98,,S. Livingston misses 2-pt shot from 13 ft
1:49.0,Defensive rebound by S. Novak,,83-98,,
1:28.0,S. Novak makes 3-pt shot from 25 ft (assist by J. Evans),3,86-98,,
1:19.0,Personal foul by S. Novak (drawn by J. Holiday),,86-98,,
1:19.0,,,86-98,,J. Holiday misses free throw 1 of 2
1:19.0,,,86-98,,Offensive rebound by Team
1:19.0,,,86-99,1,J. Holiday makes free throw 2 of 2
1:07.0,S. Novak misses 3-pt shot from 27 ft,,86-99,,
1:06.0,,,86-99,,Defensive rebound by B. Rush
0:52.0,,,86-101,2,H. Barnes makes 2-pt shot from 17 ft
0:41.0,Turnover by D. Exum (bad pass),,86-101,,
0:22.0,,,86-101,,Turnover by H. Barnes (lost ball; steal by I. Clark)
0:11.0,E. Kanter makes 2-pt shot at rim (assist by I. Clark),2,88-101,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
