time,Philadelphia,pts.away,score,pts.home,Detroit
6:13.0,L. Mbah a Moute makes 2-pt shot from 20 ft (assist by M. Carter-Williams),2,89-94,,
5:47.0,,,89-94,,Turnover by C. Martin (lost ball)
5:47.0,Official timeout,,89-94,,
5:47.0,,,89-94,,B. Jennings enters the game for D. Augustin
5:24.0,K. McDaniels makes 2-pt shot from 18 ft (assist by M. Carter-Williams),2,91-94,,
4:59.0,,,91-94,,K. Singler misses 2-pt shot from 7 ft
4:58.0,Defensive rebound by M. Carter-Williams,,91-94,,
4:53.0,Offensive charge foul by L. Mbah a Moute,,91-94,,
4:53.0,Turnover by L. Mbah a Moute (offensive foul),,91-94,,
4:53.0,H. Sims enters the game for N. Noel,,91-94,,
4:53.0,,,91-94,,J. Smith enters the game for A. Drummond
4:53.0,,,91-94,,G. Monroe enters the game for J. Jerebko
4:32.0,,,91-94,,K. Singler misses 2-pt shot at rim
4:31.0,Defensive rebound by K. McDaniels,,91-94,,
4:26.0,K. McDaniels misses 3-pt shot from 26 ft,,91-94,,
4:25.0,,,91-94,,Defensive rebound by K. Singler
4:15.0,,,91-94,,B. Jennings misses 2-pt shot from 15 ft
4:15.0,Defensive rebound by Team,,91-94,,
3:58.0,H. Thompson misses 3-pt shot from 25 ft,,91-94,,
3:57.0,,,91-94,,Defensive rebound by Team
3:46.0,,,91-94,,B. Jennings misses 2-pt shot at rim
3:45.0,Defensive rebound by L. Mbah a Moute,,91-94,,
3:34.0,K. McDaniels makes 2-pt shot at rim (assist by H. Thompson),2,93-94,,
3:10.0,,,93-94,,J. Smith misses 2-pt shot from 6 ft
3:08.0,Defensive rebound by M. Carter-Williams,,93-94,,
2:56.0,L. Mbah a Moute misses 2-pt shot from 20 ft,,93-94,,
2:55.0,,,93-94,,Defensive rebound by B. Jennings
2:36.0,,,93-94,,G. Monroe misses 2-pt shot from 5 ft (block by K. McDaniels)
2:36.0,,,93-94,,Offensive rebound by Team
2:36.0,,,93-94,,Detroit full timeout
2:36.0,,,93-94,,K. Caldwell-Pope enters the game for C. Martin
2:36.0,N. Noel enters the game for H. Sims,,93-94,,
2:36.0,R. Covington enters the game for H. Thompson,,93-94,,
2:33.0,,,93-94,,B. Jennings misses 2-pt shot from 16 ft
2:32.0,Defensive rebound by K. McDaniels,,93-94,,
2:18.0,M. Carter-Williams makes 2-pt shot from 1 ft,2,95-94,,
2:03.0,,,95-94,,Shooting foul by K. McDaniels (drawn by K. Singler)
2:03.0,,,95-96,2,K. Singler makes 2-pt shot at rim (assist by J. Smith)
2:03.0,,,95-97,1,K. Singler makes free throw 1 of 1
1:44.0,K. McDaniels misses 2-pt shot from 2 ft,,95-97,,
1:43.0,,,95-97,,Defensive rebound by K. Caldwell-Pope
1:28.0,,,95-97,,G. Monroe misses 2-pt shot at rim (block by M. Carter-Williams)
1:27.0,Defensive rebound by R. Covington,,95-97,,
1:09.0,Turnover by M. Carter-Williams (lost ball; steal by K. Caldwell-Pope),,95-97,,
1:00.0,Violation by N. Noel (def goaltending),,95-97,,
1:00.0,,,95-99,2,J. Smith makes 2-pt shot from 5 ft
1:00.0,Philadelphia full timeout,,95-99,,
0:43.0,,,95-99,,Personal foul by J. Smith (drawn by L. Mbah a Moute)
0:43.0,L. Mbah a Moute makes free throw 1 of 2,1,96-99,,
0:43.0,L. Mbah a Moute misses free throw 2 of 2,,96-99,,
0:43.0,Offensive rebound by R. Covington,,96-99,,
0:36.0,K. McDaniels misses 3-pt shot from 26 ft,,96-99,,
0:35.0,Offensive rebound by Team,,96-99,,
0:34.0,,,96-99,,Loose ball foul by K. Singler (drawn by L. Mbah a Moute)
0:34.0,L. Mbah a Moute makes free throw 1 of 2,1,97-99,,
0:34.0,L. Mbah a Moute misses free throw 2 of 2,,97-99,,
0:34.0,,,97-99,,Defensive rebound by K. Caldwell-Pope
0:16.0,,,97-99,,Shooting foul by N. Noel (drawn by J. Smith)
0:16.0,,,97-99,,J. Smith misses free throw 1 of 2
0:16.0,,,97-99,,Offensive rebound by Team
0:16.0,,,97-100,1,J. Smith makes free throw 2 of 2
0:16.0,Philadelphia full timeout,,97-100,,
0:16.0,H. Thompson enters the game for K. McDaniels,,97-100,,
0:13.0,H. Thompson makes 3-pt shot from 22 ft (assist by R. Covington),3,100-100,,
0:13.0,,,100-100,,Detroit full timeout
0:13.0,K. McDaniels enters the game for H. Thompson,,100-100,,
0:01.0,,,100-100,,B. Jennings misses 2-pt shot from 17 ft
0:00.0,,,100-100,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: N. Noel vs. J. Smith (B. Jennings gains possession),,,,Jump ball: N. Noel vs. J. Smith (B. Jennings gains possession)
4:41.0,Personal foul by M. Carter-Williams (drawn by J. Smith),,100-100,,
4:33.0,,,100-100,,K. Singler misses 2-pt shot at rim (block by K. McDaniels)
4:30.0,Defensive rebound by R. Covington,,100-100,,
4:12.0,M. Carter-Williams misses 2-pt shot at rim,,100-100,,
4:10.0,,,100-100,,Defensive rebound by G. Monroe
4:01.0,,,100-100,,G. Monroe misses 2-pt shot from 3 ft
3:59.0,Defensive rebound by N. Noel,,100-100,,
3:42.0,K. McDaniels misses 2-pt shot from 11 ft,,100-100,,
3:41.0,,,100-100,,Defensive rebound by G. Monroe
3:29.0,,,100-100,,G. Monroe misses 2-pt shot at rim
3:28.0,,,100-100,,Offensive rebound by J. Smith
3:27.0,,,100-100,,J. Smith misses 2-pt shot at rim (block by M. Carter-Williams)
3:25.0,Defensive rebound by R. Covington,,100-100,,
3:21.0,,,100-100,,Personal foul by K. Caldwell-Pope (drawn by R. Covington)
3:21.0,H. Sims enters the game for N. Noel,,100-100,,
3:07.0,H. Sims misses 2-pt shot at rim,,100-100,,
3:06.0,,,100-100,,Defensive rebound by K. Singler
2:52.0,,,100-100,,J. Smith misses 3-pt shot from 26 ft
2:51.0,Defensive rebound by R. Covington,,100-100,,
2:43.0,M. Carter-Williams misses 2-pt shot at rim,,100-100,,
2:42.0,,,100-100,,Defensive rebound by J. Smith
2:37.0,,,100-100,,Shooting foul by R. Covington (drawn by K. Caldwell-Pope)
2:37.0,,,100-101,1,K. Caldwell-Pope makes free throw 1 of 2
2:37.0,,,100-101,,K. Caldwell-Pope misses free throw 2 of 2
2:36.0,Defensive rebound by L. Mbah a Moute,,100-101,,
2:22.0,Turnover by M. Carter-Williams (bad pass; steal by K. Singler),,100-101,,
2:08.0,,,100-101,,G. Monroe misses 2-pt shot at rim
2:07.0,Defensive rebound by H. Sims,,100-101,,
1:57.0,H. Sims makes 2-pt shot from 19 ft (assist by M. Carter-Williams),2,102-101,,
1:29.0,,,102-101,,K. Caldwell-Pope misses 2-pt shot from 1 ft
1:27.0,Defensive rebound by L. Mbah a Moute,,102-101,,
1:22.0,Philadelphia full timeout,,102-101,,
1:22.0,Violation by Team (delay of game),,102-101,,
1:22.0,N. Noel enters the game for H. Sims,,102-101,,
1:10.0,N. Noel misses 2-pt shot from 1 ft,,102-101,,
1:09.0,,,102-101,,Defensive rebound by G. Monroe
0:50.0,,,102-101,,K. Singler misses 3-pt shot from 22 ft (block by K. McDaniels)
0:48.0,,,102-101,,Offensive rebound by G. Monroe
0:44.0,,,102-101,,G. Monroe misses 2-pt shot from 2 ft
0:44.0,Defensive rebound by Team,,102-101,,
0:44.0,Jump ball: N. Noel vs. J. Smith (R. Covington gains possession),,,,Jump ball: N. Noel vs. J. Smith (R. Covington gains possession)
0:30.0,N. Noel makes 2-pt shot from 4 ft (assist by M. Carter-Williams),2,104-101,,
0:30.0,,,104-101,,Detroit full timeout
0:21.0,,,104-101,,K. Caldwell-Pope misses 3-pt shot from 25 ft
0:20.0,,,104-101,,Offensive rebound by K. Singler
0:13.0,,,104-101,,K. Caldwell-Pope misses 3-pt shot from 24 ft
0:13.0,Defensive rebound by L. Mbah a Moute,,104-101,,
0:13.0,,,104-101,,Personal foul by B. Jennings (drawn by L. Mbah a Moute)
0:13.0,H. Sims enters the game for N. Noel,,104-101,,
0:13.0,Philadelphia full timeout,,104-101,,
0:12.0,,,104-101,,Personal foul by B. Jennings (drawn by L. Mbah a Moute)
0:12.0,M. Carter-Williams makes free throw 1 of 2,1,105-101,,
0:12.0,N. Noel enters the game for H. Sims,,105-101,,
0:12.0,M. Carter-Williams makes free throw 2 of 2,1,106-101,,
0:12.0,,,106-101,,Detroit full timeout
0:05.0,,,106-101,,Turnover by B. Jennings (bad pass; steal by K. McDaniels)
0:05.0,,,106-101,,Personal foul by K. Singler (drawn by R. Covington)
0:05.0,R. Covington makes free throw 1 of 2,1,107-101,,
0:05.0,R. Covington makes free throw 2 of 2,1,108-101,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
