time,San Antonio,pts.away,score,pts.home,Dallas
4:47.0,,,84-82,,D. Harris misses 2-pt shot from 9 ft
4:44.0,Defensive rebound by C. Joseph,,84-82,,
4:43.0,Turnover by C. Joseph (lost ball; steal by R. Rondo),,84-82,,
4:39.0,,,84-84,2,R. Rondo makes 2-pt shot from 15 ft
4:23.0,C. Joseph makes 2-pt shot from 1 ft,2,86-84,,
4:12.0,,,86-86,2,D. Nowitzki makes 2-pt shot from 11 ft
3:56.0,,,86-86,,Personal foul by D. Harris (drawn by K. Anderson)
3:52.0,M. Belinelli makes 2-pt shot from 10 ft,2,88-86,,
3:52.0,Shooting foul by D. Nowitzki (drawn by M. Belinelli),,88-86,,
3:52.0,,,88-86,,Dallas full timeout
3:52.0,,,88-86,,C. Parsons enters the game for D. Harris
3:52.0,B. Diaw enters the game for K. Anderson,,88-86,,
3:52.0,M. Belinelli makes free throw 1 of 1,1,89-86,,
3:32.0,,,89-89,3,M. Ellis makes 3-pt shot from 22 ft (assist by R. Rondo)
3:12.0,Turnover by M. Belinelli (bad pass; steal by M. Ellis),,89-89,,
2:55.0,,,89-91,2,M. Ellis makes 2-pt shot from 1 ft (assist by D. Nowitzki)
2:37.0,B. Diaw misses 2-pt shot from 4 ft,,89-91,,
2:37.0,Offensive rebound by Team,,89-91,,
2:37.0,K. Anderson enters the game for M. Bonner,,89-91,,
2:17.0,C. Joseph makes 2-pt shot from 15 ft (assist by B. Diaw),2,91-91,,
2:10.0,,,91-93,2,M. Ellis makes 2-pt shot from 8 ft
2:10.0,Shooting block foul by B. Diaw (drawn by M. Ellis),,91-93,,
2:10.0,,,91-93,,M. Ellis misses free throw 1 of 1
2:08.0,Defensive rebound by A. Baynes,,91-93,,
2:00.0,Shooting foul by R. Rondo (drawn by M. Belinelli),,91-93,,
2:00.0,M. Belinelli makes free throw 1 of 2,1,92-93,,
2:00.0,M. Belinelli makes free throw 2 of 2,1,93-93,,
1:48.0,,,93-95,2,M. Ellis makes 2-pt shot from 1 ft
1:33.0,Turnover by M. Belinelli (lost ball; steal by M. Ellis),,93-95,,
1:31.0,,,93-95,,R. Rondo misses 2-pt shot from 1 ft
1:30.0,,,93-95,,Offensive rebound by C. Parsons
1:29.0,,,93-97,2,C. Parsons makes 2-pt shot at rim
1:29.0,San Antonio full timeout,,93-97,,
1:29.0,,,93-97,,R. Jefferson enters the game for D. Nowitzki
1:20.0,Turnover by M. Belinelli (lost ball),,93-97,,
1:03.0,,,93-97,,M. Ellis misses 2-pt shot from 20 ft
1:02.0,,,93-97,,Offensive rebound by T. Chandler
0:45.0,,,93-99,2,M. Ellis makes 2-pt shot from 1 ft
0:35.0,Turnover by A. Baynes (dbl dribble),,93-99,,
0:13.0,,,93-99,,R. Rondo misses 3-pt shot from 24 ft
0:11.0,Defensive rebound by B. Diaw,,93-99,,
0:01.0,M. Belinelli misses 3-pt shot from 25 ft,,93-99,,
0:00.0,,,93-99,,Defensive rebound by R. Jefferson
0:00.0,End of 4th quarter,,,,End of 4th quarter
