time,Cleveland,pts.away,score,pts.home,Chicago
7:53.0,,,2-4,,Defensive rebound by D. Rose
7:43.0,,,2-6,2,D. Rose makes 2-pt shot from 9 ft
7:26.0,I. Shumpert makes 2-pt shot from 20 ft,2,4-6,,
7:13.0,,,4-6,,D. Rose misses 2-pt shot from 2 ft
7:12.0,Defensive rebound by T. Thompson,,4-6,,
7:06.0,K. Irving makes 3-pt shot from 25 ft (assist by L. James),3,7-6,,
6:47.0,,,7-8,2,P. Gasol makes 2-pt shot from 6 ft
6:34.0,,,7-8,,Personal foul by M. Dunleavy (drawn by I. Shumpert)
6:22.0,L. James misses 2-pt shot from 13 ft,,7-8,,
6:21.0,Offensive rebound by T. Mozgov,,7-8,,
6:18.0,T. Mozgov misses 2-pt shot from 3 ft (block by P. Gasol),,7-8,,
6:16.0,,,7-8,,Defensive rebound by J. Butler
6:10.0,,,7-11,3,M. Dunleavy makes 3-pt shot from 26 ft (assist by J. Butler)
6:03.0,Cleveland full timeout,,7-11,,
6:03.0,J. Smith enters the game for I. Shumpert,,7-11,,
5:50.0,L. James misses 2-pt shot from 18 ft,,7-11,,
5:49.0,,,7-11,,Defensive rebound by P. Gasol
5:34.0,,,7-11,,J. Butler misses 2-pt shot from 2 ft
5:33.0,Defensive rebound by T. Thompson,,7-11,,
5:27.0,T. Mozgov makes 2-pt shot from 1 ft (assist by L. James),2,9-11,,
5:10.0,,,9-11,,J. Noah misses 2-pt shot from 3 ft
5:09.0,Defensive rebound by T. Thompson,,9-11,,
5:03.0,J. Smith makes 2-pt shot from 2 ft (assist by L. James),2,11-11,,
4:45.0,,,11-11,,J. Noah misses 2-pt shot from 2 ft
4:44.0,,,11-11,,Offensive rebound by P. Gasol
4:42.0,,,11-13,2,P. Gasol makes 2-pt shot from 4 ft
4:18.0,T. Thompson makes 2-pt shot from 18 ft (assist by L. James),2,13-13,,
4:09.0,,,13-13,,J. Butler misses 2-pt shot from 1 ft
4:08.0,Defensive rebound by T. Mozgov,,13-13,,
4:02.0,J. Smith misses 3-pt shot from 26 ft,,13-13,,
4:01.0,,,13-13,,Defensive rebound by J. Butler
4:01.0,Personal foul by L. James (drawn by J. Butler),,13-13,,
4:01.0,,,13-13,,T. Gibson enters the game for J. Noah
4:01.0,M. Dellavedova enters the game for K. Irving,,13-13,,
3:49.0,,,13-15,2,T. Gibson makes 2-pt shot at rim (assist by D. Rose)
3:24.0,L. James makes 3-pt shot from 27 ft (assist by M. Dellavedova),3,16-15,,
3:12.0,Personal foul by M. Dellavedova (drawn by D. Rose),,16-15,,
3:12.0,,,16-15,,A. Brooks enters the game for D. Rose
3:00.0,,,16-15,,J. Butler misses 2-pt shot from 18 ft
2:59.0,Defensive rebound by T. Thompson,,16-15,,
2:55.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,18-15,,
2:40.0,Personal foul by J. Smith (drawn by J. Butler),,18-15,,
2:40.0,,,18-15,,Chicago full timeout
2:40.0,J. Jones enters the game for T. Mozgov,,18-15,,
2:26.0,,,18-15,,J. Butler misses 2-pt shot from 6 ft
2:25.0,Defensive rebound by L. James,,18-15,,
2:08.0,Turnover by L. James (lost ball; steal by J. Butler),,18-15,,
2:08.0,Personal foul by J. Smith (drawn by J. Butler),,18-15,,
2:08.0,,,18-15,,J. Butler misses free throw 1 of 2
2:08.0,,,18-15,,Offensive rebound by Team
2:08.0,I. Shumpert enters the game for J. Smith,,18-15,,
2:08.0,,,18-15,,K. Hinrich enters the game for M. Dunleavy
2:08.0,,,18-16,1,J. Butler makes free throw 2 of 2
1:56.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by L. James),3,21-16,,
1:30.0,,,21-16,,A. Brooks misses 2-pt shot from 2 ft
1:28.0,Defensive rebound by M. Dellavedova,,21-16,,
1:17.0,J. Jones makes 3-pt shot from 24 ft (assist by L. James),3,24-16,,
1:01.0,,,24-16,,Offensive charge foul by A. Brooks
1:01.0,,,24-16,,Turnover by A. Brooks (offensive foul)
0:49.0,I. Shumpert misses 3-pt shot from 25 ft,,24-16,,
0:47.0,,,24-16,,Defensive rebound by J. Butler
0:26.0,,,24-16,,P. Gasol misses 2-pt shot from 6 ft
0:25.0,Defensive rebound by T. Thompson,,24-16,,
0:06.0,Turnover by L. James (lost ball; steal by J. Butler),,24-16,,
0:01.0,,,24-16,,J. Butler misses 2-pt shot from 2 ft
0:00.0,,,24-16,,Offensive rebound by T. Gibson
0:00.0,,,24-18,2,T. Gibson makes 2-pt shot from 1 ft
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,,,24-18,,A. Brooks misses 2-pt shot from 2 ft (block by T. Mozgov)
11:40.0,Defensive rebound by L. James,,24-18,,
11:34.0,L. James misses 2-pt shot from 1 ft (block by J. Noah),,24-18,,
11:32.0,,,24-18,,Defensive rebound by N. Mirotic
11:24.0,,,24-18,,A. Brooks misses 3-pt shot from 25 ft
11:24.0,,,24-18,,Offensive rebound by N. Mirotic
11:24.0,,,24-18,,Shooting foul by T. Mozgov (drawn by N. Mirotic)
11:24.0,,,24-19,1,N. Mirotic makes free throw 1 of 2
11:24.0,,,24-20,1,N. Mirotic makes free throw 2 of 2
11:09.0,L. James misses 2-pt shot from 2 ft,,24-20,,
11:08.0,Offensive rebound by T. Mozgov,,24-20,,
11:00.0,M. Dellavedova makes 2-pt shot from 5 ft,2,26-20,,
10:36.0,,,26-20,,J. Noah misses 2-pt shot from 2 ft
10:35.0,,,26-20,,Offensive rebound by J. Noah
10:33.0,,,26-20,,J. Noah misses 2-pt shot from 8 ft
10:33.0,,,26-20,,Offensive rebound by Team
10:33.0,,,26-20,,Turnover by Team (shot clock)
10:22.0,J. Jones misses 3-pt shot from 24 ft,,26-20,,
10:21.0,,,26-20,,Defensive rebound by K. Hinrich
10:03.0,,,26-20,,J. Butler misses 2-pt shot from 7 ft
10:01.0,,,26-20,,Offensive rebound by J. Noah
9:56.0,,,26-22,2,A. Brooks makes 2-pt shot from 3 ft
9:40.0,T. Mozgov makes 2-pt shot from 2 ft (assist by M. Dellavedova),2,28-22,,
9:20.0,,,28-24,2,N. Mirotic makes 2-pt shot from 2 ft (assist by K. Hinrich)
9:07.0,Turnover by L. James (lost ball; steal by J. Butler),,28-24,,
9:01.0,,,28-24,,A. Brooks misses 3-pt shot from 26 ft
8:58.0,Defensive rebound by J. Jones,,28-24,,
8:51.0,L. James misses 2-pt shot from 2 ft,,28-24,,
8:51.0,,,28-24,,Defensive rebound by Team
8:51.0,,,28-24,,Chicago full timeout
8:51.0,T. Thompson enters the game for L. James,,28-24,,
8:51.0,J. Smith enters the game for T. Mozgov,,28-24,,
8:51.0,K. Irving enters the game for M. Dellavedova,,28-24,,
8:51.0,,,28-24,,D. Rose enters the game for J. Butler
8:51.0,,,28-24,,M. Dunleavy enters the game for A. Brooks
8:37.0,,,28-26,2,N. Mirotic makes 2-pt shot from 16 ft (assist by D. Rose)
8:14.0,Shooting foul by N. Mirotic (drawn by J. Jones),,28-26,,
8:14.0,J. Jones makes free throw 1 of 2,1,29-26,,
8:14.0,J. Jones makes free throw 2 of 2,1,30-26,,
8:01.0,,,30-26,,D. Rose misses 3-pt shot from 24 ft
8:01.0,,,30-26,,Offensive rebound by Team
7:52.0,,,30-26,,N. Mirotic misses 2-pt shot from 11 ft (block by T. Thompson)
7:50.0,Defensive rebound by J. Smith,,30-26,,
7:42.0,J. Jones misses 3-pt shot from 25 ft,,30-26,,
7:41.0,,,30-26,,Defensive rebound by J. Noah
7:28.0,,,30-26,,D. Rose misses 2-pt shot from 21 ft
7:26.0,,,30-26,,Offensive rebound by J. Noah
7:14.0,,,30-26,,N. Mirotic misses 2-pt shot from 2 ft
7:13.0,,,30-26,,Offensive rebound by N. Mirotic
7:12.0,,,30-26,,Turnover by N. Mirotic (lost ball; steal by J. Jones)
7:01.0,Offensive charge foul by I. Shumpert,,30-26,,
7:01.0,Turnover by I. Shumpert (offensive foul),,30-26,,
7:01.0,L. James enters the game for J. Jones,,30-26,,
7:01.0,,,30-26,,J. Butler enters the game for K. Hinrich
6:45.0,,,30-26,,Shooting foul by I. Shumpert (drawn by N. Mirotic)
6:45.0,,,30-27,1,N. Mirotic makes free throw 1 of 2
6:45.0,,,30-28,1,N. Mirotic makes free throw 2 of 2
6:23.0,L. James makes 2-pt shot from 1 ft,2,32-28,,
6:06.0,,,32-28,,Turnover by D. Rose (bad pass; steal by I. Shumpert)
5:55.0,K. Irving makes 3-pt shot from 24 ft (assist by J. Smith),3,35-28,,
5:34.0,,,35-28,,M. Dunleavy misses 2-pt shot from 2 ft (block by L. James)
5:33.0,,,35-28,,Offensive rebound by M. Dunleavy
5:32.0,,,35-30,2,M. Dunleavy makes 2-pt shot from 2 ft
5:13.0,L. James misses 2-pt shot from 19 ft,,35-30,,
5:12.0,,,35-30,,Defensive rebound by D. Rose
5:06.0,,,35-30,,Chicago full timeout
5:06.0,M. Dellavedova enters the game for I. Shumpert,,35-30,,
5:06.0,,,35-30,,P. Gasol enters the game for J. Noah
4:54.0,,,35-32,2,D. Rose makes 2-pt shot from 3 ft
4:32.0,Turnover by L. James (bad pass; steal by D. Rose),,35-32,,
4:27.0,,,35-35,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by D. Rose)
4:00.0,L. James misses 3-pt shot from 26 ft,,35-35,,
3:59.0,,,35-35,,Defensive rebound by D. Rose
3:50.0,,,35-35,,D. Rose misses 2-pt shot from 12 ft
3:49.0,Defensive rebound by T. Thompson,,35-35,,
3:45.0,L. James makes 2-pt shot from 1 ft,2,37-35,,
3:45.0,Shooting foul by N. Mirotic (drawn by L. James),,37-35,,
3:45.0,L. James makes free throw 1 of 1,1,38-35,,
3:27.0,,,38-38,3,N. Mirotic makes 3-pt shot from 23 ft (assist by P. Gasol)
3:14.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,40-38,,
2:55.0,,,40-40,2,D. Rose makes 2-pt shot from 2 ft (assist by P. Gasol)
2:40.0,T. Thompson misses 2-pt shot from 2 ft,,40-40,,
2:39.0,Offensive rebound by L. James,,40-40,,
2:39.0,L. James misses 2-pt shot from 1 ft,,40-40,,
2:39.0,,,40-40,,Defensive rebound by J. Butler
2:39.0,Personal foul by L. James (drawn by J. Butler),,40-40,,
2:39.0,Cleveland full timeout,,40-40,,
2:39.0,I. Shumpert enters the game for M. Dellavedova,,40-40,,
2:25.0,,,40-42,2,M. Dunleavy makes 2-pt shot from 2 ft (assist by D. Rose)
2:09.0,I. Shumpert misses 3-pt shot from 25 ft,,40-42,,
2:08.0,,,40-42,,Defensive rebound by P. Gasol
2:04.0,,,40-44,2,P. Gasol makes 2-pt shot from 20 ft (assist by J. Butler)
1:43.0,J. Smith makes 3-pt shot from 25 ft (assist by L. James),3,43-44,,
1:28.0,,,43-44,,Turnover by D. Rose (bad pass; steal by K. Irving)
1:25.0,L. James makes 2-pt shot from 3 ft,2,45-44,,
1:25.0,Shooting foul by D. Rose (drawn by L. James),,45-44,,
1:25.0,L. James makes free throw 1 of 1,1,46-44,,
1:05.0,,,46-44,,D. Rose misses 2-pt shot from 20 ft
1:04.0,Defensive rebound by I. Shumpert,,46-44,,
0:59.0,J. Smith misses 3-pt shot from 25 ft,,46-44,,
0:58.0,,,46-44,,Defensive rebound by N. Mirotic
0:51.0,,,46-46,2,M. Dunleavy makes 2-pt shot from 2 ft (assist by D. Rose)
0:51.0,,,46-46,,Shooting foul by J. Smith (drawn by M. Dunleavy)
0:51.0,M. Dellavedova enters the game for J. Smith,,46-46,,
0:51.0,,,46-47,1,M. Dunleavy makes free throw 1 of 1
0:37.0,M. Dellavedova makes 3-pt shot from 26 ft (assist by I. Shumpert),3,49-47,,
0:29.0,,,49-47,,N. Mirotic misses 3-pt shot from 25 ft
0:28.0,Defensive rebound by Team,,49-47,,
0:28.0,Cleveland full timeout,,49-47,,
0:28.0,,,49-47,,T. Snell enters the game for P. Gasol
0:28.0,,,49-47,,J. Noah enters the game for N. Mirotic
0:28.0,,,49-47,,K. Hinrich enters the game for M. Dunleavy
0:28.0,J. Jones enters the game for I. Shumpert,,49-47,,
0:06.0,T. Thompson misses 2-pt shot from 1 ft (block by J. Noah),,49-47,,
0:03.0,,,49-47,,Defensive rebound by J. Noah
0:01.0,,,49-47,,T. Snell misses 2-pt shot from 1 ft
0:00.0,Defensive rebound by L. James,,49-47,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,,,49-49,2,J. Noah makes 2-pt shot from 1 ft (assist by P. Gasol)
11:27.0,Shooting foul by D. Rose (drawn by K. Irving),,49-49,,
11:27.0,K. Irving makes free throw 1 of 2,1,50-49,,
11:27.0,K. Irving makes free throw 2 of 2,1,51-49,,
11:03.0,,,51-49,,Turnover by Team (shot clock)
10:53.0,K. Irving misses 2-pt shot from 19 ft,,51-49,,
10:52.0,Offensive rebound by T. Thompson,,51-49,,
10:52.0,T. Thompson misses 2-pt shot from 2 ft,,51-49,,
10:50.0,,,51-49,,Defensive rebound by J. Noah
10:43.0,,,51-51,2,D. Rose makes 2-pt shot from 2 ft
10:25.0,I. Shumpert makes 3-pt shot from 25 ft (assist by L. James),3,54-51,,
10:12.0,,,54-51,,Shooting foul by T. Mozgov (drawn by D. Rose)
10:12.0,,,54-52,1,D. Rose makes free throw 1 of 2
10:12.0,,,54-53,1,D. Rose makes free throw 2 of 2
10:02.0,L. James misses 2-pt shot from 21 ft,,54-53,,
10:01.0,,,54-53,,Defensive rebound by M. Dunleavy
9:47.0,,,54-55,2,D. Rose makes 2-pt shot from 1 ft (assist by P. Gasol)
9:18.0,K. Irving misses 2-pt shot from 2 ft,,54-55,,
9:17.0,Offensive rebound by K. Irving,,54-55,,
9:08.0,T. Mozgov misses 2-pt shot from 1 ft (block by P. Gasol),,54-55,,
9:07.0,,,54-55,,Defensive rebound by J. Butler
8:55.0,,,54-55,,D. Rose misses 3-pt shot from 25 ft
8:54.0,Defensive rebound by T. Mozgov,,54-55,,
8:43.0,,,54-55,,Personal foul by J. Noah (drawn by L. James)
8:34.0,L. James makes 2-pt shot at rim,2,56-55,,
8:33.0,Technical foul by L. James,,56-55,,
8:33.0,,,56-55,,Technical foul by J. Noah
8:21.0,,,56-55,,D. Rose misses 2-pt shot from 3 ft (block by K. Irving)
8:19.0,,,56-55,,Offensive rebound by M. Dunleavy
8:16.0,,,56-55,,M. Dunleavy misses 3-pt shot from 25 ft
8:16.0,,,56-55,,Offensive rebound by D. Rose
8:11.0,,,56-55,,D. Rose misses 2-pt shot from 3 ft (block by T. Thompson)
8:08.0,,,56-55,,Offensive rebound by J. Butler
8:06.0,,,56-57,2,J. Butler makes 2-pt shot from 16 ft
7:48.0,K. Irving makes 3-pt shot from 26 ft,3,59-57,,
7:37.0,,,59-57,,Turnover by J. Noah (bad pass; steal by L. James)
7:31.0,T. Mozgov makes 2-pt shot at rim (assist by L. James),2,61-57,,
7:31.0,,,61-57,,Chicago full timeout
7:12.0,,,61-57,,P. Gasol misses 2-pt shot from 5 ft
7:11.0,Defensive rebound by L. James,,61-57,,
7:01.0,T. Mozgov misses 2-pt shot from 14 ft,,61-57,,
7:00.0,Offensive rebound by T. Thompson,,61-57,,
6:56.0,K. Irving misses 2-pt shot from 2 ft (block by D. Rose),,61-57,,
6:52.0,,,61-57,,Defensive rebound by D. Rose
6:49.0,,,61-57,,Shooting foul by T. Thompson (drawn by D. Rose)
6:49.0,,,61-58,1,D. Rose makes free throw 1 of 2
6:49.0,,,61-58,,T. Gibson enters the game for P. Gasol
6:49.0,,,61-59,1,D. Rose makes free throw 2 of 2
6:33.0,I. Shumpert makes 3-pt shot from 25 ft (assist by T. Mozgov),3,64-59,,
6:14.0,,,64-59,,J. Butler misses 3-pt shot from 25 ft
6:11.0,Defensive rebound by T. Mozgov,,64-59,,
5:59.0,T. Mozgov misses 2-pt shot from 7 ft,,64-59,,
5:59.0,Offensive rebound by Team,,64-59,,
5:59.0,,,64-59,,Loose ball foul by T. Gibson (drawn by T. Thompson)
5:49.0,L. James misses 3-pt shot from 24 ft,,64-59,,
5:48.0,Offensive rebound by T. Thompson,,64-59,,
5:48.0,,,64-59,,Personal foul by J. Noah (drawn by T. Thompson)
5:48.0,,,64-59,,N. Mirotic enters the game for J. Noah
5:48.0,J. Jones enters the game for T. Mozgov,,64-59,,
5:32.0,Shooting foul by J. Butler (drawn by L. James),,64-59,,
5:32.0,L. James makes free throw 1 of 2,1,65-59,,
5:32.0,L. James misses free throw 2 of 2,,65-59,,
5:31.0,,,65-59,,Defensive rebound by N. Mirotic
5:15.0,,,65-59,,D. Rose misses 2-pt shot from 11 ft
5:13.0,,,65-59,,Offensive rebound by Team
5:08.0,,,65-59,,Chicago full timeout
4:55.0,,,65-61,2,J. Butler makes 2-pt shot from 7 ft
4:40.0,K. Irving misses 2-pt shot from 2 ft,,65-61,,
4:39.0,,,65-61,,Defensive rebound by T. Gibson
4:33.0,,,65-63,2,J. Butler makes 2-pt shot from 2 ft
4:17.0,Turnover by L. James (bad pass; steal by N. Mirotic),,65-63,,
4:17.0,Personal foul by J. Jones (drawn by N. Mirotic),,65-63,,
4:13.0,,,65-65,2,D. Rose makes 2-pt shot from 2 ft (assist by M. Dunleavy)
3:55.0,L. James misses 3-pt shot from 26 ft,,65-65,,
3:54.0,,,65-65,,Defensive rebound by T. Gibson
3:37.0,Personal foul by K. Irving (drawn by T. Gibson),,65-65,,
3:37.0,M. Dellavedova enters the game for K. Irving,,65-65,,
3:31.0,,,65-65,,Shooting foul by I. Shumpert (drawn by T. Gibson)
3:31.0,,,65-66,1,T. Gibson makes free throw 1 of 2
3:31.0,,,65-66,,A. Brooks enters the game for D. Rose
3:31.0,,,65-66,,T. Gibson misses free throw 2 of 2
3:30.0,Defensive rebound by J. Jones,,65-66,,
3:10.0,J. Jones makes 3-pt shot from 24 ft (assist by L. James),3,68-66,,
2:48.0,,,68-66,,T. Gibson misses 2-pt shot from 2 ft (block by I. Shumpert)
2:47.0,Defensive rebound by Team,,68-66,,
2:47.0,Cleveland full timeout,,68-66,,
2:47.0,J. Smith enters the game for I. Shumpert,,68-66,,
2:23.0,M. Dellavedova misses 3-pt shot from 25 ft,,68-66,,
2:22.0,,,68-66,,Defensive rebound by N. Mirotic
1:57.0,,,68-66,,A. Brooks misses 3-pt shot from 24 ft
1:56.0,,,68-66,,Offensive rebound by T. Gibson
1:56.0,,,68-68,2,T. Gibson makes 2-pt shot at rim
1:30.0,L. James misses 2-pt shot from 7 ft (block by J. Butler),,68-68,,
1:29.0,,,68-68,,Defensive rebound by J. Butler
1:29.0,Personal foul by L. James (drawn by J. Butler),,68-68,,
1:29.0,,,68-69,1,J. Butler makes free throw 1 of 2
1:29.0,,,68-70,1,J. Butler makes free throw 2 of 2
1:15.0,,,68-70,,Personal foul by J. Butler (drawn by M. Dellavedova)
1:15.0,,,68-70,,Technical foul by A. Brooks
1:15.0,L. James makes technical free throw,1,69-70,,
1:15.0,M. Dellavedova makes free throw 1 of 2,1,70-70,,
1:15.0,K. Irving enters the game for L. James,,70-70,,
1:15.0,M. Dellavedova makes free throw 2 of 2,1,71-70,,
1:00.0,,,71-70,,A. Brooks misses 3-pt shot from 24 ft
1:00.0,Defensive rebound by M. Dellavedova,,71-70,,
0:45.0,T. Thompson makes 2-pt shot at rim (assist by M. Dellavedova),2,73-70,,
0:35.0,Personal foul by J. Jones (drawn by N. Mirotic),,73-70,,
0:35.0,,,73-70,,N. Mirotic misses free throw 1 of 2
0:35.0,,,73-70,,Offensive rebound by Team
0:35.0,,,73-70,,D. Rose enters the game for A. Brooks
0:35.0,,,73-70,,K. Hinrich enters the game for J. Butler
0:35.0,,,73-71,1,N. Mirotic makes free throw 2 of 2
0:20.0,K. Irving misses 2-pt shot from 20 ft,,73-71,,
0:18.0,,,73-71,,Defensive rebound by T. Gibson
0:08.0,,,73-74,3,M. Dunleavy makes 3-pt shot from 25 ft (assist by K. Hinrich)
0:02.0,Turnover by M. Dellavedova (bad pass; steal by M. Dunleavy),,73-74,,
0:00.0,,,73-74,,M. Dunleavy misses 3-pt shot from 58 ft
0:00.0,,,73-74,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:45.0,K. Irving misses 2-pt shot from 2 ft,,73-74,,
11:44.0,,,73-74,,Defensive rebound by N. Mirotic
11:35.0,,,73-74,,M. Dunleavy misses 3-pt shot from 22 ft
11:34.0,Defensive rebound by J. Smith,,73-74,,
11:24.0,K. Irving misses 2-pt shot from 2 ft,,73-74,,
11:23.0,,,73-74,,Defensive rebound by M. Dunleavy
11:23.0,Personal foul by K. Irving (drawn by M. Dunleavy),,73-74,,
11:06.0,,,73-74,,D. Rose misses 2-pt shot from 2 ft
11:05.0,,,73-74,,Offensive rebound by T. Gibson
11:00.0,,,73-74,,N. Mirotic misses 3-pt shot from 26 ft
10:58.0,Defensive rebound by K. Irving,,73-74,,
10:49.0,J. Jones misses 3-pt shot from 24 ft (block by T. Gibson),,73-74,,
10:47.0,,,73-74,,Defensive rebound by N. Mirotic
10:44.0,,,73-74,,Shooting foul by M. Dellavedova (drawn by D. Rose)
10:44.0,,,73-75,1,D. Rose makes free throw 1 of 2
10:44.0,L. James enters the game for J. Jones,,73-75,,
10:44.0,,,73-75,,J. Butler enters the game for M. Dunleavy
10:44.0,,,73-76,1,D. Rose makes free throw 2 of 2
10:32.0,J. Smith misses 3-pt shot from 25 ft,,73-76,,
10:31.0,,,73-76,,Defensive rebound by D. Rose
10:20.0,,,73-76,,N. Mirotic misses 3-pt shot from 24 ft
10:19.0,Defensive rebound by L. James,,73-76,,
10:08.0,Shooting foul by J. Butler (drawn by L. James),,73-76,,
10:08.0,L. James makes free throw 1 of 2,1,74-76,,
10:08.0,I. Shumpert enters the game for M. Dellavedova,,74-76,,
10:08.0,L. James makes free throw 2 of 2,1,75-76,,
9:54.0,,,75-78,2,D. Rose makes 2-pt shot from 16 ft
9:28.0,Turnover by L. James (bad pass; steal by N. Mirotic),,75-78,,
9:16.0,,,75-78,,Turnover by D. Rose (bad pass; steal by T. Mozgov)
9:16.0,,,75-78,,Personal foul by N. Mirotic (drawn by T. Mozgov)
9:04.0,L. James makes 2-pt shot at rim (assist by T. Mozgov),2,77-78,,
8:42.0,,,77-80,2,D. Rose makes 2-pt shot from 20 ft
8:25.0,K. Irving misses 2-pt shot at rim,,77-80,,
8:25.0,,,77-80,,Defensive rebound by Team
8:25.0,Loose ball foul by T. Mozgov (drawn by J. Butler),,77-80,,
8:25.0,,,77-80,,Chicago full timeout
8:25.0,T. Thompson enters the game for T. Mozgov,,77-80,,
8:08.0,,,77-80,,D. Rose misses 2-pt shot from 21 ft
8:06.0,Defensive rebound by T. Thompson,,77-80,,
8:00.0,,,77-80,,Personal foul by N. Mirotic (drawn by I. Shumpert)
7:55.0,Turnover by L. James (lost ball; steal by J. Butler),,77-80,,
7:52.0,,,77-80,,Shooting foul by J. Smith (drawn by J. Butler)
7:52.0,,,77-81,1,J. Butler makes free throw 1 of 2
7:52.0,,,77-82,1,J. Butler makes free throw 2 of 2
7:33.0,,,77-82,,Personal foul by N. Mirotic (drawn by L. James)
7:33.0,,,77-82,,M. Dunleavy enters the game for N. Mirotic
7:19.0,L. James misses 3-pt shot from 24 ft,,77-82,,
7:18.0,Offensive rebound by T. Thompson,,77-82,,
6:59.0,Cleveland full timeout,,77-82,,
6:56.0,T. Thompson makes 2-pt shot from 3 ft (assist by L. James),2,79-82,,
6:56.0,,,79-82,,Violation by T. Gibson (def goaltending)
6:43.0,,,79-82,,M. Dunleavy misses 3-pt shot from 25 ft
6:42.0,Defensive rebound by K. Irving,,79-82,,
6:28.0,J. Smith makes 3-pt shot from 25 ft (assist by T. Thompson),3,82-82,,
6:08.0,,,82-84,2,J. Butler makes 2-pt shot from 15 ft (assist by D. Rose)
5:47.0,I. Shumpert misses 3-pt shot from 22 ft,,82-84,,
5:47.0,Offensive rebound by Team,,82-84,,
5:47.0,,,82-84,,Loose ball foul by J. Butler (drawn by T. Thompson)
5:47.0,T. Thompson makes free throw 1 of 2,1,83-84,,
5:47.0,T. Thompson makes free throw 2 of 2,1,84-84,,
5:32.0,,,84-87,3,J. Butler makes 3-pt shot from 25 ft (assist by D. Rose)
5:16.0,L. James misses 3-pt shot from 25 ft,,84-87,,
5:16.0,,,84-87,,Defensive rebound by Team
5:05.0,,,84-89,2,D. Rose makes 2-pt shot from 2 ft
4:52.0,Turnover by K. Irving (lost ball),,84-89,,
4:39.0,,,84-89,,D. Rose misses 2-pt shot from 18 ft
4:38.0,Defensive rebound by Team,,84-89,,
4:18.0,L. James makes 2-pt shot from 16 ft,2,86-89,,
