time,San Antonio,pts.away,score,pts.home,Golden State
1:45.0,M. Bonner makes free throw 1 of 2,1,93-110,,
1:45.0,,,93-110,,J. Holiday enters the game for A. Iguodala
1:45.0,,,93-110,,B. Rush enters the game for K. Thompson
1:45.0,,,93-110,,S. Livingston enters the game for S. Curry
1:45.0,M. Bonner makes free throw 2 of 2,1,94-110,,
1:23.0,,,94-110,,H. Barnes misses 2-pt shot from 18 ft
1:22.0,Defensive rebound by T. Splitter,,94-110,,
1:08.0,C. Joseph misses 2-pt shot from 10 ft,,94-110,,
1:06.0,,,94-110,,Defensive rebound by J. Holiday
0:57.0,,,94-110,,F. Ezeli misses 2-pt shot from 2 ft (block by C. Joseph)
0:55.0,Defensive rebound by T. Splitter,,94-110,,
0:52.0,T. Splitter makes 2-pt shot from 2 ft,2,96-110,,
0:34.0,,,96-110,,F. Ezeli misses 2-pt shot from 19 ft
0:33.0,Defensive rebound by M. Bonner,,96-110,,
0:20.0,P. Mills makes 3-pt shot from 27 ft (assist by R. Williams),3,99-110,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
