time,Portland,pts.away,score,pts.home,Philadelphia
4:55.0,L. Aldridge enters the game for J. Freeland,,100-88,,
4:48.0,,,100-88,,Shooting foul by R. Lopez (drawn by H. Sims)
4:48.0,Technical foul by R. Lopez (drawn by H. Sims),,100-88,,
4:48.0,,,100-89,1,H. Sims makes technical free throw
4:48.0,,,100-90,1,H. Sims makes free throw 1 of 2
4:48.0,,,100-91,1,H. Sims makes free throw 2 of 2
4:34.0,Offensive foul by R. Lopez,,100-91,,
4:34.0,Turnover by R. Lopez (offensive foul),,100-91,,
4:22.0,,,100-93,2,T. Wroten makes 2-pt shot from 1 ft
4:04.0,Shooting foul by B. Davies (drawn by L. Aldridge),,100-93,,
4:04.0,L. Aldridge makes free throw 1 of 2,1,101-93,,
4:04.0,,,101-93,,N. Noel enters the game for B. Davies
4:04.0,,,101-93,,M. Carter-Williams enters the game for K. McDaniels
4:04.0,L. Aldridge misses free throw 2 of 2,,101-93,,
4:04.0,Offensive rebound by Team,,101-93,,
4:04.0,Jump ball: R. Lopez vs. H. Sims (N. Batum gains possession),,,,Jump ball: R. Lopez vs. H. Sims (N. Batum gains possession)
3:52.0,,,101-93,,Personal foul by N. Noel (drawn by L. Aldridge)
3:44.0,L. Aldridge makes 2-pt shot from 12 ft,2,103-93,,
3:44.0,Shooting foul by N. Noel (drawn by L. Aldridge),,103-93,,
3:44.0,L. Aldridge makes free throw 1 of 1,1,104-93,,
3:31.0,,,104-95,2,H. Sims makes 2-pt shot from 6 ft (assist by N. Noel)
3:15.0,L. Aldridge misses 2-pt shot from 13 ft,,104-95,,
3:13.0,,,104-95,,Defensive rebound by M. Carter-Williams
2:59.0,,,104-95,,T. Wroten misses 2-pt shot from 2 ft (block by R. Lopez)
2:57.0,Defensive rebound by N. Batum,,104-95,,
2:48.0,W. Matthews makes 3-pt shot from 23 ft (assist by L. Aldridge),3,107-95,,
2:40.0,,,107-95,,Shooting foul by W. Matthews (drawn by A. Shved)
2:40.0,Official timeout,,107-95,,
2:40.0,,,107-96,1,A. Shved makes free throw 1 of 2
2:40.0,,,107-97,1,A. Shved makes free throw 2 of 2
2:23.0,L. Aldridge misses 2-pt shot from 10 ft,,107-97,,
2:21.0,Offensive rebound by D. Lillard,,107-97,,
2:08.0,W. Matthews misses 3-pt shot from 23 ft,,107-97,,
2:06.0,,,107-97,,Defensive rebound by M. Carter-Williams
2:02.0,,,107-99,2,A. Shved makes 2-pt shot from 1 ft (assist by M. Carter-Williams)
1:42.0,N. Batum misses 2-pt shot from 13 ft,,107-99,,
1:42.0,Offensive rebound by L. Aldridge,,107-99,,
1:42.0,L. Aldridge makes 2-pt shot at rim,2,109-99,,
1:32.0,,,109-101,2,M. Carter-Williams makes 2-pt shot from 2 ft
1:19.0,,,109-101,,Personal foul by T. Wroten (drawn by W. Matthews)
1:19.0,W. Matthews makes free throw 1 of 2,1,110-101,,
1:19.0,W. Matthews makes free throw 2 of 2,1,111-101,,
1:04.0,,,111-101,,Turnover by M. Carter-Williams (bad pass)
0:54.0,N. Batum misses 3-pt shot from 26 ft,,111-101,,
0:53.0,,,111-101,,Defensive rebound by N. Noel
0:38.0,,,111-101,,Shooting foul by R. Lopez (drawn by T. Wroten)
0:38.0,,,111-102,1,T. Wroten makes free throw 1 of 2
0:38.0,,,111-102,,T. Wroten misses free throw 2 of 2
0:38.0,Defensive rebound by W. Matthews,,111-102,,
0:19.0,W. Matthews makes 3-pt shot from 24 ft (assist by D. Lillard),3,114-102,,
0:06.0,,,114-102,,M. Carter-Williams misses 2-pt shot from 16 ft
0:03.0,,,114-102,,Offensive rebound by H. Sims
0:03.0,,,114-104,2,H. Sims makes 2-pt shot from 4 ft
0:00.0,End of 4th quarter,,,,End of 4th quarter
