time,San Antonio,pts.away,score,pts.home,Golden State
2:16.0,,,105-96,3,K. Thompson makes 3-pt shot from 25 ft (assist by D. Green)
1:52.0,T. Parker makes 3-pt shot from 25 ft (assist by T. Duncan),3,108-96,,
1:41.0,,,108-98,2,M. Speights makes 2-pt shot from 6 ft (assist by S. Curry)
1:20.0,T. Duncan makes 2-pt shot from 6 ft (assist by B. Diaw),2,110-98,,
1:20.0,,,110-98,,Golden State full timeout
1:17.0,,,110-98,,Turnover by K. Thompson (step out of bounds)
0:53.0,K. Leonard makes 3-pt shot from 27 ft (assist by M. Ginobili),3,113-98,,
0:53.0,,,113-98,,Golden State full timeout
0:53.0,K. Anderson enters the game for K. Leonard,,113-98,,
0:53.0,J. Ayres enters the game for T. Duncan,,113-98,,
0:53.0,A. Daye enters the game for T. Parker,,113-98,,
0:53.0,C. Joseph enters the game for M. Ginobili,,113-98,,
0:53.0,A. Baynes enters the game for B. Diaw,,113-98,,
0:50.0,,,113-98,,S. Curry misses 3-pt shot from 31 ft
0:49.0,Defensive rebound by K. Anderson,,113-98,,
0:29.0,A. Daye misses 3-pt shot from 27 ft,,113-98,,
0:28.0,,,113-98,,Defensive rebound by H. Barnes
0:24.0,,,113-100,2,H. Barnes makes 2-pt shot at rim
0:00.0,End of 4th quarter,,,,End of 4th quarter
