time,Atlanta,pts.away,score,pts.home,Washington
5:17.0,M. Muscala makes 2-pt shot at rim (assist by M. Scott),2,9-10,,
5:00.0,,,9-10,,J. Wall misses 3-pt shot from 23 ft
4:58.0,,,9-10,,Offensive rebound by D. Gooden
4:49.0,,,9-13,3,P. Pierce makes 3-pt shot from 27 ft (assist by M. Gortat)
4:30.0,P. Antic enters the game for M. Muscala,,9-13,,
4:30.0,A. Daye enters the game for K. Bazemore,,9-13,,
4:24.0,Turnover by P. Antic (lost ball; steal by B. Beal),,9-13,,
4:18.0,,,9-16,3,B. Beal makes 3-pt shot from 26 ft (assist by J. Wall)
4:06.0,D. Schroder misses 2-pt shot from 10 ft,,9-16,,
4:05.0,,,9-16,,Defensive rebound by J. Wall
3:59.0,,,9-19,3,P. Pierce makes 3-pt shot from 26 ft (assist by J. Wall)
3:44.0,Shooting foul by D. Gooden (drawn by M. Scott),,9-19,,
3:44.0,M. Scott makes free throw 1 of 2,1,10-19,,
3:44.0,,,10-19,,O. Porter enters the game for B. Beal
3:44.0,J. Jenkins enters the game for D. Schroder,,10-19,,
3:44.0,M. Scott misses free throw 2 of 2,,10-19,,
3:42.0,,,10-19,,Defensive rebound by D. Gooden
3:37.0,,,10-19,,Shooting foul by S. Mack (drawn by P. Pierce)
3:37.0,,,10-20,1,P. Pierce makes free throw 1 of 2
3:37.0,,,10-21,1,P. Pierce makes free throw 2 of 2
3:22.0,M. Scott misses 2-pt shot from 17 ft,,10-21,,
3:20.0,,,10-21,,Defensive rebound by D. Gooden
3:17.0,,,10-23,2,J. Wall makes 2-pt shot at rim
3:17.0,,,10-23,,Shooting foul by J. Jenkins (drawn by J. Wall)
3:17.0,,,10-24,1,J. Wall makes free throw 1 of 1
3:01.0,J. Jenkins makes 2-pt shot from 21 ft (assist by A. Daye),2,12-24,,
2:50.0,,,12-24,,Turnover by D. Gooden (lost ball; steal by A. Daye)
2:43.0,A. Daye makes 2-pt shot from 2 ft (assist by S. Mack),2,14-24,,
2:23.0,,,14-27,3,O. Porter makes 3-pt shot from 24 ft (assist by J. Wall)
2:09.0,S. Mack misses 3-pt shot from 26 ft,,14-27,,
2:08.0,,,14-27,,Defensive rebound by D. Gooden
1:56.0,,,14-29,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
1:50.0,Turnover by A. Daye (step out of bounds),,14-29,,
1:50.0,,,14-29,,Washington full timeout
1:40.0,,,14-31,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
1:30.0,A. Daye makes 3-pt shot from 28 ft (assist by P. Antic),3,17-31,,
1:16.0,,,17-33,2,D. Gooden makes 2-pt shot from 2 ft
1:08.0,M. Scott makes 3-pt shot from 26 ft (assist by S. Mack),3,20-33,,
0:55.0,,,20-35,2,J. Wall makes 2-pt shot from 1 ft
0:42.0,A. Daye misses 3-pt shot from 26 ft,,20-35,,
0:41.0,,,20-35,,Defensive rebound by J. Wall
0:34.0,,,20-38,3,J. Wall makes 3-pt shot from 25 ft
0:28.0,S. Mack misses 2-pt shot from 12 ft,,20-38,,
0:27.0,Offensive rebound by S. Mack,,20-38,,
0:25.0,S. Mack makes 2-pt shot from 1 ft,2,22-38,,
0:02.0,,,22-38,,J. Wall misses 2-pt shot from 18 ft
0:01.0,Defensive rebound by P. Antic,,22-38,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,S. Mack misses 2-pt shot from 1 ft,,22-38,,
11:45.0,Offensive rebound by P. Antic,,22-38,,
11:43.0,P. Antic makes 2-pt shot at rim,2,24-38,,
11:21.0,,,24-38,,O. Porter misses 2-pt shot from 16 ft
11:20.0,,,24-38,,Offensive rebound by Team
11:14.0,,,24-38,,B. Beal misses 2-pt shot from 17 ft
11:13.0,Defensive rebound by M. Scott,,24-38,,
11:00.0,M. Scott misses 2-pt shot from 15 ft,,24-38,,
10:59.0,,,24-38,,Defensive rebound by R. Sessions
10:54.0,,,24-40,2,R. Sessions makes 2-pt shot from 1 ft
10:37.0,J. Jenkins makes 2-pt shot from 19 ft,2,26-40,,
10:18.0,,,26-40,,B. Beal misses 2-pt shot from 4 ft
10:16.0,Defensive rebound by S. Mack,,26-40,,
10:11.0,M. Scott makes 2-pt shot from 1 ft (assist by S. Mack),2,28-40,,
9:55.0,,,28-42,2,N. Hilario makes 2-pt shot from 14 ft
9:44.0,P. Antic makes 3-pt shot from 27 ft (assist by S. Mack),3,31-42,,
9:27.0,,,31-42,,D. Gooden misses 2-pt shot from 18 ft
9:25.0,Defensive rebound by P. Antic,,31-42,,
9:15.0,M. Scott misses 2-pt shot from 11 ft,,31-42,,
9:14.0,,,31-42,,Defensive rebound by O. Porter
9:05.0,,,31-42,,R. Sessions misses 2-pt shot from 13 ft
9:04.0,Defensive rebound by M. Scott,,31-42,,
8:56.0,S. Mack misses 2-pt shot from 3 ft,,31-42,,
8:56.0,Offensive rebound by Team,,31-42,,
8:56.0,,,31-42,,Loose ball foul by D. Gooden (drawn by P. Antic)
8:56.0,Official timeout,,31-42,,
8:56.0,D. Schroder enters the game for S. Mack,,31-42,,
8:56.0,K. Bazemore enters the game for M. Scott,,31-42,,
8:56.0,E. Brand enters the game for P. Antic,,31-42,,
8:56.0,M. Muscala enters the game for A. Daye,,31-42,,
8:50.0,K. Bazemore misses 2-pt shot from 6 ft (block by O. Porter),,31-42,,
8:48.0,,,31-42,,Defensive rebound by R. Sessions
8:44.0,,,31-42,,R. Sessions misses 2-pt shot from 1 ft
8:43.0,,,31-42,,Offensive rebound by B. Beal
8:42.0,,,31-44,2,B. Beal makes 2-pt shot at rim
8:19.0,M. Muscala misses 2-pt shot from 6 ft,,31-44,,
8:18.0,,,31-44,,Defensive rebound by N. Hilario
8:02.0,,,31-46,2,N. Hilario makes 2-pt shot from 2 ft (assist by B. Beal)
8:02.0,,,31-46,,Shooting foul by E. Brand (drawn by N. Hilario)
8:02.0,,,31-46,,K. Humphries enters the game for D. Gooden
8:02.0,,,31-47,1,N. Hilario makes free throw 1 of 1
7:44.0,J. Jenkins makes 2-pt shot at rim (assist by E. Brand),2,33-47,,
7:37.0,,,33-47,,Turnover by O. Porter (step out of bounds)
7:21.0,K. Bazemore misses 3-pt shot from 26 ft,,33-47,,
7:20.0,,,33-47,,Defensive rebound by O. Porter
7:07.0,,,33-47,,B. Beal misses 2-pt shot from 17 ft
7:06.0,Defensive rebound by M. Muscala,,33-47,,
6:56.0,E. Brand misses 2-pt shot from 16 ft,,33-47,,
6:55.0,,,33-47,,Defensive rebound by R. Sessions
6:49.0,,,33-47,,O. Porter misses 3-pt shot from 28 ft
6:46.0,Defensive rebound by D. Schroder,,33-47,,
6:34.0,J. Jenkins makes 3-pt shot from 26 ft (assist by M. Muscala),3,36-47,,
6:19.0,,,36-47,,K. Humphries misses 2-pt shot from 18 ft
6:18.0,Defensive rebound by K. Bazemore,,36-47,,
6:13.0,M. Muscala misses 2-pt shot from 1 ft,,36-47,,
6:12.0,,,36-47,,Defensive rebound by B. Beal
5:57.0,,,36-49,2,O. Porter makes 2-pt shot from 5 ft
5:49.0,Offensive foul by D. Schroder,,36-49,,
5:49.0,Turnover by D. Schroder (offensive foul),,36-49,,
5:49.0,,,36-49,,Washington full timeout
5:49.0,A. Daye enters the game for E. Brand,,36-49,,
5:49.0,M. Scott enters the game for J. Jenkins,,36-49,,
5:34.0,,,36-49,,Shooting foul by K. Bazemore (drawn by B. Beal)
5:34.0,,,36-50,1,B. Beal makes free throw 1 of 2
5:34.0,,,36-50,,B. Beal misses free throw 2 of 2
5:32.0,,,36-50,,Offensive rebound by B. Beal
5:26.0,,,36-52,2,R. Sessions makes 2-pt shot from 5 ft
5:26.0,,,36-52,,Shooting foul by K. Bazemore (drawn by R. Sessions)
5:26.0,,,36-53,1,R. Sessions makes free throw 1 of 1
5:11.0,M. Scott makes 2-pt shot from 2 ft (assist by K. Bazemore),2,38-53,,
5:11.0,Shooting foul by N. Hilario (drawn by M. Scott),,38-53,,
5:11.0,,,38-53,,P. Pierce enters the game for B. Beal
5:11.0,,,38-53,,J. Wall enters the game for R. Sessions
5:11.0,M. Scott makes free throw 1 of 1,1,39-53,,
4:52.0,,,39-55,2,N. Hilario makes 2-pt shot from 2 ft (assist by O. Porter)
4:39.0,Turnover by D. Schroder (bad pass; steal by O. Porter),,39-55,,
4:34.0,,,39-55,,Shooting foul by A. Daye (drawn by K. Humphries)
4:34.0,,,39-55,,K. Humphries misses free throw 1 of 2
4:34.0,,,39-55,,Offensive rebound by Team
4:34.0,,,39-56,1,K. Humphries makes free throw 2 of 2
4:18.0,M. Scott misses 3-pt shot from 26 ft,,39-56,,
4:17.0,,,39-56,,Defensive rebound by N. Hilario
4:06.0,,,39-56,,J. Wall misses 2-pt shot from 16 ft
4:05.0,Defensive rebound by D. Schroder,,39-56,,
3:55.0,K. Bazemore misses 2-pt shot from 3 ft,,39-56,,
3:54.0,,,39-56,,Defensive rebound by N. Hilario
3:50.0,,,39-56,,Turnover by J. Wall (lost ball; steal by K. Bazemore)
3:40.0,A. Daye misses 3-pt shot from 23 ft,,39-56,,
3:39.0,Offensive rebound by Team,,39-56,,
3:39.0,,,39-56,,Loose ball foul by O. Porter (drawn by M. Scott)
3:39.0,,,39-56,,M. Gortat enters the game for N. Hilario
3:28.0,Shooting foul by M. Gortat (drawn by K. Bazemore),,39-56,,
3:28.0,K. Bazemore makes free throw 1 of 2,1,40-56,,
3:28.0,S. Mack enters the game for A. Daye,,40-56,,
3:28.0,K. Bazemore makes free throw 2 of 2,1,41-56,,
3:11.0,,,41-58,2,O. Porter makes 2-pt shot from 5 ft
2:59.0,D. Schroder misses 2-pt shot from 5 ft,,41-58,,
2:59.0,Offensive rebound by Team,,41-58,,
2:59.0,,,41-58,,Loose ball foul by M. Gortat (drawn by M. Scott)
2:59.0,Atlanta full timeout,,41-58,,
2:59.0,P. Antic enters the game for M. Muscala,,41-58,,
2:59.0,M. Scott makes free throw 1 of 2,1,42-58,,
2:59.0,M. Scott makes free throw 2 of 2,1,43-58,,
2:45.0,,,43-58,,Turnover by J. Wall (bad pass; steal by S. Mack)
2:38.0,D. Schroder misses 3-pt shot from 27 ft,,43-58,,
2:37.0,,,43-58,,Defensive rebound by P. Pierce
2:29.0,,,43-60,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
2:13.0,J. Jenkins enters the game for D. Schroder,,43-60,,
2:13.0,A. Daye enters the game for K. Bazemore,,43-60,,
2:13.0,,,43-60,,B. Beal enters the game for O. Porter
2:02.0,S. Mack makes 2-pt shot from 6 ft (assist by A. Daye),2,45-60,,
1:52.0,,,45-62,2,J. Wall makes 2-pt shot from 21 ft
1:30.0,M. Scott misses 2-pt shot from 15 ft,,45-62,,
1:29.0,,,45-62,,Defensive rebound by J. Wall
1:26.0,,,45-64,2,J. Wall makes 2-pt shot at rim
1:26.0,,,45-64,,Shooting foul by M. Scott (drawn by J. Wall)
1:26.0,,,45-64,,K. Seraphin enters the game for M. Gortat
1:26.0,,,45-65,1,J. Wall makes free throw 1 of 1
1:12.0,J. Jenkins misses 3-pt shot from 22 ft (block by B. Beal),,45-65,,
1:12.0,Offensive rebound by Team,,45-65,,
1:02.0,J. Jenkins misses 3-pt shot from 30 ft,,45-65,,
1:01.0,,,45-65,,Defensive rebound by K. Humphries
0:50.0,,,45-65,,Shooting foul by M. Scott (drawn by K. Humphries)
0:50.0,,,45-65,,K. Humphries misses free throw 1 of 2
0:50.0,,,45-65,,Offensive rebound by Team
0:50.0,,,45-66,1,K. Humphries makes free throw 2 of 2
0:30.0,Turnover by S. Mack (bad pass; steal by P. Pierce),,45-66,,
0:07.0,,,45-66,,Turnover by J. Wall (lost ball; steal by S. Mack)
0:03.0,S. Mack misses 2-pt shot from 1 ft (block by J. Wall),,45-66,,
0:00.0,Offensive rebound by Team,,45-66,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:43.0,,,45-66,,Personal foul by P. Pierce (drawn by E. Brand)
11:35.0,J. Jenkins makes 2-pt shot from 20 ft,2,47-66,,
11:26.0,,,47-66,,Turnover by J. Wall (step out of bounds)
11:11.0,Turnover by D. Schroder (lost ball),,47-66,,
10:55.0,,,47-69,3,B. Beal makes 3-pt shot from 25 ft (assist by M. Gortat)
10:45.0,D. Schroder misses 2-pt shot from 1 ft (block by M. Gortat),,47-69,,
10:44.0,,,47-69,,Defensive rebound by J. Wall
10:30.0,,,47-69,,M. Gortat misses 2-pt shot from 7 ft
10:28.0,,,47-69,,Offensive rebound by N. Hilario
10:28.0,,,47-69,,Turnover by N. Hilario (lost ball)
10:13.0,E. Brand makes 2-pt shot from 17 ft (assist by J. Jenkins),2,49-69,,
9:59.0,Personal foul by M. Muscala (drawn by N. Hilario),,49-69,,
9:51.0,,,49-69,,Turnover by B. Beal (bad pass; steal by J. Jenkins)
9:46.0,K. Bazemore misses 2-pt shot from 7 ft,,49-69,,
9:44.0,,,49-69,,Defensive rebound by M. Gortat
9:39.0,,,49-69,,J. Wall misses 2-pt shot from 1 ft (block by K. Bazemore)
9:36.0,Defensive rebound by D. Schroder,,49-69,,
9:31.0,E. Brand makes 2-pt shot from 7 ft (assist by D. Schroder),2,51-69,,
9:10.0,,,51-71,2,M. Gortat makes 2-pt shot from 3 ft
8:57.0,Turnover by E. Brand (bad pass; steal by B. Beal),,51-71,,
8:53.0,,,51-71,,Shooting foul by D. Schroder (drawn by J. Wall)
8:53.0,,,51-72,1,J. Wall makes free throw 1 of 2
8:53.0,,,51-73,1,J. Wall makes free throw 2 of 2
8:42.0,Shooting foul by B. Beal (drawn by E. Brand),,51-73,,
8:42.0,E. Brand makes free throw 1 of 2,1,52-73,,
8:42.0,E. Brand makes free throw 2 of 2,1,53-73,,
8:33.0,,,53-75,2,J. Wall makes 2-pt shot from 1 ft
8:23.0,D. Schroder misses 2-pt shot from 15 ft,,53-75,,
8:22.0,,,53-75,,Defensive rebound by N. Hilario
8:05.0,,,53-75,,B. Beal misses 3-pt shot from 28 ft
8:04.0,Defensive rebound by J. Jenkins,,53-75,,
7:47.0,J. Jenkins misses 2-pt shot from 20 ft,,53-75,,
7:46.0,,,53-75,,Defensive rebound by P. Pierce
7:38.0,,,53-75,,Turnover by J. Wall (bad pass; steal by K. Bazemore)
7:38.0,,,53-75,,Personal take foul by J. Wall (drawn by K. Bazemore)
7:27.0,D. Schroder makes 2-pt shot from 4 ft,2,55-75,,
7:13.0,,,55-75,,B. Beal misses 2-pt shot at rim (block by E. Brand)
7:13.0,,,55-75,,Offensive rebound by Team
7:03.0,,,55-75,,M. Gortat misses 2-pt shot at rim
7:03.0,,,55-75,,Offensive rebound by N. Hilario
7:03.0,,,55-75,,Shooting foul by M. Muscala (drawn by N. Hilario)
7:03.0,,,55-77,2,N. Hilario makes 2-pt shot at rim
7:03.0,S. Mack enters the game for J. Jenkins,,55-77,,
7:03.0,,,55-78,1,N. Hilario makes free throw 1 of 1
6:45.0,Turnover by E. Brand (bad pass; steal by P. Pierce),,55-78,,
6:41.0,,,55-80,2,B. Beal makes 2-pt shot at rim (assist by P. Pierce)
6:40.0,Atlanta full timeout,,55-80,,
6:24.0,Shooting foul by N. Hilario (drawn by S. Mack),,55-80,,
6:24.0,S. Mack makes free throw 1 of 2,1,56-80,,
6:24.0,M. Scott enters the game for E. Brand,,56-80,,
6:24.0,S. Mack makes free throw 2 of 2,1,57-80,,
6:11.0,,,57-80,,B. Beal misses 3-pt shot from 25 ft
6:10.0,Defensive rebound by D. Schroder,,57-80,,
5:56.0,K. Bazemore makes 2-pt shot from 17 ft (assist by D. Schroder),2,59-80,,
5:37.0,,,59-82,2,N. Hilario makes 2-pt shot at rim (assist by J. Wall)
5:23.0,,,59-82,,D. Gooden enters the game for N. Hilario
5:18.0,D. Schroder makes 2-pt shot at rim,2,61-82,,
5:02.0,,,61-82,,P. Pierce misses 3-pt shot from 27 ft
5:01.0,Defensive rebound by K. Bazemore,,61-82,,
4:46.0,D. Schroder makes 2-pt shot at rim,2,63-82,,
4:25.0,,,63-82,,D. Gooden misses 3-pt shot from 22 ft
4:24.0,Defensive rebound by M. Muscala,,63-82,,
4:12.0,S. Mack misses 2-pt shot from 18 ft,,63-82,,
4:11.0,Offensive rebound by K. Bazemore,,63-82,,
4:07.0,K. Bazemore misses 2-pt shot from 1 ft,,63-82,,
4:07.0,,,63-82,,Defensive rebound by Team
4:07.0,P. Antic enters the game for M. Muscala,,63-82,,
4:07.0,A. Daye enters the game for K. Bazemore,,63-82,,
4:07.0,,,63-82,,R. Sessions enters the game for B. Beal
3:52.0,,,63-82,,J. Wall misses 2-pt shot from 14 ft
3:51.0,Defensive rebound by S. Mack,,63-82,,
3:46.0,M. Scott makes 2-pt shot at rim (assist by S. Mack),2,65-82,,
3:26.0,J. Jenkins enters the game for D. Schroder,,65-82,,
3:18.0,,,65-82,,D. Gooden misses 2-pt shot from 5 ft
3:17.0,Defensive rebound by P. Antic,,65-82,,
3:09.0,P. Antic misses 3-pt shot from 25 ft,,65-82,,
3:08.0,,,65-82,,Defensive rebound by P. Pierce
3:02.0,,,65-84,2,M. Gortat makes 2-pt shot from 1 ft (assist by R. Sessions)
2:46.0,J. Jenkins makes 3-pt shot from 23 ft (assist by A. Daye),3,68-84,,
2:27.0,,,68-84,,Shooting foul by P. Antic (drawn by D. Gooden)
2:27.0,,,68-84,,Washington full timeout
2:27.0,,,68-85,1,D. Gooden makes free throw 1 of 2
2:27.0,,,68-85,,D. Gooden misses free throw 2 of 2
2:25.0,Defensive rebound by A. Daye,,68-85,,
2:10.0,J. Jenkins misses 3-pt shot from 26 ft,,68-85,,
2:09.0,,,68-85,,Defensive rebound by P. Pierce
1:47.0,,,68-85,,R. Sessions misses 3-pt shot from 23 ft
1:46.0,,,68-85,,Offensive rebound by D. Gooden
1:34.0,Violation by P. Antic (kicked ball),,68-85,,
1:27.0,,,68-85,,J. Wall misses 3-pt shot from 25 ft
1:26.0,Defensive rebound by P. Antic,,68-85,,
1:15.0,P. Antic misses 2-pt shot at rim,,68-85,,
1:14.0,,,68-85,,Defensive rebound by R. Sessions
1:09.0,,,68-87,2,M. Gortat makes 2-pt shot from 1 ft (assist by J. Wall)
0:59.0,S. Mack makes 2-pt shot from 15 ft,2,70-87,,
0:52.0,,,70-90,3,P. Pierce makes 3-pt shot from 27 ft (assist by R. Sessions)
0:40.0,S. Mack makes 2-pt shot from 1 ft,2,72-90,,
0:34.0,,,72-90,,J. Wall misses 2-pt shot from 17 ft
0:32.0,,,72-90,,Offensive rebound by M. Gortat
0:31.0,,,72-90,,M. Gortat misses 2-pt shot from 2 ft
0:29.0,Defensive rebound by P. Antic,,72-90,,
0:11.0,P. Antic makes 3-pt shot from 26 ft (assist by J. Jenkins),3,75-90,,
0:01.0,,,75-90,,J. Wall misses 2-pt shot from 10 ft
0:00.0,,,75-90,,Offensive rebound by Team
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,,,75-90,,D. Gooden misses 2-pt shot from 9 ft
11:34.0,Defensive rebound by P. Antic,,75-90,,
11:20.0,A. Daye misses 2-pt shot from 21 ft,,75-90,,
11:19.0,,,75-90,,Defensive rebound by D. Gooden
11:08.0,Personal foul by M. Muscala (drawn by N. Hilario),,75-90,,
11:02.0,Personal foul by P. Antic (drawn by N. Hilario),,75-90,,
10:57.0,Personal foul by P. Antic (drawn by N. Hilario),,75-90,,
10:57.0,D. Schroder enters the game for S. Mack,,75-90,,
10:57.0,K. Bazemore enters the game for J. Jenkins,,75-90,,
10:48.0,,,75-90,,Turnover by N. Hilario (traveling)
10:31.0,D. Schroder misses 3-pt shot from 26 ft,,75-90,,
10:30.0,Offensive rebound by A. Daye,,75-90,,
10:27.0,A. Daye makes 2-pt shot at rim,2,77-90,,
10:11.0,,,77-92,2,O. Porter makes 2-pt shot from 17 ft (assist by D. Gooden)
9:58.0,D. Schroder makes 2-pt shot at rim,2,79-92,,
9:58.0,Shooting foul by D. Gooden (drawn by D. Schroder),,79-92,,
9:58.0,D. Schroder misses free throw 1 of 1,,79-92,,
9:57.0,,,79-92,,Defensive rebound by Team
9:37.0,,,79-94,2,B. Beal makes 2-pt shot from 14 ft (assist by R. Sessions)
9:27.0,D. Schroder misses 2-pt shot from 21 ft,,79-94,,
9:26.0,,,79-94,,Defensive rebound by O. Porter
9:08.0,Personal foul by D. Schroder (drawn by B. Beal),,79-94,,
9:01.0,,,79-94,,B. Beal misses 2-pt shot from 20 ft
9:00.0,,,79-94,,Offensive rebound by N. Hilario
8:49.0,,,79-96,2,D. Gooden makes 2-pt shot at rim (assist by R. Sessions)
8:29.0,D. Schroder makes 2-pt shot from 3 ft (assist by A. Daye),2,81-96,,
8:22.0,,,81-96,,Turnover by O. Porter (step out of bounds)
8:22.0,Official timeout,,81-96,,
8:22.0,M. Scott enters the game for P. Antic,,81-96,,
8:11.0,M. Muscala misses 3-pt shot from 27 ft,,81-96,,
8:10.0,Offensive rebound by D. Schroder,,81-96,,
8:03.0,D. Schroder misses 2-pt shot from 2 ft (block by O. Porter),,81-96,,
8:03.0,Offensive rebound by Team,,81-96,,
7:50.0,,,81-96,,Personal foul by O. Porter (drawn by M. Muscala)
7:37.0,Turnover by M. Scott (bad pass; steal by B. Beal),,81-96,,
7:35.0,,,81-96,,Shooting foul by K. Bazemore (drawn by R. Sessions)
7:35.0,,,81-97,1,R. Sessions makes free throw 1 of 2
7:35.0,,,81-98,1,R. Sessions makes free throw 2 of 2
7:31.0,,,81-98,,Personal foul by D. Gooden (drawn by M. Muscala)
7:31.0,J. Jenkins enters the game for A. Daye,,81-98,,
7:23.0,K. Bazemore makes 2-pt shot at rim (assist by M. Muscala),2,83-98,,
7:07.0,,,83-98,,Shooting foul by M. Scott (drawn by B. Beal)
7:07.0,,,83-99,1,B. Beal makes free throw 1 of 2
7:07.0,,,83-100,1,B. Beal makes free throw 2 of 2
6:53.0,M. Scott misses 3-pt shot from 26 ft,,83-100,,
6:52.0,Offensive rebound by K. Bazemore,,83-100,,
6:51.0,Shooting foul by B. Beal (drawn by K. Bazemore),,83-100,,
6:51.0,K. Bazemore misses free throw 1 of 2,,83-100,,
6:51.0,Offensive rebound by Team,,83-100,,
6:51.0,K. Bazemore makes free throw 2 of 2,1,84-100,,
6:38.0,,,84-100,,Turnover by N. Hilario (bad pass; steal by J. Jenkins)
6:38.0,,,84-100,,Personal foul by B. Beal (drawn by J. Jenkins)
6:38.0,J. Jenkins makes free throw 1 of 2,1,85-100,,
6:38.0,,,85-100,,K. Humphries enters the game for D. Gooden
6:38.0,J. Jenkins makes free throw 2 of 2,1,86-100,,
6:25.0,Violation by M. Muscala (kicked ball),,86-100,,
6:12.0,,,86-100,,K. Humphries misses 2-pt shot from 19 ft
6:11.0,Defensive rebound by M. Muscala,,86-100,,
6:03.0,,,86-100,,Personal foul by K. Humphries (drawn by D. Schroder)
6:03.0,D. Schroder makes free throw 1 of 2,1,87-100,,
6:03.0,,,87-100,,J. Wall enters the game for R. Sessions
6:03.0,E. Brand enters the game for M. Muscala,,87-100,,
6:03.0,D. Schroder makes free throw 2 of 2,1,88-100,,
5:50.0,,,88-100,,Turnover by J. Wall (bad pass; steal by J. Jenkins)
5:47.0,,,88-100,,Personal foul by O. Porter (drawn by J. Jenkins)
5:47.0,,,88-100,,Washington full timeout
5:47.0,S. Mack enters the game for D. Schroder,,88-100,,
5:47.0,,,88-100,,M. Gortat enters the game for N. Hilario
5:47.0,J. Jenkins misses free throw 1 of 2,,88-100,,
5:47.0,Offensive rebound by Team,,88-100,,
5:47.0,J. Jenkins makes free throw 2 of 2,1,89-100,,
5:23.0,,,89-100,,J. Wall misses 2-pt shot from 8 ft
5:23.0,,,89-100,,Offensive rebound by Team
5:23.0,Loose ball foul by J. Jenkins (drawn by K. Humphries),,89-100,,
5:23.0,,,89-100,,K. Humphries misses free throw 1 of 2
5:23.0,,,89-100,,Offensive rebound by Team
5:23.0,,,89-101,1,K. Humphries makes free throw 2 of 2
5:08.0,M. Scott makes 3-pt shot from 23 ft (assist by K. Bazemore),3,92-101,,
4:53.0,Personal foul by E. Brand (drawn by M. Gortat),,92-101,,
