time,Chicago,pts.away,score,pts.home,Milwaukee
5:47.0,Shooting foul by E. Ilyasova (drawn by J. Butler),,12-11,,
5:47.0,,,12-11,,Milwaukee full timeout
5:47.0,,,12-11,,J. Henson enters the game for Z. Pachulia
5:47.0,J. Butler makes free throw 1 of 3,1,13-11,,
5:47.0,J. Butler makes free throw 2 of 3,1,14-11,,
5:47.0,J. Butler makes free throw 3 of 3,1,15-11,,
5:28.0,,,15-13,2,J. Henson makes 2-pt shot at rim (assist by G. Antetokounmpo)
5:01.0,Turnover by Team (shot clock),,15-13,,
4:41.0,,,15-16,3,E. Ilyasova makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
4:16.0,J. Noah misses 2-pt shot from 6 ft,,15-16,,
4:14.0,,,15-16,,Defensive rebound by E. Ilyasova
4:06.0,,,15-18,2,M. Carter-Williams makes 2-pt shot from 1 ft
3:51.0,M. Dunleavy misses 3-pt shot from 28 ft,,15-18,,
3:50.0,Offensive rebound by J. Noah,,15-18,,
3:46.0,P. Gasol makes 2-pt shot from 13 ft (assist by J. Noah),2,17-18,,
3:31.0,,,17-18,,E. Ilyasova misses 2-pt shot from 20 ft
3:30.0,Defensive rebound by J. Noah,,17-18,,
3:21.0,Shooting foul by G. Antetokounmpo (drawn by P. Gasol),,17-18,,
3:21.0,P. Gasol misses free throw 1 of 2,,17-18,,
3:21.0,Offensive rebound by Team,,17-18,,
3:21.0,T. Snell enters the game for J. Butler,,17-18,,
3:21.0,T. Gibson enters the game for J. Noah,,17-18,,
3:21.0,P. Gasol makes free throw 2 of 2,1,18-18,,
3:02.0,,,18-18,,G. Antetokounmpo misses 2-pt shot from 18 ft
2:59.0,,,18-18,,Offensive rebound by J. Henson
2:59.0,,,18-20,2,J. Henson makes 2-pt shot at rim
2:49.0,Turnover by T. Snell (bad pass; steal by M. Carter-Williams),,18-20,,
2:39.0,,,18-22,2,E. Ilyasova makes 2-pt shot from 22 ft (assist by K. Middleton)
2:31.0,Chicago full timeout,,18-22,,
2:15.0,Shooting foul by M. Carter-Williams (drawn by T. Snell),,18-22,,
2:15.0,T. Snell makes free throw 1 of 2,1,19-22,,
2:15.0,T. Snell makes free throw 2 of 2,1,20-22,,
1:59.0,,,20-22,,E. Ilyasova misses 2-pt shot from 18 ft
1:58.0,,,20-22,,Offensive rebound by G. Antetokounmpo
1:57.0,,,20-24,2,G. Antetokounmpo makes 2-pt shot at rim
1:42.0,Turnover by P. Gasol (bad pass; steal by E. Ilyasova),,20-24,,
1:32.0,,,20-24,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo)
1:32.0,,,20-24,,G. Antetokounmpo misses free throw 1 of 2
1:32.0,,,20-24,,Offensive rebound by Team
1:32.0,,,20-24,,J. Dudley enters the game for E. Ilyasova
1:32.0,K. Hinrich enters the game for M. Dunleavy,,20-24,,
1:32.0,,,20-25,1,G. Antetokounmpo makes free throw 2 of 2
1:15.0,T. Snell makes 3-pt shot from 26 ft (assist by P. Gasol),3,23-25,,
0:54.0,,,23-25,,K. Middleton misses 2-pt shot from 16 ft
0:52.0,,,23-25,,Offensive rebound by G. Antetokounmpo
0:48.0,,,23-27,2,G. Antetokounmpo makes 2-pt shot at rim
0:31.0,T. Gibson makes 2-pt shot from 1 ft (assist by P. Gasol),2,25-27,,
0:17.0,,,25-27,,J. Henson misses 2-pt shot from 2 ft
0:14.0,Defensive rebound by T. Gibson,,25-27,,
0:02.0,D. Rose makes 2-pt shot from 7 ft,2,27-27,,
0:00.0,,,27-27,,M. Carter-Williams misses 3-pt shot from 63 ft
0:00.0,,,27-27,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:42.0,T. Snell misses 3-pt shot from 26 ft,,27-27,,
11:40.0,,,27-27,,Defensive rebound by J. Henson
11:35.0,Personal foul by T. Snell (drawn by G. Antetokounmpo),,27-27,,
11:17.0,,,27-27,,J. Henson misses 2-pt shot from 15 ft
11:16.0,Defensive rebound by A. Brooks,,27-27,,
11:00.0,K. Hinrich misses 3-pt shot from 27 ft,,27-27,,
10:58.0,,,27-27,,Defensive rebound by J. Bayless
10:58.0,Personal foul by A. Brooks (drawn by J. Bayless),,27-27,,
10:44.0,,,27-27,,Turnover by O. Mayo (lost ball; steal by K. Hinrich)
10:36.0,Turnover by J. Noah (bad pass; steal by J. Dudley),,27-27,,
10:30.0,,,27-27,,J. Bayless misses 3-pt shot from 25 ft
10:29.0,,,27-27,,Offensive rebound by J. Henson
10:22.0,,,27-27,,Shooting foul by J. Noah (drawn by G. Antetokounmpo)
10:22.0,,,27-28,1,G. Antetokounmpo makes free throw 1 of 2
10:22.0,J. Butler enters the game for T. Snell,,27-28,,
10:22.0,,,27-28,,G. Antetokounmpo misses free throw 2 of 2
10:21.0,,,27-28,,Offensive rebound by J. Henson
10:10.0,,,27-30,2,J. Dudley makes 2-pt shot from 15 ft (assist by J. Bayless)
9:47.0,A. Brooks makes 2-pt shot from 7 ft,2,29-30,,
9:41.0,,,29-32,2,G. Antetokounmpo makes 2-pt shot from 1 ft (assist by J. Bayless)
9:41.0,,,29-32,,Shooting foul by A. Brooks (drawn by G. Antetokounmpo)
9:41.0,,,29-33,1,G. Antetokounmpo makes free throw 1 of 1
9:29.0,Turnover by A. Brooks (bad pass; steal by J. Bayless),,29-33,,
9:26.0,,,29-33,,Shooting foul by K. Hinrich (drawn by J. Henson)
9:26.0,,,29-33,,J. Henson misses free throw 1 of 2
9:26.0,,,29-33,,Offensive rebound by Team
9:26.0,,,29-34,1,J. Henson makes free throw 2 of 2
9:07.0,T. Gibson misses 2-pt shot from 3 ft (block by J. Henson),,29-34,,
9:04.0,,,29-34,,Defensive rebound by G. Antetokounmpo
8:57.0,,,29-36,2,G. Antetokounmpo makes 2-pt shot from 14 ft
8:46.0,Turnover by A. Brooks (bad pass),,29-36,,
8:46.0,Official timeout,,29-36,,
8:33.0,,,29-36,,G. Antetokounmpo misses 2-pt shot at rim
8:31.0,,,29-36,,Offensive rebound by J. Henson
8:31.0,,,29-38,2,J. Henson makes 2-pt shot from 2 ft
8:16.0,Turnover by J. Butler (bad pass; steal by J. Dudley),,29-38,,
8:11.0,,,29-38,,G. Antetokounmpo misses 2-pt shot from 1 ft
8:09.0,Defensive rebound by J. Noah,,29-38,,
8:00.0,J. Noah makes 2-pt shot at rim (assist by T. Gibson),2,31-38,,
7:48.0,,,31-40,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
7:19.0,J. Butler misses 2-pt shot from 20 ft,,31-40,,
7:17.0,,,31-40,,Defensive rebound by J. Bayless
7:13.0,Shooting block foul by A. Brooks (drawn by J. Bayless),,31-40,,
7:13.0,,,31-40,,J. Bayless misses free throw 1 of 2
7:13.0,,,31-40,,Offensive rebound by Team
7:13.0,D. Rose enters the game for A. Brooks,,31-40,,
7:13.0,M. Dunleavy enters the game for K. Hinrich,,31-40,,
7:13.0,,,31-41,1,J. Bayless makes free throw 2 of 2
6:52.0,J. Noah misses 2-pt shot from 1 ft,,31-41,,
6:50.0,,,31-41,,Defensive rebound by J. Henson
6:45.0,,,31-43,2,O. Mayo makes 2-pt shot at rim
6:29.0,T. Gibson misses 2-pt shot from 11 ft,,31-43,,
6:29.0,Offensive rebound by Team,,31-43,,
6:29.0,,,31-43,,Loose ball foul by J. Dudley (drawn by J. Noah)
6:21.0,T. Gibson misses 2-pt shot from 17 ft,,31-43,,
6:19.0,,,31-43,,Defensive rebound by O. Mayo
6:14.0,,,31-46,3,J. Dudley makes 3-pt shot from 25 ft (assist by O. Mayo)
6:03.0,Chicago full timeout,,31-46,,
6:03.0,P. Gasol enters the game for T. Gibson,,31-46,,
6:03.0,,,31-46,,Z. Pachulia enters the game for J. Henson
6:03.0,,,31-46,,K. Middleton enters the game for G. Antetokounmpo
5:47.0,D. Rose misses 2-pt shot from 11 ft,,31-46,,
5:46.0,,,31-46,,Defensive rebound by Z. Pachulia
5:27.0,,,31-46,,Turnover by O. Mayo (lost ball; steal by P. Gasol)
5:26.0,,,31-46,,Personal take foul by J. Dudley (drawn by J. Butler)
5:04.0,J. Butler misses 3-pt shot from 27 ft,,31-46,,
5:02.0,,,31-46,,Defensive rebound by Z. Pachulia
4:54.0,,,31-49,3,J. Dudley makes 3-pt shot from 24 ft (assist by O. Mayo)
4:26.0,Turnover by Team (shot clock),,31-49,,
4:17.0,,,31-49,,J. Bayless misses 2-pt shot from 1 ft
4:15.0,Defensive rebound by P. Gasol,,31-49,,
4:04.0,Shooting foul by Z. Pachulia (drawn by P. Gasol),,31-49,,
4:04.0,P. Gasol makes free throw 1 of 2,1,32-49,,
4:04.0,,,32-49,,M. Carter-Williams enters the game for J. Bayless
4:04.0,P. Gasol makes free throw 2 of 2,1,33-49,,
3:53.0,,,33-49,,Turnover by M. Carter-Williams (lost ball; steal by J. Butler)
3:44.0,D. Rose makes 2-pt shot from 4 ft,2,35-49,,
3:32.0,,,35-51,2,J. Dudley makes 2-pt shot from 1 ft (assist by K. Middleton)
3:17.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by D. Rose),3,38-51,,
3:08.0,Personal foul by J. Noah (drawn by J. Dudley),,38-51,,
3:08.0,,,38-51,,J. Dudley misses free throw 1 of 2
3:08.0,,,38-51,,Offensive rebound by Team
3:08.0,T. Gibson enters the game for J. Noah,,38-51,,
3:08.0,,,38-51,,J. Dudley misses free throw 2 of 2
3:07.0,Defensive rebound by P. Gasol,,38-51,,
2:55.0,T. Gibson makes 2-pt shot at rim (assist by P. Gasol),2,40-51,,
2:51.0,,,40-51,,Milwaukee full timeout
2:51.0,,,40-51,,E. Ilyasova enters the game for J. Dudley
2:51.0,,,40-51,,G. Antetokounmpo enters the game for O. Mayo
2:40.0,,,40-51,,G. Antetokounmpo misses 2-pt shot from 7 ft (block by J. Butler)
2:38.0,Defensive rebound by P. Gasol,,40-51,,
2:34.0,J. Butler makes 2-pt shot at rim (assist by M. Dunleavy),2,42-51,,
2:18.0,,,42-51,,G. Antetokounmpo misses 2-pt shot from 18 ft
2:17.0,Defensive rebound by D. Rose,,42-51,,
2:09.0,P. Gasol makes 2-pt shot from 19 ft (assist by J. Butler),2,44-51,,
1:45.0,Jump ball: T. Gibson vs. Z. Pachulia (M. Carter-Williams gains possession),,,,Jump ball: T. Gibson vs. Z. Pachulia (M. Carter-Williams gains possession)
1:40.0,,,44-51,,M. Carter-Williams misses 3-pt shot from 27 ft
1:39.0,Defensive rebound by T. Gibson,,44-51,,
1:32.0,D. Rose makes 3-pt shot from 25 ft (assist by M. Dunleavy),3,47-51,,
1:07.0,,,47-51,,G. Antetokounmpo misses 2-pt shot from 5 ft
1:05.0,Defensive rebound by D. Rose,,47-51,,
1:00.0,J. Butler makes 2-pt shot from 4 ft,2,49-51,,
1:00.0,,,49-51,,Milwaukee full timeout
0:41.0,,,49-53,2,G. Antetokounmpo makes 2-pt shot from 18 ft (assist by K. Middleton)
0:18.0,P. Gasol misses 2-pt shot from 6 ft,,49-53,,
0:17.0,,,49-53,,Defensive rebound by G. Antetokounmpo
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:42.0,J. Butler misses 3-pt shot from 25 ft,,49-53,,
11:40.0,,,49-53,,Defensive rebound by E. Ilyasova
11:28.0,,,49-53,,M. Carter-Williams misses 2-pt shot from 5 ft
11:27.0,Defensive rebound by P. Gasol,,49-53,,
11:11.0,M. Dunleavy makes 3-pt shot from 25 ft (assist by D. Rose),3,52-53,,
10:56.0,,,52-55,2,M. Carter-Williams makes 2-pt shot at rim
10:45.0,,,52-55,,Violation by Z. Pachulia (kicked ball)
10:41.0,P. Gasol makes 2-pt shot from 16 ft (assist by D. Rose),2,54-55,,
10:15.0,,,54-55,,G. Antetokounmpo misses 2-pt shot from 19 ft
10:15.0,Defensive rebound by Team,,54-55,,
10:00.0,P. Gasol misses 2-pt shot from 16 ft,,54-55,,
9:58.0,,,54-55,,Defensive rebound by G. Antetokounmpo
9:53.0,,,54-55,,E. Ilyasova misses 2-pt shot from 2 ft (block by P. Gasol)
9:53.0,,,54-55,,Offensive rebound by Team
9:43.0,,,54-55,,M. Carter-Williams misses 2-pt shot from 17 ft
9:42.0,Defensive rebound by J. Noah,,54-55,,
9:35.0,M. Dunleavy misses 2-pt shot from 1 ft (block by Z. Pachulia),,54-55,,
9:32.0,Offensive rebound by M. Dunleavy,,54-55,,
9:29.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by P. Gasol),3,57-55,,
9:15.0,,,57-57,2,M. Carter-Williams makes 2-pt shot at rim
9:01.0,D. Rose misses 3-pt shot from 26 ft,,57-57,,
8:59.0,Offensive rebound by J. Noah,,57-57,,
8:54.0,Shooting foul by E. Ilyasova (drawn by D. Rose),,57-57,,
8:54.0,D. Rose makes free throw 1 of 2,1,58-57,,
8:54.0,D. Rose makes free throw 2 of 2,1,59-57,,
8:39.0,,,59-57,,Turnover by M. Carter-Williams (lost ball; steal by D. Rose)
8:35.0,Shooting foul by Z. Pachulia (drawn by J. Butler),,59-57,,
8:35.0,J. Butler makes free throw 1 of 2,1,60-57,,
8:35.0,J. Butler makes free throw 2 of 2,1,61-57,,
8:15.0,,,61-59,2,E. Ilyasova makes 2-pt shot from 19 ft
7:49.0,J. Butler misses 3-pt shot from 23 ft,,61-59,,
7:47.0,,,61-59,,Defensive rebound by E. Ilyasova
7:22.0,,,61-61,2,M. Carter-Williams makes 2-pt shot from 17 ft (assist by K. Middleton)
7:05.0,J. Noah misses 2-pt shot from 2 ft (block by G. Antetokounmpo),,61-61,,
7:02.0,,,61-61,,Defensive rebound by G. Antetokounmpo
7:00.0,,,61-61,,G. Antetokounmpo misses 2-pt shot from 1 ft
7:00.0,Defensive rebound by Team,,61-61,,
7:00.0,,,61-61,,Loose ball foul by M. Carter-Williams (drawn by M. Dunleavy)
6:50.0,J. Noah misses 2-pt shot at rim,,61-61,,
6:48.0,,,61-61,,Defensive rebound by E. Ilyasova
6:39.0,,,61-61,,Turnover by G. Antetokounmpo (traveling)
6:33.0,M. Dunleavy misses 3-pt shot from 25 ft,,61-61,,
6:32.0,,,61-61,,Defensive rebound by Z. Pachulia
6:27.0,,,61-63,2,G. Antetokounmpo makes 2-pt shot at rim (assist by K. Middleton)
6:27.0,,,61-63,,Shooting foul by M. Dunleavy (drawn by G. Antetokounmpo)
6:27.0,,,61-63,,G. Antetokounmpo misses free throw 1 of 1
6:26.0,,,61-63,,Offensive rebound by Team
6:18.0,,,61-63,,K. Middleton misses 2-pt shot from 18 ft
6:17.0,Defensive rebound by J. Noah,,61-63,,
6:00.0,D. Rose makes 2-pt shot at rim,2,63-63,,
5:58.0,Violation by Team (delay of game),,63-63,,
5:40.0,,,63-65,2,Z. Pachulia makes 2-pt shot from 18 ft (assist by G. Antetokounmpo)
5:24.0,J. Butler makes 3-pt shot from 26 ft (assist by D. Rose),3,66-65,,
5:09.0,,,66-65,,E. Ilyasova misses 2-pt shot from 16 ft
5:08.0,,,66-65,,Offensive rebound by K. Middleton
5:08.0,,,66-65,,Shooting foul by M. Dunleavy (drawn by K. Middleton)
5:08.0,,,66-65,,Milwaukee full timeout
5:08.0,,,66-65,,J. Henson enters the game for Z. Pachulia
5:08.0,,,66-66,1,K. Middleton makes free throw 1 of 2
5:08.0,,,66-67,1,K. Middleton makes free throw 2 of 2
4:48.0,M. Dunleavy makes 3-pt shot from 24 ft (assist by D. Rose),3,69-67,,
4:20.0,,,69-67,,M. Carter-Williams misses 3-pt shot from 25 ft
4:18.0,Defensive rebound by M. Dunleavy,,69-67,,
4:08.0,Turnover by J. Noah (bad pass; steal by J. Henson),,69-67,,
4:05.0,Personal foul by J. Butler (drawn by G. Antetokounmpo),,69-67,,
4:05.0,,,69-67,,J. Bayless enters the game for M. Carter-Williams
4:05.0,T. Gibson enters the game for J. Noah,,69-67,,
3:58.0,,,69-67,,E. Ilyasova misses 3-pt shot from 24 ft
3:58.0,Defensive rebound by Team,,69-67,,
3:45.0,D. Rose makes 2-pt shot from 11 ft,2,71-67,,
3:25.0,,,71-67,,Turnover by J. Henson (lost ball; steal by M. Dunleavy)
3:12.0,D. Rose makes 3-pt shot from 28 ft (assist by P. Gasol),3,74-67,,
3:12.0,,,74-67,,Milwaukee full timeout
3:12.0,,,74-67,,J. Dudley enters the game for E. Ilyasova
2:55.0,,,74-67,,K. Middleton misses 3-pt shot from 27 ft
2:53.0,,,74-67,,Offensive rebound by J. Bayless
2:49.0,Personal foul by D. Rose (drawn by J. Dudley),,74-67,,
2:41.0,,,74-69,2,J. Henson makes 2-pt shot from 1 ft (assist by K. Middleton)
2:16.0,D. Rose misses 2-pt shot from 20 ft,,74-69,,
2:14.0,,,74-69,,Defensive rebound by J. Henson
2:05.0,,,74-69,,J. Dudley misses 3-pt shot from 26 ft
2:04.0,Defensive rebound by M. Dunleavy,,74-69,,
1:53.0,,,74-69,,Personal foul by J. Henson (drawn by T. Gibson)
1:53.0,A. Brooks enters the game for D. Rose,,74-69,,
1:38.0,A. Brooks misses 3-pt shot from 27 ft,,74-69,,
1:37.0,,,74-69,,Defensive rebound by J. Henson
1:26.0,,,74-69,,J. Bayless misses 2-pt shot from 18 ft
1:25.0,Defensive rebound by J. Butler,,74-69,,
1:03.0,A. Brooks misses 3-pt shot from 25 ft,,74-69,,
1:02.0,,,74-69,,Defensive rebound by J. Henson
0:45.0,,,74-69,,J. Dudley misses 2-pt shot from 1 ft
0:43.0,,,74-69,,Offensive rebound by G. Antetokounmpo
0:43.0,,,74-71,2,G. Antetokounmpo makes 2-pt shot from 1 ft
0:17.0,A. Brooks misses 2-pt shot from 14 ft,,74-71,,
0:16.0,Offensive rebound by A. Brooks,,74-71,,
0:01.0,J. Butler misses 2-pt shot from 19 ft,,74-71,,
0:00.0,Offensive rebound by Team,,74-71,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,,,74-71,,Shooting foul by T. Snell (drawn by J. Dudley)
11:44.0,,,74-72,1,J. Dudley makes free throw 1 of 2
11:44.0,,,74-72,,J. Dudley misses free throw 2 of 2
11:42.0,Defensive rebound by J. Noah,,74-72,,
11:23.0,J. Butler misses 3-pt shot from 26 ft,,74-72,,
11:21.0,Offensive rebound by T. Gibson,,74-72,,
11:18.0,Turnover by T. Gibson (bad pass; steal by O. Mayo),,74-72,,
11:05.0,,,74-72,,O. Mayo misses 3-pt shot from 26 ft
11:03.0,,,74-72,,Offensive rebound by J. Henson
10:59.0,,,74-72,,O. Mayo misses 2-pt shot from 1 ft
10:58.0,Defensive rebound by J. Noah,,74-72,,
10:36.0,A. Brooks misses 2-pt shot at rim (block by J. Henson),,74-72,,
10:34.0,,,74-72,,Defensive rebound by J. Henson
10:21.0,,,74-72,,J. Bayless misses 2-pt shot from 17 ft
10:20.0,Defensive rebound by J. Butler,,74-72,,
9:57.0,T. Gibson makes 2-pt shot at rim (assist by J. Noah),2,76-72,,
9:38.0,,,76-72,,G. Antetokounmpo misses 2-pt shot from 18 ft
9:37.0,Defensive rebound by T. Gibson,,76-72,,
9:24.0,,,76-72,,Personal foul by J. Henson (drawn by J. Butler)
9:24.0,,,76-72,,M. Carter-Williams enters the game for J. Bayless
9:11.0,T. Snell makes 3-pt shot from 26 ft (assist by T. Gibson),3,79-72,,
8:53.0,Official timeout,,79-72,,
8:53.0,D. Rose enters the game for A. Brooks,,79-72,,
8:53.0,,,79-72,,K. Middleton enters the game for G. Antetokounmpo
8:47.0,,,79-72,,K. Middleton misses 2-pt shot from 17 ft
8:46.0,Defensive rebound by T. Gibson,,79-72,,
8:25.0,D. Rose makes 3-pt shot from 27 ft (assist by J. Butler),3,82-72,,
8:09.0,,,82-72,,Shooting foul by J. Noah (drawn by J. Henson)
8:09.0,,,82-72,,J. Henson misses free throw 1 of 2
8:09.0,,,82-72,,Offensive rebound by Team
8:09.0,,,82-73,1,J. Henson makes free throw 2 of 2
7:57.0,J. Butler misses 2-pt shot from 18 ft,,82-73,,
7:56.0,,,82-73,,Defensive rebound by M. Carter-Williams
7:50.0,,,82-75,2,M. Carter-Williams makes 2-pt shot at rim
7:20.0,D. Rose makes 2-pt shot from 16 ft,2,84-75,,
7:06.0,,,84-75,,M. Carter-Williams misses 2-pt shot from 11 ft
7:05.0,Defensive rebound by T. Gibson,,84-75,,
6:57.0,D. Rose misses 3-pt shot from 25 ft,,84-75,,
6:56.0,Offensive rebound by T. Gibson,,84-75,,
6:50.0,J. Butler makes 2-pt shot from 1 ft,2,86-75,,
6:27.0,,,86-77,2,M. Carter-Williams makes 2-pt shot from 1 ft (assist by J. Dudley)
6:27.0,,,86-77,,Shooting foul by J. Noah (drawn by M. Carter-Williams)
6:27.0,,,86-78,1,M. Carter-Williams makes free throw 1 of 1
6:05.0,D. Rose misses 2-pt shot from 20 ft,,86-78,,
6:04.0,Offensive rebound by T. Gibson,,86-78,,
5:50.0,T. Gibson misses 2-pt shot from 15 ft,,86-78,,
5:49.0,,,86-78,,Defensive rebound by O. Mayo
5:28.0,,,86-78,,M. Carter-Williams misses 2-pt shot from 1 ft
5:26.0,Defensive rebound by T. Gibson,,86-78,,
5:22.0,Shooting foul by J. Henson (drawn by J. Butler),,86-78,,
5:22.0,,,86-78,,Milwaukee full timeout
5:22.0,,,86-78,,G. Antetokounmpo enters the game for J. Dudley
5:22.0,J. Butler makes free throw 1 of 2,1,87-78,,
5:22.0,J. Butler makes free throw 2 of 2,1,88-78,,
5:11.0,,,88-80,2,O. Mayo makes 2-pt shot from 15 ft (assist by M. Carter-Williams)
4:49.0,Turnover by J. Butler (bad pass; steal by K. Middleton),,88-80,,
4:45.0,Personal foul by D. Rose (drawn by K. Middleton),,88-80,,
4:32.0,Violation by J. Butler (kicked ball),,88-80,,
4:22.0,,,88-80,,G. Antetokounmpo misses 2-pt shot at rim (block by T. Gibson)
4:19.0,Defensive rebound by J. Noah,,88-80,,
4:04.0,D. Rose misses 2-pt shot from 18 ft,,88-80,,
3:57.0,,,88-80,,Defensive rebound by J. Henson
3:51.0,,,88-82,2,M. Carter-Williams makes 2-pt shot from 17 ft
3:28.0,T. Snell makes 3-pt shot from 26 ft (assist by D. Rose),3,91-82,,
3:09.0,,,91-84,2,G. Antetokounmpo makes 2-pt shot from 8 ft
2:51.0,T. Snell makes 3-pt shot from 23 ft (assist by J. Noah),3,94-84,,
2:40.0,,,94-86,2,J. Henson makes 2-pt shot at rim (assist by M. Carter-Williams)
2:22.0,T. Snell misses 3-pt shot from 26 ft,,94-86,,
2:20.0,Offensive rebound by J. Noah,,94-86,,
2:11.0,Turnover by D. Rose (lost ball; steal by O. Mayo),,94-86,,
2:06.0,,,94-86,,O. Mayo misses 2-pt shot from 2 ft (block by J. Butler)
2:06.0,,,94-86,,Offensive rebound by Team
2:06.0,Chicago full timeout,,94-86,,
2:06.0,P. Gasol enters the game for J. Noah,,94-86,,
2:02.0,,,94-86,,K. Middleton misses 2-pt shot from 19 ft
2:01.0,,,94-86,,Offensive rebound by M. Carter-Williams
2:01.0,,,94-86,,M. Carter-Williams misses 2-pt shot from 1 ft
1:59.0,Defensive rebound by P. Gasol,,94-86,,
1:43.0,T. Gibson misses 2-pt shot from 1 ft (block by J. Henson),,94-86,,
1:43.0,Offensive rebound by Team,,94-86,,
1:43.0,Chicago full timeout,,94-86,,
1:38.0,D. Rose misses 2-pt shot from 18 ft,,94-86,,
1:37.0,,,94-86,,Defensive rebound by M. Carter-Williams
1:27.0,,,94-89,3,K. Middleton makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
1:05.0,P. Gasol misses 2-pt shot from 1 ft (block by G. Antetokounmpo),,94-89,,
1:02.0,,,94-89,,Defensive rebound by K. Middleton
0:56.0,,,94-92,3,K. Middleton makes 3-pt shot from 26 ft (assist by M. Carter-Williams)
0:56.0,Chicago full timeout,,94-92,,
0:43.0,T. Snell misses 3-pt shot from 27 ft,,94-92,,
0:42.0,,,94-92,,Defensive rebound by Team
0:42.0,Loose ball foul by P. Gasol (drawn by J. Henson),,94-92,,
0:42.0,,,94-93,1,J. Henson makes free throw 1 of 2
0:42.0,,,94-93,,J. Henson misses free throw 2 of 2
0:41.0,Defensive rebound by P. Gasol,,94-93,,
0:33.0,Chicago full timeout,,94-93,,
0:24.0,D. Rose misses 2-pt shot from 2 ft,,94-93,,
0:23.0,,,94-93,,Defensive rebound by Team
0:23.0,J. Noah enters the game for P. Gasol,,94-93,,
0:11.0,,,94-95,2,K. Middleton makes 2-pt shot from 14 ft (assist by M. Carter-Williams)
