time,Houston,pts.away,score,pts.home,Golden State
5:33.0,A. Shved makes 3-pt shot from 25 ft (assist by K. Papanikolaou),3,95-112,,
5:26.0,,,95-112,,Golden State full timeout
5:26.0,,,95-112,,J. Holiday enters the game for A. Iguodala
5:11.0,,,95-114,2,S. Livingston makes 2-pt shot from 14 ft
4:58.0,C. Brewer misses 2-pt shot at rim,,95-114,,
4:57.0,Offensive rebound by J. Dorsey,,95-114,,
4:55.0,J. Dorsey misses 2-pt shot from 1 ft,,95-114,,
4:53.0,,,95-114,,Defensive rebound by D. Lee
4:47.0,,,95-114,,Turnover by D. Lee (bad pass; steal by J. Terry)
4:43.0,Shooting foul by H. Barnes (drawn by A. Shved),,95-114,,
4:43.0,A. Shved makes free throw 1 of 2,1,96-114,,
4:43.0,,,96-114,,M. Speights enters the game for D. Lee
4:43.0,,,96-114,,B. Rush enters the game for J. Holiday
4:43.0,A. Shved makes free throw 2 of 2,1,97-114,,
4:27.0,,,97-114,,M. Speights misses 2-pt shot from 16 ft
4:26.0,,,97-114,,Offensive rebound by H. Barnes
4:19.0,,,97-114,,B. Rush misses 3-pt shot from 25 ft
4:17.0,Defensive rebound by C. Brewer,,97-114,,
4:12.0,C. Brewer makes 2-pt shot at rim,2,99-114,,
4:12.0,Shooting foul by M. Speights (drawn by C. Brewer),,99-114,,
4:12.0,C. Brewer makes free throw 1 of 1,1,100-114,,
3:54.0,,,100-114,,Turnover by L. Barbosa (bad pass)
3:47.0,C. Brewer misses 3-pt shot from 27 ft,,100-114,,
3:46.0,Offensive rebound by J. Dorsey,,100-114,,
3:36.0,J. Terry makes 3-pt shot from 23 ft (assist by A. Shved),3,103-114,,
3:35.0,,,103-114,,Golden State full timeout
3:35.0,,,103-114,,K. Thompson enters the game for H. Barnes
3:35.0,,,103-114,,D. Green enters the game for L. Barbosa
3:35.0,,,103-114,,S. Curry enters the game for S. Livingston
3:24.0,,,103-114,,D. Green misses 2-pt shot from 1 ft
3:23.0,Defensive rebound by K. Papanikolaou,,103-114,,
3:14.0,J. Dorsey makes 2-pt shot at rim (assist by C. Brewer),2,105-114,,
3:02.0,Personal foul by J. Dorsey (drawn by D. Green),,105-114,,
2:57.0,,,105-114,,Shooting foul by J. Dorsey (drawn by M. Speights)
2:57.0,,,105-115,1,M. Speights makes free throw 1 of 2
2:57.0,,,105-116,1,M. Speights makes free throw 2 of 2
2:43.0,C. Brewer misses 2-pt shot at rim (block by M. Speights),,105-116,,
2:43.0,Offensive rebound by Team,,105-116,,
2:40.0,K. Papanikolaou makes 2-pt shot from 1 ft (assist by C. Brewer),2,107-116,,
2:23.0,,,107-119,3,K. Thompson makes 3-pt shot from 27 ft (assist by S. Curry)
2:13.0,J. Terry misses 2-pt shot from 15 ft,,107-119,,
2:12.0,,,107-119,,Defensive rebound by M. Speights
2:02.0,,,107-119,,S. Curry misses 2-pt shot from 10 ft
2:01.0,,,107-119,,Offensive rebound by M. Speights
2:01.0,,,107-119,,M. Speights misses 2-pt shot at rim
1:59.0,Defensive rebound by J. Dorsey,,107-119,,
1:51.0,C. Brewer misses 3-pt shot from 28 ft,,107-119,,
1:50.0,,,107-119,,Defensive rebound by B. Rush
1:38.0,,,107-121,2,M. Speights makes 2-pt shot at rim (assist by S. Curry)
1:34.0,Shooting foul by D. Green (drawn by C. Brewer),,107-121,,
1:34.0,C. Brewer misses free throw 1 of 2,,107-121,,
1:34.0,Offensive rebound by Team,,107-121,,
1:34.0,C. Brewer makes free throw 2 of 2,1,108-121,,
1:20.0,,,108-123,2,M. Speights makes 2-pt shot from 16 ft (assist by S. Curry)
1:15.0,J. Terry makes 3-pt shot from 26 ft,3,111-123,,
0:59.0,,,111-123,,K. Thompson misses 3-pt shot from 25 ft
0:57.0,,,111-123,,Offensive rebound by Team
0:49.0,,,111-123,,Turnover by S. Curry (bad pass; steal by C. Brewer)
0:46.0,A. Shved makes 2-pt shot at rim (assist by K. Papanikolaou),2,113-123,,
0:41.0,Personal foul by K. Papanikolaou (drawn by D. Green),,113-123,,
0:29.0,,,113-123,,Turnover by D. Green (bad pass; steal by J. Dorsey)
0:25.0,Turnover by A. Shved (lost ball; steal by K. Thompson),,113-123,,
0:06.0,,,113-126,3,M. Speights makes 3-pt shot from 23 ft (assist by S. Curry)
0:00.0,End of 4th quarter,,,,End of 4th quarter
