time,Golden State,pts.away,score,pts.home,New Orleans
3:48.0,,,21-16,,N. Cole enters the game for E. Gordon
3:48.0,,,21-17,1,T. Evans makes free throw 1 of 1
3:34.0,Shooting foul by Q. Pondexter (drawn by S. Curry),,21-17,,
3:34.0,S. Curry makes free throw 1 of 2,1,22-17,,
3:34.0,F. Ezeli enters the game for A. Bogut,,22-17,,
3:34.0,,,22-17,,J. Holiday enters the game for Q. Pondexter
3:34.0,S. Curry makes free throw 2 of 2,1,23-17,,
3:17.0,,,23-20,3,N. Cole makes 3-pt shot from 26 ft (assist by T. Evans)
2:54.0,F. Ezeli makes 2-pt shot from 9 ft,2,25-20,,
2:31.0,,,25-20,,J. Holiday misses 2-pt shot from 16 ft
2:30.0,,,25-20,,Offensive rebound by A. Davis
2:30.0,,,25-22,2,A. Davis makes 2-pt shot at rim
2:10.0,Turnover by L. Barbosa (lost ball; steal by T. Evans),,25-22,,
2:05.0,,,25-24,2,T. Evans makes 2-pt shot at rim
1:38.0,L. Barbosa misses 3-pt shot from 26 ft,,25-24,,
1:36.0,Offensive rebound by F. Ezeli,,25-24,,
1:33.0,H. Barnes misses 2-pt shot from 13 ft,,25-24,,
1:32.0,,,25-24,,Defensive rebound by R. Anderson
1:28.0,,,25-24,,Offensive charge foul by T. Evans
1:28.0,,,25-24,,Turnover by T. Evans (offensive foul)
1:28.0,,,25-24,,New Orleans full timeout
1:28.0,,,25-24,,D. Cunningham enters the game for T. Evans
1:15.0,L. Barbosa misses 3-pt shot from 25 ft,,25-24,,
1:14.0,,,25-24,,Defensive rebound by R. Anderson
0:54.0,,,25-26,2,J. Holiday makes 2-pt shot from 4 ft
0:48.0,S. Curry misses 3-pt shot from 28 ft,,25-26,,
0:46.0,,,25-26,,Defensive rebound by A. Davis
0:26.0,,,25-26,,J. Holiday misses 2-pt shot from 20 ft
0:24.0,,,25-26,,Offensive rebound by R. Anderson
0:06.0,,,25-26,,N. Cole misses 3-pt shot from 26 ft
0:04.0,Defensive rebound by F. Ezeli,,25-26,,
0:00.0,A. Iguodala misses 3-pt shot from 46 ft,,25-26,,
0:00.0,Offensive rebound by Team,,25-26,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,25-28,2,R. Anderson makes 2-pt shot at rim (assist by J. Holiday)
11:28.0,S. Livingston misses 2-pt shot from 15 ft,,25-28,,
11:26.0,,,25-28,,Defensive rebound by D. Cunningham
11:08.0,,,25-31,3,N. Cole makes 3-pt shot from 26 ft (assist by J. Holiday)
10:57.0,,,25-31,,Personal block foul by D. Cunningham (drawn by A. Iguodala)
10:45.0,K. Thompson misses 2-pt shot from 15 ft,,25-31,,
10:44.0,,,25-31,,Defensive rebound by D. Cunningham
10:38.0,,,25-33,2,N. Cole makes 2-pt shot from 5 ft
10:26.0,K. Thompson misses 3-pt shot from 27 ft,,25-33,,
10:23.0,,,25-33,,Defensive rebound by A. Davis
10:13.0,,,25-35,2,J. Holiday makes 2-pt shot from 14 ft
10:11.0,Golden State full timeout,,25-35,,
9:57.0,Turnover by D. Green (bad pass; steal by A. Davis),,25-35,,
9:50.0,,,25-37,2,D. Cunningham makes 2-pt shot from 22 ft (assist by R. Anderson)
9:34.0,M. Speights misses 2-pt shot from 4 ft (block by D. Cunningham),,25-37,,
9:32.0,,,25-37,,Defensive rebound by D. Cunningham
9:26.0,,,25-39,2,N. Cole makes 2-pt shot from 2 ft
9:20.0,,,25-39,,Personal foul by J. Holiday (drawn by S. Livingston)
9:15.0,D. Green makes 2-pt shot at rim (assist by K. Thompson),2,27-39,,
8:54.0,,,27-39,,J. Holiday misses 2-pt shot from 16 ft
8:53.0,,,27-39,,Offensive rebound by R. Anderson
8:53.0,,,27-39,,R. Anderson misses 2-pt shot from 1 ft
8:52.0,Defensive rebound by D. Green,,27-39,,
8:44.0,A. Iguodala misses 3-pt shot from 24 ft,,27-39,,
8:43.0,,,27-39,,Defensive rebound by A. Davis
8:32.0,,,27-39,,A. Davis misses 2-pt shot from 3 ft
8:30.0,,,27-39,,Offensive rebound by J. Holiday
8:28.0,,,27-39,,Q. Pondexter enters the game for A. Davis
8:28.0,,,27-39,,E. Gordon enters the game for J. Holiday
8:19.0,,,27-39,,N. Cole misses 2-pt shot from 23 ft
8:18.0,Defensive rebound by S. Livingston,,27-39,,
8:16.0,S. Livingston makes 2-pt shot from 2 ft,2,29-39,,
8:16.0,Shooting foul by D. Cunningham (drawn by S. Livingston),,29-39,,
8:16.0,S. Livingston makes free throw 1 of 1,1,30-39,,
8:01.0,,,30-42,3,R. Anderson makes 3-pt shot from 26 ft (assist by E. Gordon)
7:49.0,M. Speights makes 2-pt shot from 4 ft,2,32-42,,
7:30.0,,,32-44,2,R. Anderson makes 2-pt shot from 19 ft (assist by E. Gordon)
7:20.0,Offensive charge foul by M. Speights,,32-44,,
7:20.0,Turnover by M. Speights (offensive foul),,32-44,,
7:20.0,H. Barnes enters the game for M. Speights,,32-44,,
7:08.0,,,32-44,,Turnover by R. Anderson (offensive foul)
7:08.0,,,32-44,,Offensive foul by R. Anderson
7:08.0,S. Curry enters the game for A. Iguodala,,32-44,,
7:08.0,,,32-44,,T. Evans enters the game for D. Cunningham
6:53.0,S. Curry makes 2-pt shot from 3 ft,2,34-44,,
6:32.0,,,34-46,2,R. Anderson makes 2-pt shot from 2 ft (assist by E. Gordon)
6:21.0,K. Thompson misses 3-pt shot from 23 ft,,34-46,,
6:18.0,Offensive rebound by H. Barnes,,34-46,,
6:18.0,Shooting foul by Q. Pondexter (drawn by H. Barnes),,34-46,,
6:18.0,H. Barnes makes free throw 1 of 2,1,35-46,,
6:18.0,H. Barnes makes free throw 2 of 2,1,36-46,,
6:02.0,,,36-48,2,R. Anderson makes 2-pt shot from 17 ft
5:54.0,Shooting foul by R. Anderson (drawn by S. Curry),,36-48,,
5:54.0,Official timeout,,36-48,,
5:54.0,,,36-48,,A. Davis enters the game for Q. Pondexter
5:54.0,A. Bogut enters the game for H. Barnes,,36-48,,
5:54.0,S. Curry makes free throw 1 of 3,1,37-48,,
5:54.0,S. Curry misses free throw 2 of 3,,37-48,,
5:54.0,Offensive rebound by Team,,37-48,,
5:54.0,S. Curry makes free throw 3 of 3,1,38-48,,
5:42.0,Personal foul by A. Bogut (drawn by A. Davis),,38-48,,
5:27.0,,,38-48,,R. Anderson misses 3-pt shot from 28 ft
5:27.0,,,38-48,,Offensive rebound by Team
5:27.0,,,38-48,,Turnover by Team (shot clock)
5:13.0,D. Green misses 3-pt shot from 27 ft,,38-48,,
5:12.0,,,38-48,,Defensive rebound by T. Evans
5:08.0,,,38-50,2,A. Davis makes 2-pt shot at rim (assist by T. Evans)
4:48.0,K. Thompson misses 2-pt shot from 2 ft,,38-50,,
4:46.0,Offensive rebound by K. Thompson,,38-50,,
4:46.0,K. Thompson misses 2-pt shot from 3 ft,,38-50,,
4:42.0,,,38-50,,Defensive rebound by E. Gordon
4:35.0,,,38-52,2,A. Davis makes 2-pt shot from 12 ft (assist by T. Evans)
4:17.0,Turnover by K. Thompson (lost ball; steal by E. Gordon),,38-52,,
4:13.0,,,38-54,2,N. Cole makes 2-pt shot from 2 ft (assist by T. Evans)
4:11.0,Golden State full timeout,,38-54,,
4:11.0,,,38-54,,O. Asik enters the game for R. Anderson
3:49.0,S. Curry misses 2-pt shot from 2 ft,,38-54,,
3:49.0,,,38-54,,Defensive rebound by Team
3:39.0,,,38-54,,Offensive foul by O. Asik
3:39.0,,,38-54,,Turnover by O. Asik (offensive foul)
3:39.0,A. Iguodala enters the game for S. Livingston,,38-54,,
3:28.0,K. Thompson misses 2-pt shot from 10 ft (block by E. Gordon),,38-54,,
3:27.0,Offensive rebound by D. Green,,38-54,,
3:27.0,D. Green makes 2-pt shot from 2 ft,2,40-54,,
3:03.0,,,40-54,,N. Cole misses 3-pt shot from 23 ft
3:02.0,Defensive rebound by D. Green,,40-54,,
2:44.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,43-54,,
2:24.0,,,43-57,3,T. Evans makes 3-pt shot from 26 ft (assist by A. Davis)
1:55.0,S. Curry misses 2-pt shot from 16 ft,,43-57,,
1:53.0,,,43-57,,Defensive rebound by A. Davis
1:46.0,,,43-59,2,T. Evans makes 2-pt shot from 2 ft
1:40.0,A. Iguodala makes 2-pt shot from 2 ft (assist by S. Curry),2,45-59,,
1:40.0,Shooting foul by T. Evans (drawn by A. Iguodala),,45-59,,
1:40.0,A. Iguodala misses free throw 1 of 1,,45-59,,
1:40.0,,,45-59,,Defensive rebound by Team
1:25.0,,,45-61,2,T. Evans makes 2-pt shot from 4 ft
1:07.0,K. Thompson makes 2-pt shot from 12 ft,2,47-61,,
0:50.0,,,47-61,,A. Davis misses 2-pt shot from 10 ft
0:47.0,Defensive rebound by A. Iguodala,,47-61,,
0:43.0,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala),3,50-61,,
0:23.0,,,50-63,2,N. Cole makes 2-pt shot from 3 ft
0:02.0,S. Curry misses 2-pt shot from 10 ft,,50-63,,
0:02.0,Offensive rebound by A. Bogut,,50-63,,
0:02.0,A. Bogut makes 2-pt shot from 2 ft,2,52-63,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:46.0,Personal foul by S. Curry (drawn by E. Gordon),,52-63,,
11:33.0,,,52-63,,T. Evans misses 2-pt shot from 20 ft
11:32.0,Defensive rebound by D. Green,,52-63,,
11:20.0,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry),3,55-63,,
10:53.0,,,55-63,,T. Evans misses 3-pt shot from 25 ft
10:52.0,Defensive rebound by D. Green,,55-63,,
10:42.0,K. Thompson misses 3-pt shot from 25 ft,,55-63,,
10:41.0,,,55-63,,Defensive rebound by A. Davis
10:30.0,,,55-63,,Shooting foul by D. Green (drawn by Q. Pondexter)
10:30.0,,,55-64,1,Q. Pondexter makes free throw 1 of 2
10:30.0,,,55-65,1,Q. Pondexter makes free throw 2 of 2
10:11.0,D. Green misses 2-pt shot from 4 ft,,55-65,,
10:10.0,,,55-65,,Defensive rebound by O. Asik
9:52.0,,,55-67,2,Q. Pondexter makes 2-pt shot from 4 ft
9:44.0,S. Curry misses 3-pt shot from 26 ft,,55-67,,
9:43.0,,,55-67,,Defensive rebound by T. Evans
9:24.0,,,55-67,,Offensive foul by A. Davis
9:24.0,,,55-67,,Turnover by A. Davis (offensive foul)
9:03.0,Shooting foul by Q. Pondexter (drawn by S. Curry),,55-67,,
9:03.0,S. Curry makes free throw 1 of 2,1,56-67,,
9:03.0,,,56-67,,Technical foul by Q. Pondexter (drawn by S. Curry)
9:03.0,S. Curry makes technical free throw,1,57-67,,
9:03.0,S. Curry makes free throw 2 of 2,1,58-67,,
8:47.0,,,58-67,,Turnover by T. Evans (bad pass; steal by D. Green)
8:37.0,S. Curry misses 3-pt shot from 25 ft,,58-67,,
8:35.0,,,58-67,,Defensive rebound by Team
8:35.0,,,58-67,,New Orleans full timeout
8:17.0,,,58-67,,E. Gordon misses 2-pt shot from 4 ft
8:17.0,,,58-67,,Offensive rebound by E. Gordon
8:16.0,,,58-67,,E. Gordon misses 2-pt shot from 4 ft
8:15.0,,,58-67,,Offensive rebound by O. Asik
8:13.0,,,58-67,,O. Asik misses 2-pt shot from 2 ft (block by H. Barnes)
8:12.0,Defensive rebound by H. Barnes,,58-67,,
8:04.0,Turnover by S. Curry (lost ball; steal by A. Davis),,58-67,,
7:53.0,,,58-69,2,A. Davis makes 2-pt shot from 11 ft
7:29.0,H. Barnes misses 2-pt shot from 10 ft,,58-69,,
7:28.0,,,58-69,,Defensive rebound by A. Davis
7:15.0,,,58-71,2,A. Davis makes 2-pt shot from 17 ft (assist by T. Evans)
6:49.0,H. Barnes misses 2-pt shot from 2 ft,,58-71,,
6:43.0,,,58-71,,Defensive rebound by E. Gordon
6:34.0,,,58-71,,E. Gordon misses 3-pt shot from 26 ft
6:33.0,,,58-71,,Offensive rebound by Q. Pondexter
6:19.0,,,58-71,,Shooting foul by K. Thompson (drawn by A. Davis)
6:19.0,,,58-72,1,A. Davis makes free throw 1 of 2
6:19.0,,,58-73,1,A. Davis makes free throw 2 of 2
6:03.0,H. Barnes misses 2-pt shot from 16 ft,,58-73,,
6:02.0,,,58-73,,Defensive rebound by O. Asik
5:58.0,,,58-73,,Shooting foul by S. Curry (drawn by E. Gordon)
5:58.0,,,58-73,,E. Gordon misses free throw 1 of 2
5:58.0,,,58-73,,Offensive rebound by Team
5:58.0,A. Iguodala enters the game for H. Barnes,,58-73,,
5:58.0,,,58-74,1,E. Gordon makes free throw 2 of 2
5:43.0,S. Curry misses 2-pt shot from 3 ft (block by A. Davis),,58-74,,
5:42.0,,,58-74,,Defensive rebound by O. Asik
5:41.0,Personal foul by D. Green (drawn by O. Asik),,58-74,,
5:41.0,,,58-74,,O. Asik misses free throw 1 of 2
5:41.0,,,58-74,,Offensive rebound by Team
5:41.0,M. Speights enters the game for D. Green,,58-74,,
5:41.0,,,58-75,1,O. Asik makes free throw 2 of 2
5:27.0,Turnover by K. Thompson (bad pass; steal by O. Asik),,58-75,,
5:21.0,,,58-77,2,T. Evans makes 2-pt shot from 2 ft (assist by E. Gordon)
5:19.0,Golden State full timeout,,58-77,,
5:19.0,,,58-77,,R. Anderson enters the game for O. Asik
5:19.0,H. Barnes enters the game for A. Bogut,,58-77,,
5:03.0,K. Thompson makes 2-pt shot from 16 ft (assist by A. Iguodala),2,60-77,,
5:03.0,Shooting foul by R. Anderson (drawn by K. Thompson),,60-77,,
5:03.0,K. Thompson makes free throw 1 of 1,1,61-77,,
4:46.0,,,61-77,,A. Davis misses 2-pt shot from 7 ft
4:45.0,Defensive rebound by M. Speights,,61-77,,
4:34.0,M. Speights misses 2-pt shot from 2 ft (block by A. Davis),,61-77,,
4:33.0,Offensive rebound by M. Speights,,61-77,,
4:32.0,M. Speights misses 2-pt shot from 1 ft (block by A. Davis),,61-77,,
4:31.0,,,61-77,,Defensive rebound by A. Davis
4:23.0,,,61-77,,Turnover by T. Evans (offensive foul)
4:23.0,,,61-77,,Offensive charge foul by T. Evans
4:07.0,A. Iguodala misses 3-pt shot from 26 ft,,61-77,,
4:05.0,Offensive rebound by H. Barnes,,61-77,,
4:01.0,S. Curry makes 3-pt shot from 25 ft (assist by H. Barnes),3,64-77,,
3:36.0,,,64-79,2,R. Anderson makes 2-pt shot from 15 ft (assist by T. Evans)
3:24.0,M. Speights misses 2-pt shot from 21 ft,,64-79,,
3:23.0,,,64-79,,Defensive rebound by Q. Pondexter
3:12.0,,,64-79,,R. Anderson misses 2-pt shot from 21 ft
3:11.0,Defensive rebound by S. Curry,,64-79,,
3:05.0,S. Curry makes 3-pt shot from 25 ft,3,67-79,,
2:49.0,Personal foul by M. Speights (drawn by A. Davis),,67-79,,
2:49.0,,,67-80,1,A. Davis makes free throw 1 of 2
2:49.0,,,67-80,,N. Cole enters the game for E. Gordon
2:49.0,L. Barbosa enters the game for K. Thompson,,67-80,,
2:49.0,,,67-80,,J. Holiday enters the game for T. Evans
2:49.0,,,67-80,,D. Cunningham enters the game for Q. Pondexter
2:49.0,,,67-81,1,A. Davis makes free throw 2 of 2
2:27.0,A. Iguodala misses 2-pt shot from 18 ft,,67-81,,
2:27.0,,,67-81,,Defensive rebound by Team
2:27.0,Loose ball foul by M. Speights (drawn by R. Anderson),,67-81,,
2:27.0,,,67-82,1,R. Anderson makes free throw 1 of 2
2:27.0,,,67-83,1,R. Anderson makes free throw 2 of 2
2:16.0,S. Curry misses 3-pt shot from 26 ft,,67-83,,
2:15.0,,,67-83,,Defensive rebound by A. Davis
2:10.0,,,67-83,,Offensive charge foul by N. Cole
2:10.0,,,67-83,,Turnover by N. Cole (offensive foul)
1:53.0,M. Speights misses 2-pt shot at rim (block by D. Cunningham),,67-83,,
1:53.0,,,67-83,,Defensive rebound by Team
1:38.0,Shooting block foul by M. Speights (drawn by J. Holiday),,67-83,,
1:38.0,,,67-84,1,J. Holiday makes free throw 1 of 2
1:38.0,,,67-85,1,J. Holiday makes free throw 2 of 2
1:22.0,A. Iguodala misses 3-pt shot from 23 ft,,67-85,,
1:20.0,Offensive rebound by S. Curry,,67-85,,
1:17.0,A. Iguodala makes 2-pt shot at rim (assist by S. Curry),2,69-85,,
1:17.0,,,69-85,,New Orleans full timeout
1:03.0,,,69-87,2,J. Holiday makes 2-pt shot from 20 ft (assist by A. Davis)
0:46.0,Turnover by S. Curry (bad pass),,69-87,,
0:32.0,,,69-87,,A. Davis misses 2-pt shot from 14 ft (block by M. Speights)
0:30.0,Defensive rebound by S. Curry,,69-87,,
0:28.0,L. Barbosa misses 2-pt shot from 3 ft,,69-87,,
0:28.0,Offensive rebound by M. Speights,,69-87,,
0:28.0,M. Speights misses 2-pt shot from 3 ft (block by J. Holiday),,69-87,,
0:26.0,,,69-87,,Defensive rebound by D. Cunningham
0:12.0,,,69-89,2,D. Cunningham makes 2-pt shot at rim (assist by R. Anderson)
0:02.0,S. Curry misses 3-pt shot from 26 ft,,69-89,,
0:00.0,,,69-89,,Defensive rebound by A. Davis
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:46.0,K. Thompson misses 3-pt shot from 25 ft,,69-89,,
11:44.0,Offensive rebound by D. Green,,69-89,,
11:40.0,L. Barbosa makes 2-pt shot from 2 ft (assist by D. Green),2,71-89,,
11:26.0,,,71-89,,A. Davis misses 2-pt shot at rim
11:23.0,Defensive rebound by D. Green,,71-89,,
11:17.0,L. Barbosa makes 2-pt shot from 21 ft (assist by A. Iguodala),2,73-89,,
10:59.0,,,73-89,,Turnover by J. Holiday (bad pass; steal by D. Green)
10:38.0,A. Iguodala misses 3-pt shot from 23 ft,,73-89,,
10:37.0,,,73-89,,Defensive rebound by D. Cunningham
10:18.0,,,73-91,2,D. Cunningham makes 2-pt shot from 16 ft (assist by J. Holiday)
10:02.0,L. Barbosa misses 2-pt shot from 7 ft,,73-91,,
10:01.0,,,73-91,,Defensive rebound by A. Davis
9:44.0,,,73-91,,Turnover by R. Anderson (bad pass)
9:44.0,,,73-91,,Q. Pondexter enters the game for A. Davis
9:27.0,S. Livingston makes 2-pt shot from 2 ft (assist by A. Iguodala),2,75-91,,
9:04.0,,,75-93,2,R. Anderson makes 2-pt shot from 20 ft (assist by Q. Pondexter)
8:48.0,Shooting foul by N. Cole (drawn by L. Barbosa),,75-93,,
8:48.0,Official timeout,,75-93,,
8:48.0,L. Barbosa makes free throw 1 of 2,1,76-93,,
8:48.0,L. Barbosa makes free throw 2 of 2,1,77-93,,
8:23.0,,,77-95,2,Q. Pondexter makes 2-pt shot from 2 ft (assist by J. Holiday)
8:01.0,S. Livingston makes 2-pt shot from 12 ft,2,79-95,,
7:43.0,,,79-95,,Shooting foul by A. Iguodala (drawn by R. Anderson)
7:43.0,,,79-96,1,R. Anderson makes free throw 1 of 2
7:43.0,S. Curry enters the game for L. Barbosa,,79-96,,
7:43.0,,,79-96,,T. Evans enters the game for J. Holiday
7:43.0,,,79-97,1,R. Anderson makes free throw 2 of 2
7:25.0,Shooting foul by Q. Pondexter (drawn by K. Thompson),,79-97,,
7:25.0,K. Thompson misses free throw 1 of 2,,79-97,,
7:25.0,Offensive rebound by Team,,79-97,,
7:25.0,H. Barnes enters the game for A. Iguodala,,79-97,,
7:25.0,K. Thompson makes free throw 2 of 2,1,80-97,,
7:11.0,,,80-97,,Q. Pondexter misses 2-pt shot from 4 ft
7:09.0,Defensive rebound by K. Thompson,,80-97,,
7:01.0,D. Green misses 2-pt shot from 2 ft,,80-97,,
7:00.0,Offensive rebound by H. Barnes,,80-97,,
7:00.0,H. Barnes makes 2-pt shot at rim,2,82-97,,
6:37.0,,,82-99,2,R. Anderson makes 2-pt shot from 16 ft
6:22.0,S. Livingston misses 2-pt shot from 2 ft,,82-99,,
6:21.0,Offensive rebound by S. Livingston,,82-99,,
6:21.0,S. Livingston makes 2-pt shot from 2 ft,2,84-99,,
6:01.0,,,84-101,2,R. Anderson makes 2-pt shot from 16 ft
5:50.0,S. Curry makes 2-pt shot from 19 ft,2,86-101,,
5:35.0,,,86-101,,T. Evans misses 2-pt shot from 3 ft (block by K. Thompson)
5:33.0,Defensive rebound by D. Green,,86-101,,
5:33.0,Shooting foul by N. Cole (drawn by S. Curry),,86-101,,
5:33.0,,,86-101,,New Orleans full timeout
5:33.0,,,86-101,,A. Davis enters the game for D. Cunningham
5:33.0,S. Curry makes free throw 1 of 2,1,87-101,,
5:33.0,S. Curry makes free throw 2 of 2,1,88-101,,
5:19.0,,,88-101,,Turnover by T. Evans (bad pass; steal by H. Barnes)
5:15.0,S. Curry misses 3-pt shot from 25 ft,,88-101,,
5:13.0,,,88-101,,Defensive rebound by N. Cole
5:10.0,,,88-103,2,N. Cole makes 2-pt shot at rim
4:53.0,S. Livingston makes 2-pt shot from 8 ft,2,90-103,,
4:41.0,,,90-103,,Turnover by N. Cole (bad pass; steal by D. Green)
4:40.0,Shooting foul by N. Cole (drawn by D. Green),,90-103,,
4:40.0,D. Green misses free throw 1 of 2,,90-103,,
4:40.0,Offensive rebound by Team,,90-103,,
4:40.0,,,90-103,,E. Gordon enters the game for N. Cole
4:40.0,D. Green makes free throw 2 of 2,1,91-103,,
4:22.0,,,91-103,,T. Evans misses 3-pt shot from 27 ft
4:21.0,,,91-103,,Offensive rebound by Q. Pondexter
4:21.0,Personal foul by S. Livingston (drawn by Q. Pondexter),,91-103,,
4:09.0,,,91-103,,A. Davis misses 2-pt shot from 16 ft (block by D. Green)
4:07.0,,,91-103,,Offensive rebound by R. Anderson
4:05.0,,,91-103,,R. Anderson misses 2-pt shot from 1 ft (block by K. Thompson)
4:03.0,Defensive rebound by K. Thompson,,91-103,,
3:56.0,Shooting foul by A. Davis (drawn by K. Thompson),,91-103,,
3:56.0,K. Thompson makes free throw 1 of 2,1,92-103,,
3:56.0,K. Thompson makes free throw 2 of 2,1,93-103,,
3:41.0,,,93-103,,A. Davis misses 2-pt shot from 2 ft
3:40.0,Defensive rebound by D. Green,,93-103,,
3:36.0,S. Curry misses 3-pt shot from 24 ft,,93-103,,
3:35.0,Offensive rebound by H. Barnes,,93-103,,
3:35.0,H. Barnes makes 2-pt shot at rim,2,95-103,,
3:33.0,,,95-103,,New Orleans full timeout
3:13.0,,,95-103,,T. Evans misses 2-pt shot from 3 ft
3:12.0,,,95-103,,Offensive rebound by A. Davis
3:12.0,,,95-105,2,A. Davis makes 2-pt shot at rim
2:47.0,K. Thompson makes 2-pt shot from 8 ft,2,97-105,,
2:23.0,,,97-105,,Turnover by A. Davis (offensive goaltending)
2:23.0,,,97-105,,J. Holiday enters the game for R. Anderson
2:16.0,S. Curry misses 2-pt shot from 2 ft,,97-105,,
2:14.0,Offensive rebound by D. Green,,97-105,,
2:14.0,D. Green makes 2-pt shot from 2 ft,2,99-105,,
1:49.0,,,99-105,,J. Holiday misses 3-pt shot from 32 ft
1:47.0,Defensive rebound by S. Curry,,99-105,,
1:42.0,S. Curry misses 3-pt shot from 27 ft,,99-105,,
1:40.0,Offensive rebound by D. Green,,99-105,,
1:40.0,D. Green makes 2-pt shot from 1 ft,2,101-105,,
1:23.0,,,101-105,,T. Evans misses 2-pt shot from 3 ft
1:22.0,Defensive rebound by K. Thompson,,101-105,,
1:11.0,K. Thompson misses 3-pt shot from 26 ft,,101-105,,
