time,Toronto,pts.away,score,pts.home,Chicago
1:57.0,,,88-108,,Defensive rebound by N. Mirotic
1:44.0,,,88-108,,N. Mirotic misses 3-pt shot from 23 ft
1:43.0,Defensive rebound by J. Valanciunas,,88-108,,
1:25.0,G. Vasquez misses 2-pt shot from 2 ft,,88-108,,
1:24.0,,,88-108,,Defensive rebound by T. Gibson
1:04.0,,,88-108,,D. McDermott misses 3-pt shot from 24 ft
1:02.0,Defensive rebound by L. Fields,,88-108,,
0:56.0,,,88-108,,Personal foul by T. Gibson (drawn by J. Valanciunas)
0:56.0,J. Valanciunas makes free throw 1 of 2,1,89-108,,
0:56.0,,,89-108,,N. Mohammed enters the game for N. Mirotic
0:56.0,,,89-108,,C. Bairstow enters the game for K. Hinrich
0:56.0,,,89-108,,E. Moore enters the game for T. Snell
0:56.0,J. Valanciunas makes free throw 2 of 2,1,90-108,,
0:35.0,,,90-108,,E. Moore misses 2-pt shot from 21 ft
0:34.0,Defensive rebound by J. Valanciunas,,90-108,,
0:21.0,Shooting foul by D. McDermott (drawn by J. Valanciunas),,90-108,,
0:21.0,J. Valanciunas makes free throw 1 of 2,1,91-108,,
0:21.0,J. Valanciunas makes free throw 2 of 2,1,92-108,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
