time,San Antonio,pts.away,score,pts.home,LA Clippers
4:01.0,,,88-85,1,D. Jordan makes free throw 1 of 2
4:01.0,,,88-86,1,D. Jordan makes free throw 2 of 2
3:52.0,Turnover by M. Ginobili (bad pass; steal by M. Barnes),,88-86,,
3:52.0,Personal take foul by M. Ginobili (drawn by M. Barnes),,88-86,,
3:52.0,M. Belinelli enters the game for M. Ginobili,,88-86,,
3:52.0,,,88-87,1,M. Barnes makes free throw 1 of 2
3:52.0,,,88-87,,M. Barnes misses free throw 2 of 2
3:51.0,Defensive rebound by B. Diaw,,88-87,,
3:28.0,T. Duncan misses 2-pt shot from 3 ft,,88-87,,
3:26.0,Offensive rebound by B. Diaw,,88-87,,
3:26.0,B. Diaw makes 2-pt shot from 2 ft,2,90-87,,
3:17.0,Personal foul by B. Diaw (drawn by D. Jordan),,90-87,,
3:17.0,,,90-88,1,D. Jordan makes free throw 1 of 2
3:17.0,,,90-88,,D. Jordan misses free throw 2 of 2
3:14.0,,,90-88,,Offensive rebound by D. Jordan
3:12.0,,,90-88,,Shooting foul by T. Duncan (drawn by M. Barnes)
3:12.0,,,90-88,,M. Barnes misses free throw 1 of 2
3:12.0,,,90-88,,Offensive rebound by Team
3:12.0,,,90-88,,M. Barnes misses free throw 2 of 2
3:10.0,,,90-88,,Offensive rebound by M. Barnes
3:07.0,,,90-88,,M. Barnes misses 2-pt shot from 6 ft
3:05.0,,,90-88,,Offensive rebound by M. Barnes
3:02.0,,,90-88,,M. Barnes misses 2-pt shot from 1 ft (block by T. Duncan)
3:00.0,Defensive rebound by P. Mills,,90-88,,
2:51.0,M. Belinelli misses 3-pt shot from 25 ft,,90-88,,
2:51.0,,,90-88,,Defensive rebound by Team
2:50.0,Personal take foul by B. Diaw (drawn by D. Jordan),,90-88,,
2:50.0,,,90-88,,D. Jordan misses free throw 1 of 2
2:50.0,,,90-88,,Offensive rebound by Team
2:50.0,,,90-88,,D. Jordan misses free throw 2 of 2
2:48.0,Defensive rebound by T. Duncan,,90-88,,
2:29.0,P. Mills misses 3-pt shot from 25 ft,,90-88,,
2:29.0,,,90-88,,Defensive rebound by C. Paul
2:23.0,,,90-88,,J. Redick misses 2-pt shot from 21 ft
2:21.0,Defensive rebound by B. Diaw,,90-88,,
2:07.0,Turnover by T. Duncan (bad pass; steal by J. Redick),,90-88,,
2:03.0,,,90-88,,Shooting foul by M. Belinelli (drawn by J. Redick)
2:03.0,,,90-89,1,J. Redick makes free throw 1 of 2
2:03.0,,,90-90,1,J. Redick makes free throw 2 of 2
1:48.0,,,90-90,,Personal foul by D. Jordan (drawn by T. Duncan)
1:36.0,M. Belinelli makes 2-pt shot from 20 ft (assist by T. Duncan),2,92-90,,
1:20.0,,,92-92,2,B. Griffin makes 2-pt shot from 2 ft
1:00.0,T. Duncan misses 2-pt shot from 7 ft (block by D. Jordan),,92-92,,
0:58.0,,,92-92,,Defensive rebound by J. Redick
0:50.0,Personal foul by P. Mills (drawn by C. Paul),,92-92,,
0:50.0,,,92-93,1,C. Paul makes free throw 1 of 2
0:50.0,,,92-94,1,C. Paul makes free throw 2 of 2
0:50.0,San Antonio full timeout,,92-94,,
0:47.0,K. Leonard misses 2-pt shot from 12 ft,,92-94,,
0:44.0,Offensive rebound by P. Mills,,92-94,,
0:33.0,Turnover by M. Belinelli (bad pass; steal by M. Barnes),,92-94,,
0:12.0,,,92-94,,Turnover by B. Griffin (lost ball; steal by B. Diaw)
0:09.0,Shooting foul by C. Paul (drawn by P. Mills),,92-94,,
0:09.0,P. Mills makes free throw 1 of 2,1,93-94,,
0:09.0,P. Mills makes free throw 2 of 2,1,94-94,,
0:09.0,,,94-94,,LA Clippers full timeout
0:09.0,C. Joseph enters the game for B. Diaw,,94-94,,
0:09.0,D. Green enters the game for M. Belinelli,,94-94,,
0:09.0,,,94-94,,J. Crawford enters the game for D. Jordan
0:02.0,,,94-94,,C. Paul misses 2-pt shot from 19 ft
0:00.0,,,94-94,,Offensive rebound by B. Griffin
0:00.0,,,94-94,,B. Griffin misses 2-pt shot from 1 ft
0:00.0,,,94-94,,Offensive rebound by Team
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: T. Duncan vs. D. Jordan (C. Paul gains possession),,,,Jump ball: T. Duncan vs. D. Jordan (C. Paul gains possession)
4:35.0,,,94-94,,J. Redick misses 3-pt shot from 24 ft
4:34.0,Defensive rebound by D. Green,,94-94,,
4:18.0,D. Green makes 3-pt shot from 24 ft (assist by K. Leonard),3,97-94,,
3:57.0,,,97-94,,B. Griffin misses 2-pt shot from 6 ft
3:56.0,,,97-94,,Offensive rebound by B. Griffin
3:56.0,,,97-94,,Shooting foul by K. Leonard (drawn by B. Griffin)
3:56.0,,,97-95,1,B. Griffin makes free throw 1 of 2
3:56.0,,,97-96,1,B. Griffin makes free throw 2 of 2
3:46.0,P. Mills makes 2-pt shot from 20 ft,2,99-96,,
3:22.0,,,99-98,2,B. Griffin makes 2-pt shot at rim (assist by J. Redick)
3:02.0,T. Duncan makes 2-pt shot from 10 ft (assist by B. Diaw),2,101-98,,
2:46.0,,,101-98,,Turnover by C. Paul (bad pass)
2:38.0,K. Leonard misses 2-pt shot from 3 ft,,101-98,,
2:36.0,,,101-98,,Defensive rebound by C. Paul
2:31.0,,,101-101,3,J. Redick makes 3-pt shot from 27 ft (assist by C. Paul)
2:10.0,T. Duncan misses 2-pt shot from 7 ft,,101-101,,
2:08.0,,,101-101,,Defensive rebound by D. Jordan
1:56.0,,,101-101,,B. Griffin misses 2-pt shot from 5 ft
1:42.0,Defensive rebound by Team,,101-101,,
1:42.0,T. Duncan makes 2-pt shot from 13 ft (assist by B. Diaw),2,103-101,,
1:42.0,,,103-101,,Loose ball foul by B. Griffin (drawn by B. Diaw)
1:28.0,,,103-101,,M. Barnes misses 3-pt shot from 26 ft
1:26.0,Defensive rebound by K. Leonard,,103-101,,
1:24.0,P. Mills makes 2-pt shot from 1 ft (assist by K. Leonard),2,105-101,,
1:24.0,,,105-101,,LA Clippers full timeout
1:11.0,,,105-101,,Turnover by B. Griffin (bad pass; steal by B. Diaw)
0:57.0,K. Leonard makes 2-pt shot from 2 ft (assist by B. Diaw),2,107-101,,
0:57.0,,,107-101,,LA Clippers full timeout
0:57.0,,,107-101,,J. Crawford enters the game for M. Barnes
0:45.0,,,107-104,3,C. Paul makes 3-pt shot from 27 ft
0:20.0,T. Duncan misses 3-pt shot from 28 ft,,107-104,,
0:19.0,,,107-104,,Defensive rebound by B. Griffin
0:14.0,,,107-104,,J. Redick misses 3-pt shot from 28 ft
0:13.0,Defensive rebound by B. Diaw,,107-104,,
0:11.0,,,107-104,,Personal take foul by C. Paul (drawn by P. Mills)
0:11.0,P. Mills makes free throw 1 of 2,1,108-104,,
0:11.0,P. Mills makes free throw 2 of 2,1,109-104,,
0:11.0,,,109-104,,LA Clippers full timeout
0:11.0,C. Joseph enters the game for P. Mills,,109-104,,
0:09.0,Personal foul by D. Green (drawn by C. Paul),,109-104,,
0:05.0,,,109-107,3,J. Redick makes 3-pt shot from 27 ft (assist by B. Griffin)
0:05.0,San Antonio full timeout,,109-107,,
0:05.0,P. Mills enters the game for C. Joseph,,109-107,,
0:05.0,,,109-107,,D. Jones enters the game for C. Paul
0:04.0,,,109-107,,Personal take foul by D. Jones (drawn by P. Mills)
0:04.0,P. Mills makes free throw 1 of 2,1,110-107,,
0:04.0,C. Joseph enters the game for T. Duncan,,110-107,,
0:04.0,,,110-107,,C. Paul enters the game for D. Jones
0:04.0,,,110-107,,M. Barnes enters the game for D. Jordan
0:04.0,P. Mills makes free throw 2 of 2,1,111-107,,
0:03.0,,,111-107,,B. Griffin misses 3-pt shot from 25 ft
0:00.0,,,111-107,,Offensive rebound by Team
0:00.0,End of 1st overtime,,,,End of 1st overtime
