time,Denver,pts.away,score,pts.home,Sacramento
8:49.0,,,8-12,2,D. Cousins makes 2-pt shot from 2 ft
8:36.0,T. Mozgov makes 2-pt shot from 13 ft (assist by T. Lawson),2,10-12,,
8:23.0,,,10-14,2,R. Gay makes 2-pt shot from 8 ft
8:11.0,T. Lawson misses 2-pt shot from 13 ft,,10-14,,
8:11.0,,,10-14,,Defensive rebound by Team
8:11.0,Loose ball foul by K. Faried (drawn by J. Thompson),,10-14,,
7:59.0,,,10-16,2,D. Cousins makes 2-pt shot from 15 ft (assist by D. Collison)
7:45.0,K. Faried misses 2-pt shot from 16 ft,,10-16,,
7:44.0,,,10-16,,Defensive rebound by D. Cousins
7:31.0,,,10-16,,J. Thompson misses 2-pt shot from 7 ft
7:30.0,Defensive rebound by A. Afflalo,,10-16,,
7:16.0,W. Chandler misses 3-pt shot from 25 ft,,10-16,,
7:16.0,,,10-16,,Defensive rebound by D. Cousins
7:02.0,,,10-16,,D. Cousins misses 2-pt shot from 19 ft
7:00.0,Defensive rebound by W. Chandler,,10-16,,
6:49.0,T. Mozgov misses 2-pt shot from 14 ft,,10-16,,
6:49.0,,,10-16,,Defensive rebound by B. McLemore
6:35.0,,,10-18,2,R. Gay makes 2-pt shot from 17 ft
6:26.0,T. Lawson misses 2-pt shot from 4 ft,,10-18,,
6:25.0,,,10-18,,Defensive rebound by B. McLemore
6:18.0,,,10-21,3,D. Collison makes 3-pt shot from 24 ft (assist by B. McLemore)
6:17.0,Denver full timeout,,10-21,,
6:17.0,J. McGee enters the game for T. Mozgov,,10-21,,
6:16.0,,,10-21,,R. Evans enters the game for D. Cousins
5:59.0,K. Faried misses 2-pt shot from 8 ft,,10-21,,
5:58.0,,,10-21,,Defensive rebound by R. Evans
5:49.0,,,10-23,2,D. Collison makes 2-pt shot from 2 ft
5:26.0,W. Chandler makes 3-pt shot from 23 ft (assist by A. Afflalo),3,13-23,,
5:07.0,,,13-25,2,R. Gay makes 2-pt shot at rim
4:48.0,Shooting foul by D. Collison (drawn by T. Lawson),,13-25,,
4:48.0,T. Lawson misses free throw 1 of 2,,13-25,,
4:48.0,Offensive rebound by Team,,13-25,,
4:48.0,T. Lawson makes free throw 2 of 2,1,14-25,,
4:26.0,,,14-25,,J. Thompson misses 2-pt shot from 21 ft
4:26.0,Defensive rebound by K. Faried,,14-25,,
4:10.0,A. Afflalo misses 3-pt shot from 24 ft,,14-25,,
4:10.0,,,14-25,,Defensive rebound by Team
4:10.0,Loose ball foul by J. McGee (drawn by R. Evans),,14-25,,
4:01.0,,,14-25,,D. Collison misses 2-pt shot from 4 ft
4:00.0,Defensive rebound by K. Faried,,14-25,,
3:50.0,A. Afflalo misses 2-pt shot from 2 ft (block by B. McLemore),,14-25,,
3:48.0,,,14-25,,Defensive rebound by B. McLemore
3:45.0,,,14-27,2,D. Collison makes 2-pt shot from 1 ft (assist by B. McLemore)
3:26.0,Turnover by K. Faried (lost ball; steal by R. Gay),,14-27,,
3:25.0,Personal foul by K. Faried (drawn by R. Gay),,14-27,,
3:25.0,D. Arthur enters the game for K. Faried,,14-27,,
3:11.0,Personal foul by T. Lawson (drawn by R. Gay),,14-27,,
3:11.0,,,14-28,1,R. Gay makes free throw 1 of 2
3:11.0,,,14-28,,D. Cousins enters the game for J. Thompson
3:11.0,,,14-28,,R. Gay misses free throw 2 of 2
3:11.0,,,14-28,,Offensive rebound by Team
3:11.0,Loose ball foul by J. McGee (drawn by D. Cousins),,14-28,,
3:11.0,,,14-29,1,D. Cousins makes free throw 1 of 2
3:11.0,,,14-29,,O. Casspi enters the game for R. Gay
3:11.0,D. Gallinari enters the game for W. Chandler,,14-29,,
3:11.0,,,14-30,1,D. Cousins makes free throw 2 of 2
2:53.0,J. McGee misses 2-pt shot from 8 ft,,14-30,,
2:52.0,,,14-30,,Defensive rebound by O. Casspi
2:40.0,Personal foul by D. Arthur (drawn by D. Cousins),,14-30,,
2:40.0,,,14-30,,Sacramento full timeout
2:40.0,,,14-31,1,D. Cousins makes free throw 1 of 2
2:40.0,,,14-32,1,D. Cousins makes free throw 2 of 2
2:28.0,J. McGee makes 2-pt shot from 7 ft (assist by D. Arthur),2,16-32,,
2:06.0,,,16-34,2,D. Cousins makes 2-pt shot from 1 ft
1:45.0,D. Arthur makes 3-pt shot from 25 ft (assist by T. Lawson),3,19-34,,
1:45.0,Violation by Team (delay of game),,19-34,,
1:34.0,Personal foul by D. Gallinari (drawn by D. Collison),,19-34,,
1:34.0,,,19-34,,D. Collison misses free throw 1 of 2
1:34.0,,,19-34,,Offensive rebound by Team
1:34.0,,,19-34,,D. Collison misses free throw 2 of 2
1:34.0,Defensive rebound by Team,,19-34,,
1:34.0,,,19-34,,Loose ball foul by D. Cousins (drawn by J. McGee)
1:34.0,R. Foye enters the game for A. Afflalo,,19-34,,
1:16.0,D. Gallinari misses 3-pt shot from 25 ft,,19-34,,
1:14.0,Offensive rebound by T. Lawson,,19-34,,
1:11.0,Turnover by J. McGee (traveling),,19-34,,
1:00.0,,,19-36,2,D. Cousins makes 2-pt shot from 17 ft (assist by D. Collison)
0:50.0,T. Lawson misses 2-pt shot from 16 ft (block by D. Collison),,19-36,,
0:48.0,,,19-36,,Defensive rebound by B. McLemore
0:41.0,,,19-38,2,O. Casspi makes 2-pt shot from 2 ft (assist by B. McLemore)
0:27.0,D. Gallinari misses 2-pt shot from 2 ft,,19-38,,
0:25.0,,,19-38,,Defensive rebound by D. Cousins
0:20.0,,,19-40,2,O. Casspi makes 2-pt shot from 8 ft (assist by D. Collison)
0:20.0,Away from play foul by J. McGee (drawn by R. Evans),,19-40,,
0:20.0,A. Afflalo enters the game for J. McGee,,19-40,,
0:20.0,,,19-40,,C. Landry enters the game for D. Cousins
0:20.0,,,19-40,,R. Evans misses free throw 1 of 1
0:19.0,Defensive rebound by A. Afflalo,,19-40,,
0:02.0,R. Foye misses 2-pt shot from 5 ft,,19-40,,
0:01.0,,,19-40,,Defensive rebound by R. Evans
0:00.0,,,19-40,,B. McLemore misses 3-pt shot from 48 ft
0:00.0,,,19-40,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:44.0,R. Foye misses 2-pt shot from 7 ft,,19-40,,
11:43.0,Offensive rebound by D. Arthur,,19-40,,
11:40.0,,,19-40,,Personal foul by O. Casspi (drawn by D. Arthur)
11:32.0,D. Arthur makes 2-pt shot from 19 ft (assist by N. Robinson),2,21-40,,
11:11.0,,,21-40,,Turnover by O. Casspi (lost ball; steal by D. Arthur)
11:07.0,R. Foye makes 2-pt shot from 2 ft (assist by D. Arthur),2,23-40,,
10:43.0,,,23-40,,N. Stauskas misses 2-pt shot from 2 ft
10:42.0,,,23-40,,Offensive rebound by R. Evans
10:37.0,,,23-40,,R. Evans misses 2-pt shot from 3 ft (block by D. Arthur)
10:36.0,Defensive rebound by D. Gallinari,,23-40,,
10:35.0,Turnover by D. Gallinari (bad pass; steal by O. Casspi),,23-40,,
10:34.0,Personal foul by D. Arthur (drawn by O. Casspi),,23-40,,
10:34.0,,,23-40,,R. Gay enters the game for R. Evans
10:27.0,,,23-40,,R. Sessions misses 2-pt shot from 20 ft
10:26.0,Defensive rebound by D. Gallinari,,23-40,,
10:08.0,Shooting foul by N. Stauskas (drawn by D. Gallinari),,23-40,,
10:08.0,D. Gallinari makes free throw 1 of 2,1,24-40,,
10:08.0,D. Gallinari makes free throw 2 of 2,1,25-40,,
9:52.0,,,25-42,2,C. Landry makes 2-pt shot from 2 ft
9:47.0,Turnover by N. Robinson (bad pass; steal by R. Sessions),,25-42,,
9:46.0,Personal block foul by N. Robinson (drawn by R. Sessions),,25-42,,
9:29.0,,,25-42,,R. Gay misses 2-pt shot from 18 ft
9:29.0,Defensive rebound by D. Gallinari,,25-42,,
9:20.0,Jump ball: R. Foye vs. R. Gay (N. Robinson gains possession),,,,Jump ball: R. Foye vs. R. Gay (N. Robinson gains possession)
9:10.0,N. Robinson makes 2-pt shot from 10 ft,2,27-42,,
9:09.0,,,27-42,,Sacramento full timeout
8:48.0,,,27-42,,C. Landry misses 2-pt shot from 9 ft
8:47.0,Defensive rebound by R. Foye,,27-42,,
8:37.0,W. Chandler makes 2-pt shot from 7 ft,2,29-42,,
8:18.0,,,29-42,,Shooting foul by R. Foye (drawn by C. Landry)
8:18.0,,,29-43,1,C. Landry makes free throw 1 of 2
8:18.0,,,29-44,1,C. Landry makes free throw 2 of 2
8:10.0,N. Robinson makes 2-pt shot from 2 ft,2,31-44,,
8:00.0,,,31-44,,O. Casspi misses 3-pt shot from 25 ft
8:00.0,Defensive rebound by W. Chandler,,31-44,,
7:43.0,D. Gallinari misses 3-pt shot from 23 ft,,31-44,,
7:43.0,,,31-44,,Defensive rebound by C. Landry
7:34.0,,,31-44,,Shooting foul by W. Chandler (drawn by C. Landry)
7:34.0,,,31-45,1,C. Landry makes free throw 1 of 2
7:34.0,K. Faried enters the game for D. Arthur,,31-45,,
7:34.0,,,31-45,,D. Collison enters the game for R. Sessions
7:34.0,,,31-45,,B. McLemore enters the game for N. Stauskas
7:34.0,,,31-46,1,C. Landry makes free throw 2 of 2
7:24.0,Shooting foul by B. McLemore (drawn by R. Foye),,31-46,,
7:24.0,R. Foye makes free throw 1 of 2,1,32-46,,
7:24.0,,,32-46,,D. Cousins enters the game for C. Landry
7:24.0,R. Foye makes free throw 2 of 2,1,33-46,,
7:00.0,,,33-48,2,R. Gay makes 2-pt shot from 3 ft (assist by D. Collison)
6:47.0,W. Chandler makes 3-pt shot from 23 ft (assist by N. Robinson),3,36-48,,
6:20.0,,,36-48,,D. Collison misses 3-pt shot from 24 ft
6:19.0,,,36-48,,Offensive rebound by D. Cousins
6:18.0,,,36-48,,D. Cousins misses 2-pt shot from 1 ft
6:17.0,Defensive rebound by D. Gallinari,,36-48,,
6:12.0,N. Robinson makes 2-pt shot from 2 ft (assist by D. Gallinari),2,38-48,,
6:12.0,,,38-48,,Sacramento full timeout
6:12.0,A. Afflalo enters the game for D. Gallinari,,38-48,,
5:59.0,Personal foul by K. Faried (drawn by D. Cousins),,38-48,,
5:59.0,,,38-49,1,D. Cousins makes free throw 1 of 2
5:59.0,D. Arthur enters the game for K. Faried,,38-49,,
5:59.0,,,38-50,1,D. Cousins makes free throw 2 of 2
5:48.0,N. Robinson makes 2-pt shot from 1 ft,2,40-50,,
5:36.0,,,40-52,2,O. Casspi makes 2-pt shot from 3 ft (assist by D. Cousins)
5:27.0,R. Foye makes 3-pt shot from 23 ft (assist by W. Chandler),3,43-52,,
5:09.0,,,43-54,2,D. Cousins makes 2-pt shot at rim
4:53.0,N. Robinson misses 3-pt shot from 25 ft,,43-54,,
4:52.0,,,43-54,,Defensive rebound by R. Gay
4:44.0,Personal foul by W. Chandler (drawn by R. Gay),,43-54,,
4:44.0,,,43-55,1,R. Gay makes free throw 1 of 2
4:44.0,T. Lawson enters the game for R. Foye,,43-55,,
4:44.0,,,43-56,1,R. Gay makes free throw 2 of 2
4:35.0,Shooting foul by O. Casspi (drawn by T. Lawson),,43-56,,
4:35.0,T. Lawson makes free throw 1 of 2,1,44-56,,
4:35.0,T. Lawson makes free throw 2 of 2,1,45-56,,
4:20.0,,,45-56,,Turnover by R. Gay (lost ball)
4:00.0,W. Chandler misses 3-pt shot from 23 ft,,45-56,,
3:58.0,,,45-56,,Defensive rebound by D. Cousins
3:56.0,,,45-56,,Turnover by D. Cousins (bad pass; steal by T. Lawson)
3:52.0,T. Lawson makes 2-pt shot at rim,2,47-56,,
3:40.0,,,47-56,,Turnover by R. Gay (traveling)
3:28.0,D. Arthur misses 3-pt shot from 24 ft,,47-56,,
3:25.0,,,47-56,,Defensive rebound by O. Casspi
3:07.0,,,47-56,,Shooting foul by A. Afflalo (drawn by O. Casspi)
3:07.0,,,47-57,1,O. Casspi makes free throw 1 of 2
3:07.0,,,47-58,1,O. Casspi makes free throw 2 of 2
2:52.0,D. Arthur makes 3-pt shot from 24 ft,3,50-58,,
2:29.0,,,50-60,2,D. Cousins makes 2-pt shot from 2 ft
2:26.0,Official timeout,,50-60,,
2:03.0,D. Arthur misses 3-pt shot from 24 ft,,50-60,,
2:01.0,,,50-60,,Defensive rebound by O. Casspi
1:46.0,,,50-60,,D. Collison misses 3-pt shot from 24 ft
1:45.0,,,50-60,,Offensive rebound by D. Cousins
1:41.0,,,50-60,,D. Cousins misses 2-pt shot from 1 ft
1:40.0,Defensive rebound by A. Afflalo,,50-60,,
1:37.0,N. Robinson makes 2-pt shot from 1 ft (assist by A. Afflalo),2,52-60,,
1:27.0,,,52-60,,D. Collison misses 2-pt shot from 6 ft
1:27.0,,,52-60,,Offensive rebound by D. Cousins
1:27.0,Personal foul by D. Arthur (drawn by D. Cousins),,52-60,,
1:27.0,,,52-61,1,D. Cousins makes free throw 1 of 2
1:27.0,J. Nurkic enters the game for D. Arthur,,52-61,,
1:27.0,,,52-61,,R. McCallum enters the game for O. Casspi
1:27.0,,,52-62,1,D. Cousins makes free throw 2 of 2
1:14.0,Turnover by T. Lawson (bad pass; steal by R. McCallum),,52-62,,
1:12.0,Personal foul by N. Robinson (drawn by R. McCallum),,52-62,,
1:12.0,,,52-62,,R. McCallum misses free throw 1 of 2
1:12.0,,,52-62,,Offensive rebound by Team
1:12.0,,,52-63,1,R. McCallum makes free throw 2 of 2
0:53.0,W. Chandler misses 2-pt shot from 16 ft,,52-63,,
0:52.0,,,52-63,,Defensive rebound by B. McLemore
0:39.0,,,52-66,3,R. Gay makes 3-pt shot from 25 ft
0:34.0,Shooting foul by D. Cousins (drawn by T. Lawson),,52-66,,
0:34.0,T. Lawson makes free throw 1 of 2,1,53-66,,
0:34.0,T. Lawson makes free throw 2 of 2,1,54-66,,
0:11.0,,,54-68,2,D. Cousins makes 2-pt shot at rim (assist by D. Collison)
0:11.0,,,54-68,,Shooting foul by J. Nurkic (drawn by D. Cousins)
0:11.0,,,54-68,,D. Cousins misses free throw 1 of 1
0:11.0,Defensive rebound by J. Nurkic,,54-68,,
0:02.0,N. Robinson misses 2-pt shot from 16 ft,,54-68,,
0:01.0,Offensive rebound by J. Nurkic,,54-68,,
0:01.0,J. Nurkic misses 2-pt shot from 3 ft,,54-68,,
0:00.0,,,54-68,,Defensive rebound by D. Cousins
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,54-68,,Personal foul by B. McLemore (drawn by A. Afflalo)
11:36.0,W. Chandler misses 2-pt shot from 2 ft,,54-68,,
11:33.0,,,54-68,,Defensive rebound by D. Cousins
11:15.0,,,54-68,,D. Cousins misses 2-pt shot from 19 ft
11:13.0,Defensive rebound by A. Afflalo,,54-68,,
10:57.0,A. Afflalo misses 3-pt shot from 25 ft,,54-68,,
10:56.0,,,54-68,,Defensive rebound by B. McLemore
10:46.0,,,54-68,,Shooting foul by A. Afflalo (drawn by R. Gay)
10:46.0,,,54-69,1,R. Gay makes free throw 1 of 2
10:46.0,,,54-70,1,R. Gay makes free throw 2 of 2
10:34.0,Turnover by T. Lawson (lost ball; steal by D. Cousins),,54-70,,
10:26.0,,,54-70,,Shooting foul by T. Mozgov (drawn by J. Thompson)
10:26.0,,,54-70,,J. Thompson misses free throw 1 of 2
10:26.0,,,54-70,,Offensive rebound by Team
10:26.0,,,54-70,,J. Thompson misses free throw 2 of 2
10:23.0,Defensive rebound by T. Mozgov,,54-70,,
10:11.0,A. Afflalo makes 2-pt shot from 11 ft (assist by T. Lawson),2,56-70,,
9:56.0,,,56-72,2,D. Cousins makes 2-pt shot at rim (assist by R. Gay)
9:32.0,Turnover by K. Faried (lost ball; steal by D. Collison),,56-72,,
9:27.0,,,56-74,2,D. Collison makes 2-pt shot from 6 ft
9:25.0,Denver full timeout,,56-74,,
9:04.0,W. Chandler misses 3-pt shot from 25 ft,,56-74,,
9:02.0,Offensive rebound by Team,,56-74,,
8:48.0,T. Lawson misses 2-pt shot from 8 ft,,56-74,,
8:48.0,,,56-74,,Defensive rebound by D. Cousins
8:48.0,Personal foul by T. Mozgov (drawn by D. Cousins),,56-74,,
8:48.0,N. Robinson enters the game for T. Lawson,,56-74,,
8:30.0,,,56-74,,J. Thompson misses 2-pt shot from 19 ft
8:29.0,Defensive rebound by K. Faried,,56-74,,
8:25.0,,,56-74,,Personal foul by J. Thompson (drawn by W. Chandler)
8:17.0,N. Robinson misses 2-pt shot from 19 ft,,56-74,,
8:16.0,,,56-74,,Defensive rebound by R. Gay
8:10.0,,,56-74,,Shooting foul by T. Mozgov (drawn by D. Cousins)
8:10.0,Technical foul by T. Mozgov (drawn by D. Cousins),,56-74,,
8:10.0,,,56-75,1,D. Collison makes technical free throw
8:10.0,,,56-76,1,D. Cousins makes free throw 1 of 2
8:10.0,,,56-77,1,D. Cousins makes free throw 2 of 2
8:02.0,Shooting foul by J. Thompson (drawn by T. Mozgov),,56-77,,
8:02.0,T. Mozgov makes free throw 1 of 2,1,57-77,,
8:02.0,T. Mozgov makes free throw 2 of 2,1,58-77,,
7:39.0,,,58-80,3,B. McLemore makes 3-pt shot from 23 ft (assist by R. Gay)
7:15.0,K. Faried misses 2-pt shot from 12 ft,,58-80,,
7:13.0,,,58-80,,Defensive rebound by J. Thompson
7:09.0,,,58-80,,Shooting foul by W. Chandler (drawn by R. Gay)
7:09.0,,,58-81,1,R. Gay makes free throw 1 of 2
7:09.0,D. Arthur enters the game for K. Faried,,58-81,,
7:09.0,R. Foye enters the game for T. Mozgov,,58-81,,
7:09.0,J. McGee enters the game for A. Afflalo,,58-81,,
7:09.0,,,58-82,1,R. Gay makes free throw 2 of 2
6:53.0,J. McGee makes 2-pt shot from 6 ft (assist by D. Arthur),2,60-82,,
6:40.0,,,60-82,,R. Gay misses 2-pt shot from 17 ft
6:40.0,Defensive rebound by Team,,60-82,,
6:40.0,,,60-82,,Loose ball foul by D. Cousins (drawn by J. McGee)
6:20.0,D. Arthur misses 3-pt shot from 25 ft,,60-82,,
6:19.0,,,60-82,,Defensive rebound by B. McLemore
6:08.0,,,60-82,,Offensive foul by J. Thompson
6:08.0,,,60-82,,Turnover by J. Thompson (offensive foul)
6:08.0,,,60-82,,C. Landry enters the game for J. Thompson
5:58.0,Shooting foul by D. Cousins (drawn by D. Arthur),,60-82,,
5:58.0,D. Arthur misses free throw 1 of 2,,60-82,,
5:58.0,Offensive rebound by Team,,60-82,,
5:58.0,,,60-82,,R. Evans enters the game for D. Cousins
5:58.0,D. Arthur makes free throw 2 of 2,1,61-82,,
5:45.0,Personal foul by N. Robinson (drawn by C. Landry),,61-82,,
5:45.0,,,61-83,1,C. Landry makes free throw 1 of 2
5:45.0,,,61-84,1,C. Landry makes free throw 2 of 2
5:36.0,Shooting foul by R. Evans (drawn by J. McGee),,61-84,,
5:36.0,J. McGee makes free throw 1 of 2,1,62-84,,
5:36.0,J. McGee makes free throw 2 of 2,1,63-84,,
5:17.0,,,63-84,,B. McLemore misses 3-pt shot from 24 ft
5:16.0,Defensive rebound by J. McGee,,63-84,,
5:04.0,W. Chandler misses 2-pt shot from 6 ft,,63-84,,
5:03.0,Offensive rebound by J. McGee,,63-84,,
5:02.0,J. McGee misses 2-pt shot at rim,,63-84,,
5:01.0,,,63-84,,Defensive rebound by C. Landry
4:55.0,Personal foul by W. Chandler (drawn by R. Gay),,63-84,,
4:55.0,,,63-85,1,R. Gay makes free throw 1 of 2
4:55.0,A. Gee enters the game for W. Chandler,,63-85,,
4:55.0,,,63-85,,R. Gay misses free throw 2 of 2
4:55.0,,,63-85,,Offensive rebound by C. Landry
4:55.0,,,63-85,,Shooting foul by D. Arthur (drawn by R. Evans)
4:55.0,,,63-85,,R. Evans misses free throw 1 of 2
4:55.0,,,63-85,,Offensive rebound by Team
4:55.0,,,63-86,1,R. Evans makes free throw 2 of 2
4:36.0,D. Arthur makes 2-pt shot from 15 ft (assist by N. Robinson),2,65-86,,
4:16.0,,,65-89,3,R. Gay makes 3-pt shot from 25 ft (assist by R. Evans)
4:08.0,R. Foye makes 2-pt shot from 3 ft,2,67-89,,
4:06.0,,,67-89,,Sacramento full timeout
3:51.0,,,67-89,,D. Collison misses 3-pt shot from 25 ft
3:49.0,Defensive rebound by A. Gee,,67-89,,
3:41.0,N. Robinson misses 3-pt shot from 24 ft,,67-89,,
3:41.0,,,67-89,,Defensive rebound by Team
3:41.0,Loose ball foul by A. Gee (drawn by C. Landry),,67-89,,
3:41.0,,,67-90,1,C. Landry makes free throw 1 of 2
3:41.0,,,67-91,1,C. Landry makes free throw 2 of 2
3:25.0,J. McGee makes 2-pt shot from 6 ft (assist by R. Foye),2,69-91,,
3:07.0,,,69-91,,Shooting foul by J. McGee (drawn by C. Landry)
3:07.0,,,69-92,1,C. Landry makes free throw 1 of 2
3:07.0,,,69-93,1,C. Landry makes free throw 2 of 2
2:57.0,Offensive foul by D. Arthur,,69-93,,
2:57.0,Turnover by D. Arthur (offensive foul),,69-93,,
2:37.0,,,69-95,2,C. Landry makes 2-pt shot from 15 ft
2:31.0,Turnover by D. Arthur (offensive foul),,69-95,,
2:31.0,Offensive foul by D. Arthur,,69-95,,
2:31.0,W. Chandler enters the game for D. Arthur,,69-95,,
2:11.0,,,69-98,3,B. McLemore makes 3-pt shot from 25 ft
2:01.0,Shooting foul by R. Evans (drawn by J. McGee),,69-98,,
2:01.0,J. McGee misses free throw 1 of 2,,69-98,,
2:01.0,Offensive rebound by Team,,69-98,,
2:01.0,J. McGee makes free throw 2 of 2,1,70-98,,
1:42.0,,,70-101,3,R. Gay makes 3-pt shot from 24 ft (assist by C. Landry)
1:24.0,A. Gee misses 2-pt shot from 15 ft,,70-101,,
1:24.0,,,70-101,,Defensive rebound by R. Evans
1:00.0,,,70-103,2,R. Evans makes 2-pt shot from 16 ft (assist by D. Collison)
0:46.0,A. Gee misses 2-pt shot from 2 ft (block by R. Gay),,70-103,,
0:44.0,Offensive rebound by N. Robinson,,70-103,,
0:42.0,N. Robinson misses 3-pt shot from 25 ft,,70-103,,
0:41.0,,,70-103,,Defensive rebound by Team
0:26.0,,,70-105,2,R. Evans makes 2-pt shot from 1 ft (assist by D. Collison)
0:20.0,R. Foye makes 2-pt shot from 2 ft,2,72-105,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:50.0,,,72-105,,Offensive foul by D. Cousins
11:50.0,,,72-105,,Turnover by D. Cousins (offensive foul)
11:39.0,Turnover by T. Lawson (bad pass; steal by R. Sessions),,72-105,,
11:32.0,,,72-105,,Offensive charge foul by D. Cousins
11:32.0,,,72-105,,Turnover by D. Cousins (offensive foul)
11:32.0,,,72-105,,R. Gay enters the game for D. Cousins
11:19.0,R. Foye misses 3-pt shot from 25 ft,,72-105,,
11:17.0,,,72-105,,Defensive rebound by R. Evans
11:06.0,,,72-108,3,N. Stauskas makes 3-pt shot from 25 ft (assist by R. Sessions)
10:58.0,R. Foye makes 2-pt shot from 17 ft,2,74-108,,
10:41.0,,,74-108,,Turnover by O. Casspi (lost ball; steal by A. Gee)
10:28.0,A. Gee misses 3-pt shot from 23 ft,,74-108,,
10:26.0,Offensive rebound by K. Faried,,74-108,,
10:22.0,A. Gee makes 2-pt shot at rim (assist by J. Nurkic),2,76-108,,
10:21.0,,,76-108,,Sacramento full timeout
10:01.0,Personal foul by R. Foye (drawn by R. Sessions),,76-108,,
9:49.0,,,76-108,,R. Sessions misses 3-pt shot from 26 ft
9:48.0,Defensive rebound by R. Foye,,76-108,,
9:41.0,A. Gee makes 2-pt shot from 1 ft (assist by J. Nurkic),2,78-108,,
9:18.0,,,78-110,2,R. Gay makes 2-pt shot from 18 ft
9:07.0,Shooting foul by R. Gay (drawn by K. Faried),,78-110,,
9:07.0,K. Faried makes free throw 1 of 2,1,79-110,,
9:07.0,K. Faried makes free throw 2 of 2,1,80-110,,
8:48.0,,,80-110,,R. Gay misses 2-pt shot from 2 ft (block by J. Nurkic)
8:45.0,,,80-110,,Offensive rebound by O. Casspi
8:45.0,Violation by K. Faried (def goaltending),,80-110,,
8:45.0,,,80-112,2,O. Casspi makes 2-pt shot from 3 ft
8:45.0,,,80-112,,Shooting foul by J. Nurkic (drawn by O. Casspi)
8:45.0,,,80-113,1,O. Casspi makes free throw 1 of 1
8:29.0,J. Nurkic misses 2-pt shot from 21 ft,,80-113,,
8:28.0,,,80-113,,Defensive rebound by O. Casspi
8:21.0,,,80-113,,N. Stauskas misses 3-pt shot from 24 ft
8:19.0,Defensive rebound by T. Lawson,,80-113,,
8:18.0,Shooting foul by N. Stauskas (drawn by A. Gee),,80-113,,
8:18.0,A. Gee makes free throw 1 of 2,1,81-113,,
8:18.0,A. Gee makes free throw 2 of 2,1,82-113,,
8:05.0,,,82-113,,O. Casspi misses 3-pt shot from 24 ft
8:04.0,Defensive rebound by K. Faried,,82-113,,
7:55.0,A. Gee misses 2-pt shot from 3 ft,,82-113,,
7:51.0,,,82-113,,Defensive rebound by R. Gay
7:40.0,,,82-113,,Shooting foul by J. Nurkic (drawn by R. Evans)
7:40.0,,,82-114,1,R. Evans makes free throw 1 of 2
7:40.0,,,82-114,,J. Thompson enters the game for R. Gay
7:40.0,,,82-114,,R. Evans misses free throw 2 of 2
7:39.0,,,82-114,,Offensive rebound by J. Thompson
7:37.0,,,82-114,,J. Thompson misses 2-pt shot from 3 ft
7:36.0,,,82-114,,Offensive rebound by O. Casspi
7:28.0,,,82-114,,J. Thompson misses 2-pt shot from 17 ft
7:27.0,Defensive rebound by J. Nurkic,,82-114,,
7:19.0,T. Lawson makes 2-pt shot from 1 ft,2,84-114,,
6:56.0,,,84-114,,R. Evans misses 2-pt shot from 4 ft (block by K. Faried)
