time,Houston,pts.away,score,pts.home,Golden State
5:59.0,,,9-8,,Personal foul by A. Bogut (drawn by D. Howard)
5:59.0,,,9-8,,F. Ezeli enters the game for A. Bogut
5:47.0,D. Howard misses 2-pt shot from 6 ft,,9-8,,
5:46.0,Offensive rebound by T. Ariza,,9-8,,
5:41.0,Turnover by J. Harden (lost ball; steal by S. Curry),,9-8,,
5:36.0,,,9-10,2,K. Thompson makes 2-pt shot from 1 ft (assist by D. Green)
5:30.0,D. Howard makes 2-pt shot at rim (assist by J. Smith),2,11-10,,
5:10.0,Personal foul by J. Terry (drawn by S. Curry),,11-10,,
5:10.0,T. Jones enters the game for J. Smith,,11-10,,
5:10.0,,,11-10,,A. Iguodala enters the game for H. Barnes
5:08.0,,,11-10,,Turnover by F. Ezeli (lost ball; steal by T. Jones)
4:58.0,J. Harden makes 2-pt shot from 2 ft,2,13-10,,
4:38.0,,,13-10,,Shooting foul by J. Terry (drawn by D. Green)
4:38.0,,,13-11,1,D. Green makes free throw 1 of 2
4:38.0,P. Prigioni enters the game for J. Terry,,13-11,,
4:38.0,,,13-11,,S. Livingston enters the game for K. Thompson
4:38.0,,,13-12,1,D. Green makes free throw 2 of 2
4:26.0,Turnover by D. Howard (offensive foul),,13-12,,
4:26.0,Offensive charge foul by D. Howard,,13-12,,
4:08.0,,,13-12,,F. Ezeli misses 2-pt shot from 4 ft
4:07.0,Defensive rebound by Team,,13-12,,
3:57.0,Shooting foul by A. Iguodala (drawn by J. Harden),,13-12,,
3:57.0,J. Harden makes free throw 1 of 3,1,14-12,,
3:57.0,J. Harden makes free throw 2 of 3,1,15-12,,
3:57.0,C. Brewer enters the game for T. Ariza,,15-12,,
3:57.0,J. Harden makes free throw 3 of 3,1,16-12,,
3:33.0,,,16-12,,A. Iguodala misses 2-pt shot from 5 ft
3:32.0,,,16-12,,Offensive rebound by F. Ezeli
3:32.0,,,16-12,,Turnover by Team (shot clock)
3:11.0,C. Brewer makes 2-pt shot from 6 ft (assist by P. Prigioni),2,18-12,,
2:55.0,,,18-12,,A. Iguodala misses 3-pt shot from 26 ft
2:54.0,,,18-12,,Offensive rebound by F. Ezeli
2:45.0,,,18-12,,F. Ezeli misses 2-pt shot from 3 ft
2:42.0,,,18-12,,Offensive rebound by F. Ezeli
2:41.0,,,18-12,,Turnover by F. Ezeli (bad pass; steal by P. Prigioni)
2:37.0,Shooting foul by A. Iguodala (drawn by J. Harden),,18-12,,
2:37.0,Houston full timeout,,18-12,,
2:37.0,C. Capela enters the game for D. Howard,,18-12,,
2:37.0,J. Harden makes free throw 1 of 2,1,19-12,,
2:37.0,J. Harden makes free throw 2 of 2,1,20-12,,
2:28.0,,,20-12,,Turnover by A. Iguodala (bad pass)
2:12.0,C. Brewer misses 3-pt shot from 23 ft,,20-12,,
2:11.0,,,20-12,,Defensive rebound by D. Green
2:06.0,Personal foul by P. Prigioni (drawn by S. Livingston),,20-12,,
1:58.0,,,20-12,,D. Green misses 3-pt shot from 25 ft
1:57.0,,,20-12,,Offensive rebound by S. Curry
1:47.0,,,20-12,,S. Livingston misses 2-pt shot from 7 ft
1:46.0,,,20-12,,Offensive rebound by A. Iguodala
1:46.0,Personal foul by C. Brewer (drawn by A. Iguodala),,20-12,,
1:42.0,Personal foul by C. Brewer (drawn by S. Curry),,20-12,,
1:42.0,,,20-13,1,S. Curry makes free throw 1 of 2
1:42.0,,,20-14,1,S. Curry makes free throw 2 of 2
1:28.0,Turnover by J. Harden (bad pass),,20-14,,
1:19.0,,,20-14,,D. Green misses 2-pt shot from 2 ft
1:17.0,,,20-14,,Offensive rebound by D. Green
1:09.0,,,20-17,3,S. Curry makes 3-pt shot from 27 ft
0:51.0,T. Jones misses 2-pt shot from 11 ft,,20-17,,
0:49.0,Offensive rebound by C. Capela,,20-17,,
0:46.0,T. Jones misses 2-pt shot from 3 ft,,20-17,,
0:45.0,,,20-17,,Defensive rebound by F. Ezeli
0:38.0,,,20-17,,S. Curry misses 3-pt shot from 27 ft
0:37.0,Defensive rebound by J. Harden,,20-17,,
0:34.0,Turnover by J. Harden (bad pass; steal by A. Iguodala),,20-17,,
0:27.0,,,20-17,,Turnover by S. Livingston (bad pass; steal by C. Capela)
0:04.0,,,20-17,,Personal foul by S. Curry (drawn by J. Harden)
0:04.0,J. Harden makes free throw 1 of 2,1,21-17,,
0:04.0,T. Ariza enters the game for P. Prigioni,,21-17,,
0:04.0,J. Harden makes free throw 2 of 2,1,22-17,,
0:01.0,,,22-17,,D. Green misses 3-pt shot from 41 ft
0:00.0,,,22-17,,Offensive rebound by Team
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:41.0,D. Howard misses 2-pt shot from 8 ft,,22-17,,
11:39.0,,,22-17,,Defensive rebound by F. Ezeli
11:21.0,,,22-17,,S. Livingston misses 2-pt shot from 16 ft
11:20.0,Defensive rebound by T. Ariza,,22-17,,
11:05.0,D. Howard misses 2-pt shot from 4 ft (block by F. Ezeli),,22-17,,
11:05.0,Offensive rebound by Team,,22-17,,
11:03.0,Turnover by P. Prigioni (bad pass; steal by K. Thompson),,22-17,,
10:58.0,,,22-19,2,H. Barnes makes 2-pt shot at rim (assist by K. Thompson)
10:34.0,D. Howard misses 2-pt shot from 7 ft,,22-19,,
10:33.0,,,22-19,,Defensive rebound by K. Thompson
10:31.0,Personal take foul by P. Prigioni (drawn by K. Thompson),,22-19,,
10:15.0,,,22-22,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Livingston)
10:02.0,,,22-22,,Personal foul by S. Livingston (drawn by D. Howard)
9:54.0,P. Prigioni misses 3-pt shot from 25 ft,,22-22,,
9:52.0,,,22-22,,Defensive rebound by H. Barnes
9:30.0,,,22-25,3,K. Thompson makes 3-pt shot from 23 ft (assist by S. Livingston)
9:29.0,Houston full timeout,,22-25,,
9:29.0,J. Harden enters the game for T. Jones,,22-25,,
9:29.0,J. Terry enters the game for P. Prigioni,,22-25,,
9:29.0,J. Smith enters the game for C. Brewer,,22-25,,
9:15.0,Turnover by J. Harden (bad pass; steal by A. Iguodala),,22-25,,
9:10.0,,,22-25,,A. Iguodala misses 2-pt shot from 2 ft
9:09.0,,,22-25,,Offensive rebound by H. Barnes
9:09.0,,,22-27,2,H. Barnes makes 2-pt shot at rim
8:51.0,J. Smith makes 2-pt shot from 4 ft (assist by J. Harden),2,24-27,,
8:31.0,,,24-30,3,K. Thompson makes 3-pt shot from 24 ft (assist by A. Iguodala)
8:26.0,Turnover by J. Harden (bad pass),,24-30,,
8:11.0,,,24-30,,Turnover by S. Livingston (bad pass; steal by T. Ariza)
8:09.0,,,24-30,,Personal foul by A. Iguodala (drawn by J. Harden)
8:01.0,,,24-30,,Personal foul by H. Barnes (drawn by J. Smith)
8:01.0,J. Smith misses 2-pt shot from 3 ft,,24-30,,
8:01.0,Offensive rebound by Team,,24-30,,
8:01.0,,,24-30,,S. Curry enters the game for S. Livingston
7:52.0,J. Smith makes 3-pt shot from 26 ft (assist by J. Harden),3,27-30,,
7:30.0,,,27-32,2,A. Iguodala makes 2-pt shot from 17 ft (assist by K. Thompson)
7:09.0,Shooting foul by K. Thompson (drawn by D. Howard),,27-32,,
7:09.0,D. Howard makes 2-pt shot at rim (assist by T. Ariza),2,29-32,,
7:09.0,,,29-32,,A. Bogut enters the game for F. Ezeli
7:09.0,D. Howard misses free throw 1 of 1,,29-32,,
7:06.0,,,29-32,,Defensive rebound by A. Iguodala
6:50.0,,,29-34,2,K. Thompson makes 2-pt shot from 17 ft
6:33.0,J. Smith makes 3-pt shot from 25 ft,3,32-34,,
6:20.0,,,32-34,,H. Barnes misses 2-pt shot from 13 ft
6:18.0,,,32-34,,Offensive rebound by A. Bogut
6:15.0,,,32-34,,S. Curry misses 3-pt shot from 27 ft
6:14.0,Defensive rebound by J. Harden,,32-34,,
6:09.0,J. Harden misses 3-pt shot from 26 ft,,32-34,,
6:08.0,,,32-34,,Defensive rebound by S. Curry
6:04.0,,,32-36,2,K. Thompson makes 2-pt shot from 3 ft (assist by S. Curry)
5:49.0,J. Harden makes 2-pt shot at rim (assist by J. Terry),2,34-36,,
5:36.0,,,34-38,2,S. Curry makes 2-pt shot from 4 ft (assist by A. Iguodala)
5:19.0,T. Ariza makes 2-pt shot from 1 ft (assist by D. Howard),2,36-38,,
5:15.0,,,36-38,,Golden State full timeout
5:15.0,,,36-38,,D. Green enters the game for A. Iguodala
5:08.0,,,36-38,,K. Thompson misses 3-pt shot from 27 ft (block by D. Howard)
5:07.0,,,36-38,,Offensive rebound by A. Bogut
5:05.0,,,36-38,,A. Bogut misses 2-pt shot from 8 ft
5:04.0,Defensive rebound by J. Terry,,36-38,,
4:58.0,J. Terry misses 3-pt shot from 24 ft,,36-38,,
4:57.0,Offensive rebound by Team,,36-38,,
4:38.0,J. Harden misses 2-pt shot from 19 ft,,36-38,,
4:37.0,,,36-38,,Defensive rebound by H. Barnes
4:25.0,,,36-41,3,H. Barnes makes 3-pt shot from 24 ft (assist by S. Curry)
4:11.0,J. Smith misses 2-pt shot from 6 ft,,36-41,,
4:10.0,Offensive rebound by D. Howard,,36-41,,
4:09.0,D. Howard misses 2-pt shot from 4 ft,,36-41,,
4:07.0,,,36-41,,Defensive rebound by A. Bogut
4:02.0,Personal foul by J. Smith (drawn by K. Thompson),,36-41,,
3:47.0,,,36-41,,H. Barnes misses 3-pt shot from 23 ft
3:46.0,Defensive rebound by D. Howard,,36-41,,
3:30.0,J. Smith misses 3-pt shot from 23 ft,,36-41,,
3:29.0,,,36-41,,Defensive rebound by S. Curry
3:20.0,,,36-41,,S. Curry misses 2-pt shot from 5 ft (block by D. Howard)
3:20.0,,,36-41,,Offensive rebound by Team
3:20.0,,,36-41,,Technical foul by A. Bogut
3:20.0,Technical foul by D. Howard,,36-41,,
3:06.0,,,36-41,,K. Thompson misses 2-pt shot from 20 ft
3:05.0,Defensive rebound by D. Howard,,36-41,,
2:59.0,J. Smith misses 2-pt shot from 6 ft (block by A. Bogut),,36-41,,
2:57.0,,,36-41,,Defensive rebound by A. Bogut
2:50.0,,,36-44,3,S. Curry makes 3-pt shot from 23 ft (assist by D. Green)
2:50.0,Houston full timeout,,36-44,,
2:50.0,Official timeout,,36-44,,
2:50.0,C. Brewer enters the game for J. Smith,,36-44,,
2:50.0,,,36-44,,F. Ezeli enters the game for A. Bogut
2:28.0,T. Ariza makes 2-pt shot from 16 ft,2,38-44,,
2:11.0,,,38-44,,Turnover by S. Curry (bad pass; steal by J. Harden)
2:07.0,Shooting foul by K. Thompson (drawn by C. Brewer),,38-44,,
2:07.0,C. Brewer makes free throw 1 of 2,1,39-44,,
2:07.0,,,39-44,,L. Barbosa enters the game for K. Thompson
2:07.0,C. Brewer makes free throw 2 of 2,1,40-44,,
1:48.0,,,40-44,,D. Green misses 3-pt shot from 26 ft
1:47.0,,,40-44,,Offensive rebound by F. Ezeli
1:46.0,,,40-46,2,F. Ezeli makes 2-pt shot at rim
1:29.0,J. Terry makes 2-pt shot from 11 ft,2,42-46,,
1:10.0,,,42-46,,Shooting foul by C. Brewer (drawn by L. Barbosa)
1:10.0,,,42-47,1,L. Barbosa makes free throw 1 of 2
1:10.0,,,42-48,1,L. Barbosa makes free throw 2 of 2
1:09.0,,,42-48,,Personal take foul by L. Barbosa (drawn by D. Howard)
1:09.0,D. Howard makes free throw 1 of 2,1,43-48,,
1:09.0,D. Howard misses free throw 2 of 2,,43-48,,
1:07.0,,,43-48,,Defensive rebound by L. Barbosa
0:51.0,,,43-50,2,F. Ezeli makes 2-pt shot from 6 ft (assist by L. Barbosa)
0:50.0,,,43-50,,Personal take foul by L. Barbosa (drawn by D. Howard)
0:50.0,D. Howard makes free throw 1 of 2,1,44-50,,
0:50.0,D. Howard misses free throw 2 of 2,,44-50,,
0:49.0,,,44-50,,Defensive rebound by F. Ezeli
0:39.0,,,44-50,,Shooting foul by T. Ariza (drawn by F. Ezeli)
0:39.0,,,44-50,,F. Ezeli misses free throw 1 of 2
0:39.0,,,44-50,,Offensive rebound by Team
0:39.0,T. Jones enters the game for D. Howard,,44-50,,
0:39.0,,,44-50,,S. Livingston enters the game for H. Barnes
0:39.0,,,44-50,,F. Ezeli misses free throw 2 of 2
0:36.0,,,44-50,,Offensive rebound by D. Green
0:34.0,,,44-50,,Turnover by F. Ezeli (lost ball; steal by J. Terry)
0:32.0,,,44-50,,Personal foul by L. Barbosa (drawn by C. Brewer)
0:32.0,C. Brewer makes free throw 1 of 2,1,45-50,,
0:32.0,,,45-50,,D. Lee enters the game for F. Ezeli
0:32.0,C. Brewer makes free throw 2 of 2,1,46-50,,
0:13.0,,,46-50,,Shooting foul by T. Ariza (drawn by S. Curry)
0:13.0,,,46-51,1,S. Curry makes free throw 1 of 3
0:13.0,,,46-51,,S. Curry misses free throw 2 of 3
0:13.0,,,46-51,,Offensive rebound by Team
0:13.0,,,46-51,,F. Ezeli enters the game for D. Lee
0:13.0,,,46-52,1,S. Curry makes free throw 3 of 3
0:05.0,Turnover by J. Harden (bad pass; steal by S. Curry),,46-52,,
0:02.0,,,46-52,,S. Curry misses 3-pt shot from 30 ft
0:00.0,,,46-52,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:44.0,J. Harden misses 2-pt shot from 7 ft,,46-52,,
11:43.0,,,46-52,,Defensive rebound by S. Curry
11:23.0,,,46-54,2,K. Thompson makes 2-pt shot from 2 ft (assist by A. Bogut)
11:00.0,J. Smith misses 3-pt shot from 26 ft,,46-54,,
10:59.0,,,46-54,,Defensive rebound by A. Bogut
10:43.0,,,46-54,,H. Barnes misses 2-pt shot from 3 ft (block by J. Smith)
10:43.0,,,46-54,,Offensive rebound by Team
10:36.0,,,46-57,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
10:21.0,J. Terry makes 3-pt shot from 25 ft (assist by J. Harden),3,49-57,,
10:08.0,,,49-57,,K. Thompson misses 2-pt shot from 7 ft
10:08.0,Defensive rebound by Team,,49-57,,
9:51.0,,,49-57,,Personal foul by D. Green (drawn by J. Harden)
9:42.0,Shooting foul by K. Thompson (drawn by D. Howard),,49-57,,
9:42.0,D. Howard makes free throw 1 of 2,1,50-57,,
9:42.0,D. Howard makes free throw 2 of 2,1,51-57,,
9:32.0,,,51-57,,D. Green misses 2-pt shot from 10 ft
9:31.0,,,51-57,,Offensive rebound by A. Bogut
9:27.0,,,51-57,,S. Curry misses 3-pt shot from 26 ft
9:25.0,Defensive rebound by D. Howard,,51-57,,
9:20.0,Shooting foul by K. Thompson (drawn by J. Harden),,51-57,,
9:20.0,J. Harden makes free throw 1 of 2,1,52-57,,
9:20.0,,,52-57,,L. Barbosa enters the game for K. Thompson
9:20.0,J. Harden misses free throw 2 of 2,,52-57,,
9:19.0,,,52-57,,Defensive rebound by D. Green
9:16.0,,,52-57,,Turnover by D. Green (bad pass; steal by T. Ariza)
9:14.0,T. Ariza makes 2-pt shot from 2 ft,2,54-57,,
9:14.0,Shooting foul by D. Green (drawn by T. Ariza),,54-57,,
9:14.0,T. Ariza makes free throw 1 of 1,1,55-57,,
8:59.0,,,55-57,,Offensive foul by H. Barnes
8:59.0,,,55-57,,Turnover by H. Barnes (offensive foul)
8:42.0,J. Smith misses 2-pt shot from 2 ft,,55-57,,
8:42.0,,,55-57,,Defensive rebound by Team
8:42.0,,,55-57,,Golden State full timeout
8:19.0,,,55-57,,S. Curry misses 2-pt shot from 8 ft
8:18.0,Defensive rebound by D. Howard,,55-57,,
8:12.0,T. Ariza misses 2-pt shot at rim (block by A. Bogut),,55-57,,
8:10.0,,,55-57,,Defensive rebound by D. Green
7:59.0,,,55-57,,S. Curry misses 3-pt shot from 26 ft
7:58.0,,,55-57,,Offensive rebound by H. Barnes
7:54.0,,,55-57,,H. Barnes misses 3-pt shot from 23 ft
7:53.0,Defensive rebound by J. Smith,,55-57,,
7:46.0,Shooting foul by L. Barbosa (drawn by J. Smith),,55-57,,
7:46.0,J. Smith makes free throw 1 of 2,1,56-57,,
7:46.0,J. Smith misses free throw 2 of 2,,56-57,,
7:44.0,Offensive rebound by J. Harden,,56-57,,
7:41.0,,,56-57,,Personal foul by H. Barnes (drawn by J. Smith)
7:41.0,J. Smith misses free throw 1 of 2,,56-57,,
7:41.0,Offensive rebound by Team,,56-57,,
7:41.0,,,56-57,,A. Iguodala enters the game for H. Barnes
7:41.0,J. Smith misses free throw 2 of 2,,56-57,,
7:39.0,,,56-57,,Defensive rebound by A. Iguodala
7:21.0,,,56-57,,Turnover by A. Bogut (lost ball; steal by D. Howard)
7:20.0,Jump ball: A. Bogut vs. D. Howard (J. Smith gains possession),,,,Jump ball: A. Bogut vs. D. Howard (J. Smith gains possession)
7:03.0,J. Harden misses 2-pt shot from 2 ft (block by D. Green),,56-57,,
7:01.0,,,56-57,,Defensive rebound by S. Curry
6:55.0,,,56-59,2,L. Barbosa makes 2-pt shot from 1 ft (assist by A. Iguodala)
6:42.0,Shooting foul by D. Green (drawn by J. Smith),,56-59,,
6:42.0,J. Smith makes free throw 1 of 2,1,57-59,,
6:42.0,J. Smith makes free throw 2 of 2,1,58-59,,
6:22.0,,,58-59,,L. Barbosa misses 3-pt shot from 26 ft
6:22.0,Defensive rebound by D. Howard,,58-59,,
6:16.0,J. Smith misses 3-pt shot from 26 ft,,58-59,,
6:15.0,,,58-59,,Defensive rebound by A. Bogut
5:58.0,,,58-59,,D. Green misses 2-pt shot from 6 ft
5:58.0,Defensive rebound by D. Howard,,58-59,,
5:54.0,Turnover by D. Howard (bad pass),,58-59,,
5:40.0,,,58-61,2,D. Green makes 2-pt shot from 3 ft (assist by A. Iguodala)
5:40.0,,,58-61,,Shooting foul by J. Smith (drawn by D. Green)
5:40.0,,,58-62,1,D. Green makes free throw 1 of 1
5:22.0,D. Howard misses 2-pt shot from 6 ft,,58-62,,
5:21.0,,,58-62,,Defensive rebound by D. Green
5:12.0,,,58-62,,D. Green misses 3-pt shot from 25 ft
5:12.0,Defensive rebound by Team,,58-62,,
4:52.0,Turnover by J. Harden (lost ball; steal by A. Iguodala),,58-62,,
4:49.0,,,58-62,,Shooting foul by T. Ariza (drawn by L. Barbosa)
4:49.0,,,58-63,1,L. Barbosa makes free throw 1 of 2
4:49.0,T. Jones enters the game for J. Smith,,58-63,,
4:49.0,,,58-64,1,L. Barbosa makes free throw 2 of 2
4:31.0,,,58-64,,Personal foul by S. Curry (drawn by J. Terry)
4:31.0,J. Terry makes free throw 1 of 2,1,59-64,,
4:31.0,J. Terry makes free throw 2 of 2,1,60-64,,
4:17.0,,,60-64,,Turnover by D. Green (bad pass)
3:55.0,Turnover by J. Harden (lost ball),,60-64,,
3:55.0,Loose ball foul by J. Harden (drawn by D. Green),,60-64,,
3:35.0,,,60-66,2,S. Curry makes 2-pt shot from 3 ft
3:21.0,J. Terry makes 3-pt shot from 24 ft (assist by T. Ariza),3,63-66,,
3:06.0,,,63-66,,Shooting foul by T. Ariza (drawn by L. Barbosa)
3:06.0,,,63-67,1,L. Barbosa makes free throw 1 of 2
3:06.0,C. Brewer enters the game for T. Ariza,,63-67,,
3:06.0,C. Capela enters the game for D. Howard,,63-67,,
3:06.0,,,63-67,,F. Ezeli enters the game for A. Bogut
3:06.0,,,63-67,,L. Barbosa misses free throw 2 of 2
3:05.0,Defensive rebound by C. Brewer,,63-67,,
2:47.0,J. Terry makes 2-pt shot from 4 ft (assist by J. Harden),2,65-67,,
2:33.0,Houston full timeout,,65-67,,
2:32.0,Personal take foul by C. Capela (drawn by F. Ezeli),,65-67,,
2:32.0,,,65-68,1,F. Ezeli makes free throw 1 of 2
2:32.0,T. Ariza enters the game for C. Capela,,65-68,,
2:32.0,,,65-69,1,F. Ezeli makes free throw 2 of 2
2:15.0,T. Ariza misses 3-pt shot from 26 ft,,65-69,,
2:14.0,Offensive rebound by J. Harden,,65-69,,
2:12.0,T. Jones misses 3-pt shot from 26 ft,,65-69,,
2:09.0,,,65-69,,Defensive rebound by D. Green
1:56.0,,,65-72,3,S. Curry makes 3-pt shot from 27 ft (assist by D. Green)
1:43.0,T. Ariza misses 2-pt shot from 16 ft,,65-72,,
1:42.0,,,65-72,,Defensive rebound by L. Barbosa
1:31.0,,,65-72,,S. Curry misses 3-pt shot from 28 ft
1:30.0,Defensive rebound by T. Jones,,65-72,,
1:23.0,J. Terry misses 3-pt shot from 25 ft,,65-72,,
1:22.0,Offensive rebound by Team,,65-72,,
1:13.0,Turnover by J. Harden (lost ball; steal by A. Iguodala),,65-72,,
1:09.0,,,65-74,2,A. Iguodala makes 2-pt shot at rim (assist by D. Green)
0:54.0,Shooting foul by F. Ezeli (drawn by J. Harden),,65-74,,
0:54.0,J. Harden misses free throw 1 of 2,,65-74,,
0:54.0,Offensive rebound by Team,,65-74,,
0:54.0,J. Harden makes free throw 2 of 2,1,66-74,,
0:31.0,,,66-74,,A. Iguodala misses 2-pt shot from 18 ft
0:29.0,Defensive rebound by Team,,66-74,,
0:29.0,D. Howard enters the game for T. Jones,,66-74,,
0:24.0,,,66-74,,Personal take foul by F. Ezeli (drawn by D. Howard)
0:24.0,D. Howard makes free throw 1 of 2,1,67-74,,
0:24.0,D. Howard makes free throw 2 of 2,1,68-74,,
0:00.0,,,68-74,,Turnover by Team (shot clock)
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:44.0,Personal foul by T. Jones (drawn by S. Curry),,68-74,,
11:44.0,,,68-74,,K. Thompson enters the game for S. Curry
11:37.0,,,68-76,2,F. Ezeli makes 2-pt shot from 5 ft (assist by K. Thompson)
11:21.0,,,68-76,,Personal foul by S. Livingston (drawn by C. Brewer)
11:15.0,D. Howard misses 2-pt shot from 6 ft,,68-76,,
11:14.0,,,68-76,,Defensive rebound by S. Livingston
10:50.0,,,68-76,,H. Barnes misses 2-pt shot from 21 ft
10:49.0,Defensive rebound by C. Brewer,,68-76,,
10:42.0,C. Brewer makes 2-pt shot from 3 ft,2,70-76,,
10:27.0,Jump ball: F. Ezeli vs. T. Jones (S. Livingston gains possession),,,,Jump ball: F. Ezeli vs. T. Jones (S. Livingston gains possession)
10:21.0,,,70-76,,S. Livingston misses 2-pt shot from 11 ft
10:21.0,Defensive rebound by D. Howard,,70-76,,
10:12.0,Turnover by J. Terry (lost ball; steal by H. Barnes),,70-76,,
10:07.0,,,70-78,2,A. Iguodala makes 2-pt shot at rim (assist by K. Thompson)
9:50.0,C. Brewer misses 2-pt shot from 6 ft,,70-78,,
9:48.0,Offensive rebound by D. Howard,,70-78,,
9:46.0,Turnover by D. Howard (bad pass),,70-78,,
9:46.0,J. Harden enters the game for J. Terry,,70-78,,
9:34.0,,,70-78,,H. Barnes misses 2-pt shot from 8 ft
9:33.0,,,70-78,,Offensive rebound by H. Barnes
9:31.0,Personal foul by T. Ariza (drawn by K. Thompson),,70-78,,
9:31.0,,,70-78,,Golden State full timeout
9:31.0,,,70-78,,S. Curry enters the game for K. Thompson
9:12.0,,,70-80,2,H. Barnes makes 2-pt shot from 17 ft
8:57.0,C. Brewer makes 2-pt shot from 1 ft (assist by T. Ariza),2,72-80,,
8:38.0,,,72-83,3,H. Barnes makes 3-pt shot from 23 ft (assist by A. Iguodala)
8:22.0,C. Brewer misses 2-pt shot from 9 ft,,72-83,,
8:21.0,,,72-83,,Defensive rebound by H. Barnes
