time,Washington,pts.away,score,pts.home,Cleveland
1:21.0,Defensive rebound by A. Miller,,85-109,,
1:18.0,R. Butler makes 2-pt shot at rim (assist by A. Miller),2,87-109,,
1:00.0,,,87-111,2,T. Thompson makes 2-pt shot at rim (assist by D. Waiters)
0:46.0,Turnover by K. Seraphin (bad pass; steal by W. Cherry),,87-111,,
0:24.0,,,87-111,,L. Amundson misses 2-pt shot from 6 ft (block by O. Porter)
0:22.0,,,87-111,,Offensive rebound by J. Harris
0:21.0,,,87-111,,Turnover by Team (shot clock)
0:21.0,,,87-111,,Cleveland full timeout
0:21.0,Washington full timeout,,87-111,,
0:17.0,Turnover by R. Butler (lost ball; steal by W. Cherry),,87-111,,
0:08.0,Personal foul by A. Miller (drawn by W. Cherry),,87-111,,
0:08.0,,,87-112,1,W. Cherry makes free throw 1 of 2
0:08.0,,,87-113,1,W. Cherry makes free throw 2 of 2
0:00.0,End of 4th quarter,,,,End of 4th quarter
