time,New Orleans,pts.away,score,pts.home,Portland
4:53.0,,,16-10,2,D. Lillard makes 2-pt shot from 15 ft
4:52.0,New Orleans full timeout,,16-10,,
4:37.0,A. Davis misses 2-pt shot from 11 ft,,16-10,,
4:35.0,,,16-10,,Defensive rebound by C. Kaman
4:14.0,,,16-10,,D. Lillard misses 2-pt shot from 14 ft
4:13.0,,,16-10,,Offensive rebound by Team
4:13.0,A. Ajinca enters the game for O. Asik,,16-10,,
4:13.0,D. Cunningham enters the game for Q. Pondexter,,16-10,,
4:11.0,,,16-10,,Shooting foul by A. Davis (drawn by L. Aldridge)
4:11.0,,,16-11,1,L. Aldridge makes free throw 1 of 2
4:11.0,,,16-11,,L. Aldridge misses free throw 2 of 2
4:10.0,Defensive rebound by A. Davis,,16-11,,
3:53.0,A. Davis misses 2-pt shot from 17 ft,,16-11,,
3:52.0,,,16-11,,Defensive rebound by L. Aldridge
3:38.0,,,16-11,,Turnover by D. Lillard (bad pass; steal by T. Evans)
3:34.0,T. Evans misses 2-pt shot from 1 ft,,16-11,,
3:34.0,Offensive rebound by A. Davis,,16-11,,
3:34.0,Shooting foul by C. McCollum (drawn by A. Davis),,16-11,,
3:34.0,A. Davis makes free throw 1 of 2,1,17-11,,
3:34.0,N. Cole enters the game for E. Gordon,,17-11,,
3:34.0,A. Davis makes free throw 2 of 2,1,18-11,,
3:15.0,,,18-13,2,C. McCollum makes 2-pt shot from 1 ft
2:58.0,A. Ajinca makes 2-pt shot from 7 ft,2,20-13,,
2:39.0,,,20-13,,Shooting foul by T. Evans (drawn by C. McCollum)
2:39.0,,,20-14,1,C. McCollum makes free throw 1 of 2
2:39.0,R. Anderson enters the game for A. Davis,,20-14,,
2:39.0,,,20-14,,S. Blake enters the game for D. Lillard
2:39.0,,,20-14,,A. Afflalo enters the game for N. Batum
2:39.0,,,20-14,,C. McCollum misses free throw 2 of 2
2:38.0,Defensive rebound by R. Anderson,,20-14,,
2:21.0,,,20-14,,Personal foul by C. McCollum (drawn by T. Evans)
2:08.0,Turnover by R. Anderson (dbl dribble),,20-14,,
1:54.0,,,20-14,,L. Aldridge misses 2-pt shot from 4 ft
1:51.0,,,20-14,,Offensive rebound by C. Kaman
1:51.0,,,20-14,,C. Kaman misses 2-pt shot from 1 ft
1:49.0,Defensive rebound by T. Evans,,20-14,,
1:44.0,T. Evans makes 2-pt shot from 1 ft,2,22-14,,
1:33.0,,,22-14,,Shooting foul by R. Anderson (drawn by L. Aldridge)
1:33.0,,,22-15,1,L. Aldridge makes free throw 1 of 2
1:33.0,,,22-16,1,L. Aldridge makes free throw 2 of 2
1:19.0,R. Anderson misses 2-pt shot from 19 ft,,22-16,,
1:16.0,,,22-16,,Defensive rebound by S. Blake
1:02.0,,,22-18,2,L. Aldridge makes 2-pt shot from 9 ft
0:44.0,N. Cole misses 2-pt shot from 19 ft,,22-18,,
0:42.0,,,22-18,,Defensive rebound by C. Kaman
0:35.0,,,22-20,2,C. McCollum makes 2-pt shot from 6 ft
0:12.0,T. Evans makes 2-pt shot from 1 ft,2,24-20,,
0:00.0,,,24-20,,L. Aldridge misses 3-pt shot from 25 ft
0:00.0,,,24-20,,Offensive rebound by C. Kaman
0:00.0,,,24-22,2,C. Kaman makes 2-pt shot at rim
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:45.0,,,24-24,2,R. Lopez makes 2-pt shot from 7 ft (assist by S. Blake)
11:26.0,R. Anderson misses 3-pt shot from 25 ft,,24-24,,
11:25.0,,,24-24,,Defensive rebound by R. Lopez
11:15.0,,,24-26,2,S. Blake makes 2-pt shot from 1 ft
10:57.0,N. Cole makes 2-pt shot from 11 ft (assist by R. Anderson),2,26-26,,
10:42.0,,,26-28,2,A. Afflalo makes 2-pt shot from 6 ft (assist by S. Blake)
10:18.0,N. Cole makes 2-pt shot from 11 ft,2,28-28,,
10:01.0,Personal foul by A. Ajinca (drawn by R. Lopez),,28-28,,
9:55.0,,,28-30,2,C. McCollum makes 2-pt shot from 1 ft
9:38.0,A. Ajinca misses 2-pt shot from 16 ft,,28-30,,
9:37.0,,,28-30,,Defensive rebound by A. Afflalo
9:31.0,,,28-30,,S. Blake misses 3-pt shot from 25 ft
9:29.0,,,28-30,,Offensive rebound by S. Blake
9:20.0,,,28-33,3,S. Blake makes 3-pt shot from 23 ft (assist by M. Leonard)
8:59.0,R. Anderson misses 2-pt shot from 15 ft,,28-33,,
8:56.0,,,28-33,,Defensive rebound by R. Lopez
8:54.0,Official timeout,,28-33,,
8:54.0,O. Asik enters the game for A. Ajinca,,28-33,,
8:54.0,Q. Pondexter enters the game for D. Cunningham,,28-33,,
8:47.0,,,28-36,3,S. Blake makes 3-pt shot from 26 ft (assist by A. Afflalo)
8:33.0,N. Cole misses 2-pt shot from 18 ft,,28-36,,
8:32.0,,,28-36,,Defensive rebound by S. Blake
8:29.0,,,28-36,,Turnover by S. Blake (bad pass; steal by T. Douglas)
8:14.0,N. Cole makes 2-pt shot from 19 ft,2,30-36,,
8:01.0,Personal foul by Q. Pondexter (drawn by S. Blake),,30-36,,
8:01.0,,,30-36,,N. Batum enters the game for A. Afflalo
8:01.0,A. Davis enters the game for R. Anderson,,30-36,,
8:01.0,E. Gordon enters the game for T. Douglas,,30-36,,
7:54.0,,,30-36,,C. McCollum misses 3-pt shot from 25 ft
7:54.0,Defensive rebound by Team,,30-36,,
7:41.0,Q. Pondexter misses 3-pt shot from 22 ft,,30-36,,
7:40.0,,,30-36,,Defensive rebound by M. Leonard
7:19.0,,,30-36,,S. Blake misses 2-pt shot from 21 ft
7:18.0,,,30-36,,Offensive rebound by R. Lopez
7:06.0,,,30-36,,Shooting foul by Q. Pondexter (drawn by N. Batum)
7:06.0,,,30-37,1,N. Batum makes free throw 1 of 2
7:06.0,,,30-37,,D. Lillard enters the game for S. Blake
7:06.0,,,30-38,1,N. Batum makes free throw 2 of 2
6:54.0,A. Davis makes 2-pt shot from 16 ft (assist by E. Gordon),2,32-38,,
6:39.0,Personal foul by O. Asik (drawn by R. Lopez),,32-38,,
6:39.0,T. Evans enters the game for Q. Pondexter,,32-38,,
6:24.0,,,32-38,,M. Leonard misses 2-pt shot from 6 ft
6:24.0,,,32-38,,Offensive rebound by Team
6:24.0,,,32-38,,Turnover by Team (shot clock)
6:08.0,A. Davis misses 2-pt shot from 3 ft,,32-38,,
6:06.0,,,32-38,,Defensive rebound by M. Leonard
5:55.0,,,32-41,3,M. Leonard makes 3-pt shot from 24 ft (assist by D. Lillard)
5:34.0,A. Davis makes 2-pt shot from 15 ft (assist by N. Cole),2,34-41,,
5:08.0,,,34-41,,D. Lillard misses 2-pt shot from 10 ft
5:07.0,Defensive rebound by T. Evans,,34-41,,
5:02.0,T. Evans makes 2-pt shot from 1 ft,2,36-41,,
5:02.0,,,36-41,,Portland full timeout
5:02.0,,,36-41,,C. Kaman enters the game for R. Lopez
5:02.0,,,36-41,,L. Aldridge enters the game for M. Leonard
4:40.0,,,36-41,,C. McCollum misses 2-pt shot from 2 ft (block by A. Davis)
4:38.0,Defensive rebound by N. Cole,,36-41,,
4:37.0,Turnover by N. Cole (bad pass; steal by C. Kaman),,36-41,,
4:37.0,,,36-41,,Shooting foul by O. Asik (drawn by C. Kaman)
4:37.0,,,36-42,1,C. Kaman makes free throw 1 of 2
4:37.0,R. Anderson enters the game for O. Asik,,36-42,,
4:37.0,,,36-43,1,C. Kaman makes free throw 2 of 2
4:25.0,Turnover by A. Davis (lost ball),,36-43,,
4:09.0,,,36-45,2,C. Kaman makes 2-pt shot from 10 ft
3:48.0,E. Gordon makes 3-pt shot from 28 ft (assist by T. Evans),3,39-45,,
3:27.0,,,39-47,2,L. Aldridge makes 2-pt shot at rim (assist by C. McCollum)
3:16.0,N. Cole makes 2-pt shot from 12 ft,2,41-47,,
2:57.0,,,41-50,3,C. McCollum makes 3-pt shot from 26 ft (assist by C. Kaman)
2:38.0,N. Cole misses 2-pt shot from 22 ft,,41-50,,
2:37.0,,,41-50,,Defensive rebound by C. McCollum
2:30.0,New Orleans full timeout,,41-50,,
2:30.0,D. Cunningham enters the game for N. Cole,,41-50,,
2:30.0,,,41-50,,A. Afflalo enters the game for C. McCollum
2:19.0,,,41-50,,L. Aldridge misses 2-pt shot from 2 ft
2:17.0,Defensive rebound by T. Evans,,41-50,,
2:02.0,E. Gordon misses 2-pt shot from 5 ft,,41-50,,
2:01.0,,,41-50,,Defensive rebound by L. Aldridge
1:52.0,,,41-50,,C. Kaman misses 2-pt shot from 2 ft
1:50.0,,,41-50,,Offensive rebound by L. Aldridge
1:50.0,,,41-50,,L. Aldridge misses 2-pt shot at rim
1:48.0,,,41-50,,Offensive rebound by C. Kaman
1:44.0,,,41-50,,A. Afflalo misses 2-pt shot from 19 ft
1:43.0,,,41-50,,Offensive rebound by L. Aldridge
1:36.0,,,41-52,2,D. Lillard makes 2-pt shot at rim (assist by N. Batum)
1:10.0,A. Davis misses 2-pt shot from 15 ft,,41-52,,
1:09.0,,,41-52,,Defensive rebound by L. Aldridge
0:48.0,,,41-52,,L. Aldridge misses 2-pt shot from 9 ft (block by A. Davis)
0:46.0,Defensive rebound by A. Davis,,41-52,,
0:43.0,Turnover by A. Davis (bad pass; steal by L. Aldridge),,41-52,,
0:40.0,,,41-52,,C. Kaman misses 2-pt shot at rim
0:39.0,,,41-52,,Offensive rebound by C. Kaman
0:39.0,,,41-54,2,C. Kaman makes 2-pt shot at rim
0:29.0,Shooting foul by L. Aldridge (drawn by T. Evans),,41-54,,
0:29.0,T. Evans misses free throw 1 of 2,,41-54,,
0:29.0,Offensive rebound by Team,,41-54,,
0:29.0,T. Evans makes free throw 2 of 2,1,42-54,,
0:29.0,,,42-54,,Portland full timeout
0:29.0,,,42-54,,C. McCollum enters the game for C. Kaman
0:29.0,N. Cole enters the game for R. Anderson,,42-54,,
0:20.0,,,42-54,,Shooting foul by D. Cunningham (drawn by D. Lillard)
0:20.0,,,42-55,1,D. Lillard makes free throw 1 of 2
0:20.0,,,42-55,,R. Lopez enters the game for C. McCollum
0:20.0,,,42-56,1,D. Lillard makes free throw 2 of 2
0:20.0,New Orleans full timeout,,42-56,,
0:20.0,R. Anderson enters the game for D. Cunningham,,42-56,,
0:20.0,Q. Pondexter enters the game for N. Cole,,42-56,,
0:20.0,,,42-56,,S. Blake enters the game for R. Lopez
0:03.0,R. Anderson misses 3-pt shot from 23 ft,,42-56,,
0:02.0,Offensive rebound by A. Davis,,42-56,,
0:02.0,A. Davis makes 2-pt shot at rim,2,44-56,,
0:00.0,,,44-56,,S. Blake misses 3-pt shot from 43 ft
0:00.0,,,44-56,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:45.0,,,44-56,,Shooting foul by A. Davis (drawn by L. Aldridge)
11:45.0,,,44-57,1,L. Aldridge makes free throw 1 of 2
11:45.0,,,44-58,1,L. Aldridge makes free throw 2 of 2
11:23.0,T. Evans makes 2-pt shot from 1 ft (assist by A. Davis),2,46-58,,
11:06.0,,,46-60,2,L. Aldridge makes 2-pt shot from 16 ft (assist by D. Lillard)
10:45.0,Shooting foul by A. Afflalo (drawn by O. Asik),,46-60,,
10:45.0,O. Asik misses free throw 1 of 2,,46-60,,
10:45.0,Offensive rebound by Team,,46-60,,
10:45.0,O. Asik misses free throw 2 of 2,,46-60,,
10:44.0,,,46-60,,Defensive rebound by L. Aldridge
10:35.0,,,46-62,2,D. Lillard makes 2-pt shot from 4 ft
10:18.0,E. Gordon makes 2-pt shot from 21 ft (assist by O. Asik),2,48-62,,
9:59.0,,,48-62,,R. Lopez misses 2-pt shot from 4 ft
9:58.0,,,48-62,,Offensive rebound by L. Aldridge
9:57.0,,,48-62,,Turnover by L. Aldridge (lost ball; steal by T. Evans)
9:49.0,A. Davis makes 2-pt shot from 4 ft (assist by Q. Pondexter),2,50-62,,
9:28.0,,,50-62,,D. Lillard misses 2-pt shot from 18 ft
9:27.0,Defensive rebound by Team,,50-62,,
9:16.0,A. Davis misses 2-pt shot from 1 ft,,50-62,,
9:13.0,Offensive rebound by A. Davis,,50-62,,
9:13.0,A. Davis makes 2-pt shot at rim,2,52-62,,
8:46.0,,,52-65,3,A. Afflalo makes 3-pt shot from 26 ft (assist by L. Aldridge)
8:44.0,,,52-65,,Violation by Team (delay of game)
8:32.0,A. Davis makes 2-pt shot from 18 ft (assist by T. Evans),2,54-65,,
8:32.0,,,54-65,,Away from play foul by R. Lopez (drawn by O. Asik)
8:32.0,O. Asik makes free throw 1 of 1,1,55-65,,
8:29.0,,,55-65,,Technical foul by R. Lopez
8:29.0,A. Davis makes technical free throw,1,56-65,,
8:13.0,,,56-65,,L. Aldridge misses 2-pt shot from 5 ft
8:12.0,,,56-65,,Offensive rebound by R. Lopez
8:11.0,,,56-65,,Turnover by R. Lopez (lost ball; steal by A. Davis)
7:57.0,E. Gordon makes 2-pt shot from 1 ft,2,58-65,,
7:56.0,,,58-65,,Portland full timeout
7:44.0,,,58-65,,D. Lillard misses 2-pt shot from 12 ft
7:42.0,Defensive rebound by A. Davis,,58-65,,
7:28.0,E. Gordon makes 3-pt shot from 27 ft (assist by T. Evans),3,61-65,,
7:05.0,,,61-67,2,R. Lopez makes 2-pt shot from 2 ft (assist by A. Afflalo)
6:47.0,Shooting foul by R. Lopez (drawn by T. Evans),,61-67,,
6:47.0,T. Evans misses free throw 1 of 2,,61-67,,
6:47.0,Offensive rebound by Team,,61-67,,
6:47.0,T. Evans misses free throw 2 of 2,,61-67,,
6:46.0,,,61-67,,Defensive rebound by N. Batum
6:37.0,,,61-67,,N. Batum misses 3-pt shot from 25 ft
6:37.0,Defensive rebound by Team,,61-67,,
6:37.0,,,61-67,,Loose ball foul by L. Aldridge (drawn by O. Asik)
6:24.0,T. Evans makes 2-pt shot from 1 ft,2,63-67,,
6:13.0,,,63-67,,R. Lopez misses 2-pt shot from 15 ft
6:12.0,Defensive rebound by A. Davis,,63-67,,
5:52.0,A. Davis misses 2-pt shot from 8 ft,,63-67,,
5:51.0,,,63-67,,Defensive rebound by L. Aldridge
5:40.0,,,63-67,,D. Lillard misses 2-pt shot from 8 ft
5:37.0,,,63-67,,Offensive rebound by R. Lopez
5:32.0,,,63-67,,D. Lillard misses 2-pt shot from 10 ft
5:31.0,Defensive rebound by T. Evans,,63-67,,
5:14.0,Turnover by Q. Pondexter (bad pass; steal by L. Aldridge),,63-67,,
4:58.0,,,63-69,2,L. Aldridge makes 2-pt shot at rim (assist by D. Lillard)
4:39.0,T. Evans misses 2-pt shot from 3 ft,,63-69,,
4:38.0,Offensive rebound by O. Asik,,63-69,,
4:37.0,O. Asik misses 2-pt shot at rim,,63-69,,
4:36.0,,,63-69,,Defensive rebound by L. Aldridge
4:31.0,,,63-69,,Turnover by A. Afflalo (lost ball; steal by E. Gordon)
4:16.0,E. Gordon misses 3-pt shot from 24 ft,,63-69,,
4:15.0,Offensive rebound by E. Gordon,,63-69,,
4:12.0,E. Gordon makes 2-pt shot from 15 ft,2,65-69,,
3:47.0,,,65-69,,D. Lillard misses 2-pt shot from 1 ft
3:45.0,,,65-69,,Offensive rebound by R. Lopez
3:43.0,,,65-69,,R. Lopez misses 2-pt shot at rim (block by A. Davis)
3:41.0,Defensive rebound by O. Asik,,65-69,,
3:36.0,T. Evans makes 2-pt shot from 2 ft,2,67-69,,
3:23.0,Personal foul by Q. Pondexter (drawn by L. Aldridge),,67-69,,
3:23.0,N. Cole enters the game for Q. Pondexter,,67-69,,
3:23.0,,,67-69,,C. Kaman enters the game for R. Lopez
3:23.0,,,67-69,,C. McCollum enters the game for A. Afflalo
3:17.0,,,67-69,,N. Batum misses 2-pt shot from 16 ft
3:16.0,Defensive rebound by T. Evans,,67-69,,
3:12.0,T. Evans misses 2-pt shot at rim,,67-69,,
3:12.0,Offensive rebound by Team,,67-69,,
2:59.0,E. Gordon makes 3-pt shot from 29 ft (assist by T. Evans),3,70-69,,
2:42.0,,,70-71,2,D. Lillard makes 2-pt shot from 22 ft
2:16.0,E. Gordon misses 2-pt shot from 19 ft,,70-71,,
2:15.0,Offensive rebound by O. Asik,,70-71,,
2:10.0,New Orleans full timeout,,70-71,,
2:10.0,,,70-71,,S. Blake enters the game for D. Lillard
1:59.0,T. Evans misses 2-pt shot from 3 ft (block by N. Batum),,70-71,,
1:59.0,Offensive rebound by Team,,70-71,,
1:51.0,A. Davis misses 2-pt shot from 10 ft,,70-71,,
1:49.0,,,70-71,,Defensive rebound by L. Aldridge
1:26.0,,,70-71,,L. Aldridge misses 2-pt shot from 5 ft
1:25.0,Defensive rebound by T. Evans,,70-71,,
1:10.0,T. Evans makes 2-pt shot from 1 ft,2,72-71,,
0:48.0,,,72-73,2,C. Kaman makes 2-pt shot from 21 ft (assist by S. Blake)
0:31.0,T. Evans misses 3-pt shot from 26 ft,,72-73,,
0:30.0,,,72-73,,Defensive rebound by Team
0:30.0,A. Ajinca enters the game for O. Asik,,72-73,,
0:30.0,T. Douglas enters the game for E. Gordon,,72-73,,
0:30.0,Q. Pondexter enters the game for T. Evans,,72-73,,
0:13.0,,,72-75,2,L. Aldridge makes 2-pt shot from 6 ft
0:01.0,N. Cole misses 2-pt shot from 20 ft,,72-75,,
0:00.0,Offensive rebound by Team,,72-75,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:41.0,N. Cole makes 2-pt shot from 1 ft,2,74-75,,
11:21.0,,,74-77,2,M. Leonard makes 2-pt shot at rim (assist by C. McCollum)
11:04.0,A. Ajinca makes 2-pt shot from 3 ft,2,76-77,,
10:45.0,,,76-77,,C. McCollum misses 2-pt shot from 3 ft
10:44.0,,,76-77,,Offensive rebound by R. Lopez
10:44.0,,,76-77,,R. Lopez misses 2-pt shot at rim
10:41.0,Defensive rebound by A. Ajinca,,76-77,,
10:38.0,N. Cole misses 2-pt shot from 13 ft,,76-77,,
10:36.0,,,76-77,,Defensive rebound by M. Leonard
10:18.0,,,76-77,,A. Afflalo misses 2-pt shot from 2 ft
10:16.0,Defensive rebound by A. Ajinca,,76-77,,
9:56.0,N. Cole misses 3-pt shot from 25 ft,,76-77,,
9:55.0,,,76-77,,Defensive rebound by R. Lopez
9:43.0,,,76-77,,M. Leonard misses 3-pt shot from 25 ft
9:42.0,Defensive rebound by N. Cole,,76-77,,
9:22.0,T. Douglas makes 2-pt shot from 16 ft,2,78-77,,
9:07.0,,,78-77,,C. McCollum misses 2-pt shot from 2 ft (block by A. Ajinca)
9:06.0,Defensive rebound by N. Cole,,78-77,,
9:03.0,Turnover by T. Douglas (lost ball),,78-77,,
8:42.0,,,78-77,,S. Blake misses 2-pt shot from 17 ft
8:40.0,Defensive rebound by A. Ajinca,,78-77,,
8:24.0,R. Anderson makes 3-pt shot from 27 ft (assist by N. Cole),3,81-77,,
8:23.0,,,81-77,,Portland full timeout
8:23.0,,,81-77,,D. Lillard enters the game for S. Blake
8:02.0,,,81-77,,C. McCollum misses 2-pt shot from 12 ft
8:01.0,,,81-77,,Offensive rebound by M. Leonard
8:01.0,Personal foul by A. Ajinca (drawn by M. Leonard),,81-77,,
7:52.0,,,81-77,,D. Lillard misses 3-pt shot from 27 ft
7:50.0,Defensive rebound by T. Douglas,,81-77,,
7:39.0,Offensive foul by T. Douglas,,81-77,,
7:39.0,Turnover by T. Douglas (offensive foul),,81-77,,
7:39.0,,,81-77,,C. Kaman enters the game for R. Lopez
7:39.0,,,81-77,,L. Aldridge enters the game for M. Leonard
7:39.0,E. Gordon enters the game for Q. Pondexter,,81-77,,
7:24.0,,,81-77,,Shooting foul by R. Anderson (drawn by L. Aldridge)
7:24.0,,,81-78,1,L. Aldridge makes free throw 1 of 2
7:24.0,A. Davis enters the game for A. Ajinca,,81-78,,
7:24.0,O. Asik enters the game for T. Douglas,,81-78,,
7:24.0,,,81-78,,N. Batum enters the game for A. Afflalo
7:24.0,T. Evans enters the game for R. Anderson,,81-78,,
7:24.0,,,81-79,1,L. Aldridge makes free throw 2 of 2
7:13.0,Turnover by O. Asik (step out of bounds),,81-79,,
6:47.0,,,81-79,,L. Aldridge misses 2-pt shot from 18 ft
6:46.0,,,81-79,,Offensive rebound by C. Kaman
6:45.0,,,81-81,2,C. Kaman makes 2-pt shot at rim
6:27.0,A. Davis misses 2-pt shot from 12 ft,,81-81,,
6:25.0,Offensive rebound by O. Asik,,81-81,,
6:13.0,T. Evans misses 3-pt shot from 26 ft,,81-81,,
6:12.0,,,81-81,,Defensive rebound by L. Aldridge
6:01.0,,,81-83,2,D. Lillard makes 2-pt shot from 10 ft
5:40.0,E. Gordon makes 2-pt shot from 5 ft,2,83-83,,
5:20.0,,,83-85,2,D. Lillard makes 2-pt shot from 1 ft
4:58.0,A. Davis misses 2-pt shot from 19 ft,,83-85,,
4:57.0,,,83-85,,Defensive rebound by N. Batum
4:48.0,,,83-85,,L. Aldridge misses 2-pt shot from 21 ft
4:47.0,Defensive rebound by T. Evans,,83-85,,
4:42.0,New Orleans full timeout,,83-85,,
4:42.0,,,83-85,,A. Afflalo enters the game for C. McCollum
4:26.0,E. Gordon misses 2-pt shot from 7 ft,,83-85,,
4:24.0,Offensive rebound by O. Asik,,83-85,,
4:24.0,O. Asik misses 2-pt shot from 1 ft,,83-85,,
4:23.0,Offensive rebound by A. Davis,,83-85,,
4:23.0,A. Davis makes 2-pt shot from 1 ft,2,85-85,,
3:59.0,,,85-88,3,N. Batum makes 3-pt shot from 26 ft (assist by D. Lillard)
3:33.0,E. Gordon misses 3-pt shot from 25 ft,,85-88,,
3:32.0,,,85-88,,Defensive rebound by L. Aldridge
3:24.0,,,85-88,,Shooting foul by N. Cole (drawn by D. Lillard)
3:24.0,,,85-89,1,D. Lillard makes free throw 1 of 3
3:24.0,,,85-90,1,D. Lillard makes free throw 2 of 3
3:24.0,Q. Pondexter enters the game for N. Cole,,85-90,,
3:24.0,,,85-91,1,D. Lillard makes free throw 3 of 3
3:09.0,E. Gordon misses 2-pt shot from 2 ft,,85-91,,
3:08.0,,,85-91,,Defensive rebound by C. Kaman
2:54.0,,,85-91,,D. Lillard misses 3-pt shot from 28 ft
2:53.0,,,85-91,,Offensive rebound by N. Batum
2:50.0,,,85-91,,A. Afflalo misses 3-pt shot from 24 ft
2:49.0,Defensive rebound by Q. Pondexter,,85-91,,
2:42.0,O. Asik misses 2-pt shot at rim (block by L. Aldridge),,85-91,,
2:39.0,,,85-91,,Defensive rebound by A. Afflalo
2:39.0,,,85-91,,Shooting foul by T. Evans (drawn by N. Batum)
2:39.0,Official timeout,,85-91,,
2:39.0,R. Anderson enters the game for O. Asik,,85-91,,
2:39.0,,,85-92,1,N. Batum makes free throw 1 of 2
2:39.0,,,85-93,1,N. Batum makes free throw 2 of 2
2:25.0,Turnover by T. Evans (bad pass; steal by C. Kaman),,85-93,,
2:18.0,,,85-95,2,L. Aldridge makes 2-pt shot at rim (assist by N. Batum)
2:03.0,R. Anderson makes 3-pt shot from 26 ft (assist by T. Evans),3,88-95,,
1:37.0,,,88-95,,D. Lillard misses 2-pt shot from 1 ft
1:37.0,,,88-95,,Offensive rebound by C. Kaman
1:37.0,,,88-97,2,C. Kaman makes 2-pt shot at rim
1:21.0,E. Gordon misses 2-pt shot from 15 ft,,88-97,,
1:20.0,,,88-97,,Defensive rebound by N. Batum
1:04.0,,,88-99,2,D. Lillard makes 2-pt shot from 1 ft
1:04.0,New Orleans full timeout,,88-99,,
0:54.0,Q. Pondexter misses 2-pt shot from 20 ft,,88-99,,
0:53.0,,,88-99,,Defensive rebound by Team
0:31.0,,,88-99,,Turnover by D. Lillard (lost ball)
0:18.0,A. Davis makes 2-pt shot from 6 ft (assist by T. Evans),2,90-99,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
