time,Chicago,pts.away,score,pts.home,Milwaukee
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: P. Gasol vs. L. Sanders (J. Butler gains possession),,,,Jump ball: P. Gasol vs. L. Sanders (J. Butler gains possession)
11:36.0,P. Gasol makes 2-pt shot from 13 ft,2,2-0,,
11:21.0,,,2-0,,L. Sanders misses 2-pt shot from 13 ft
11:20.0,,,2-0,,Offensive rebound by J. Parker
11:19.0,,,2-0,,J. Parker misses 2-pt shot at rim
11:16.0,,,2-0,,Offensive rebound by J. Parker
11:16.0,,,2-2,2,J. Parker makes 2-pt shot from 1 ft
11:02.0,J. Butler makes 2-pt shot from 10 ft (assist by M. Dunleavy),2,4-2,,
10:39.0,,,4-2,,B. Knight misses 2-pt shot from 8 ft
10:38.0,Defensive rebound by P. Gasol,,4-2,,
10:24.0,D. Rose misses 3-pt shot from 25 ft,,4-2,,
10:23.0,,,4-2,,Defensive rebound by J. Dudley
10:13.0,,,4-4,2,E. Ilyasova makes 2-pt shot from 19 ft (assist by B. Knight)
9:49.0,P. Gasol makes 2-pt shot from 15 ft (assist by J. Butler),2,6-4,,
9:30.0,,,6-6,2,B. Knight makes 2-pt shot from 21 ft (assist by L. Sanders)
9:11.0,Turnover by D. Rose (bad pass; steal by B. Knight),,6-6,,
9:02.0,,,6-9,3,E. Ilyasova makes 3-pt shot from 25 ft (assist by B. Knight)
8:36.0,D. Rose misses 2-pt shot from 16 ft,,6-9,,
8:35.0,,,6-9,,Defensive rebound by L. Sanders
8:20.0,,,6-9,,E. Ilyasova misses 2-pt shot from 6 ft (block by P. Gasol)
8:18.0,,,6-9,,Offensive rebound by J. Parker
8:16.0,,,6-9,,J. Parker misses 2-pt shot from 7 ft
8:14.0,,,6-9,,Offensive rebound by L. Sanders
8:12.0,,,6-9,,L. Sanders misses 2-pt shot from 1 ft
8:09.0,Defensive rebound by D. Rose,,6-9,,
7:59.0,Turnover by J. Butler (bad pass; steal by B. Knight),,6-9,,
7:54.0,,,6-11,2,J. Parker makes 2-pt shot at rim (assist by B. Knight)
7:38.0,,,6-11,,Personal foul by L. Sanders (drawn by P. Gasol)
7:30.0,M. Dunleavy misses 3-pt shot from 27 ft,,6-11,,
7:29.0,Offensive rebound by P. Gasol,,6-11,,
7:27.0,D. Rose misses 3-pt shot from 24 ft,,6-11,,
7:26.0,Offensive rebound by P. Gasol,,6-11,,
7:23.0,P. Gasol misses 2-pt shot from 11 ft,,6-11,,
7:21.0,,,6-11,,Defensive rebound by L. Sanders
7:08.0,,,6-11,,J. Dudley misses 2-pt shot from 13 ft
7:07.0,Defensive rebound by J. Butler,,6-11,,
7:05.0,Shooting foul by B. Knight (drawn by M. Dunleavy),,6-11,,
7:05.0,M. Dunleavy makes free throw 1 of 2,1,7-11,,
7:05.0,M. Dunleavy makes free throw 2 of 2,1,8-11,,
6:49.0,Violation by P. Gasol (kicked ball),,8-11,,
6:44.0,,,8-11,,L. Sanders misses 2-pt shot at rim (block by M. Dunleavy)
6:41.0,Defensive rebound by D. Rose,,8-11,,
6:36.0,,,8-11,,Personal foul by J. Parker (drawn by J. Butler)
6:36.0,,,8-11,,O. Mayo enters the game for J. Dudley
6:28.0,M. Dunleavy makes 2-pt shot from 20 ft (assist by D. Rose),2,10-11,,
6:17.0,,,10-13,2,E. Ilyasova makes 2-pt shot at rim (assist by B. Knight)
5:56.0,D. Rose makes 3-pt shot from 27 ft (assist by M. Dunleavy),3,13-13,,
5:49.0,,,13-13,,Milwaukee full timeout
5:47.0,,,13-13,,L. Sanders misses 2-pt shot at rim
5:45.0,Defensive rebound by P. Gasol,,13-13,,
5:30.0,J. Butler makes 2-pt shot from 16 ft (assist by D. Rose),2,15-13,,
5:14.0,,,15-15,2,J. Parker makes 2-pt shot from 14 ft (assist by E. Ilyasova)
4:50.0,P. Gasol misses 2-pt shot from 8 ft,,15-15,,
4:49.0,,,15-15,,Defensive rebound by J. Parker
4:45.0,,,15-15,,O. Mayo misses 3-pt shot from 25 ft
4:42.0,Defensive rebound by M. Dunleavy,,15-15,,
4:39.0,Offensive foul by P. Gasol,,15-15,,
4:39.0,Turnover by P. Gasol (offensive foul),,15-15,,
4:39.0,,,15-15,,Z. Pachulia enters the game for L. Sanders
4:39.0,N. Mirotic enters the game for P. Gasol,,15-15,,
4:23.0,,,15-15,,Turnover by J. Parker (bad pass; steal by J. Butler)
4:23.0,,,15-15,,Personal foul by O. Mayo (drawn by J. Butler)
4:23.0,K. Hinrich enters the game for D. Rose,,15-15,,
4:07.0,T. Gibson makes 2-pt shot from 9 ft (assist by J. Butler),2,17-15,,
3:55.0,,,17-15,,Z. Pachulia misses 2-pt shot from 3 ft
3:54.0,Defensive rebound by Team,,17-15,,
3:54.0,,,17-15,,Personal foul by B. Knight (drawn by T. Gibson)
3:54.0,T. Gibson makes free throw 1 of 2,1,18-15,,
3:54.0,,,18-15,,K. Middleton enters the game for B. Knight
3:54.0,,,18-15,,J. Bayless enters the game for J. Parker
