time,Chicago,pts.away,score,pts.home,Milwaukee
3:54.0,T. Gibson makes free throw 2 of 2,1,19-15,,
3:44.0,,,19-15,,Turnover by Z. Pachulia (traveling)
3:44.0,A. Brooks enters the game for M. Dunleavy,,19-15,,
3:19.0,T. Gibson misses 2-pt shot from 12 ft,,19-15,,
3:17.0,,,19-15,,Defensive rebound by K. Middleton
3:09.0,,,19-15,,J. Bayless misses 2-pt shot from 4 ft
3:08.0,Defensive rebound by T. Gibson,,19-15,,
2:48.0,K. Hinrich misses 3-pt shot from 26 ft,,19-15,,
2:47.0,,,19-15,,Defensive rebound by E. Ilyasova
2:40.0,,,19-17,2,K. Middleton makes 2-pt shot from 1 ft (assist by O. Mayo)
2:40.0,,,19-17,,Shooting foul by T. Gibson (drawn by K. Middleton)
2:40.0,Chicago full timeout,,19-17,,
2:40.0,,,19-17,,G. Antetokounmpo enters the game for E. Ilyasova
2:40.0,,,19-18,1,K. Middleton makes free throw 1 of 1
2:24.0,Turnover by A. Brooks (bad pass; steal by O. Mayo),,19-18,,
2:14.0,,,19-20,2,Z. Pachulia makes 2-pt shot at rim (assist by O. Mayo)
2:14.0,,,19-20,,Shooting foul by K. Hinrich (drawn by Z. Pachulia)
2:14.0,,,19-21,1,Z. Pachulia makes free throw 1 of 1
1:50.0,N. Mirotic misses 2-pt shot from 17 ft,,19-21,,
1:48.0,,,19-21,,Defensive rebound by Z. Pachulia
1:30.0,,,19-21,,Z. Pachulia misses 2-pt shot from 2 ft (block by N. Mirotic)
1:26.0,,,19-21,,Offensive rebound by G. Antetokounmpo
1:24.0,,,19-21,,G. Antetokounmpo misses 2-pt shot at rim
1:22.0,Defensive rebound by A. Brooks,,19-21,,
1:10.0,T. Gibson makes 2-pt shot from 6 ft (assist by K. Hinrich),2,21-21,,
0:52.0,,,21-21,,O. Mayo misses 2-pt shot from 6 ft
0:51.0,Defensive rebound by T. Gibson,,21-21,,
0:42.0,J. Butler misses 2-pt shot from 15 ft,,21-21,,
0:40.0,,,21-21,,Defensive rebound by G. Antetokounmpo
0:28.0,,,21-21,,K. Middleton misses 3-pt shot from 24 ft
0:26.0,Defensive rebound by A. Brooks,,21-21,,
0:05.0,A. Brooks makes 2-pt shot from 5 ft,2,23-21,,
0:02.0,,,23-21,,Turnover by O. Mayo (lost ball; steal by K. Hinrich)
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,23-23,2,J. Bayless makes 2-pt shot from 1 ft
11:30.0,N. Mirotic misses 2-pt shot from 2 ft,,23-23,,
11:29.0,,,23-23,,Defensive rebound by G. Antetokounmpo
11:20.0,,,23-25,2,G. Antetokounmpo makes 2-pt shot from 8 ft
11:06.0,Turnover by N. Mirotic (lost ball),,23-25,,
10:48.0,,,23-25,,O. Mayo misses 2-pt shot from 10 ft
10:47.0,Defensive rebound by T. Gibson,,23-25,,
10:35.0,T. Gibson makes 2-pt shot from 14 ft (assist by A. Brooks),2,25-25,,
10:35.0,Shooting foul by Z. Pachulia (drawn by T. Gibson),,25-25,,
10:35.0,T. Gibson makes free throw 1 of 1,1,26-25,,
10:25.0,Shooting block foul by D. McDermott (drawn by K. Middleton),,26-25,,
10:25.0,,,26-26,1,K. Middleton makes free throw 1 of 2
10:25.0,,,26-26,,J. Henson enters the game for Z. Pachulia
10:25.0,,,26-27,1,K. Middleton makes free throw 2 of 2
10:15.0,A. Brooks misses 2-pt shot at rim,,26-27,,
10:13.0,Offensive rebound by A. Brooks,,26-27,,
10:13.0,A. Brooks misses 2-pt shot at rim,,26-27,,
10:12.0,,,26-27,,Defensive rebound by G. Antetokounmpo
10:07.0,,,26-27,,K. Middleton misses 3-pt shot from 25 ft
10:06.0,Defensive rebound by N. Mirotic,,26-27,,
9:56.0,A. Brooks misses 3-pt shot from 26 ft,,26-27,,
9:55.0,,,26-27,,Defensive rebound by J. Bayless
9:42.0,Personal block foul by D. McDermott (drawn by G. Antetokounmpo),,26-27,,
9:36.0,,,26-29,2,K. Middleton makes 2-pt shot at rim (assist by J. Henson)
9:16.0,T. Gibson makes 2-pt shot from 15 ft (assist by N. Mirotic),2,28-29,,
8:59.0,,,28-29,,O. Mayo misses 3-pt shot from 24 ft
8:58.0,Defensive rebound by N. Mirotic,,28-29,,
8:41.0,N. Mirotic misses 2-pt shot from 12 ft,,28-29,,
8:40.0,,,28-29,,Defensive rebound by J. Bayless
8:37.0,,,28-29,,Turnover by J. Bayless (lost ball; steal by T. Gibson)
8:33.0,N. Mirotic makes 2-pt shot from 1 ft (assist by T. Gibson),2,30-29,,
8:27.0,Official timeout,,30-29,,
8:27.0,P. Gasol enters the game for T. Gibson,,30-29,,
8:15.0,,,30-29,,K. Middleton misses 2-pt shot from 13 ft
8:14.0,Defensive rebound by D. McDermott,,30-29,,
7:59.0,K. Hinrich misses 3-pt shot from 26 ft,,30-29,,
7:59.0,,,30-29,,Defensive rebound by G. Antetokounmpo
7:54.0,Personal foul by N. Mirotic (drawn by G. Antetokounmpo),,30-29,,
7:45.0,,,30-29,,Shooting foul by A. Brooks (drawn by J. Bayless)
7:45.0,,,30-30,1,J. Bayless makes free throw 1 of 2
7:45.0,,,30-31,1,J. Bayless makes free throw 2 of 2
7:31.0,Turnover by A. Brooks (lost ball),,30-31,,
7:31.0,Jump ball: J. Bayless vs. A. Brooks (O. Mayo gains possession),,,,Jump ball: J. Bayless vs. A. Brooks (O. Mayo gains possession)
7:22.0,,,30-33,2,J. Henson makes 2-pt shot at rim (assist by O. Mayo)
7:05.0,N. Mirotic misses 2-pt shot from 15 ft,,30-33,,
7:03.0,,,30-33,,Defensive rebound by G. Antetokounmpo
6:58.0,,,30-35,2,G. Antetokounmpo makes 2-pt shot at rim
6:53.0,Chicago full timeout,,30-35,,
6:53.0,T. Gibson enters the game for N. Mirotic,,30-35,,
6:53.0,J. Butler enters the game for A. Brooks,,30-35,,
6:53.0,D. Rose enters the game for D. McDermott,,30-35,,
6:40.0,,,30-35,,Violation by J. Henson (def goaltending)
6:40.0,P. Gasol makes 2-pt shot at rim,2,32-35,,
6:27.0,,,32-35,,G. Antetokounmpo misses 2-pt shot from 5 ft
6:26.0,Defensive rebound by P. Gasol,,32-35,,
6:19.0,T. Gibson makes 2-pt shot at rim (assist by J. Butler),2,34-35,,
6:04.0,,,34-37,2,J. Henson makes 2-pt shot at rim (assist by J. Bayless)
5:54.0,,,34-37,,Personal foul by K. Middleton (drawn by J. Butler)
5:54.0,,,34-37,,L. Sanders enters the game for J. Henson
5:42.0,D. Rose makes 3-pt shot from 22 ft (assist by J. Butler),3,37-37,,
5:36.0,Personal foul by K. Hinrich (drawn by O. Mayo),,37-37,,
5:36.0,,,37-38,1,O. Mayo makes free throw 1 of 2
5:36.0,,,37-39,1,O. Mayo makes free throw 2 of 2
5:26.0,Turnover by D. Rose (lost ball),,37-39,,
5:26.0,,,37-39,,J. Parker enters the game for O. Mayo
5:26.0,,,37-39,,B. Knight enters the game for J. Bayless
5:03.0,,,37-39,,G. Antetokounmpo misses 3-pt shot from 26 ft
5:02.0,Defensive rebound by J. Butler,,37-39,,
4:40.0,T. Gibson misses 2-pt shot from 13 ft,,37-39,,
4:39.0,,,37-39,,Defensive rebound by B. Knight
4:32.0,Shooting block foul by K. Hinrich (drawn by G. Antetokounmpo),,37-39,,
4:32.0,,,37-40,1,G. Antetokounmpo makes free throw 1 of 2
4:32.0,,,37-40,,J. Dudley enters the game for K. Middleton
4:32.0,M. Dunleavy enters the game for K. Hinrich,,37-40,,
4:32.0,,,37-40,,G. Antetokounmpo misses free throw 2 of 2
4:29.0,Defensive rebound by J. Butler,,37-40,,
4:20.0,,,37-40,,Personal foul by L. Sanders (drawn by P. Gasol)
4:16.0,M. Dunleavy misses 3-pt shot from 23 ft,,37-40,,
4:15.0,,,37-40,,Defensive rebound by L. Sanders
4:04.0,,,37-40,,B. Knight misses 2-pt shot from 13 ft
4:03.0,,,37-40,,Offensive rebound by L. Sanders
4:01.0,,,37-42,2,L. Sanders makes 2-pt shot at rim
3:41.0,T. Gibson misses 2-pt shot from 1 ft (block by L. Sanders),,37-42,,
3:39.0,,,37-42,,Defensive rebound by B. Knight
3:35.0,,,37-44,2,G. Antetokounmpo makes 2-pt shot at rim (assist by B. Knight)
3:28.0,Chicago full timeout,,37-44,,
3:18.0,Turnover by J. Butler (bad pass; steal by L. Sanders),,37-44,,
3:04.0,Shooting block foul by D. Rose (drawn by B. Knight),,37-44,,
3:04.0,,,37-45,1,B. Knight makes free throw 1 of 2
3:04.0,,,37-46,1,B. Knight makes free throw 2 of 2
2:50.0,D. Rose makes 2-pt shot from 4 ft,2,39-46,,
2:45.0,,,39-46,,Shooting foul by P. Gasol (drawn by J. Parker)
2:45.0,,,39-46,,Milwaukee full timeout
2:45.0,,,39-46,,E. Ilyasova enters the game for G. Antetokounmpo
2:45.0,,,39-46,,J. Parker misses free throw 1 of 2
2:45.0,,,39-46,,Offensive rebound by Team
2:45.0,,,39-46,,J. Parker misses free throw 2 of 2
2:43.0,Defensive rebound by T. Gibson,,39-46,,
2:29.0,T. Gibson misses 2-pt shot from 12 ft,,39-46,,
2:25.0,Offensive rebound by T. Gibson,,39-46,,
2:23.0,T. Gibson makes 2-pt shot at rim,2,41-46,,
2:05.0,,,41-49,3,J. Dudley makes 3-pt shot from 22 ft (assist by B. Knight)
1:56.0,J. Butler misses 2-pt shot from 16 ft,,41-49,,
1:55.0,,,41-49,,Defensive rebound by B. Knight
1:50.0,,,41-49,,B. Knight misses 2-pt shot from 14 ft
1:48.0,,,41-49,,Offensive rebound by L. Sanders
1:44.0,,,41-49,,J. Parker misses 2-pt shot at rim
1:42.0,Defensive rebound by P. Gasol,,41-49,,
1:34.0,,,41-49,,Def 3 sec tech foul by E. Ilyasova
1:34.0,M. Dunleavy makes technical free throw,1,42-49,,
1:20.0,P. Gasol makes 2-pt shot at rim (assist by D. Rose),2,44-49,,
1:04.0,,,44-51,2,L. Sanders makes 2-pt shot at rim
0:50.0,M. Dunleavy makes 3-pt shot from 23 ft (assist by D. Rose),3,47-51,,
0:31.0,,,47-53,2,B. Knight makes 2-pt shot from 18 ft
0:13.0,D. Rose makes 2-pt shot from 4 ft,2,49-53,,
0:01.0,,,49-53,,B. Knight misses 2-pt shot from 14 ft
0:00.0,Defensive rebound by M. Dunleavy,,49-53,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:52.0,,,49-53,,Turnover by L. Sanders (traveling)
11:33.0,P. Gasol makes 2-pt shot from 4 ft,2,51-53,,
11:18.0,,,51-53,,B. Knight misses 3-pt shot from 25 ft
11:17.0,Defensive rebound by J. Butler,,51-53,,
10:57.0,T. Gibson misses 2-pt shot at rim,,51-53,,
10:56.0,Offensive rebound by T. Gibson,,51-53,,
10:56.0,T. Gibson makes 2-pt shot at rim,2,53-53,,
10:32.0,,,53-53,,L. Sanders misses 2-pt shot from 4 ft
10:31.0,,,53-53,,Offensive rebound by L. Sanders
10:11.0,,,53-53,,J. Dudley misses 3-pt shot from 25 ft
10:10.0,Defensive rebound by P. Gasol,,53-53,,
9:59.0,,,53-53,,Personal block foul by L. Sanders (drawn by T. Gibson)
9:59.0,,,53-53,,J. Henson enters the game for L. Sanders
9:51.0,M. Dunleavy makes 2-pt shot from 20 ft (assist by D. Rose),2,55-53,,
9:37.0,,,55-53,,J. Parker misses 2-pt shot from 17 ft
9:36.0,,,55-53,,Offensive rebound by J. Henson
9:31.0,,,55-53,,J. Parker misses 2-pt shot from 4 ft
9:29.0,Defensive rebound by J. Butler,,55-53,,
9:29.0,,,55-53,,Personal foul by E. Ilyasova (drawn by J. Butler)
9:17.0,P. Gasol misses 2-pt shot from 16 ft,,55-53,,
9:17.0,Offensive rebound by Team,,55-53,,
9:17.0,,,55-53,,Loose ball foul by E. Ilyasova (drawn by T. Gibson)
9:03.0,,,55-53,,Shooting block foul by E. Ilyasova (drawn by T. Gibson)
9:03.0,T. Gibson makes free throw 1 of 2,1,56-53,,
9:03.0,T. Gibson misses free throw 2 of 2,,56-53,,
9:01.0,,,56-53,,Defensive rebound by J. Henson
8:47.0,,,56-55,2,J. Henson makes 2-pt shot from 8 ft (assist by J. Dudley)
8:29.0,P. Gasol misses 2-pt shot from 5 ft,,56-55,,
8:27.0,,,56-55,,Defensive rebound by J. Dudley
8:19.0,,,56-55,,Turnover by E. Ilyasova (lost ball; steal by J. Butler)
8:15.0,J. Butler makes 2-pt shot at rim (assist by D. Rose),2,58-55,,
7:59.0,,,58-55,,Turnover by E. Ilyasova (bad pass; steal by D. Rose)
7:55.0,M. Dunleavy makes 2-pt shot at rim (assist by D. Rose),2,60-55,,
7:55.0,,,60-55,,Milwaukee full timeout
7:55.0,,,60-55,,Z. Pachulia enters the game for E. Ilyasova
7:39.0,,,60-55,,B. Knight misses 2-pt shot from 17 ft
7:38.0,Defensive rebound by T. Gibson,,60-55,,
7:25.0,T. Gibson misses 2-pt shot at rim,,60-55,,
7:23.0,Offensive rebound by J. Butler,,60-55,,
7:18.0,D. Rose misses 3-pt shot from 23 ft,,60-55,,
7:17.0,,,60-55,,Defensive rebound by B. Knight
7:12.0,,,60-55,,J. Parker misses 2-pt shot from 1 ft
7:11.0,,,60-55,,Offensive rebound by J. Henson
7:11.0,,,60-55,,J. Henson misses 2-pt shot at rim
7:10.0,Defensive rebound by Team,,60-55,,
6:47.0,D. Rose misses 2-pt shot from 16 ft,,60-55,,
6:45.0,Offensive rebound by T. Gibson,,60-55,,
6:42.0,Turnover by T. Gibson (bad pass; steal by Z. Pachulia),,60-55,,
6:38.0,,,60-55,,Turnover by Z. Pachulia (bad pass; steal by J. Butler)
6:34.0,T. Gibson makes 2-pt shot from 1 ft (assist by J. Butler),2,62-55,,
6:19.0,,,62-55,,J. Parker misses 2-pt shot from 14 ft
6:18.0,Defensive rebound by P. Gasol,,62-55,,
6:05.0,T. Gibson misses 2-pt shot from 15 ft,,62-55,,
6:03.0,,,62-55,,Defensive rebound by B. Knight
5:50.0,,,62-57,2,J. Parker makes 2-pt shot at rim (assist by B. Knight)
5:25.0,Turnover by M. Dunleavy (lost ball; steal by B. Knight),,62-57,,
5:18.0,Shooting block foul by J. Butler (drawn by J. Dudley),,62-57,,
5:18.0,,,62-58,1,J. Dudley makes free throw 1 of 2
5:18.0,,,62-59,1,J. Dudley makes free throw 2 of 2
5:02.0,P. Gasol misses 2-pt shot from 4 ft,,62-59,,
5:00.0,,,62-59,,Defensive rebound by B. Knight
4:53.0,,,62-59,,Turnover by B. Knight (bad pass; steal by J. Butler)
4:49.0,P. Gasol makes 2-pt shot at rim (assist by M. Dunleavy),2,64-59,,
4:26.0,,,64-59,,J. Dudley misses 2-pt shot from 17 ft
4:25.0,Defensive rebound by P. Gasol,,64-59,,
4:18.0,,,64-59,,Personal foul by J. Henson (drawn by P. Gasol)
4:18.0,,,64-59,,O. Mayo enters the game for J. Dudley
4:18.0,,,64-59,,G. Antetokounmpo enters the game for J. Parker
4:18.0,K. Hinrich enters the game for D. Rose,,64-59,,
4:18.0,P. Gasol makes free throw 1 of 2,1,65-59,,
4:18.0,P. Gasol makes free throw 2 of 2,1,66-59,,
3:53.0,,,66-59,,G. Antetokounmpo misses 2-pt shot from 6 ft
3:52.0,,,66-59,,Offensive rebound by Z. Pachulia
3:37.0,,,66-59,,Z. Pachulia misses 2-pt shot from 10 ft
3:35.0,,,66-59,,Offensive rebound by J. Henson
3:25.0,,,66-59,,O. Mayo misses 2-pt shot from 19 ft
3:24.0,,,66-59,,Offensive rebound by J. Henson
3:08.0,,,66-61,2,B. Knight makes 2-pt shot from 15 ft
2:53.0,M. Dunleavy misses 3-pt shot from 25 ft,,66-61,,
2:53.0,Offensive rebound by Team,,66-61,,
2:53.0,,,66-61,,Loose ball foul by J. Henson (drawn by P. Gasol)
2:53.0,Chicago full timeout,,66-61,,
2:53.0,N. Mirotic enters the game for T. Gibson,,66-61,,
2:53.0,,,66-61,,K. Middleton enters the game for J. Henson
2:53.0,P. Gasol misses free throw 1 of 2,,66-61,,
2:53.0,Offensive rebound by Team,,66-61,,
2:53.0,,,66-61,,J. Bayless enters the game for B. Knight
2:53.0,P. Gasol makes free throw 2 of 2,1,67-61,,
2:47.0,,,67-61,,O. Mayo misses 3-pt shot from 26 ft
2:44.0,Defensive rebound by P. Gasol,,67-61,,
2:28.0,Shooting foul by O. Mayo (drawn by J. Butler),,67-61,,
2:28.0,J. Butler makes free throw 1 of 2,1,68-61,,
2:28.0,J. Butler makes free throw 2 of 2,1,69-61,,
2:14.0,,,69-63,2,J. Bayless makes 2-pt shot at rim (assist by Z. Pachulia)
2:13.0,,,69-63,,Technical foul by J. Bayless
2:13.0,M. Dunleavy misses technical free throw,,69-63,,
2:13.0,Offensive rebound by Team,,69-63,,
1:56.0,P. Gasol makes 2-pt shot at rim,2,71-63,,
1:56.0,Shooting foul by Z. Pachulia (drawn by P. Gasol),,71-63,,
1:56.0,P. Gasol makes free throw 1 of 1,1,72-63,,
1:30.0,,,72-65,2,J. Bayless makes 2-pt shot at rim
1:30.0,A. Brooks enters the game for M. Dunleavy,,72-65,,
1:30.0,,,72-65,,Violation by Team (delay of game)
1:13.0,Turnover by P. Gasol (bad pass; steal by K. Middleton),,72-65,,
1:10.0,,,72-65,,Turnover by O. Mayo (offensive foul)
1:10.0,,,72-65,,Offensive charge foul by O. Mayo
0:47.0,Turnover by J. Butler (lost ball),,72-65,,
0:40.0,,,72-65,,J. Bayless misses 2-pt shot from 18 ft
0:37.0,,,72-65,,Offensive rebound by O. Mayo
0:36.0,,,72-67,2,O. Mayo makes 2-pt shot at rim
0:25.0,Turnover by N. Mirotic (offensive foul),,72-67,,
0:25.0,Offensive foul by N. Mirotic,,72-67,,
0:07.0,,,72-70,3,O. Mayo makes 3-pt shot from 26 ft
0:00.0,A. Brooks misses 2-pt shot from 12 ft,,72-70,,
0:00.0,Offensive rebound by Team,,72-70,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:35.0,J. Butler misses 2-pt shot from 1 ft,,72-70,,
11:35.0,,,72-70,,Defensive rebound by Team
11:19.0,,,72-70,,G. Antetokounmpo misses 2-pt shot from 14 ft
11:18.0,Defensive rebound by T. Gibson,,72-70,,
11:02.0,T. Gibson makes 2-pt shot at rim (assist by K. Hinrich),2,74-70,,
10:42.0,,,74-72,2,G. Antetokounmpo makes 2-pt shot at rim (assist by Z. Pachulia)
10:25.0,Shooting foul by J. Bayless (drawn by K. Hinrich),,74-72,,
10:25.0,K. Hinrich misses free throw 1 of 2,,74-72,,
10:25.0,Offensive rebound by Team,,74-72,,
10:25.0,K. Hinrich makes free throw 2 of 2,1,75-72,,
10:18.0,Personal foul by A. Brooks (drawn by J. Bayless),,75-72,,
10:11.0,,,75-72,,O. Mayo misses 2-pt shot from 12 ft
10:11.0,,,75-72,,Offensive rebound by Team
10:01.0,,,75-74,2,G. Antetokounmpo makes 2-pt shot at rim (assist by Z. Pachulia)
9:46.0,K. Hinrich makes 3-pt shot from 26 ft (assist by J. Butler),3,78-74,,
9:24.0,,,78-74,,J. Bayless misses 2-pt shot from 19 ft
9:23.0,Defensive rebound by N. Mirotic,,78-74,,
9:05.0,K. Hinrich misses 3-pt shot from 28 ft,,78-74,,
9:04.0,,,78-74,,Defensive rebound by Z. Pachulia
9:00.0,Shooting block foul by J. Butler (drawn by K. Middleton),,78-74,,
9:00.0,,,78-75,1,K. Middleton makes free throw 1 of 2
9:00.0,D. Rose enters the game for A. Brooks,,78-75,,
9:00.0,,,78-75,,B. Knight enters the game for O. Mayo
9:00.0,,,78-75,,L. Sanders enters the game for Z. Pachulia
9:00.0,,,78-76,1,K. Middleton makes free throw 2 of 2
8:36.0,N. Mirotic misses 2-pt shot from 14 ft,,78-76,,
8:35.0,,,78-76,,Defensive rebound by L. Sanders
8:24.0,Personal foul by N. Mirotic (drawn by G. Antetokounmpo),,78-76,,
8:24.0,Official timeout,,78-76,,
8:24.0,D. McDermott enters the game for J. Butler,,78-76,,
8:24.0,P. Gasol enters the game for N. Mirotic,,78-76,,
8:16.0,,,78-76,,Turnover by K. Middleton (bad pass; steal by D. Rose)
7:58.0,Shooting foul by G. Antetokounmpo (drawn by T. Gibson),,78-76,,
7:58.0,T. Gibson makes free throw 1 of 2,1,79-76,,
7:58.0,T. Gibson misses free throw 2 of 2,,79-76,,
7:57.0,,,79-76,,Defensive rebound by G. Antetokounmpo
7:34.0,,,79-76,,K. Middleton misses 2-pt shot from 8 ft
7:34.0,,,79-76,,Offensive rebound by Team
7:34.0,,,79-76,,Turnover by Team (shot clock)
7:19.0,P. Gasol misses 2-pt shot from 17 ft,,79-76,,
7:18.0,,,79-76,,Defensive rebound by K. Middleton
7:10.0,,,79-76,,L. Sanders misses 2-pt shot at rim
7:08.0,Defensive rebound by D. McDermott,,79-76,,
6:44.0,D. Rose misses 2-pt shot from 13 ft (block by L. Sanders),,79-76,,
6:42.0,,,79-76,,Defensive rebound by K. Middleton
6:37.0,,,79-76,,Offensive charge foul by J. Bayless
6:37.0,,,79-76,,Turnover by J. Bayless (offensive foul)
6:37.0,,,79-76,,O. Mayo enters the game for J. Bayless
6:37.0,J. Butler enters the game for D. McDermott,,79-76,,
6:23.0,,,79-76,,Personal foul by G. Antetokounmpo (drawn by T. Gibson)
6:08.0,T. Gibson misses 2-pt shot from 5 ft (block by K. Middleton),,79-76,,
6:06.0,,,79-76,,Defensive rebound by B. Knight
6:01.0,,,79-76,,Offensive foul by O. Mayo
6:01.0,,,79-76,,Turnover by O. Mayo (offensive foul)
5:42.0,Turnover by D. Rose (lost ball; steal by B. Knight),,79-76,,
5:34.0,,,79-76,,B. Knight misses 2-pt shot from 1 ft
5:31.0,,,79-76,,Offensive rebound by G. Antetokounmpo
5:31.0,,,79-78,2,G. Antetokounmpo makes 2-pt shot at rim
5:12.0,P. Gasol makes 2-pt shot from 15 ft (assist by T. Gibson),2,81-78,,
4:59.0,,,81-78,,B. Knight misses 2-pt shot from 18 ft
4:59.0,Defensive rebound by Team,,81-78,,
4:59.0,,,81-78,,Loose ball foul by L. Sanders (drawn by P. Gasol)
4:59.0,,,81-78,,Milwaukee full timeout
4:42.0,,,81-78,,J. Parker enters the game for K. Middleton
4:36.0,J. Butler makes 2-pt shot from 2 ft,2,83-78,,
4:21.0,,,83-78,,J. Parker misses 2-pt shot from 1 ft
4:20.0,Defensive rebound by P. Gasol,,83-78,,
4:02.0,Turnover by D. Rose (lost ball; steal by L. Sanders),,83-78,,
