time,Atlanta,pts.away,score,pts.home,Cleveland
4:32.0,Shooting foul by I. Shumpert (drawn by K. Bazemore),,95-95,,
4:32.0,K. Bazemore makes free throw 1 of 2,1,96-95,,
4:32.0,K. Bazemore makes free throw 2 of 2,1,97-95,,
4:18.0,,,97-97,2,L. James makes 2-pt shot at rim
3:51.0,K. Bazemore makes 3-pt shot from 25 ft,3,100-97,,
3:24.0,,,100-100,3,J. Smith makes 3-pt shot from 24 ft (assist by M. Dellavedova)
3:18.0,Atlanta full timeout,,100-100,,
3:18.0,,,100-100,,T. Thompson enters the game for J. Jones
3:00.0,D. Carroll misses 2-pt shot from 7 ft,,100-100,,
2:58.0,Offensive rebound by P. Millsap,,100-100,,
2:48.0,J. Teague makes 2-pt shot from 6 ft,2,102-100,,
2:38.0,Personal foul by J. Teague (drawn by L. James),,102-100,,
2:26.0,,,102-100,,L. James misses 3-pt shot from 27 ft
2:25.0,Defensive rebound by D. Carroll,,102-100,,
2:05.0,M. Scott misses 3-pt shot from 26 ft,,102-100,,
2:03.0,,,102-100,,Defensive rebound by J. Smith
1:53.0,,,102-100,,Offensive charge foul by L. James
1:53.0,,,102-100,,Turnover by L. James (offensive foul)
1:38.0,J. Teague makes 2-pt shot from 7 ft,2,104-100,,
1:38.0,,,104-100,,Cleveland full timeout
1:25.0,,,104-100,,I. Shumpert misses 3-pt shot from 25 ft
1:24.0,,,104-100,,Offensive rebound by L. James
1:24.0,Personal foul by K. Bazemore (drawn by L. James),,104-100,,
1:24.0,,,104-100,,L. James misses free throw 1 of 2
1:24.0,,,104-100,,Offensive rebound by Team
1:24.0,,,104-101,1,L. James makes free throw 2 of 2
1:06.0,J. Teague misses 2-pt shot from 2 ft,,104-101,,
1:04.0,,,104-101,,Defensive rebound by M. Dellavedova
0:58.0,,,104-103,2,T. Thompson makes 2-pt shot from 1 ft (assist by L. James)
0:35.0,D. Carroll misses 2-pt shot from 2 ft,,104-103,,
0:34.0,,,104-103,,Defensive rebound by I. Shumpert
0:28.0,,,104-103,,Turnover by L. James (lost ball; steal by M. Scott)
0:19.0,M. Scott misses 2-pt shot from 5 ft (block by T. Thompson),,104-103,,
0:18.0,,,104-103,,Defensive rebound by I. Shumpert
0:18.0,Personal foul by D. Carroll (drawn by I. Shumpert),,104-103,,
0:18.0,,,104-104,1,I. Shumpert makes free throw 1 of 2
0:18.0,M. Muscala enters the game for D. Carroll,,104-104,,
0:18.0,,,104-104,,I. Shumpert misses free throw 2 of 2
0:17.0,Defensive rebound by J. Teague,,104-104,,
0:17.0,Atlanta full timeout,,104-104,,
0:17.0,S. Mack enters the game for K. Bazemore,,104-104,,
0:17.0,D. Carroll enters the game for M. Muscala,,104-104,,
0:00.0,J. Teague misses 3-pt shot from 27 ft,,104-104,,
0:00.0,Offensive rebound by Team,,104-104,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
5:00.0,Start of 1st overtime,,,,Start of 1st overtime
5:00.0,Jump ball: P. Millsap vs. T. Thompson (J. Teague gains possession),,,,Jump ball: P. Millsap vs. T. Thompson (J. Teague gains possession)
4:37.0,D. Carroll misses 2-pt shot from 2 ft (block by J. Smith),,104-104,,
4:33.0,,,104-104,,Defensive rebound by T. Thompson
4:18.0,,,104-104,,L. James misses 2-pt shot from 7 ft
4:17.0,Defensive rebound by D. Carroll,,104-104,,
4:07.0,Shooting foul by L. James (drawn by J. Teague),,104-104,,
4:07.0,J. Teague makes free throw 1 of 2,1,105-104,,
4:07.0,S. Mack enters the game for D. Carroll,,105-104,,
4:07.0,J. Teague makes free throw 2 of 2,1,106-104,,
3:56.0,,,106-106,2,T. Thompson makes 2-pt shot from 2 ft (assist by L. James)
3:56.0,,,106-106,,Shooting foul by M. Scott (drawn by T. Thompson)
3:56.0,,,106-106,,T. Thompson misses free throw 1 of 1
3:55.0,Defensive rebound by Team,,106-106,,
3:39.0,P. Millsap misses 2-pt shot from 14 ft,,106-106,,
3:36.0,,,106-106,,Defensive rebound by L. James
3:29.0,,,106-109,3,J. Smith makes 3-pt shot from 23 ft (assist by I. Shumpert)
3:13.0,M. Scott misses 3-pt shot from 26 ft,,106-109,,
3:11.0,,,106-109,,Defensive rebound by I. Shumpert
2:54.0,,,106-109,,Turnover by L. James (lost ball; steal by S. Mack)
2:40.0,M. Scott misses 3-pt shot from 26 ft,,106-109,,
2:39.0,,,106-109,,Defensive rebound by I. Shumpert
2:35.0,,,106-109,,Cleveland full timeout
2:35.0,D. Carroll enters the game for M. Scott,,106-109,,
2:25.0,,,106-109,,M. Dellavedova misses 3-pt shot from 26 ft
2:24.0,Defensive rebound by K. Bazemore,,106-109,,
2:18.0,Shooting foul by M. Dellavedova (drawn by J. Teague),,106-109,,
2:18.0,J. Teague makes free throw 1 of 2,1,107-109,,
2:18.0,J. Teague makes free throw 2 of 2,1,108-109,,
1:55.0,,,108-109,,L. James misses 2-pt shot from 4 ft
1:52.0,Defensive rebound by K. Bazemore,,108-109,,
1:44.0,J. Teague misses 3-pt shot from 25 ft,,108-109,,
1:43.0,,,108-109,,Defensive rebound by J. Smith
1:32.0,Personal foul by K. Bazemore (drawn by T. Thompson),,108-109,,
1:18.0,,,108-109,,J. Smith misses 3-pt shot from 23 ft
1:17.0,Defensive rebound by Team,,108-109,,
1:16.0,M. Scott enters the game for D. Carroll,,108-109,,
0:55.0,J. Teague makes 3-pt shot from 23 ft,3,111-109,,
0:40.0,,,111-109,,L. James misses 2-pt shot from 12 ft
0:37.0,,,111-109,,Offensive rebound by T. Thompson
0:36.0,,,111-112,3,L. James makes 3-pt shot from 23 ft (assist by T. Thompson)
0:36.0,Atlanta full timeout,,111-112,,
0:36.0,D. Carroll enters the game for K. Bazemore,,111-112,,
0:32.0,J. Teague misses 2-pt shot from 3 ft,,111-112,,
0:31.0,,,111-112,,Defensive rebound by Team
0:31.0,K. Bazemore enters the game for M. Scott,,111-112,,
0:13.0,,,111-114,2,L. James makes 2-pt shot from 6 ft
0:13.0,Atlanta full timeout,,111-114,,
0:13.0,P. Antic enters the game for D. Carroll,,111-114,,
0:13.0,M. Scott enters the game for K. Bazemore,,111-114,,
0:05.0,S. Mack misses 3-pt shot from 24 ft,,111-114,,
0:03.0,Offensive rebound by P. Millsap,,111-114,,
0:00.0,S. Mack misses 3-pt shot from 24 ft,,111-114,,
0:00.0,Offensive rebound by Team,,111-114,,
0:00.0,End of 1st overtime,,,,End of 1st overtime
