time,Dallas,pts.away,score,pts.home,Houston
8:28.0,,,84-90,,Defensive rebound by D. Howard
8:11.0,,,84-92,2,J. Smith makes 2-pt shot from 1 ft (assist by P. Prigioni)
8:11.0,Dallas full timeout,,84-92,,
8:11.0,T. Chandler enters the game for A. Aminu,,84-92,,
8:11.0,M. Ellis enters the game for A. Stoudemire,,84-92,,
8:11.0,R. Jefferson enters the game for R. Felton,,84-92,,
7:51.0,J. Barea makes 2-pt shot from 11 ft,2,86-92,,
7:38.0,,,86-94,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
7:13.0,,,86-94,,Shooting block foul by T. Ariza (drawn by T. Chandler)
7:13.0,T. Chandler makes free throw 1 of 2,1,87-94,,
7:13.0,T. Chandler makes free throw 2 of 2,1,88-94,,
6:56.0,,,88-96,2,C. Brewer makes 2-pt shot at rim (assist by J. Smith)
6:46.0,D. Nowitzki misses 3-pt shot from 26 ft,,88-96,,
6:45.0,,,88-96,,Defensive rebound by D. Howard
6:37.0,,,88-98,2,C. Brewer makes 2-pt shot from 2 ft (assist by J. Smith)
6:36.0,Dallas full timeout,,88-98,,
6:21.0,M. Ellis misses 2-pt shot from 2 ft,,88-98,,
6:20.0,,,88-98,,Defensive rebound by T. Ariza
6:09.0,,,88-98,,Offensive charge foul by J. Smith
6:09.0,,,88-98,,Turnover by J. Smith (offensive foul)
5:53.0,J. Barea misses 2-pt shot from 19 ft,,88-98,,
5:52.0,,,88-98,,Defensive rebound by J. Smith
5:39.0,,,88-100,2,P. Prigioni makes 2-pt shot from 18 ft
5:17.0,D. Nowitzki makes flagrant free throw 1 of 2,1,89-100,,
5:17.0,R. Felton enters the game for R. Jefferson,,89-100,,
5:17.0,D. Nowitzki makes flagrant free throw 2 of 2,1,90-100,,
5:13.0,Turnover by T. Chandler (offensive foul),,90-100,,
5:13.0,Offensive foul by T. Chandler,,90-100,,
5:00.0,,,90-100,,J. Smith misses 3-pt shot from 25 ft
4:59.0,,,90-100,,Offensive rebound by Team
4:48.0,,,90-100,,Turnover by P. Prigioni (bad pass; steal by T. Chandler)
4:43.0,J. Barea misses 2-pt shot from 2 ft,,90-100,,
4:41.0,Offensive rebound by M. Ellis,,90-100,,
4:34.0,M. Ellis misses 3-pt shot from 26 ft,,90-100,,
4:34.0,,,90-100,,Defensive rebound by Team
4:34.0,Loose ball foul by J. Barea (drawn by C. Brewer),,90-100,,
4:34.0,,,90-100,,J. Harden enters the game for T. Ariza
4:11.0,,,90-100,,C. Brewer misses 3-pt shot from 23 ft
4:10.0,Defensive rebound by R. Felton,,90-100,,
3:55.0,J. Barea misses 2-pt shot from 11 ft,,90-100,,
3:53.0,Offensive rebound by T. Chandler,,90-100,,
3:52.0,T. Chandler makes 2-pt shot at rim,2,92-100,,
3:37.0,,,92-103,3,P. Prigioni makes 3-pt shot from 27 ft
3:22.0,R. Felton misses 2-pt shot from 2 ft,,92-103,,
3:20.0,,,92-103,,Defensive rebound by D. Howard
3:11.0,,,92-103,,Houston full timeout
3:11.0,A. Aminu enters the game for D. Nowitzki,,92-103,,
3:09.0,,,92-103,,Shooting foul by M. Ellis (drawn by J. Harden)
3:09.0,,,92-104,1,J. Harden makes free throw 1 of 2
3:09.0,D. Nowitzki enters the game for A. Aminu,,92-104,,
3:09.0,,,92-105,1,J. Harden makes free throw 2 of 2
2:58.0,Shooting foul by J. Smith (drawn by T. Chandler),,92-105,,
2:58.0,T. Chandler misses free throw 1 of 2,,92-105,,
2:58.0,Offensive rebound by Team,,92-105,,
2:58.0,T. Chandler makes free throw 2 of 2,1,93-105,,
2:40.0,,,93-107,2,D. Howard makes 2-pt shot at rim (assist by J. Smith)
2:30.0,R. Felton makes 2-pt shot from 12 ft,2,95-107,,
2:30.0,Shooting foul by J. Harden (drawn by R. Felton),,95-107,,
2:30.0,R. Felton makes free throw 1 of 1,1,96-107,,
2:15.0,,,96-109,2,J. Smith makes 2-pt shot at rim (assist by J. Harden)
2:13.0,Dallas full timeout,,96-109,,
2:00.0,M. Ellis misses 2-pt shot from 3 ft,,96-109,,
1:59.0,,,96-109,,Defensive rebound by P. Prigioni
1:51.0,,,96-109,,Shooting foul by M. Ellis (drawn by J. Harden)
1:51.0,,,96-110,1,J. Harden makes free throw 1 of 2
1:51.0,A. Aminu enters the game for D. Nowitzki,,96-110,,
1:51.0,B. James enters the game for T. Chandler,,96-110,,
1:51.0,D. Powell enters the game for M. Ellis,,96-110,,
1:51.0,,,96-111,1,J. Harden makes free throw 2 of 2
1:38.0,D. Powell misses 2-pt shot from 20 ft,,96-111,,
1:37.0,,,96-111,,Defensive rebound by J. Smith
1:14.0,,,96-111,,J. Harden misses 3-pt shot from 25 ft
1:13.0,Defensive rebound by D. Powell,,96-111,,
0:59.0,R. Felton misses 2-pt shot from 1 ft,,96-111,,
0:58.0,,,96-111,,Defensive rebound by J. Harden
0:35.0,,,96-111,,J. Harden misses 2-pt shot from 21 ft
0:34.0,Defensive rebound by Team,,96-111,,
0:34.0,,,96-111,,N. Johnson enters the game for D. Howard
0:34.0,,,96-111,,K. Papanikolaou enters the game for J. Harden
0:34.0,,,96-111,,C. Capela enters the game for J. Smith
0:34.0,,,96-111,,J. Dorsey enters the game for C. Brewer
0:34.0,C. Villanueva enters the game for J. Barea,,96-111,,
0:25.0,C. Villanueva makes 3-pt shot from 26 ft (assist by R. Felton),3,99-111,,
0:05.0,,,99-111,,P. Prigioni misses 2-pt shot from 19 ft
0:04.0,Defensive rebound by C. Villanueva,,99-111,,
0:00.0,End of 4th quarter,,,,End of 4th quarter
