time,Cleveland,pts.away,score,pts.home,Indiana
3:38.0,Offensive rebound by Team,,76-85,,
3:22.0,J. Smith misses 2-pt shot from 20 ft,,76-85,,
3:21.0,,,76-85,,Defensive rebound by L. Scola
2:59.0,,,76-85,,R. Stuckey misses 3-pt shot from 23 ft
2:58.0,Defensive rebound by K. Love,,76-85,,
2:52.0,Turnover by J. Smith (traveling),,76-85,,
2:52.0,,,76-85,,Indiana full timeout
2:35.0,,,76-85,,R. Stuckey misses 2-pt shot from 13 ft
2:34.0,Defensive rebound by I. Shumpert,,76-85,,
2:16.0,M. Dellavedova makes 3-pt shot from 25 ft (assist by J. Smith),3,79-85,,
1:48.0,,,79-85,,G. Hill misses 3-pt shot from 27 ft
1:47.0,,,79-85,,Offensive rebound by L. Scola
1:44.0,,,79-85,,Turnover by L. Scola (lost ball; steal by K. Love)
1:35.0,T. Thompson makes 2-pt shot at rim (assist by K. Love),2,81-85,,
1:35.0,,,81-85,,Indiana full timeout
1:14.0,,,81-88,3,R. Stuckey makes 3-pt shot from 25 ft (assist by G. Hill)
1:14.0,Cleveland full timeout,,81-88,,
1:14.0,,,81-88,,R. Hibbert enters the game for L. Scola
1:06.0,J. Smith makes 3-pt shot from 27 ft (assist by M. Dellavedova),3,84-88,,
0:50.0,,,84-88,,G. Hill misses 2-pt shot from 10 ft
0:47.0,,,84-88,,Offensive rebound by D. West
0:39.0,,,84-90,2,D. West makes 2-pt shot from 15 ft (assist by R. Stuckey)
0:39.0,Cleveland full timeout,,84-90,,
0:39.0,,,84-90,,S. Hill enters the game for R. Stuckey
0:39.0,J. Jones enters the game for K. Love,,84-90,,
0:35.0,J. Smith misses 3-pt shot from 25 ft,,84-90,,
0:33.0,Offensive rebound by M. Dellavedova,,84-90,,
0:33.0,,,84-90,,Loose ball foul by R. Hibbert (drawn by M. Dellavedova)
0:33.0,M. Dellavedova makes free throw 1 of 2,1,85-90,,
0:33.0,M. Dellavedova makes free throw 2 of 2,1,86-90,,
0:33.0,,,86-90,,Indiana full timeout
0:33.0,,,86-90,,R. Stuckey enters the game for S. Hill
0:32.0,Personal foul by M. Dellavedova (drawn by D. West),,86-90,,
0:31.0,Personal take foul by M. Dellavedova (drawn by D. West),,86-90,,
0:31.0,,,86-91,1,G. Hill makes free throw 1 of 2
0:31.0,,,86-92,1,G. Hill makes free throw 2 of 2
0:26.0,Turnover by J. Jones (lost ball; steal by G. Hill),,86-92,,
0:25.0,Personal take foul by J. Smith (drawn by G. Hill),,86-92,,
0:25.0,,,86-92,,G. Hill misses free throw 1 of 2
0:25.0,,,86-92,,Offensive rebound by Team
0:25.0,,,86-92,,S. Hill enters the game for R. Hibbert
0:25.0,,,86-93,1,G. Hill makes free throw 2 of 2
0:16.0,J. Jones misses 3-pt shot from 25 ft,,86-93,,
0:15.0,,,86-93,,Defensive rebound by R. Stuckey
0:00.0,End of 4th quarter,,,,End of 4th quarter
