time,LA Lakers,pts.away,score,pts.home,Oklahoma City
4:26.0,J. Randle misses 2-pt shot from 1 ft (block by C. Anthony),,94-90,,
4:26.0,Offensive rebound by Team,,94-90,,
4:16.0,J. Randle makes 2-pt shot from 1 ft,2,96-90,,
3:59.0,,,96-90,,P. George misses 2-pt shot from 2 ft
3:58.0,Defensive rebound by J. Hart,,96-90,,
3:54.0,J. Hart makes 2-pt shot at rim,2,98-90,,
3:45.0,,,98-92,2,S. Adams makes 2-pt shot from 6 ft (assist by R. Westbrook)
3:32.0,B. Ingram makes 2-pt shot at rim,2,100-92,,
3:32.0,Shooting foul by P. George (drawn by B. Ingram),,100-92,,
3:32.0,,,100-92,,Technical foul by P. George
3:32.0,J. Clarkson makes technical free throw,1,101-92,,
3:32.0,B. Ingram makes free throw 1 of 1,1,102-92,,
3:27.0,,,102-92,,R. Westbrook misses 2-pt shot from 1 ft
3:25.0,Defensive rebound by J. Hart,,102-92,,
3:08.0,J. Randle misses 2-pt shot from 3 ft,,102-92,,
3:06.0,,,102-92,,Defensive rebound by P. George
3:03.0,,,102-92,,Shooting foul by B. Lopez (drawn by J. Grant)
3:03.0,,,102-93,1,J. Grant makes free throw 1 of 2
3:03.0,LA Lakers full timeout,,102-93,,
3:03.0,,,102-93,,J. Grant misses free throw 2 of 2
3:01.0,Defensive rebound by J. Clarkson,,102-93,,
2:44.0,B. Lopez makes 3-pt shot from 25 ft (assist by J. Clarkson),3,105-93,,
2:31.0,,,105-93,,P. George misses 2-pt shot at rim
2:30.0,,,105-93,,Offensive rebound by P. George
2:30.0,,,105-95,2,P. George makes 2-pt shot at rim
2:04.0,B. Ingram misses 3-pt shot from 24 ft,,105-95,,
2:02.0,,,105-95,,Defensive rebound by C. Anthony
1:57.0,,,105-95,,C. Anthony misses 3-pt shot from 25 ft
1:54.0,,,105-95,,Offensive rebound by Team
1:54.0,Loose ball foul by B. Lopez (drawn by R. Westbrook),,105-95,,
1:54.0,,,105-96,1,R. Westbrook makes free throw 1 of 2
1:54.0,,,105-97,1,R. Westbrook makes free throw 2 of 2
1:32.0,J. Clarkson misses 2-pt shot from 3 ft,,105-97,,
1:30.0,,,105-97,,Defensive rebound by P. George
1:12.0,,,105-97,,C. Anthony misses 2-pt shot from 17 ft (block by B. Ingram)
1:09.0,Defensive rebound by B. Ingram,,105-97,,
1:08.0,J. Randle makes 2-pt shot at rim (assist by B. Ingram),2,107-97,,
1:08.0,,,107-97,,Oklahoma City full timeout
1:08.0,,,107-97,,A. Abrines enters the game for J. Grant
1:04.0,,,107-99,2,R. Westbrook makes 2-pt shot from 1 ft
0:48.0,Turnover by J. Clarkson (bad pass; steal by S. Adams),,107-99,,
0:46.0,,,107-101,2,P. George makes 2-pt shot at rim
0:43.0,,,107-101,,Personal foul by S. Adams (drawn by B. Ingram)
0:43.0,,,107-101,,J. Grant enters the game for A. Abrines
0:38.0,Turnover by J. Clarkson (bad pass; steal by P. George),,107-101,,
0:36.0,,,107-101,,P. George misses 3-pt shot from 22 ft
0:35.0,,,107-101,,Offensive rebound by R. Westbrook
0:32.0,,,107-101,,Turnover by R. Westbrook (bad pass; steal by J. Randle)
0:26.0,,,107-101,,Personal take foul by R. Westbrook (drawn by B. Ingram)
0:26.0,B. Ingram misses free throw 1 of 2,,107-101,,
0:26.0,Offensive rebound by Team,,107-101,,
0:26.0,,,107-101,,A. Abrines enters the game for J. Grant
0:26.0,B. Ingram misses free throw 2 of 2,,107-101,,
0:26.0,,,107-101,,Defensive rebound by P. George
0:26.0,,,107-101,,Oklahoma City full timeout
0:24.0,,,107-104,3,P. George makes 3-pt shot from 25 ft (assist by A. Abrines)
0:21.0,,,107-104,,J. Grant enters the game for A. Abrines
0:17.0,,,107-104,,Personal foul by P. George (drawn by J. Randle)
0:17.0,J. Randle makes free throw 1 of 2,1,108-104,,
0:17.0,,,108-104,,A. Abrines enters the game for J. Grant
0:17.0,C. Brewer enters the game for J. Clarkson,,108-104,,
0:17.0,K. Caldwell-Pope enters the game for B. Lopez,,108-104,,
0:17.0,J. Randle misses free throw 2 of 2,,108-104,,
0:16.0,,,108-104,,Defensive rebound by C. Anthony
0:09.0,,,108-104,,R. Westbrook misses 3-pt shot from 26 ft
0:05.0,Defensive rebound by J. Hart,,108-104,,
0:05.0,LA Lakers full timeout,,108-104,,
0:05.0,,,108-104,,J. Grant enters the game for A. Abrines
0:05.0,J. Clarkson enters the game for J. Hart,,108-104,,
0:05.0,A. Caruso enters the game for C. Brewer,,108-104,,
