time,Houston,pts.away,score,pts.home,Golden State
9:33.0,Defensive rebound by C. Paul,,99-104,,
9:30.0,,,99-104,,Personal foul by N. Young (drawn by E. Gordon)
9:23.0,C. Paul misses 3-pt shot from 27 ft,,99-104,,
9:20.0,,,99-104,,Defensive rebound by S. Curry
9:04.0,,,99-104,,S. Livingston misses 2-pt shot from 8 ft
8:58.0,Defensive rebound by R. Anderson,,99-104,,
8:56.0,E. Gordon makes 2-pt shot from 1 ft (assist by C. Paul),2,101-104,,
8:39.0,,,101-104,,K. Durant misses 2-pt shot from 12 ft
8:35.0,,,101-104,,Offensive rebound by D. West
8:24.0,,,101-106,2,D. West makes 2-pt shot from 10 ft (assist by S. Livingston)
8:07.0,E. Gordon misses 3-pt shot from 26 ft,,101-106,,
8:05.0,Offensive rebound by Team,,101-106,,
8:05.0,,,101-106,,K. Looney enters the game for D. West
8:05.0,J. Harden enters the game for T. Ariza,,101-106,,
8:05.0,P. Tucker enters the game for E. Gordon,,101-106,,
8:04.0,,,101-106,,Personal foul by K. Durant (drawn by R. Anderson)
8:04.0,,,101-106,,K. Thompson enters the game for S. Livingston
7:40.0,R. Anderson misses 2-pt shot from 19 ft (block by K. Durant),,101-106,,
7:35.0,,,101-106,,Defensive rebound by K. Looney
7:33.0,,,101-106,,S. Curry misses 3-pt shot from 26 ft
7:28.0,Defensive rebound by C. Paul,,101-106,,
7:14.0,C. Paul misses 2-pt shot from 14 ft,,101-106,,
7:10.0,,,101-106,,Defensive rebound by K. Looney
7:00.0,,,101-106,,S. Curry misses 2-pt shot from 1 ft
6:53.0,Defensive rebound by L. Mbah a Moute,,101-106,,
6:51.0,L. Mbah a Moute misses 2-pt shot from 4 ft (block by K. Thompson),,101-106,,
6:46.0,,,101-106,,Defensive rebound by K. Durant
6:46.0,,,101-109,3,K. Thompson makes 3-pt shot from 25 ft (assist by S. Curry)
6:46.0,Houston full timeout,,101-109,,
6:46.0,C. Capela enters the game for L. Mbah a Moute,,101-109,,
6:27.0,J. Harden misses 2-pt shot from 3 ft,,101-109,,
6:22.0,Offensive rebound by C. Capela,,101-109,,
6:21.0,C. Capela makes 2-pt shot at rim,2,103-109,,
6:11.0,,,103-109,,Turnover by K. Durant (lost ball; steal by C. Paul)
6:06.0,C. Capela makes 2-pt shot from 2 ft (assist by C. Paul),2,105-109,,
5:48.0,,,105-111,2,S. Curry makes 2-pt shot from 11 ft
5:23.0,J. Harden makes 2-pt shot from 18 ft,2,107-111,,
5:12.0,,,107-114,3,S. Curry makes 3-pt shot from 25 ft
4:57.0,Turnover by C. Paul (bad pass; steal by K. Looney),,107-114,,
4:52.0,,,107-114,,K. Thompson misses 3-pt shot from 25 ft
4:48.0,Defensive rebound by P. Tucker,,107-114,,
4:47.0,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden),2,109-114,,
4:47.0,Shooting foul by N. Young (drawn by C. Capela),,109-114,,
4:47.0,,,109-114,,S. Livingston enters the game for K. Durant
4:47.0,E. Gordon enters the game for C. Paul,,109-114,,
4:47.0,C. Capela misses free throw 1 of 1,,109-114,,
