time,Houston,pts.away,score,pts.home,Golden State
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: Z. Pachulia vs. C. Capela (R. Anderson gains possession),,,,Jump ball: Z. Pachulia vs. C. Capela (R. Anderson gains possession)
11:47.0,J. Harden makes 2-pt shot from 1 ft,2,2-0,,
11:27.0,,,2-0,,D. Green misses 3-pt shot from 25 ft
11:23.0,Defensive rebound by C. Capela,,2-0,,
11:13.0,J. Harden misses 2-pt shot from 10 ft,,2-0,,
11:06.0,,,2-0,,Defensive rebound by K. Durant
11:05.0,,,2-0,,Shooting foul by R. Anderson (drawn by Z. Pachulia)
11:05.0,,,2-1,1,Z. Pachulia makes free throw 1 of 2
11:05.0,,,2-2,1,Z. Pachulia makes free throw 2 of 2
11:03.0,Turnover by J. Harden (bad pass; steal by K. Thompson),,2-2,,
10:47.0,,,2-2,,K. Durant misses 3-pt shot from 25 ft
10:41.0,Defensive rebound by C. Paul,,2-2,,
10:39.0,C. Paul misses 3-pt shot from 24 ft,,2-2,,
10:33.0,,,2-2,,Defensive rebound by Z. Pachulia
10:30.0,,,2-5,3,K. Thompson makes 3-pt shot from 22 ft (assist by D. Green)
10:16.0,T. Ariza makes 3-pt shot from 24 ft (assist by C. Paul),2,5-5,,
10:05.0,,,5-7,2,K. Thompson makes 2-pt shot from 21 ft (assist by D. Green)
9:51.0,J. Harden misses 3-pt shot from 25 ft,,5-7,,
9:47.0,,,5-7,,Defensive rebound by S. Curry
9:47.0,,,5-7,,Shooting foul by C. Paul (drawn by D. Green)
9:47.0,,,5-8,1,D. Green makes free throw 1 of 2
9:47.0,,,5-9,1,D. Green makes free throw 2 of 2
9:41.0,,,5-9,,Personal foul by S. Curry (drawn by C. Paul)
9:33.0,J. Harden misses 2-pt shot from 6 ft (block by K. Thompson),,5-9,,
9:24.0,,,5-9,,Defensive rebound by K. Thompson
9:24.0,,,5-9,,Offensive charge foul by K. Durant (drawn by C. Capela)
9:24.0,,,5-9,,Turnover by K. Durant (offensive foul)
9:10.0,T. Ariza misses 2-pt shot from 7 ft,,5-9,,
9:02.0,,,5-9,,Defensive rebound by D. Green
9:00.0,,,5-12,3,K. Thompson makes 3-pt shot from 25 ft (assist by K. Durant)
8:40.0,Turnover by C. Capela (lost ball; steal by K. Thompson),,5-12,,
8:38.0,Personal foul by J. Harden (drawn by Z. Pachulia),,5-12,,
8:29.0,,,5-12,,D. Green misses 2-pt shot from 1 ft (block by C. Capela)
8:24.0,Defensive rebound by C. Paul,,5-12,,
8:19.0,T. Ariza makes 2-pt shot from 2 ft (assist by C. Paul),2,7-12,,
8:09.0,,,7-15,3,S. Curry makes 3-pt shot from 25 ft (assist by K. Durant)
8:04.0,,,7-15,,Personal foul by S. Curry (drawn by C. Paul)
8:04.0,,,7-15,,P. McCaw enters the game for S. Curry
8:00.0,C. Paul makes 2-pt shot from 12 ft (assist by J. Harden),2,9-15,,
7:49.0,,,9-17,2,Z. Pachulia makes 2-pt shot from 18 ft (assist by D. Green)
7:41.0,Turnover by C. Capela (traveling),,9-17,,
7:29.0,Personal foul by T. Ariza (drawn by K. Durant),,9-17,,
7:14.0,,,9-19,2,P. McCaw makes 2-pt shot from 15 ft (assist by D. Green)
7:03.0,R. Anderson misses 3-pt shot from 26 ft,,9-19,,
6:59.0,,,9-19,,Defensive rebound by D. Green
6:56.0,,,9-22,3,K. Thompson makes 3-pt shot from 22 ft (assist by K. Durant)
6:55.0,Houston full timeout,,9-22,,
6:55.0,P. Tucker enters the game for C. Paul,,9-22,,
6:55.0,E. Gordon enters the game for C. Capela,,9-22,,
6:43.0,J. Harden misses 2-pt shot from 1 ft (block by K. Durant),,9-22,,
6:38.0,Offensive rebound by R. Anderson,,9-22,,
6:34.0,R. Anderson misses 2-pt shot from 1 ft,,9-22,,
6:33.0,Offensive rebound by R. Anderson,,9-22,,
6:32.0,R. Anderson makes 2-pt shot from 1 ft,2,11-22,,
6:24.0,,,11-22,,K. Thompson misses 2-pt shot from 21 ft
6:20.0,Defensive rebound by T. Ariza,,11-22,,
6:11.0,E. Gordon makes 2-pt shot from 2 ft,2,13-22,,
6:11.0,Shooting foul by Z. Pachulia (drawn by E. Gordon),,13-22,,
6:11.0,,,13-22,,J. Bell enters the game for Z. Pachulia
6:11.0,E. Gordon makes free throw 1 of 1,1,14-22,,
5:57.0,,,14-22,,K. Durant misses 2-pt shot from 11 ft
5:51.0,Defensive rebound by J. Harden,,14-22,,
5:45.0,J. Harden misses 2-pt shot from 6 ft,,14-22,,
5:40.0,,,14-22,,Defensive rebound by P. McCaw
5:38.0,,,14-24,2,J. Bell makes 2-pt shot from 1 ft (assist by P. McCaw)
5:29.0,E. Gordon misses 3-pt shot from 24 ft,,14-24,,
5:25.0,,,14-24,,Defensive rebound by K. Thompson
5:22.0,,,14-24,,Turnover by J. Bell (bad pass; steal by T. Ariza)
5:01.0,J. Harden makes 2-pt shot from 2 ft,2,16-24,,
4:44.0,,,16-24,,Offensive charge foul by D. Green (drawn by T. Ariza)
4:44.0,,,16-24,,Turnover by D. Green (offensive foul)
4:44.0,L. Mbah a Moute enters the game for T. Ariza,,16-24,,
4:34.0,E. Gordon makes 2-pt shot from 2 ft (assist by J. Harden),2,18-24,,
4:26.0,,,18-24,,Golden State full timeout
4:18.0,,,18-24,,Turnover by K. Durant (out of bounds lost ball)
4:02.0,E. Gordon misses 2-pt shot from 7 ft (block by P. McCaw),,18-24,,
4:02.0,Offensive rebound by Team,,18-24,,
4:02.0,,,18-24,,N. Young enters the game for K. Durant
3:59.0,E. Gordon misses 3-pt shot from 26 ft,,18-24,,
3:59.0,Offensive rebound by Team,,18-24,,
3:59.0,,,18-24,,Loose ball foul by D. Green (drawn by R. Anderson)
3:46.0,J. Harden makes 3-pt shot from 25 ft,3,21-24,,
3:28.0,,,21-24,,K. Thompson misses 2-pt shot from 18 ft (block by E. Gordon)
3:21.0,Defensive rebound by R. Anderson,,21-24,,
3:15.0,R. Anderson makes 3-pt shot from 26 ft (assist by J. Harden),3,24-24,,
2:55.0,,,24-27,3,N. Young makes 3-pt shot from 22 ft (assist by D. Green)
2:51.0,Turnover by J. Harden (bad pass),,24-27,,
2:51.0,,,24-27,,S. Livingston enters the game for P. McCaw
2:51.0,,,24-27,,O. Casspi enters the game for D. Green
2:51.0,C. Paul enters the game for R. Anderson,,24-27,,
2:36.0,Personal foul by J. Harden (drawn by O. Casspi),,24-27,,
2:36.0,,,24-28,1,O. Casspi makes free throw 1 of 2
2:36.0,,,24-29,1,O. Casspi makes free throw 2 of 2
2:21.0,E. Gordon makes 2-pt shot from 1 ft,2,26-29,,
2:19.0,Violation by P. Tucker (kicked ball),,26-29,,
2:00.0,,,26-32,3,N. Young makes 3-pt shot from 24 ft (assist by J. Bell)
1:51.0,Shooting foul by J. Bell (drawn by E. Gordon),,26-32,,
1:51.0,E. Gordon makes free throw 1 of 2,1,27-32,,
1:51.0,E. Gordon makes free throw 2 of 2,1,28-32,,
1:40.0,,,28-32,,K. Looney enters the game for J. Bell
1:34.0,,,28-35,3,N. Young makes 3-pt shot from 29 ft (assist by S. Livingston)
1:09.0,Shooting foul by S. Livingston (drawn by P. Tucker),,28-35,,
1:09.0,P. Tucker makes free throw 1 of 2,1,29-35,,
1:09.0,P. Tucker makes free throw 2 of 2,1,30-35,,
0:57.0,,,30-35,,K. Thompson misses 3-pt shot from 25 ft
0:52.0,Defensive rebound by E. Gordon,,30-35,,
0:49.0,,,30-35,,Personal foul by K. Looney (drawn by J. Harden)
0:49.0,J. Harden misses free throw 1 of 2,,30-35,,
0:49.0,Offensive rebound by Team,,30-35,,
0:49.0,,,30-35,,S. Curry enters the game for K. Thompson
0:49.0,J. Harden makes free throw 2 of 2,1,31-35,,
0:32.0,,,31-35,,S. Curry misses 2-pt shot from 13 ft
0:26.0,Defensive rebound by C. Paul,,31-35,,
0:21.0,L. Mbah a Moute misses 3-pt shot from 24 ft,,31-35,,
0:14.0,Offensive rebound by C. Paul,,31-35,,
0:01.0,J. Harden makes 3-pt shot from 25 ft,3,34-35,,
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:47.0,,,34-35,,D. West misses 2-pt shot from 12 ft
11:37.0,Defensive rebound by C. Capela,,34-35,,
11:35.0,C. Paul misses 2-pt shot from 10 ft,,34-35,,
11:29.0,,,34-35,,Defensive rebound by S. Curry
11:25.0,,,34-38,3,N. Young makes 3-pt shot from 27 ft (assist by S. Livingston)
11:02.0,L. Mbah a Moute misses 2-pt shot from 1 ft (block by D. West),,34-38,,
10:56.0,,,34-38,,Defensive rebound by K. Durant
10:56.0,,,34-38,,Shooting foul by L. Mbah a Moute (drawn by S. Curry)
10:56.0,,,34-39,1,S. Curry makes free throw 1 of 2
10:56.0,,,34-40,1,S. Curry makes free throw 2 of 2
10:36.0,T. Ariza misses 3-pt shot from 25 ft,,34-40,,
10:31.0,,,34-40,,Defensive rebound by K. Durant
10:19.0,,,34-40,,Golden State full timeout
10:14.0,Personal foul by C. Paul (drawn by D. West),,34-40,,
10:05.0,,,34-42,2,S. Livingston makes 2-pt shot from 12 ft
9:39.0,,,34-42,,Personal foul by N. Young (drawn by C. Capela)
9:25.0,Turnover by Team (shot clock),,34-42,,
9:14.0,,,34-42,,S. Curry misses 2-pt shot from 2 ft
9:09.0,Defensive rebound by C. Paul,,34-42,,
9:06.0,Turnover by T. Ariza (bad pass),,34-42,,
9:03.0,,,34-44,2,N. Young makes 2-pt shot from 12 ft (assist by S. Livingston)
9:03.0,,,34-44,,Shooting foul by E. Gordon (drawn by N. Young)
9:03.0,,,34-45,1,N. Young makes free throw 1 of 1
8:52.0,E. Gordon makes 2-pt shot at rim,2,36-45,,
8:39.0,,,36-47,2,D. West makes 2-pt shot from 9 ft
8:23.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by T. Ariza),2,38-47,,
8:15.0,,,38-47,,S. Curry misses 3-pt shot from 27 ft
8:09.0,Defensive rebound by T. Ariza,,38-47,,
8:00.0,C. Capela misses 2-pt shot from 5 ft,,38-47,,
7:55.0,,,38-47,,Defensive rebound by S. Curry
7:52.0,,,38-49,2,K. Durant makes 2-pt shot from 12 ft (assist by S. Livingston)
7:41.0,Turnover by E. Gordon (traveling),,38-49,,
7:30.0,,,38-49,,N. Young misses 3-pt shot from 22 ft
7:25.0,Defensive rebound by C. Capela,,38-49,,
7:18.0,C. Capela makes 2-pt shot at rim (assist by C. Paul),2,40-49,,
7:08.0,,,40-49,,S. Livingston misses 2-pt shot from 9 ft
7:07.0,,,40-49,,Offensive rebound by N. Young
7:07.0,,,40-51,2,N. Young makes 2-pt shot from 6 ft
7:07.0,Violation by C. Capela (def goaltending),,40-51,,
7:07.0,Houston full timeout,,40-51,,
7:07.0,,,40-51,,K. Thompson enters the game for N. Young
7:07.0,,,40-51,,P. McCaw enters the game for S. Livingston
7:07.0,P. Tucker enters the game for E. Gordon,,40-51,,
7:07.0,R. Anderson enters the game for L. Mbah a Moute,,40-51,,
7:07.0,J. Harden enters the game for C. Capela,,40-51,,
6:56.0,P. Tucker makes 2-pt shot from 5 ft (assist by J. Harden),2,42-51,,
6:56.0,,,42-51,,Violation by K. Durant (def goaltending)
6:43.0,,,42-51,,K. Durant misses 2-pt shot from 15 ft
6:36.0,Defensive rebound by J. Harden,,42-51,,
6:30.0,,,42-51,,Personal foul by S. Curry (drawn by R. Anderson)
6:30.0,,,42-51,,D. Green enters the game for D. West
6:22.0,J. Harden makes 3-pt shot from 24 ft,3,45-51,,
6:14.0,,,45-54,3,K. Durant makes 3-pt shot from 25 ft (assist by S. Curry)
5:52.0,R. Anderson makes 2-pt shot from 16 ft,2,47-54,,
5:45.0,,,47-56,2,K. Durant makes 2-pt shot from 7 ft (assist by D. Green)
5:24.0,Turnover by J. Harden (lost ball; steal by S. Curry),,47-56,,
5:16.0,,,47-58,2,D. Green makes 2-pt shot from 1 ft (assist by K. Thompson)
5:03.0,C. Paul misses 3-pt shot from 26 ft,,47-58,,
4:59.0,,,47-58,,Defensive rebound by S. Curry
4:59.0,Technical foul by P. Tucker (drawn by K. Durant),,47-58,,
4:59.0,,,47-58,,N. Young enters the game for S. Curry
4:59.0,,,47-59,1,K. Durant makes flagrant free throw 1 of 2
4:59.0,,,47-60,1,K. Durant makes flagrant free throw 2 of 2
4:54.0,,,47-60,,Turnover by K. Durant (bad pass; steal by P. Tucker)
4:47.0,R. Anderson misses 3-pt shot from 24 ft,,47-60,,
4:42.0,,,47-60,,Defensive rebound by D. Green
4:41.0,,,47-63,3,N. Young makes 3-pt shot from 28 ft (assist by D. Green)
4:19.0,T. Ariza misses 2-pt shot from 2 ft,,47-63,,
4:13.0,Offensive rebound by P. Tucker,,47-63,,
4:10.0,P. Tucker makes 2-pt shot from 3 ft,2,49-63,,
4:03.0,,,49-63,,K. Durant misses 3-pt shot from 25 ft
4:02.0,Defensive rebound by R. Anderson,,49-63,,
4:02.0,,,49-63,,Personal foul by K. Durant (drawn by J. Harden)
3:46.0,J. Harden misses 3-pt shot from 26 ft,,49-63,,
3:43.0,,,49-63,,Defensive rebound by K. Thompson
3:29.0,,,49-66,3,D. Green makes 3-pt shot from 22 ft (assist by K. Durant)
3:20.0,P. Tucker makes 3-pt shot from 25 ft (assist by C. Paul),3,52-66,,
3:01.0,,,52-66,,D. Green misses 2-pt shot from 8 ft (block by C. Paul)
2:57.0,Defensive rebound by T. Ariza,,52-66,,
2:50.0,J. Harden makes 2-pt shot from 1 ft (assist by T. Ariza),2,54-66,,
2:40.0,,,54-66,,Golden State full timeout
2:34.0,,,54-66,,K. Durant misses 2-pt shot from 17 ft
2:27.0,Defensive rebound by P. Tucker,,54-66,,
2:26.0,Shooting foul by N. Young (drawn by J. Harden),,54-66,,
2:26.0,J. Harden makes free throw 1 of 2,1,55-66,,
2:26.0,J. Harden makes free throw 2 of 2,1,56-66,,
2:24.0,,,56-66,,Turnover by K. Durant (traveling)
1:58.0,J. Harden misses 2-pt shot from 12 ft,,56-66,,
1:53.0,,,56-66,,Defensive rebound by K. Thompson
1:53.0,Personal foul by C. Paul (drawn by K. Durant),,56-66,,
1:53.0,,,56-67,1,K. Durant makes free throw 1 of 2
1:53.0,,,56-67,,S. Livingston enters the game for P. McCaw
1:53.0,E. Gordon enters the game for C. Paul,,56-67,,
1:53.0,,,56-67,,K. Durant misses free throw 2 of 2
1:49.0,Defensive rebound by T. Ariza,,56-67,,
1:38.0,E. Gordon misses 3-pt shot from 25 ft,,56-67,,
1:37.0,Offensive rebound by Team,,56-67,,
1:37.0,,,56-67,,Loose ball foul by K. Durant (drawn by P. Tucker)
1:37.0,P. Tucker misses free throw 1 of 2,,56-67,,
1:37.0,Offensive rebound by Team,,56-67,,
1:37.0,,,56-67,,O. Casspi enters the game for K. Durant
1:37.0,P. Tucker misses free throw 2 of 2,,56-67,,
1:34.0,,,56-67,,Defensive rebound by D. Green
1:22.0,,,56-67,,Turnover by S. Livingston (traveling)
1:08.0,P. Tucker makes 3-pt shot from 24 ft (assist by J. Harden),3,59-67,,
0:53.0,,,59-67,,Shooting foul by P. Tucker (drawn by S. Livingston)
0:53.0,,,59-68,1,S. Livingston makes free throw 1 of 2
0:53.0,,,59-69,1,S. Livingston makes free throw 2 of 2
0:43.0,J. Harden misses 3-pt shot from 25 ft,,59-69,,
0:40.0,,,59-69,,Defensive rebound by O. Casspi
0:38.0,,,59-71,2,S. Livingston makes 2-pt shot from 1 ft (assist by D. Green)
0:27.0,P. Tucker makes 3-pt shot from 26 ft (assist by J. Harden),3,62-71,,
0:11.0,,,62-71,,S. Livingston misses 2-pt shot from 11 ft
0:08.0,Defensive rebound by R. Anderson,,62-71,,
0:00.0,P. Tucker misses 3-pt shot from 22 ft,,62-71,,
0:00.0,Offensive rebound by Team,,62-71,,
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:36.0,,,62-71,,Turnover by K. Durant (bad pass; steal by C. Capela)
11:30.0,C. Capela misses 2-pt shot from 1 ft (block by Z. Pachulia),,62-71,,
11:21.0,,,62-71,,Defensive rebound by D. Green
11:20.0,Personal foul by C. Paul,,62-71,,
11:20.0,Technical foul by C. Paul,,62-71,,
11:20.0,,,62-72,1,S. Curry makes technical free throw
11:13.0,,,62-74,2,S. Curry makes 2-pt shot from 1 ft
11:04.0,T. Ariza misses 3-pt shot from 25 ft,,62-74,,
11:01.0,,,62-74,,Defensive rebound by Z. Pachulia
10:57.0,,,62-77,3,S. Curry makes 3-pt shot from 25 ft (assist by D. Green)
10:35.0,C. Capela misses 2-pt shot at rim,,62-77,,
10:30.0,Offensive rebound by J. Harden,,62-77,,
10:24.0,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden),2,64-77,,
10:06.0,,,64-77,,S. Curry misses 3-pt shot from 26 ft
10:01.0,Defensive rebound by J. Harden,,64-77,,
9:51.0,,,64-77,,Personal foul by S. Curry (drawn by C. Paul)
9:41.0,R. Anderson misses 3-pt shot from 24 ft,,64-77,,
9:37.0,,,64-77,,Defensive rebound by Z. Pachulia
9:35.0,,,64-80,3,K. Durant makes 3-pt shot from 26 ft (assist by D. Green)
9:23.0,C. Capela makes 2-pt shot from 5 ft (assist by T. Ariza),2,66-80,,
9:11.0,,,66-82,2,K. Thompson makes 2-pt shot from 21 ft
8:57.0,R. Anderson makes 3-pt shot from 26 ft (assist by C. Paul),3,69-82,,
8:45.0,,,69-82,,K. Thompson misses 2-pt shot from 1 ft
8:41.0,Defensive rebound by J. Harden,,69-82,,
8:39.0,R. Anderson makes 3-pt shot from 25 ft (assist by J. Harden),3,72-82,,
8:39.0,,,72-82,,Golden State full timeout
8:25.0,,,72-82,,K. Thompson misses 3-pt shot from 22 ft
8:21.0,Defensive rebound by R. Anderson,,72-82,,
8:09.0,J. Harden makes 3-pt shot from 27 ft (assist by T. Ariza),3,75-82,,
7:49.0,,,75-84,2,Z. Pachulia makes 2-pt shot from 1 ft (assist by S. Curry)
7:43.0,,,75-84,,Violation by K. Durant (kicked ball)
7:35.0,,,75-84,,J. Bell enters the game for Z. Pachulia
7:24.0,J. Harden misses 3-pt shot from 26 ft,,75-84,,
7:19.0,,,75-84,,Defensive rebound by K. Thompson
7:15.0,,,75-86,2,S. Curry makes 2-pt shot from 13 ft (assist by K. Thompson)
7:00.0,C. Capela misses 2-pt shot from 2 ft (block by K. Durant),,75-86,,
7:00.0,Offensive rebound by Team,,75-86,,
7:00.0,E. Gordon enters the game for C. Paul,,75-86,,
6:50.0,R. Anderson misses 3-pt shot from 22 ft,,75-86,,
6:46.0,,,75-86,,Defensive rebound by J. Bell
6:35.0,,,75-88,2,J. Bell makes 2-pt shot from 2 ft (assist by K. Durant)
6:33.0,,,75-88,,Personal foul by J. Bell (drawn by J. Harden)
6:33.0,,,75-88,,P. McCaw enters the game for S. Curry
6:33.0,P. Tucker enters the game for T. Ariza,,75-88,,
6:33.0,L. Mbah a Moute enters the game for C. Capela,,75-88,,
6:18.0,J. Harden makes 2-pt shot from 1 ft,2,77-88,,
6:06.0,,,77-88,,Turnover by K. Durant (lost ball; steal by R. Anderson)
6:05.0,Turnover by P. Tucker (traveling),,77-88,,
6:03.0,,,77-88,,Turnover by D. Green (bad pass; steal by J. Harden)
5:52.0,Turnover by L. Mbah a Moute (bad pass; steal by P. McCaw),,77-88,,
5:41.0,,,77-88,,J. Bell misses 2-pt shot from 1 ft (block by R. Anderson)
5:35.0,Defensive rebound by J. Harden,,77-88,,
5:31.0,,,77-88,,Personal foul by D. Green (drawn by R. Anderson)
5:17.0,R. Anderson misses 3-pt shot from 28 ft (block by K. Durant),,77-88,,
5:14.0,,,77-88,,Defensive rebound by D. Green
5:14.0,,,77-90,2,K. Durant makes 2-pt shot from 9 ft (assist by D. Green)
5:14.0,,,77-90,,Shooting foul by R. Anderson (drawn by K. Durant)
5:14.0,,,77-91,1,K. Durant makes free throw 1 of 1
5:00.0,Shooting foul by J. Bell (drawn by E. Gordon),,77-91,,
5:00.0,E. Gordon makes free throw 1 of 2,1,78-91,,
5:00.0,T. Ariza enters the game for R. Anderson,,78-91,,
5:00.0,E. Gordon makes free throw 2 of 2,1,79-91,,
4:36.0,,,79-91,,K. Durant misses 3-pt shot from 24 ft
4:31.0,,,79-91,,Offensive rebound by P. McCaw
4:17.0,,,79-93,2,K. Durant makes 2-pt shot from 11 ft (assist by D. Green)
4:07.0,Turnover by L. Mbah a Moute (out of bounds lost ball),,79-93,,
3:49.0,,,79-93,,K. Thompson misses 2-pt shot from 20 ft
3:38.0,,,79-93,,Offensive rebound by K. Durant
3:38.0,,,79-95,2,K. Durant makes 2-pt shot at rim
3:24.0,L. Mbah a Moute makes 3-pt shot from 22 ft (assist by E. Gordon),3,82-95,,
3:15.0,,,82-97,2,J. Bell makes 2-pt shot at rim (assist by K. Durant)
2:57.0,E. Gordon misses 3-pt shot from 26 ft,,82-97,,
2:53.0,,,82-97,,Defensive rebound by D. Green
2:48.0,,,82-97,,Turnover by K. Durant (bad pass)
2:48.0,Houston full timeout,,82-97,,
2:48.0,,,82-97,,N. Young enters the game for K. Durant
2:48.0,C. Paul enters the game for J. Harden,,82-97,,
2:32.0,C. Paul misses 2-pt shot from 5 ft,,82-97,,
2:24.0,Offensive rebound by L. Mbah a Moute,,82-97,,
2:24.0,L. Mbah a Moute makes 2-pt shot at rim,2,84-97,,
2:15.0,,,84-97,,Turnover by K. Thompson (bad pass)
1:55.0,P. Tucker misses 2-pt shot from 8 ft,,84-97,,
1:52.0,,,84-97,,Defensive rebound by D. Green
1:35.0,,,84-97,,K. Thompson misses 2-pt shot from 10 ft
1:30.0,Defensive rebound by C. Paul,,84-97,,
1:25.0,T. Ariza misses 3-pt shot from 26 ft,,84-97,,
1:19.0,,,84-97,,Defensive rebound by P. McCaw
1:02.0,,,84-97,,P. McCaw misses 2-pt shot from 1 ft
0:57.0,Turnover by E. Gordon (step out of bounds),,84-97,,
0:57.0,Offensive rebound by P. Tucker,,84-97,,
0:53.0,,,84-99,2,J. Bell makes 2-pt shot from 2 ft (assist by D. Green)
0:45.0,E. Gordon makes 2-pt shot from 1 ft,2,86-99,,
0:45.0,Shooting foul by P. McCaw (drawn by E. Gordon),,86-99,,
0:45.0,E. Gordon misses free throw 1 of 1,,86-99,,
0:41.0,,,86-99,,Defensive rebound by D. Green
0:38.0,,,86-99,,D. Green misses 2-pt shot from 4 ft
0:32.0,,,86-99,,Offensive rebound by D. Green
0:32.0,,,86-99,,Turnover by N. Young (bad pass; steal by E. Gordon)
0:32.0,E. Gordon makes 2-pt shot from 2 ft,2,88-99,,
0:32.0,Shooting foul by J. Bell (drawn by E. Gordon),,88-99,,
0:32.0,E. Gordon misses free throw 1 of 1,,88-99,,
0:32.0,,,88-99,,S. Curry enters the game for P. McCaw
0:32.0,,,88-99,,K. Durant enters the game for J. Bell
0:24.0,Defensive rebound by T. Ariza,,88-99,,
0:24.0,T. Ariza misses 2-pt shot at rim,,88-99,,
0:21.0,,,88-99,,Defensive rebound by D. Green
0:12.0,,,88-99,,Shooting foul by T. Ariza (drawn by D. Green)
0:12.0,,,88-100,1,D. Green makes free throw 1 of 2
0:12.0,,,88-100,,S. Livingston enters the game for S. Curry
0:12.0,,,88-101,1,D. Green makes free throw 2 of 2
0:12.0,,,88-101,,P. McCaw enters the game for K. Thompson
0:12.0,,,88-101,,J. Bell enters the game for K. Durant
0:01.0,C. Paul misses 3-pt shot from 27 ft,,88-101,,
0:01.0,Offensive rebound by Team,,88-101,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:42.0,C. Paul makes 2-pt shot from 13 ft,2,90-101,,
11:19.0,,,90-101,,Turnover by D. West (lost ball; steal by C. Paul)
11:10.0,L. Mbah a Moute makes 3-pt shot from 24 ft (assist by C. Paul),3,93-101,,
10:55.0,,,93-101,,S. Curry misses 2-pt shot from 2 ft
10:51.0,Defensive rebound by T. Ariza,,93-101,,
10:46.0,E. Gordon makes 2-pt shot from 11 ft (assist by T. Ariza),2,95-101,,
10:46.0,,,95-101,,Golden State full timeout
10:35.0,,,95-101,,Turnover by S. Curry (bad pass)
10:21.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,97-101,,
10:11.0,,,97-104,3,N. Young makes 3-pt shot from 25 ft (assist by S. Curry)
9:50.0,L. Mbah a Moute makes 2-pt shot from 2 ft (assist by C. Paul),2,99-104,,
9:39.0,,,99-104,,S. Curry misses 3-pt shot from 26 ft
