time,Utah,pts.away,score,pts.home,Houston
6:15.0,Offensive rebound by D. Exum,,56-37,,
6:15.0,,,56-37,,Personal foul by C. Capela (drawn by D. Exum)
6:10.0,D. Mitchell misses 3-pt shot from 26 ft,,56-37,,
6:07.0,,,56-37,,Defensive rebound by T. Ariza
5:56.0,,,56-37,,Shooting foul by J. Crowder (drawn by J. Harden)
5:56.0,,,56-38,1,J. Harden makes free throw 1 of 2
5:56.0,,,56-39,1,J. Harden makes free throw 2 of 2
5:42.0,J. Crowder misses 3-pt shot from 25 ft,,56-39,,
5:40.0,,,56-39,,Defensive rebound by J. Harden
5:34.0,Personal foul by D. Exum (drawn by J. Harden),,56-39,,
5:34.0,R. O'Neale enters the game for D. Exum,,56-39,,
5:22.0,,,56-39,,P. Tucker misses 3-pt shot from 26 ft
5:19.0,Defensive rebound by R. O'Neale,,56-39,,
5:00.0,J. Crowder misses 2-pt shot from 3 ft,,56-39,,
4:58.0,,,56-39,,Defensive rebound by J. Harden
4:48.0,,,56-39,,E. Gordon misses 2-pt shot from 3 ft
4:47.0,,,56-39,,Offensive rebound by C. Capela
4:45.0,,,56-41,2,C. Capela makes 2-pt shot from 3 ft
4:28.0,J. Ingles misses 3-pt shot from 26 ft,,56-41,,
4:25.0,,,56-41,,Defensive rebound by P. Tucker
4:17.0,,,56-41,,J. Harden misses 3-pt shot from 25 ft
4:15.0,Defensive rebound by D. Mitchell,,56-41,,
4:15.0,,,56-41,,Personal foul by J. Harden (drawn by D. Mitchell)
4:15.0,,,56-41,,C. Paul enters the game for E. Gordon
4:09.0,Turnover by J. Ingles (bad pass; steal by C. Paul),,56-41,,
4:09.0,Personal foul by D. Mitchell (drawn by C. Paul),,56-41,,
4:09.0,R. Neto enters the game for D. Mitchell,,56-41,,
3:46.0,,,56-41,,C. Capela misses 2-pt shot from 3 ft
3:46.0,Defensive rebound by R. Gobert,,56-41,,
3:46.0,,,56-41,,Personal foul by J. Harden (drawn by R. Gobert)
3:46.0,R. Gobert makes free throw 1 of 2,1,57-41,,
3:46.0,R. Gobert makes free throw 2 of 2,1,58-41,,
3:29.0,,,58-41,,Shooting foul by R. Neto (drawn by J. Harden)
3:29.0,,,58-41,,J. Harden misses free throw 1 of 2
3:29.0,,,58-41,,Offensive rebound by Team
3:29.0,A. Burks enters the game for R. Neto,,58-41,,
3:29.0,,,58-42,1,J. Harden makes free throw 2 of 2
3:12.0,R. Gobert makes 2-pt shot from 1 ft (assist by A. Burks),2,60-42,,
2:57.0,,,60-42,,C. Paul misses 2-pt shot from 11 ft
2:54.0,Defensive rebound by A. Burks,,60-42,,
2:40.0,Turnover by R. O'Neale (bad pass),,60-42,,
2:40.0,,,60-42,,E. Gordon enters the game for T. Ariza
2:33.0,,,60-42,,Shooting foul by A. Burks (drawn by C. Capela)
2:33.0,,,60-42,,C. Capela misses free throw 1 of 2
2:33.0,,,60-42,,Offensive rebound by Team
2:33.0,,,60-43,1,C. Capela makes free throw 2 of 2
2:10.0,R. Gobert misses 2-pt shot from 9 ft,,60-43,,
2:09.0,,,60-43,,Defensive rebound by C. Capela
2:01.0,,,60-46,3,J. Harden makes 3-pt shot from 27 ft
1:50.0,,,60-46,,Personal foul by C. Capela (drawn by R. Gobert)
1:50.0,R. Gobert makes free throw 1 of 2,1,61-46,,
1:50.0,R. Gobert misses free throw 2 of 2,,61-46,,
1:48.0,,,61-46,,Defensive rebound by P. Tucker
1:41.0,,,61-46,,R. Anderson enters the game for C. Capela
1:27.0,,,61-48,2,J. Harden makes 2-pt shot from 3 ft
1:09.0,J. Ingles makes 3-pt shot from 25 ft (assist by A. Burks),3,64-48,,
0:56.0,,,64-48,,Shooting foul by J. Crowder (drawn by J. Harden)
0:56.0,,,64-49,1,J. Harden makes free throw 1 of 3
0:56.0,,,64-50,1,J. Harden makes free throw 2 of 3
0:56.0,R. Neto enters the game for J. Crowder,,64-50,,
0:56.0,,,64-51,1,J. Harden makes free throw 3 of 3
0:43.0,J. Ingles misses 2-pt shot from 8 ft,,64-51,,
0:41.0,,,64-51,,Defensive rebound by R. Anderson
0:41.0,Personal block foul by J. Ingles (drawn by J. Harden),,64-51,,
0:41.0,,,64-52,1,J. Harden makes free throw 1 of 2
0:41.0,,,64-53,1,J. Harden makes free throw 2 of 2
0:31.0,Turnover by A. Burks (lost ball; steal by J. Harden),,64-53,,
0:26.0,,,64-55,2,J. Harden makes 2-pt shot from 3 ft
0:04.0,R. Neto misses 3-pt shot from 25 ft,,64-55,,
0:03.0,,,64-55,,Defensive rebound by P. Tucker
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:41.0,,,64-57,2,C. Capela makes 2-pt shot from 1 ft (assist by J. Harden)
11:25.0,J. Ingles makes 2-pt shot from 17 ft,2,66-57,,
11:05.0,,,66-60,3,C. Paul makes 3-pt shot from 23 ft (assist by J. Harden)
10:47.0,D. Mitchell misses 2-pt shot from 10 ft,,66-60,,
10:45.0,,,66-60,,Defensive rebound by C. Capela
10:34.0,,,66-62,2,C. Capela makes 2-pt shot from 2 ft (assist by J. Harden)
10:25.0,D. Mitchell misses 2-pt shot from 2 ft (block by P. Tucker),,66-62,,
10:24.0,Offensive rebound by Team,,66-62,,
10:16.0,J. Ingles makes 3-pt shot from 26 ft,3,69-62,,
9:54.0,,,69-64,2,J. Harden makes 2-pt shot from 2 ft
9:48.0,Utah full timeout,,69-64,,
9:30.0,Turnover by R. O'Neale (bad pass; steal by C. Paul),,69-64,,
9:24.0,,,69-67,3,T. Ariza makes 3-pt shot from 23 ft (assist by C. Paul)
9:02.0,Turnover by D. Mitchell (bad pass; steal by T. Ariza),,69-67,,
8:51.0,,,69-69,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
8:35.0,Turnover by R. Gobert (bad pass),,69-69,,
8:10.0,,,69-69,,C. Paul misses 2-pt shot from 12 ft
8:06.0,Defensive rebound by J. Ingles,,69-69,,
7:57.0,D. Favors misses 2-pt shot from 7 ft,,69-69,,
7:57.0,Offensive rebound by Team,,69-69,,
7:57.0,J. Crowder enters the game for D. Favors,,69-69,,
7:46.0,J. Crowder misses 3-pt shot from 25 ft,,69-69,,
7:43.0,,,69-69,,Defensive rebound by T. Ariza
7:36.0,,,69-69,,P. Tucker misses 3-pt shot from 23 ft
7:32.0,,,69-69,,Offensive rebound by C. Capela
7:28.0,,,69-69,,J. Harden misses 3-pt shot from 25 ft
7:26.0,Defensive rebound by J. Crowder,,69-69,,
7:09.0,Turnover by J. Crowder (turnover),,69-69,,
7:09.0,,,69-69,,E. Gordon enters the game for C. Paul
7:09.0,A. Burks enters the game for R. O'Neale,,69-69,,
6:58.0,,,69-69,,E. Gordon misses 2-pt shot from 6 ft (block by R. Gobert)
6:56.0,,,69-69,,Offensive rebound by E. Gordon
6:55.0,,,69-71,2,T. Ariza makes 2-pt shot from 3 ft (assist by E. Gordon)
6:36.0,J. Crowder makes 2-pt shot from 6 ft (assist by J. Ingles),2,71-71,,
6:20.0,,,71-73,2,E. Gordon makes 2-pt shot from 6 ft (assist by P. Tucker)
6:11.0,A. Burks misses 3-pt shot from 25 ft,,71-73,,
6:08.0,,,71-73,,Defensive rebound by E. Gordon
6:03.0,Personal foul by R. Gobert (drawn by J. Harden),,71-73,,
5:56.0,,,71-73,,E. Gordon misses 3-pt shot from 26 ft
5:53.0,Defensive rebound by R. Gobert,,71-73,,
5:42.0,J. Crowder misses 3-pt shot from 26 ft,,71-73,,
5:40.0,,,71-73,,Defensive rebound by P. Tucker
5:33.0,,,71-75,2,C. Capela makes 2-pt shot at rim (assist by J. Harden)
5:16.0,D. Mitchell misses 2-pt shot from 4 ft,,71-75,,
5:13.0,Offensive rebound by Team,,71-75,,
5:13.0,D. Favors enters the game for R. Gobert,,71-75,,
5:11.0,Jump ball: P. Tucker vs. D. Mitchell ( gains possession),,,,Jump ball: P. Tucker vs. D. Mitchell ( gains possession)
5:01.0,Shooting foul by P. Tucker (drawn by J. Crowder),,71-75,,
5:01.0,J. Crowder makes free throw 1 of 2,1,72-75,,
5:01.0,,,72-75,,R. Anderson enters the game for C. Capela
5:01.0,J. Crowder misses free throw 2 of 2,,72-75,,
4:58.0,,,72-75,,Defensive rebound by E. Gordon
4:36.0,,,72-77,2,P. Tucker makes 2-pt shot at rim (assist by R. Anderson)
4:19.0,D. Mitchell makes 3-pt shot from 26 ft,3,75-77,,
3:58.0,,,75-77,,R. Anderson misses 3-pt shot from 28 ft
3:56.0,Defensive rebound by A. Burks,,75-77,,
3:51.0,A. Burks makes 2-pt shot from 2 ft,2,77-77,,
3:42.0,,,77-79,2,J. Harden makes 2-pt shot at rim
3:34.0,,,77-79,,Personal foul by J. Harden (drawn by J. Crowder)
3:34.0,,,77-79,,L. Mbah a Moute enters the game for R. Anderson
3:34.0,D. Exum enters the game for J. Ingles,,77-79,,
3:25.0,D. Exum makes 3-pt shot from 23 ft (assist by A. Burks),3,80-79,,
3:04.0,,,80-79,,J. Harden misses 3-pt shot from 27 ft
3:02.0,Defensive rebound by A. Burks,,80-79,,
2:57.0,A. Burks misses 2-pt shot from 3 ft,,80-79,,
2:55.0,,,80-79,,Defensive rebound by J. Harden
2:52.0,,,80-79,,Offensive foul by J. Harden (drawn by D. Exum)
2:52.0,,,80-79,,Turnover by J. Harden (offensive foul)
2:52.0,,,80-79,,Houston full timeout
2:52.0,,,80-79,,C. Capela enters the game for T. Ariza
2:52.0,,,80-79,,G. Green enters the game for P. Tucker
2:52.0,,,80-79,,C. Paul enters the game for J. Harden
2:43.0,D. Mitchell misses 3-pt shot from 27 ft,,80-79,,
2:40.0,,,80-79,,Defensive rebound by C. Paul
2:35.0,,,80-79,,E. Gordon misses 2-pt shot from 3 ft (block by A. Burks)
2:33.0,Defensive rebound by D. Exum,,80-79,,
2:26.0,D. Favors makes 2-pt shot from 1 ft (assist by D. Exum),2,82-79,,
2:08.0,,,82-82,3,E. Gordon makes 3-pt shot from 23 ft (assist by C. Paul)
1:50.0,D. Mitchell misses 2-pt shot from 6 ft,,82-82,,
1:48.0,,,82-82,,Defensive rebound by C. Capela
1:36.0,Personal foul by D. Exum (drawn by C. Paul),,82-82,,
1:36.0,R. Neto enters the game for D. Mitchell,,82-82,,
1:27.0,,,82-84,2,C. Paul makes 2-pt shot from 17 ft
1:16.0,D. Favors makes 2-pt shot at rim (assist by D. Exum),2,84-84,,
0:57.0,,,84-84,,L. Mbah a Moute misses 3-pt shot from 25 ft
0:54.0,Defensive rebound by J. Crowder,,84-84,,
0:50.0,Shooting foul by E. Gordon (drawn by A. Burks),,84-84,,
0:50.0,A. Burks makes free throw 1 of 2,1,85-84,,
0:50.0,A. Burks makes free throw 2 of 2,1,86-84,,
0:42.0,Personal foul by A. Burks (drawn by C. Paul),,86-84,,
0:42.0,,,86-84,,C. Paul misses free throw 1 of 2
0:42.0,,,86-84,,Offensive rebound by Team
0:42.0,,,86-85,1,C. Paul makes free throw 2 of 2
0:32.0,A. Burks misses 3-pt shot from 25 ft,,86-85,,
0:29.0,,,86-85,,Defensive rebound by C. Capela
0:26.0,,,86-85,,G. Green misses 3-pt shot from 25 ft
0:23.0,Defensive rebound by A. Burks,,86-85,,
0:00.0,Turnover by D. Exum (lost ball; steal by G. Green),,86-85,,
0:00.0,End of 3rd quarter,,,,End of 3rd quarter
12:00.0,Start of 4th quarter,,,,Start of 4th quarter
11:43.0,J. Crowder makes 2-pt shot from 22 ft,2,88-85,,
11:21.0,,,88-85,,E. Gordon misses 2-pt shot from 11 ft
11:19.0,,,88-85,,Offensive rebound by C. Capela
11:19.0,,,88-85,,C. Capela misses 2-pt shot at rim
11:18.0,Defensive rebound by D. Mitchell,,88-85,,
11:08.0,A. Burks misses 2-pt shot from 16 ft,,88-85,,
11:06.0,,,88-85,,Defensive rebound by C. Paul
11:00.0,,,88-87,2,C. Paul makes 2-pt shot from 13 ft
10:43.0,D. Mitchell misses 3-pt shot from 27 ft,,88-87,,
10:40.0,,,88-87,,Defensive rebound by L. Mbah a Moute
10:34.0,,,88-87,,C. Paul misses 3-pt shot from 26 ft
10:33.0,Defensive rebound by R. Gobert,,88-87,,
10:14.0,A. Burks makes 2-pt shot from 4 ft (assist by R. O'Neale),2,90-87,,
10:07.0,,,90-87,,Shooting foul by R. Gobert (drawn by E. Gordon)
10:07.0,,,90-88,1,E. Gordon makes free throw 1 of 2
10:07.0,J. Ingles enters the game for J. Crowder,,90-88,,
10:07.0,,,90-89,1,E. Gordon makes free throw 2 of 2
9:49.0,J. Ingles makes 2-pt shot from 21 ft,2,92-89,,
9:35.0,,,92-91,2,C. Paul makes 2-pt shot from 8 ft
9:35.0,,,92-91,,Shooting foul by R. Gobert (drawn by C. Paul)
9:35.0,,,92-91,,C. Paul misses free throw 1 of 1
9:35.0,Defensive rebound by Team,,92-91,,
9:24.0,R. O'Neale misses 3-pt shot from 23 ft,,92-91,,
9:21.0,,,92-91,,Defensive rebound by E. Gordon
9:15.0,,,92-91,,E. Gordon misses 2-pt shot from 15 ft
9:13.0,Defensive rebound by J. Ingles,,92-91,,
9:07.0,Turnover by A. Burks (lost ball; steal by C. Paul),,92-91,,
9:03.0,,,92-91,,T. Ariza misses 3-pt shot from 25 ft
9:00.0,Defensive rebound by R. Gobert,,92-91,,
8:56.0,Turnover by R. O'Neale (traveling),,92-91,,
8:56.0,,,92-91,,P. Tucker enters the game for C. Capela
8:43.0,,,92-91,,J. Harden enters the game for L. Mbah a Moute
8:43.0,D. Exum enters the game for A. Burks,,92-91,,
8:38.0,,,92-91,,C. Paul misses 2-pt shot from 14 ft
8:36.0,Defensive rebound by R. O'Neale,,92-91,,
8:17.0,D. Mitchell misses 3-pt shot from 26 ft (block by E. Gordon),,92-91,,
8:14.0,,,92-91,,Defensive rebound by T. Ariza
8:04.0,,,92-94,3,E. Gordon makes 3-pt shot from 25 ft (assist by J. Harden)
8:03.0,Utah full timeout,,92-94,,
8:03.0,J. Crowder enters the game for R. O'Neale,,92-94,,
7:48.0,D. Exum makes 3-pt shot from 23 ft (assist by D. Mitchell),3,95-94,,
7:19.0,,,95-94,,Turnover by E. Gordon (bad pass; steal by D. Mitchell)
7:19.0,,,95-94,,Personal foul by C. Paul (drawn by D. Mitchell)
7:19.0,,,95-94,,C. Capela enters the game for C. Paul
7:09.0,,,95-94,,Personal block foul by C. Capela (drawn by D. Mitchell)
7:02.0,,,95-94,,Personal foul by E. Gordon (drawn by D. Exum)
6:57.0,J. Crowder makes 3-pt shot from 25 ft (assist by D. Mitchell),3,98-94,,
6:40.0,Personal foul by D. Mitchell (drawn by J. Harden),,98-94,,
6:26.0,,,98-94,,Turnover by Team (shot clock)
6:14.0,D. Mitchell misses 2-pt shot from 12 ft,,98-94,,
6:11.0,Offensive rebound by D. Mitchell,,98-94,,
6:11.0,D. Mitchell makes 2-pt shot at rim,2,100-94,,
6:01.0,,,100-96,2,J. Harden makes 2-pt shot from 3 ft
5:47.0,J. Ingles makes 3-pt shot from 23 ft (assist by D. Mitchell),3,103-96,,
5:46.0,,,103-96,,Houston full timeout
5:46.0,,,103-96,,C. Paul enters the game for C. Capela
5:32.0,,,103-96,,C. Paul misses 3-pt shot from 26 ft
5:27.0,,,103-96,,Offensive rebound by J. Harden
5:27.0,,,103-96,,J. Harden misses 2-pt shot at rim
5:26.0,Defensive rebound by J. Crowder,,103-96,,
5:21.0,Shooting foul by T. Ariza (drawn by R. Gobert),,103-96,,
5:21.0,R. Gobert misses free throw 1 of 2,,103-96,,
5:21.0,Offensive rebound by Team,,103-96,,
