time,Charlotte,pts.away,score,pts.home,Boston
6:56.0,,,79-74,,T. Rozier misses 2-pt shot from 7 ft
6:56.0,,,79-74,,Offensive rebound by Team
6:56.0,,,79-74,,M. Smart enters the game for T. Rozier
6:56.0,,,79-74,,J. Tatum enters the game for G. Yabusele
6:53.0,,,79-74,,Shooting foul by D. Howard (drawn by J. Tatum)
6:53.0,,,79-75,1,J. Tatum makes free throw 1 of 2
6:53.0,,,79-76,1,J. Tatum makes free throw 2 of 2
6:30.0,F. Kaminsky misses 2-pt shot from 15 ft,,79-76,,
6:28.0,,,79-76,,Defensive rebound by Team
6:16.0,,,79-76,,Turnover by M. Smart (step out of bounds)
6:02.0,D. Howard misses 2-pt shot from 1 ft,,79-76,,
5:59.0,,,79-76,,Defensive rebound by A. Baynes
5:53.0,,,79-78,2,S. Larkin makes 2-pt shot from 13 ft (assist by M. Smart)
5:37.0,K. Walker misses 2-pt shot from 19 ft,,79-78,,
5:34.0,,,79-78,,Defensive rebound by J. Brown
5:29.0,,,79-80,2,J. Brown makes 2-pt shot from 1 ft
5:17.0,Offensive foul by D. Howard (drawn by S. Larkin),,79-80,,
5:17.0,Turnover by D. Howard (offensive foul),,79-80,,
5:17.0,M. Kidd-Gilchrist enters the game for D. Bacon,,79-80,,
5:17.0,M. Williams enters the game for F. Kaminsky,,79-80,,
5:08.0,,,79-80,,S. Larkin misses 3-pt shot from 27 ft
5:03.0,Defensive rebound by D. Howard,,79-80,,
4:54.0,Turnover by D. Howard (traveling),,79-80,,
4:47.0,Personal foul by D. Howard (drawn by A. Baynes),,79-80,,
4:41.0,,,79-82,2,S. Larkin makes 2-pt shot from 21 ft
4:23.0,Turnover by K. Walker (lost ball; steal by M. Smart),,79-82,,
4:18.0,,,79-82,,Offensive charge foul by J. Tatum (drawn by M. Kidd-Gilchrist)
4:18.0,,,79-82,,Turnover by J. Tatum (offensive foul)
4:07.0,M. Williams misses 3-pt shot from 26 ft,,79-82,,
4:04.0,,,79-82,,Defensive rebound by S. Larkin
3:49.0,,,79-82,,M. Smart misses 2-pt shot from 17 ft
3:47.0,Defensive rebound by Team,,79-82,,
3:47.0,,,79-82,,M. Morris enters the game for S. Larkin
3:29.0,J. Lamb misses 2-pt shot from 14 ft,,79-82,,
3:26.0,,,79-82,,Defensive rebound by J. Tatum
3:19.0,,,79-82,,Boston full timeout
3:19.0,,,79-82,,T. Rozier enters the game for A. Baynes
3:19.0,C. Zeller enters the game for D. Howard,,79-82,,
3:10.0,,,79-84,2,J. Tatum makes 2-pt shot from 21 ft (assist by M. Smart)
2:44.0,K. Walker misses 2-pt shot from 10 ft,,79-84,,
2:42.0,Offensive rebound by K. Walker,,79-84,,
2:41.0,K. Walker makes 2-pt shot at rim,2,81-84,,
2:22.0,,,81-84,,J. Tatum misses 2-pt shot from 3 ft (block by C. Zeller)
2:18.0,Defensive rebound by M. Kidd-Gilchrist,,81-84,,
1:59.0,M. Kidd-Gilchrist misses 2-pt shot from 19 ft,,81-84,,
1:55.0,Offensive rebound by C. Zeller,,81-84,,
1:54.0,K. Walker misses 3-pt shot from 27 ft,,81-84,,
1:52.0,,,81-84,,Defensive rebound by M. Morris
1:30.0,,,81-86,2,J. Tatum makes 2-pt shot from 2 ft (assist by M. Smart)
1:20.0,Shooting foul by J. Tatum (drawn by K. Walker),,81-86,,
1:20.0,K. Walker misses free throw 1 of 2,,81-86,,
1:20.0,Offensive rebound by Team,,81-86,,
1:20.0,K. Walker makes free throw 2 of 2,1,82-86,,
0:58.0,,,82-86,,J. Tatum misses 2-pt shot from 2 ft
0:54.0,,,82-86,,Offensive rebound by J. Brown
0:52.0,,,82-86,,M. Morris misses 3-pt shot from 27 ft
0:48.0,Defensive rebound by K. Walker,,82-86,,
0:45.0,K. Walker makes 2-pt shot from 1 ft,2,84-86,,
0:45.0,Shooting foul by J. Brown (drawn by K. Walker),,84-86,,
0:45.0,,,84-86,,A. Baynes enters the game for J. Brown
0:45.0,D. Howard enters the game for C. Zeller,,84-86,,
0:45.0,K. Walker makes free throw 1 of 1,1,85-86,,
0:45.0,,,85-86,,Boston full timeout
0:45.0,,,85-86,,J. Brown enters the game for A. Baynes
0:45.0,C. Zeller enters the game for D. Howard,,85-86,,
0:23.0,,,85-88,2,M. Morris makes 2-pt shot from 20 ft (assist by T. Rozier)
0:23.0,Charlotte full timeout,,85-88,,
0:23.0,M. Monk enters the game for M. Williams,,85-88,,
0:23.0,F. Kaminsky enters the game for M. Kidd-Gilchrist,,85-88,,
0:17.0,K. Walker makes 2-pt shot from 1 ft,2,87-88,,
0:15.0,,,87-88,,Boston full timeout
0:15.0,,,87-88,,S. Larkin enters the game for J. Brown
0:15.0,M. Williams enters the game for M. Monk,,87-88,,
0:15.0,M. Kidd-Gilchrist enters the game for F. Kaminsky,,87-88,,
0:14.0,,,87-88,,Turnover by T. Rozier (step out of bounds)
0:14.0,M. Monk enters the game for M. Kidd-Gilchrist,,87-88,,
0:14.0,,,87-88,,J. Brown enters the game for S. Larkin
0:05.0,K. Walker misses 2-pt shot from 18 ft,,87-88,,
0:03.0,,,87-88,,Defensive rebound by T. Rozier
0:03.0,Personal take foul by K. Walker (drawn by T. Rozier),,87-88,,
0:03.0,,,87-89,1,T. Rozier makes free throw 1 of 2
0:03.0,D. Howard enters the game for M. Monk,,87-89,,
0:03.0,M. Kidd-Gilchrist enters the game for C. Zeller,,87-89,,
0:03.0,,,87-90,1,T. Rozier makes free throw 2 of 2
0:03.0,Charlotte full timeout,,87-90,,
0:03.0,,,87-90,,S. Ojeleye enters the game for T. Rozier
0:03.0,F. Kaminsky enters the game for M. Williams,,87-90,,
0:03.0,M. Monk enters the game for M. Kidd-Gilchrist,,87-90,,
0:00.0,K. Walker misses 3-pt shot from 85 ft,,87-90,,
0:00.0,Offensive rebound by Team,,87-90,,
