time,Brooklyn,pts.away,score,pts.home,New York
12:00.0,Start of 1st quarter,,,,Start of 1st quarter
12:00.0,Jump ball: K. Porzingis vs. T. Mozgov (E. Kanter gains possession),,,,Jump ball: K. Porzingis vs. T. Mozgov (E. Kanter gains possession)
11:46.0,,,0-2,2,K. Porzingis makes 2-pt shot from 9 ft (assist by J. Jack)
11:26.0,R. Hollis-Jefferson misses 3-pt shot from 23 ft,,0-2,,
11:24.0,,,0-2,,Defensive rebound by E. Kanter
11:15.0,,,0-2,,Shooting foul by D. Russell (drawn by C. Lee)
11:15.0,,,0-3,1,C. Lee makes free throw 1 of 2
11:15.0,,,0-4,1,C. Lee makes free throw 2 of 2
11:07.0,D. Carroll misses 3-pt shot from 25 ft,,0-4,,
11:06.0,,,0-4,,Defensive rebound by Team
10:48.0,,,0-6,2,K. Porzingis makes 2-pt shot from 20 ft
10:22.0,D. Russell misses 3-pt shot from 25 ft,,0-6,,
10:17.0,,,0-6,,Defensive rebound by T. Hardaway
10:14.0,,,0-6,,Turnover by T. Hardaway (bad pass)
10:03.0,Turnover by D. Russell (bad pass),,0-6,,
9:46.0,,,0-8,2,K. Porzingis makes 2-pt shot from 14 ft
9:31.0,Turnover by C. LeVert (bad pass; steal by C. Lee),,0-8,,
9:22.0,,,0-8,,E. Kanter misses 2-pt shot from 2 ft (block by T. Mozgov)
9:18.0,Defensive rebound by T. Mozgov,,0-8,,
9:15.0,C. LeVert misses 2-pt shot from 15 ft,,0-8,,
9:11.0,,,0-8,,Defensive rebound by K. Porzingis
9:00.0,,,0-8,,C. Lee misses 3-pt shot from 22 ft
8:54.0,,,0-8,,Offensive rebound by K. Porzingis
8:54.0,,,0-8,,K. Porzingis misses 2-pt shot at rim
8:54.0,Defensive rebound by D. Russell,,0-8,,
8:50.0,R. Hollis-Jefferson makes 2-pt shot from 1 ft (assist by D. Russell),2,2-8,,
8:41.0,,,2-8,,K. Porzingis misses 3-pt shot from 26 ft
8:41.0,Defensive rebound by C. LeVert,,2-8,,
8:28.0,D. Russell makes 2-pt shot from 20 ft,2,4-8,,
8:18.0,Personal foul by D. Russell (drawn by J. Jack),,4-8,,
8:06.0,,,4-8,,J. Jack misses 2-pt shot from 18 ft
8:02.0,Defensive rebound by D. Russell,,4-8,,
7:58.0,R. Hollis-Jefferson misses 2-pt shot from 2 ft,,4-8,,
7:53.0,Offensive rebound by T. Mozgov,,4-8,,
7:53.0,T. Mozgov makes 2-pt shot at rim,2,6-8,,
7:45.0,,,6-8,,K. Porzingis misses 2-pt shot from 2 ft
7:42.0,Defensive rebound by T. Mozgov,,6-8,,
7:37.0,Shooting foul by J. Jack (drawn by R. Hollis-Jefferson),,6-8,,
7:37.0,R. Hollis-Jefferson makes free throw 1 of 2,1,7-8,,
7:37.0,,,7-8,,K. O'Quinn enters the game for E. Kanter
7:37.0,R. Hollis-Jefferson makes free throw 2 of 2,1,8-8,,
7:23.0,,,8-8,,T. Hardaway misses 2-pt shot from 17 ft
7:20.0,Defensive rebound by T. Mozgov,,8-8,,
7:10.0,T. Mozgov makes 2-pt shot from 13 ft,2,10-8,,
6:54.0,,,10-10,2,C. Lee makes 2-pt shot from 15 ft
6:34.0,T. Mozgov misses 3-pt shot from 23 ft,,10-10,,
6:31.0,,,10-10,,Defensive rebound by J. Jack
6:18.0,,,10-10,,K. O'Quinn misses 2-pt shot from 18 ft
6:15.0,,,10-10,,Offensive rebound by J. Jack
6:13.0,,,10-12,2,J. Jack makes 2-pt shot from 15 ft
5:55.0,D. Russell makes 3-pt shot from 25 ft,3,13-12,,
5:55.0,,,13-12,,New York full timeout
5:55.0,A. Crabbe enters the game for R. Hollis-Jefferson,,13-12,,
5:55.0,Q. Acy enters the game for T. Mozgov,,13-12,,
5:55.0,S. Dinwiddie enters the game for C. LeVert,,13-12,,
5:55.0,T. Booker enters the game for D. Russell,,13-12,,
5:44.0,,,13-12,,T. Hardaway misses 3-pt shot from 26 ft
5:40.0,Defensive rebound by Q. Acy,,13-12,,
5:26.0,Q. Acy makes 3-pt shot from 22 ft (assist by S. Dinwiddie),3,16-12,,
5:09.0,,,16-12,,K. O'Quinn misses 2-pt shot from 15 ft
5:07.0,,,16-12,,Offensive rebound by C. Lee
4:51.0,,,16-12,,T. Hardaway misses 3-pt shot from 27 ft
4:51.0,Defensive rebound by D. Carroll,,16-12,,
4:36.0,T. Booker makes 2-pt shot from 7 ft (assist by A. Crabbe),2,18-12,,
4:24.0,,,18-12,,J. Jack misses 2-pt shot from 14 ft
4:21.0,Defensive rebound by D. Carroll,,18-12,,
4:18.0,D. Carroll misses 2-pt shot from 8 ft (block by K. Porzingis),,18-12,,
4:15.0,,,18-12,,Defensive rebound by K. O'Quinn
4:10.0,,,18-14,2,K. Porzingis makes 2-pt shot from 10 ft (assist by J. Jack)
3:55.0,T. Booker misses 2-pt shot from 1 ft,,18-14,,
3:53.0,,,18-14,,Defensive rebound by K. O'Quinn
3:36.0,,,18-14,,K. Porzingis misses 3-pt shot from 30 ft
3:33.0,Defensive rebound by D. Carroll,,18-14,,
3:12.0,Q. Acy makes 3-pt shot from 23 ft (assist by S. Dinwiddie),3,21-14,,
2:52.0,,,21-14,,K. Porzingis misses 3-pt shot from 25 ft
2:48.0,Defensive rebound by A. Crabbe,,21-14,,
2:44.0,Q. Acy makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,24-14,,
2:18.0,,,24-17,3,J. Jack makes 3-pt shot from 25 ft (assist by T. Hardaway)
2:16.0,Brooklyn full timeout,,24-17,,
2:16.0,,,24-17,,D. McDermott enters the game for T. Hardaway
2:16.0,,,24-17,,M. Beasley enters the game for K. Porzingis
2:16.0,,,24-17,,F. Ntilikina enters the game for J. Jack
2:16.0,J. Harris enters the game for D. Carroll,,24-17,,
2:01.0,Shooting foul by K. O'Quinn (drawn by T. Booker),,24-17,,
2:01.0,T. Booker makes free throw 1 of 2,1,25-17,,
2:01.0,T. Booker misses free throw 2 of 2,,25-17,,
1:58.0,,,25-17,,Defensive rebound by K. O'Quinn
1:42.0,,,25-17,,C. Lee misses 2-pt shot from 20 ft
1:39.0,,,25-17,,Offensive rebound by K. O'Quinn
1:27.0,,,25-20,3,C. Lee makes 3-pt shot from 23 ft (assist by F. Ntilikina)
1:09.0,J. Harris makes 3-pt shot from 26 ft (assist by S. Dinwiddie),3,28-20,,
0:55.0,,,28-20,,F. Ntilikina misses 2-pt shot from 21 ft
0:51.0,Defensive rebound by Q. Acy,,28-20,,
0:34.0,Turnover by T. Booker (lost ball; steal by K. O'Quinn),,28-20,,
0:27.0,,,28-20,,C. Lee misses 2-pt shot from 20 ft
0:26.0,,,28-20,,Offensive rebound by D. McDermott
0:26.0,,,28-22,2,D. McDermott makes 2-pt shot from 1 ft
0:26.0,,,28-22,,Shooting foul by T. Booker (drawn by D. McDermott)
0:26.0,,,28-23,1,D. McDermott makes free throw 1 of 1
0:09.0,,,28-23,,Personal foul by F. Ntilikina (drawn by S. Dinwiddie)
0:00.0,S. Dinwiddie misses 2-pt shot from 4 ft,,28-23,,
0:00.0,,,28-23,,Defensive rebound by M. Beasley
0:00.0,End of 1st quarter,,,,End of 1st quarter
12:00.0,Start of 2nd quarter,,,,Start of 2nd quarter
11:49.0,Turnover by C. LeVert (bad pass),,28-23,,
11:33.0,,,28-23,,M. Beasley misses 2-pt shot from 2 ft
11:33.0,T. Booker misses 2-pt shot from 3 ft (block by K. O'Quinn),,28-23,,
11:33.0,,,28-23,,Defensive rebound by D. McDermott
11:30.0,Defensive rebound by T. Booker,,28-23,,
10:53.0,Shooting foul by F. Ntilikina (drawn by C. LeVert),,28-23,,
10:53.0,C. LeVert misses free throw 1 of 2,,28-23,,
10:53.0,Offensive rebound by Team,,28-23,,
10:53.0,C. LeVert makes free throw 2 of 2,1,29-25,,
10:52.0,,,28-25,2,K. O'Quinn makes 2-pt shot at rim (assist by F. Ntilikina)
10:31.0,,,28-25,,F. Ntilikina misses 3-pt shot from 25 ft
10:27.0,,,28-25,,Offensive rebound by K. O'Quinn
10:27.0,,,28-25,,Turnover by K. O'Quinn (traveling)
10:20.0,Offensive foul by T. Booker (drawn by F. Ntilikina),,28-25,,
10:20.0,Turnover by T. Booker (offensive foul),,28-25,,
10:06.0,,,28-25,,F. Ntilikina misses 2-pt shot from 13 ft
10:03.0,,,28-25,,Offensive rebound by K. O'Quinn
9:54.0,,,28-25,,M. Beasley misses 2-pt shot from 4 ft
9:51.0,,,28-25,,Offensive rebound by K. O'Quinn
9:50.0,,,29-28,3,D. McDermott makes 3-pt shot from 25 ft (assist by K. O'Quinn)
9:37.0,Turnover by C. LeVert (lost ball; steal by F. Ntilikina),,29-28,,
9:34.0,,,29-28,,Shooting foul by J. Harris (drawn by D. McDermott)
9:34.0,,,29-28,,D. McDermott misses free throw 1 of 2
9:34.0,,,29-28,,Offensive rebound by Team
9:34.0,Q. Acy enters the game for A. Crabbe,,29-28,,
9:34.0,S. Dinwiddie enters the game for T. Booker,,29-28,,
9:34.0,,,29-29,1,D. McDermott makes free throw 2 of 2
9:17.0,J. Harris misses 2-pt shot from 18 ft,,29-29,,
9:16.0,,,29-29,,Defensive rebound by Team
9:16.0,Loose ball foul by J. Harris (drawn by D. McDermott),,29-29,,
9:01.0,,,29-29,,T. Hardaway misses 2-pt shot from 2 ft
8:59.0,,,29-29,,Offensive rebound by T. Hardaway
8:58.0,,,29-31,2,T. Hardaway makes 2-pt shot from 1 ft
8:51.0,Turnover by S. Dinwiddie (bad pass),,29-31,,
8:36.0,,,29-33,2,M. Beasley makes 2-pt shot from 1 ft (assist by K. O'Quinn)
8:15.0,C. LeVert makes 3-pt shot from 25 ft (assist by S. Dinwiddie),3,32-33,,
7:55.0,,,32-33,,T. Hardaway misses 2-pt shot from 19 ft
7:53.0,Defensive rebound by Q. Acy,,32-33,,
7:41.0,C. LeVert misses 2-pt shot from 1 ft,,32-33,,
7:35.0,Offensive rebound by T. Mozgov,,32-33,,
7:35.0,T. Mozgov makes 2-pt shot at rim,2,34-33,,
7:24.0,,,34-33,,Turnover by F. Ntilikina (bad pass; steal by C. LeVert)
7:10.0,C. LeVert misses 2-pt shot from 14 ft,,34-33,,
7:08.0,,,34-33,,Defensive rebound by F. Ntilikina
7:04.0,,,34-35,2,K. O'Quinn makes 2-pt shot from 1 ft (assist by F. Ntilikina)
7:02.0,Brooklyn full timeout,,34-35,,
7:02.0,,,34-35,,W. Hernangomez enters the game for K. O'Quinn
7:02.0,R. Hollis-Jefferson enters the game for T. Mozgov,,34-35,,
7:02.0,J. Allen enters the game for Q. Acy,,34-35,,
6:50.0,Turnover by S. Dinwiddie (bad pass; steal by W. Hernangomez),,34-35,,
6:31.0,,,34-35,,F. Ntilikina misses 2-pt shot from 21 ft
6:27.0,Defensive rebound by R. Hollis-Jefferson,,34-35,,
6:22.0,S. Dinwiddie makes 2-pt shot from 19 ft,2,36-35,,
5:59.0,,,36-37,2,W. Hernangomez makes 2-pt shot from 3 ft
5:50.0,Shooting foul by F. Ntilikina (drawn by S. Dinwiddie),,36-37,,
5:50.0,S. Dinwiddie makes free throw 1 of 2,1,37-37,,
5:50.0,S. Dinwiddie makes free throw 2 of 2,1,38-37,,
5:50.0,,,38-37,,K. Porzingis enters the game for M. Beasley
5:50.0,,,38-37,,J. Jack enters the game for F. Ntilikina
5:50.0,,,38-37,,C. Lee enters the game for T. Hardaway
5:34.0,,,38-39,2,K. Porzingis makes 2-pt shot at rim
5:19.0,J. Allen misses 2-pt shot from 6 ft (block by K. Porzingis),,38-39,,
5:15.0,,,38-39,,Defensive rebound by K. Porzingis
5:08.0,,,38-42,3,C. Lee makes 3-pt shot from 26 ft (assist by J. Jack)
4:52.0,R. Hollis-Jefferson makes 2-pt shot from 15 ft,2,40-42,,
4:33.0,,,40-42,,Turnover by W. Hernangomez (out of bounds lost ball)
4:33.0,A. Crabbe enters the game for S. Dinwiddie,,40-42,,
4:33.0,D. Russell enters the game for J. Harris,,40-42,,
4:33.0,D. Carroll enters the game for C. LeVert,,40-42,,
4:11.0,Turnover by J. Allen (lost ball; steal by W. Hernangomez),,40-42,,
4:01.0,,,40-42,,Shooting foul by D. Carroll (drawn by W. Hernangomez)
4:01.0,,,40-42,,W. Hernangomez misses free throw 1 of 2
4:01.0,,,40-42,,Offensive rebound by Team
4:01.0,,,40-42,,W. Hernangomez misses free throw 2 of 2
3:56.0,Defensive rebound by R. Hollis-Jefferson,,40-42,,
3:49.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,40-42,,
3:46.0,,,40-42,,Defensive rebound by W. Hernangomez
3:32.0,,,40-42,,K. Porzingis misses 2-pt shot from 12 ft
3:30.0,Defensive rebound by J. Allen,,40-42,,
3:13.0,J. Allen misses 2-pt shot from 2 ft (block by K. Porzingis),,40-42,,
3:10.0,,,40-42,,Defensive rebound by J. Jack
3:09.0,,,40-42,,C. Lee misses 2-pt shot from 2 ft
3:09.0,Defensive rebound by R. Hollis-Jefferson,,40-42,,
3:07.0,,,40-42,,Personal foul by W. Hernangomez (drawn by R. Hollis-Jefferson)
2:54.0,A. Crabbe misses 3-pt shot from 25 ft,,40-42,,
2:51.0,,,40-42,,Defensive rebound by D. McDermott
2:42.0,,,40-42,,K. Porzingis misses 3-pt shot from 24 ft
2:37.0,,,40-42,,Offensive rebound by W. Hernangomez
2:36.0,,,40-42,,W. Hernangomez misses 2-pt shot from 1 ft
2:36.0,Defensive rebound by D. Carroll,,40-42,,
2:23.0,D. Carroll misses 2-pt shot from 2 ft,,40-42,,
2:23.0,,,40-42,,Defensive rebound by Team
2:23.0,Loose ball foul by D. Carroll (drawn by W. Hernangomez),,40-42,,
2:23.0,,,40-42,,New York full timeout
2:23.0,,,40-42,,L. Thomas enters the game for D. McDermott
1:59.0,,,40-44,2,K. Porzingis makes 2-pt shot from 2 ft (assist by J. Jack)
1:47.0,Turnover by R. Hollis-Jefferson (bad pass),,40-44,,
1:28.0,Personal foul by J. Allen (drawn by J. Jack),,40-44,,
1:28.0,,,40-45,1,J. Jack makes free throw 1 of 2
1:28.0,Q. Acy enters the game for J. Allen,,40-45,,
1:28.0,,,40-45,,J. Jack misses free throw 2 of 2
1:28.0,,,40-45,,Offensive rebound by Team
1:28.0,Loose ball foul by Q. Acy (drawn by W. Hernangomez),,40-45,,
1:28.0,,,40-45,,W. Hernangomez misses free throw 1 of 2
1:28.0,,,40-45,,Offensive rebound by Team
1:28.0,,,40-45,,W. Hernangomez misses free throw 2 of 2
1:27.0,Defensive rebound by Team,,40-45,,
1:27.0,,,40-45,,Loose ball foul by K. Porzingis (drawn by R. Hollis-Jefferson)
1:19.0,Turnover by D. Russell (bad pass),,40-45,,
0:56.0,,,40-45,,J. Jack misses 2-pt shot from 6 ft
0:55.0,Defensive rebound by Team,,40-45,,
0:48.0,D. Russell makes 2-pt shot from 16 ft,2,42-45,,
0:28.0,Personal foul by D. Carroll,,42-45,,
0:28.0,,,42-47,1,K. Porzingis makes free throw 1 of 2
0:28.0,,,42-47,1,K. Porzingis makes free throw 2 of 2
0:08.0,D. Russell misses 3-pt shot from 25 ft,,42-47,,
0:06.0,,,42-47,,Defensive rebound by J. Jack
0:01.0,,,42-47,,L. Thomas misses 3-pt shot from 25 ft
0:01.0,,,42-47,,Offensive rebound by Team
0:00.0,End of 2nd quarter,,,,End of 2nd quarter
12:00.0,Start of 3rd quarter,,,,Start of 3rd quarter
11:48.0,,,42-47,,Personal foul by E. Kanter (drawn by T. Mozgov)
11:43.0,D. Russell makes 2-pt shot from 1 ft,2,44-47,,
11:43.0,,,44-47,,Violation by K. Porzingis (def goaltending)
11:37.0,,,44-47,,Turnover by J. Jack (bad pass)
11:26.0,R. Hollis-Jefferson misses 3-pt shot from 25 ft,,44-47,,
11:22.0,Offensive rebound by D. Carroll,,44-47,,
11:16.0,R. Hollis-Jefferson misses 2-pt shot from 3 ft (block by E. Kanter),,44-47,,
11:11.0,,,44-47,,Defensive rebound by C. Lee
11:01.0,,,44-47,,J. Jack misses 2-pt shot from 1 ft
10:54.0,,,44-47,,Offensive rebound by K. Porzingis
10:54.0,,,44-49,2,K. Porzingis makes 2-pt shot at rim
10:46.0,R. Hollis-Jefferson misses 2-pt shot from 1 ft,,44-49,,
10:42.0,,,44-49,,Defensive rebound by J. Jack
